TimeStamp,participant,Condition,Tiral,Age,Gender,SessionTime,Event, rightEye, leftEye, zPos, Group
638004786259886204,P30,s,1,18,f,300,Game Start,,,,c
638004786338496235,P30,s,1,18,f,,RightPupil,3.556122,3.661514,,c
638004786338576227,P30,s,1,18,f,,RightPupil,3.556122,3.661514,,c
638004786338686226,P30,s,1,18,f,,RightPupil,3.47963,3.723526,,c
638004786338756528,P30,s,1,18,f,,RightPupil,3.636551,3.682556,,c
638004786338826484,P30,s,1,18,f,,RightPupil,3.721527,3.719666,,c
638004786338896484,P30,s,1,18,f,,RightPupil,3.543076,3.721786,,c
638004786339006600,P30,s,1,18,f,,RightPupil,3.556091,3.7211,,c
638004786339126272,P30,s,1,18,f,,RightPupil,3.542786,3.723068,,c
638004786339236504,P30,s,1,18,f,,RightPupil,3.466766,3.725571,,c
638004786339606271,P30,s,1,18,f,,RightPupil,3.57576,3.777939,,c
638004786340106612,P30,s,1,18,f,,RightPupil,3.659805,3.955154,,c
638004786340608432,P30,s,1,18,f,,RightPupil,3.720245,3.945328,,c
638004786340688391,P30,s,1,18,f,,RightPupil,3.785202,3.952545,,c
638004786340788389,P30,s,1,18,f,,RightPupil,3.837219,3.960327,,c
638004786340908388,P30,s,1,18,f,,RightPupil,3.895142,3.96907,,c
638004786341018390,P30,s,1,18,f,,RightPupil,3.651443,3.9776,,c
638004786341238389,P30,s,1,18,f,,RightPupil,3.842102,3.977188,,c
638004786341458689,P30,s,1,18,f,,RightPupil,3.920654,3.977341,,c
638004786341688683,P30,s,1,18,f,,RightPupil,3.886749,3.984146,,c
638004786341908739,P30,s,1,18,f,,RightPupil,3.869324,4.007736,,c
638004786342118431,P30,s,1,18,f,,RightPupil,3.895309,4.006165,,c
638004786342338823,P30,s,1,18,f,,RightPupil,3.97052,4.006958,,c
638004786342568424,P30,s,1,18,f,,RightPupil,3.814438,3.974854,,c
638004786342788432,P30,s,1,18,f,,RightPupil,4.031387,4.063995,,c
638004786343021304,P30,s,1,18,f,,RightPupil,4.073761,4.313629,,c
638004786343241312,P30,s,1,18,f,,RightPupil,4.061676,4.256516,,c
638004786343461304,P30,s,1,18,f,,RightPupil,4.234283,4.378922,,c
638004786343681308,P30,s,1,18,f,,RightPupil,4.097656,3.800217,,c
638004786343901827,P30,s,1,18,f,,RightPupil,-1,4.467026,,c
638004786344120422,P30,s,1,18,f,,RightPupil,-1,4.262863,,c
638004786344340430,P30,s,1,18,f,,RightPupil,4.165161,4.204056,,c
638004786344560422,P30,s,1,18,f,,RightPupil,4.049652,4.013184,,c
638004786344800425,P30,s,1,18,f,,RightPupil,4.037704,4.110428,,c
638004786345020466,P30,s,1,18,f,,RightPupil,3.980804,4.305481,,c
638004786345240762,P30,s,1,18,f,,RightPupil,3.915283,4.043381,,c
638004786345460710,P30,s,1,18,f,,RightPupil,3.836319,4.218857,,c
638004786345680747,P30,s,1,18,f,,RightPupil,3.969986,4.187149,,c
638004786345900829,P30,s,1,18,f,,RightPupil,4.020706,4.191971,,c
638004786346160801,P30,s,1,18,f,,RightPupil,3.980972,4.325104,,c
638004786346230801,P30,s,1,18,f,,RightPupil,3.980972,4.325104,,c
638004786346340797,P30,s,1,18,f,,RightPupil,3.982315,4.264297,,c
638004786346451041,P30,s,1,18,f,,RightPupil,4.017914,4.178848,,c
638004786346560799,P30,s,1,18,f,,RightPupil,3.958511,4.326706,,c
638004786346681027,P30,s,1,18,f,,RightPupil,4.004532,4.012955,,c
638004786346780805,P30,s,1,18,f,,RightPupil,4.067673,4.339783,,c
638004786346911044,P30,s,1,18,f,,RightPupil,4.002747,4.138245,,c
638004786347010798,P30,s,1,18,f,,RightPupil,4.055496,3.828949,,c
638004786347121078,P30,s,1,18,f,,RightPupil,4.041565,3.846115,,c
638004786347241051,P30,s,1,18,f,,RightPupil,4.040115,3.90181,,c
638004786347340812,P30,s,1,18,f,,RightPupil,4.050339,3.947906,,c
638004786347450797,P30,s,1,18,f,,RightPupil,4.068329,4.126236,,c
638004786347561137,P30,s,1,18,f,,RightPupil,4.045349,4.254623,,c
638004786347670793,P30,s,1,18,f,,RightPupil,4.069977,3.902817,,c
638004786347791115,P30,s,1,18,f,,RightPupil,4.10025,4.190353,,c
638004786347910796,P30,s,1,18,f,,RightPupil,4.263947,3.966476,,c
638004786348020851,P30,s,1,18,f,,RightPupil,4.152008,4.302063,,c
638004786348120842,P30,s,1,18,f,,RightPupil,4.215454,4.24028,,c
638004786348230848,P30,s,1,18,f,,RightPupil,4.174591,4.133392,,c
638004786348340853,P30,s,1,18,f,,RightPupil,4.125427,4.363083,,c
638004786348450845,P30,s,1,18,f,,RightPupil,4.16449,4.317429,,c
638004786348570841,P30,s,1,18,f,,RightPupil,4.163803,4.22757,,c
638004786348670849,P30,s,1,18,f,,RightPupil,4.221191,4.30687,,c
638004786348780845,P30,s,1,18,f,,RightPupil,4.060028,4.217514,,c
638004786348900845,P30,s,1,18,f,,RightPupil,4.014435,4.107376,,c
638004786349000842,P30,s,1,18,f,,RightPupil,4.040375,3.985016,,c
638004786349180845,P30,s,1,18,f,,RightPupil,4.038956,3.923126,,c
638004786349280848,P30,s,1,18,f,,RightPupil,4.004486,4.06012,,c
638004786349400845,P30,s,1,18,f,,RightPupil,3.974258,3.978333,,c
638004786349510846,P30,s,1,18,f,,RightPupil,3.883682,4.124756,,c
638004786349610845,P30,s,1,18,f,,RightPupil,3.819962,4.006332,,c
638004786349720847,P30,s,1,18,f,,RightPupil,3.991043,4.163696,,c
638004786349840844,P30,s,1,18,f,,RightPupil,3.872513,4.256775,,c
638004786349960845,P30,s,1,18,f,,RightPupil,4.065033,3.961624,,c
638004786350060899,P30,s,1,18,f,,RightPupil,3.956284,4.224472,,c
638004786350170898,P30,s,1,18,f,,RightPupil,3.992096,4.134842,,c
638004786350280890,P30,s,1,18,f,,RightPupil,3.941635,4.216293,,c
638004786350400895,P30,s,1,18,f,,RightPupil,3.93158,4.268005,,c
638004786350500899,P30,s,1,18,f,,RightPupil,4.127533,4.063065,,c
638004786350610889,P30,s,1,18,f,,RightPupil,3.971603,4.065765,,c
638004786350720897,P30,s,1,18,f,,RightPupil,3.975266,4.069107,,c
638004786350830895,P30,s,1,18,f,,RightPupil,3.973831,4.154297,,c
638004786350950892,P30,s,1,18,f,,RightPupil,4.028427,4.111725,,c
638004786351050945,P30,s,1,18,f,,RightPupil,3.891296,4.155899,,c
638004786351180939,P30,s,1,18,f,,RightPupil,3.913528,4.155945,,c
638004786351290937,P30,s,1,18,f,,RightPupil,3.916107,4.168396,,c
638004786351400938,P30,s,1,18,f,,RightPupil,3.922653,4.156158,,c
638004786351500940,P30,s,1,18,f,,RightPupil,3.957352,4.182083,,c
638004786351610937,P30,s,1,18,f,,RightPupil,3.941055,4.182129,,c
638004786351730938,P30,s,1,18,f,,RightPupil,3.954712,4.191849,,c
638004786351840937,P30,s,1,18,f,,RightPupil,3.978989,3.910217,,c
638004786351940931,P30,s,1,18,f,,RightPupil,3.992508,4.31459,,c
638004786352050934,P30,s,1,18,f,,RightPupil,4.006546,4.305634,,c
638004786352170938,P30,s,1,18,f,,RightPupil,4.00676,4.39798,,c
638004786352280935,P30,s,1,18,f,,RightPupil,4.016632,4.369873,,c
638004786352400938,P30,s,1,18,f,,RightPupil,4.015549,4.355148,,c
638004786352500939,P30,s,1,18,f,,RightPupil,4.141602,4.456863,,c
638004786352610934,P30,s,1,18,f,,RightPupil,4.136337,4.429855,,c
638004786352730937,P30,s,1,18,f,,RightPupil,4.108688,4.355179,,c
638004786352830935,P30,s,1,18,f,,RightPupil,4.068054,4.301529,,c
638004786352950933,P30,s,1,18,f,,RightPupil,4.314529,4.339172,,c
638004786353052779,P30,s,1,18,f,,RightPupil,4.185974,4.310623,,c
638004786353162781,P30,s,1,18,f,,RightPupil,4.294632,4.321365,,c
638004786353282776,P30,s,1,18,f,,RightPupil,4.232117,4.500763,,c
638004786353382780,P30,s,1,18,f,,RightPupil,4.097549,4.417267,,c
638004786353512784,P30,s,1,18,f,,RightPupil,4.2314,4.260529,,c
638004786353612783,P30,s,1,18,f,,RightPupil,4.251938,4.219894,,c
638004786353722778,P30,s,1,18,f,,RightPupil,4.22963,4.170273,,c
638004786353832782,P30,s,1,18,f,,RightPupil,4.123413,4.239792,,c
638004786353952783,P30,s,1,18,f,,RightPupil,4.084946,4.291733,,c
638004786354052784,P30,s,1,18,f,,RightPupil,4.121201,4.235687,,c
638004786354162785,P30,s,1,18,f,,RightPupil,4.184647,4.255188,,c
638004786354272780,P30,s,1,18,f,,RightPupil,4.211975,4.309921,,c
638004786354382785,P30,s,1,18,f,,RightPupil,4.21698,4.297653,,c
638004786354502778,P30,s,1,18,f,,RightPupil,4.2323,4.318695,,c
638004786354622776,P30,s,1,18,f,,RightPupil,4.242035,4.345871,,c
638004786354722781,P30,s,1,18,f,,RightPupil,4.231354,4.373764,,c
638004786354832780,P30,s,1,18,f,,RightPupil,4.241776,4.454849,,c
638004786354942784,P30,s,1,18,f,,RightPupil,4.241714,4.479248,,c
638004786355062812,P30,s,1,18,f,,RightPupil,4.241837,4.503387,,c
638004786355162822,P30,s,1,18,f,,RightPupil,4.260574,4.514755,,c
638004786355272816,P30,s,1,18,f,,RightPupil,4.258316,4.514603,,c
638004786355382811,P30,s,1,18,f,,RightPupil,4.25943,4.514282,,c
638004786355502826,P30,s,1,18,f,,RightPupil,4.258942,4.546722,,c
638004786355612810,P30,s,1,18,f,,RightPupil,4.254089,4.557999,,c
638004786355732811,P30,s,1,18,f,,RightPupil,4.261124,4.558029,,c
638004786355832816,P30,s,1,18,f,,RightPupil,4.259598,4.281937,,c
638004786355942810,P30,s,1,18,f,,RightPupil,4.430435,4.217972,,c
638004786356053147,P30,s,1,18,f,,RightPupil,4.54245,4.1754,,c
638004786356163147,P30,s,1,18,f,,RightPupil,4.426987,4.324585,,c
638004786356273152,P30,s,1,18,f,,RightPupil,4.564926,4.353668,,c
638004786356383152,P30,s,1,18,f,,RightPupil,4.430542,4.259583,,c
638004786356493155,P30,s,1,18,f,,RightPupil,4.509644,4.344055,,c
638004786356603151,P30,s,1,18,f,,RightPupil,4.505905,4.333511,,c
638004786356733153,P30,s,1,18,f,,RightPupil,4.503769,4.310394,,c
638004786356833151,P30,s,1,18,f,,RightPupil,4.502838,4.309662,,c
638004786356943143,P30,s,1,18,f,,RightPupil,4.501938,4.332718,,c
638004786357053150,P30,s,1,18,f,,RightPupil,4.490509,4.309875,,c
638004786357163141,P30,s,1,18,f,,RightPupil,4.502441,4.321594,,c
638004786357273148,P30,s,1,18,f,,RightPupil,4.502991,4.332947,,c
638004786357393145,P30,s,1,18,f,,RightPupil,4.496262,4.32164,,c
638004786357493149,P30,s,1,18,f,,RightPupil,4.499115,4.309708,,c
638004786357603149,P30,s,1,18,f,,RightPupil,4.496002,4.332108,,c
638004786357723148,P30,s,1,18,f,,RightPupil,4.4953,4.33638,,c
638004786357833142,P30,s,1,18,f,,RightPupil,4.491653,4.335587,,c
638004786357943145,P30,s,1,18,f,,RightPupil,4.487228,4.359299,,c
638004786358053184,P30,s,1,18,f,,RightPupil,4.493454,4.359238,,c
638004786358163176,P30,s,1,18,f,,RightPupil,4.500763,4.399582,,c
638004786358283185,P30,s,1,18,f,,RightPupil,4.503189,4.398972,,c
638004786358393185,P30,s,1,18,f,,RightPupil,4.50647,4.361298,,c
638004786358493183,P30,s,1,18,f,,RightPupil,4.50325,4.42952,,c
638004786358613178,P30,s,1,18,f,,RightPupil,4.525513,4.42923,,c
638004786358733186,P30,s,1,18,f,,RightPupil,4.524551,4.436447,,c
638004786358833182,P30,s,1,18,f,,RightPupil,4.515701,4.437973,,c
638004786358943183,P30,s,1,18,f,,RightPupil,4.513855,4.456009,,c
638004786359053224,P30,s,1,18,f,,RightPupil,4.524368,4.455658,,c
638004786359163219,P30,s,1,18,f,,RightPupil,4.526642,4.43663,,c
638004786359273215,P30,s,1,18,f,,RightPupil,4.385071,4.45459,,c
638004786359383217,P30,s,1,18,f,,RightPupil,4.211807,4.552353,,c
638004786359493221,P30,s,1,18,f,,RightPupil,4.19545,4.257263,,c
638004786359623220,P30,s,1,18,f,,RightPupil,4.180771,4.213211,,c
638004786359723222,P30,s,1,18,f,,RightPupil,4.286285,4.372696,,c
638004786359823223,P30,s,1,18,f,,RightPupil,4.397507,4.36972,,c
638004786359943221,P30,s,1,18,f,,RightPupil,4.481277,4.303375,,c
638004786360053265,P30,s,1,18,f,,RightPupil,4.451385,4.274704,,c
638004786360173264,P30,s,1,18,f,,RightPupil,4.440674,4.305099,,c
638004786360283268,P30,s,1,18,f,,RightPupil,4.423416,4.305679,,c
638004786360383273,P30,s,1,18,f,,RightPupil,4.391708,4.321655,,c
638004786360523267,P30,s,1,18,f,,RightPupil,4.427887,4.334702,,c
638004786360613269,P30,s,1,18,f,,RightPupil,4.422867,4.340775,,c
638004786360723271,P30,s,1,18,f,,RightPupil,4.40979,4.357437,,c
638004786360833266,P30,s,1,18,f,,RightPupil,4.414597,4.371414,,c
638004786360943272,P30,s,1,18,f,,RightPupil,4.405762,4.375809,,c
638004786361063312,P30,s,1,18,f,,RightPupil,4.414474,4.368607,,c
638004786361163307,P30,s,1,18,f,,RightPupil,4.40329,4.376068,,c
638004786361273310,P30,s,1,18,f,,RightPupil,4.394562,4.376236,,c
638004786361383313,P30,s,1,18,f,,RightPupil,4.390808,4.376251,,c
638004786361493304,P30,s,1,18,f,,RightPupil,4.391312,4.3685,,c
638004786361613310,P30,s,1,18,f,,RightPupil,4.392929,4.360611,,c
638004786361723305,P30,s,1,18,f,,RightPupil,4.299881,4.273834,,c
638004786361843313,P30,s,1,18,f,,RightPupil,4.502167,4.341232,,c
638004786361943311,P30,s,1,18,f,,RightPupil,4.350632,4.333267,,c
638004786362053350,P30,s,1,18,f,,RightPupil,4.404877,4.163422,,c
638004786362163347,P30,s,1,18,f,,RightPupil,4.40593,4.396027,,c
638004786362283349,P30,s,1,18,f,,RightPupil,4.365891,4.365005,,c
638004786362383348,P30,s,1,18,f,,RightPupil,4.412445,4.351135,,c
638004786362493340,P30,s,1,18,f,,RightPupil,4.388138,4.394485,,c
638004786362603347,P30,s,1,18,f,,RightPupil,4.281967,4.172028,,c
638004786362723343,P30,s,1,18,f,,RightPupil,4.379318,4.368866,,c
638004786362833341,P30,s,1,18,f,,RightPupil,4.578781,4.451828,,c
638004786362943344,P30,s,1,18,f,,RightPupil,4.491791,4.524826,,c
638004786363043339,P30,s,1,18,f,,RightPupil,4.577347,4.502213,,c
638004786363163341,P30,s,1,18,f,,RightPupil,4.342484,4.470428,,c
638004786363273343,P30,s,1,18,f,,RightPupil,4.453735,4.492844,,c
638004786363383347,P30,s,1,18,f,,RightPupil,4.464447,4.507568,,c
638004786363493349,P30,s,1,18,f,,RightPupil,4.466827,4.489075,,c
638004786363603342,P30,s,1,18,f,,RightPupil,4.559906,4.486862,,c
638004786363713340,P30,s,1,18,f,,RightPupil,4.481247,4.486877,,c
638004786363833337,P30,s,1,18,f,,RightPupil,4.428848,4.479874,,c
638004786363933350,P30,s,1,18,f,,RightPupil,4.452438,4.477203,,c
638004786364053379,P30,s,1,18,f,,RightPupil,4.552261,4.481033,,c
638004786364163382,P30,s,1,18,f,,RightPupil,4.539246,4.482819,,c
638004786364273378,P30,s,1,18,f,,RightPupil,4.505722,4.480499,,c
638004786364383378,P30,s,1,18,f,,RightPupil,4.460251,4.480148,,c
638004786364503378,P30,s,1,18,f,,RightPupil,4.604553,4.483658,,c
638004786364603384,P30,s,1,18,f,,RightPupil,4.489151,4.479721,,c
638004786364723376,P30,s,1,18,f,,RightPupil,4.377563,4.53894,,c
638004786364823375,P30,s,1,18,f,,RightPupil,4.292343,4.393158,,c
638004786364943379,P30,s,1,18,f,,RightPupil,4.326263,4.327911,,c
638004786365063374,P30,s,1,18,f,,RightPupil,4.318512,4.383316,,c
638004786365163376,P30,s,1,18,f,,RightPupil,4.503586,4.54567,,c
638004786365273374,P30,s,1,18,f,,RightPupil,4.257004,4.729401,,c
638004786365383381,P30,s,1,18,f,,RightPupil,4.608536,4.526474,,c
638004786365493380,P30,s,1,18,f,,RightPupil,4.367233,5.021179,,c
638004786365603382,P30,s,1,18,f,,RightPupil,4.298645,4.73056,,c
638004786365713374,P30,s,1,18,f,,RightPupil,4.340698,4.44902,,c
638004786365843380,P30,s,1,18,f,,RightPupil,4.511505,4.432678,,c
638004786365943376,P30,s,1,18,f,,RightPupil,4.41243,4.676666,,c
638004786366043410,P30,s,1,18,f,,RightPupil,4.602676,4.594391,,c
638004786366173417,P30,s,1,18,f,,RightPupil,4.316376,4.47258,,c
638004786366273417,P30,s,1,18,f,,RightPupil,4.342789,4.482849,,c
638004786366383422,P30,s,1,18,f,,RightPupil,4.310974,4.472244,,c
638004786366523419,P30,s,1,18,f,,RightPupil,4.335663,4.379211,,c
638004786366623410,P30,s,1,18,f,,RightPupil,4.237747,4.521606,,c
638004786366713409,P30,s,1,18,f,,RightPupil,4.236313,4.392715,,c
638004786366823409,P30,s,1,18,f,,RightPupil,4.20578,4.46785,,c
638004786366943410,P30,s,1,18,f,,RightPupil,4.083221,4.335892,,c
638004786367053420,P30,s,1,18,f,,RightPupil,4.046921,4.164993,,c
638004786367163406,P30,s,1,18,f,,RightPupil,3.82695,4.442368,,c
638004786367273413,P30,s,1,18,f,,RightPupil,4.123642,4.28862,,c
638004786367383418,P30,s,1,18,f,,RightPupil,4.066467,4.314682,,c
638004786367493414,P30,s,1,18,f,,RightPupil,4.098495,4.259644,,c
638004786367603411,P30,s,1,18,f,,RightPupil,4.163971,4.269104,,c
638004786367713409,P30,s,1,18,f,,RightPupil,4.028137,4.137711,,c
638004786367823409,P30,s,1,18,f,,RightPupil,3.883667,4.020035,,c
638004786367953414,P30,s,1,18,f,,RightPupil,3.830704,4.043777,,c
638004786368053423,P30,s,1,18,f,,RightPupil,4.053482,3.922256,,c
638004786368163413,P30,s,1,18,f,,RightPupil,4.167572,4.238419,,c
638004786368273410,P30,s,1,18,f,,RightPupil,4.178452,4.196716,,c
638004786368383409,P30,s,1,18,f,,RightPupil,4.363342,4.229813,,c
638004786368503411,P30,s,1,18,f,,RightPupil,4.214722,4.15686,,c
638004786368603403,P30,s,1,18,f,,RightPupil,4.080002,4.208054,,c
638004786368723412,P30,s,1,18,f,,RightPupil,4.14592,4.07019,,c
638004786368823407,P30,s,1,18,f,,RightPupil,4.064224,4.073349,,c
638004786368933412,P30,s,1,18,f,,RightPupil,4.066803,3.890274,,c
638004786369043453,P30,s,1,18,f,,RightPupil,3.803162,4.035324,,c
638004786369153461,P30,s,1,18,f,,RightPupil,4.194,3.951797,,c
638004786369273454,P30,s,1,18,f,,RightPupil,4.034424,4.104218,,c
638004786369383453,P30,s,1,18,f,,RightPupil,4.128433,4.000565,,c
638004786369493452,P30,s,1,18,f,,RightPupil,3.895493,4.057587,,c
638004786369603450,P30,s,1,18,f,,RightPupil,3.951065,3.876526,,c
638004786369723455,P30,s,1,18,f,,RightPupil,3.76767,3.807968,,c
638004786369823451,P30,s,1,18,f,,RightPupil,3.810593,3.870834,,c
638004786369933449,P30,s,1,18,f,,RightPupil,3.915482,3.857773,,c
638004786370043493,P30,s,1,18,f,,RightPupil,3.792206,3.970093,,c
638004786370163494,P30,s,1,18,f,,RightPupil,3.804489,3.889862,,c
638004786370273494,P30,s,1,18,f,,RightPupil,3.734512,3.925812,,c
638004786370383498,P30,s,1,18,f,,RightPupil,3.665237,3.877747,,c
638004786370503494,P30,s,1,18,f,,RightPupil,3.62796,3.548004,,c
638004786370603492,P30,s,1,18,f,,RightPupil,3.66333,3.57756,,c
638004786370723496,P30,s,1,18,f,,RightPupil,3.531128,3.48259,,c
638004786370823488,P30,s,1,18,f,,RightPupil,3.648804,3.579315,,c
638004786370933491,P30,s,1,18,f,,RightPupil,3.818359,3.588486,,c
638004786371063491,P30,s,1,18,f,,RightPupil,3.705963,3.666428,,c
638004786371163486,P30,s,1,18,f,,RightPupil,3.635574,3.64299,,c
638004786371273492,P30,s,1,18,f,,RightPupil,3.634949,3.696579,,c
638004786371383489,P30,s,1,18,f,,RightPupil,3.647171,3.73439,,c
638004786371493489,P30,s,1,18,f,,RightPupil,3.729828,3.610657,,c
638004786371603490,P30,s,1,18,f,,RightPupil,3.62915,3.6259,,c
638004786371723489,P30,s,1,18,f,,RightPupil,3.637604,3.625961,,c
638004786371823491,P30,s,1,18,f,,RightPupil,3.550842,3.580368,,c
638004786371933489,P30,s,1,18,f,,RightPupil,3.526901,3.634354,,c
638004786372063042,P30,s,1,18,f,,RightPupil,3.556732,3.692703,,c
638004786372163038,P30,s,1,18,f,,RightPupil,3.458328,3.386169,,c
638004786372283044,P30,s,1,18,f,,RightPupil,3.649017,3.560974,,c
638004786372383038,P30,s,1,18,f,,RightPupil,3.594299,3.524094,,c
638004786372493048,P30,s,1,18,f,,RightPupil,3.542999,3.512772,,c
638004786372603043,P30,s,1,18,f,,RightPupil,3.54628,3.511154,,c
638004786372723047,P30,s,1,18,f,,RightPupil,3.462219,3.49939,,c
638004786372833044,P30,s,1,18,f,,RightPupil,3.442429,3.52243,,c
638004786372933041,P30,s,1,18,f,,RightPupil,3.648575,3.533981,,c
638004786373043080,P30,s,1,18,f,,RightPupil,3.467209,3.528427,,c
638004786373173082,P30,s,1,18,f,,RightPupil,3.463867,3.54332,,c
638004786373273076,P30,s,1,18,f,,RightPupil,3.353088,3.55249,,c
638004786373393080,P30,s,1,18,f,,RightPupil,3.346268,3.566681,,c
638004786373493074,P30,s,1,18,f,,RightPupil,3.625961,3.594193,,c
638004786373603074,P30,s,1,18,f,,RightPupil,3.440063,3.595901,,c
638004786373723071,P30,s,1,18,f,,RightPupil,3.610107,3.602524,,c
638004786373823076,P30,s,1,18,f,,RightPupil,3.463776,3.646103,,c
638004786373933074,P30,s,1,18,f,,RightPupil,3.499405,3.654572,,c
638004786374043072,P30,s,1,18,f,,RightPupil,3.482498,3.654327,,c
638004786374153081,P30,s,1,18,f,,RightPupil,3.472412,3.646408,,c
638004786374283072,P30,s,1,18,f,,RightPupil,3.599442,3.654922,,c
638004786374363071,P30,s,1,18,f,,Regular Red Cube(Clone) was picked up,1.390015,16.21076,-3.12,,,,c
638004786374433069,P30,s,1,18,f,,RightPupil,3.497269,3.660675,,c
638004786374523069,P30,s,1,18,f,,RightPupil,3.624786,3.662552,,c
638004786374603079,P30,s,1,18,f,,RightPupil,3.667313,3.686356,,c
638004786374713071,P30,s,1,18,f,,RightPupil,3.527954,3.695282,,c
638004786374823077,P30,s,1,18,f,,RightPupil,3.651871,3.698822,,c
638004786374933068,P30,s,1,18,f,,RightPupil,3.75,3.703094,,c
638004786375043122,P30,s,1,18,f,,RightPupil,3.631897,3.707016,,c
638004786375153118,P30,s,1,18,f,,RightPupil,3.689529,3.719727,,c
638004786375283117,P30,s,1,18,f,,RightPupil,3.561584,3.723572,,c
638004786375373120,P30,s,1,18,f,,RightPupil,3.765625,3.769653,,c
638004786375493117,P30,s,1,18,f,,RightPupil,3.684341,3.828842,,c
638004786375603119,P30,s,1,18,f,,RightPupil,3.778915,3.832748,,c
638004786375713115,P30,s,1,18,f,,RightPupil,3.947418,3.855972,,c
638004786375823117,P30,s,1,18,f,,RightPupil,3.871002,3.93045,,c
638004786375933117,P30,s,1,18,f,,RightPupil,3.858917,3.929688,,c
638004786376043117,P30,s,1,18,f,,RightPupil,3.966705,3.969345,,c
638004786376153117,P30,s,1,18,f,,RightPupil,3.862976,4.214981,,c
638004786376283120,P30,s,1,18,f,,RightPupil,3.882126,4.067627,,c
638004786376383111,P30,s,1,18,f,,RightPupil,3.825104,4.34906,,c
638004786376493110,P30,s,1,18,f,,RightPupil,3.878464,4.266281,,c
638004786376603111,P30,s,1,18,f,,RightPupil,-1,4.584,,c
638004786376713114,P30,s,1,18,f,,RightPupil,-1,4.247604,,c
638004786376823112,P30,s,1,18,f,,RightPupil,-1,4.31572,,c
638004786376933108,P30,s,1,18,f,,RightPupil,-1,4.23024,,c
638004786377047965,P30,s,1,18,f,,RightPupil,-1,4.30481,,c
638004786377157957,P30,s,1,18,f,,RightPupil,-1,-1,,c
638004786377267958,P30,s,1,18,f,,RightPupil,-1,3.911377,,c
638004786377377955,P30,s,1,18,f,,RightPupil,-1,4.22438,,c
638004786377487960,P30,s,1,18,f,,RightPupil,-1,3.801926,,c
638004786377597962,P30,s,1,18,f,,RightPupil,4.186539,4.092484,,c
638004786377717960,P30,s,1,18,f,,RightPupil,4.312622,4.035187,,c
638004786377857959,P30,s,1,18,f,,RightPupil,3.96701,4.224564,,c
638004786377937957,P30,s,1,18,f,,RightPupil,3.961395,4.2323,,c
638004786378037954,P30,s,1,18,f,,RightPupil,3.951157,3.926651,,c
638004786378157956,P30,s,1,18,f,,RightPupil,4.150558,4.190643,,c
638004786378267957,P30,s,1,18,f,,RightPupil,4.108658,4.19838,,c
638004786378377954,P30,s,1,18,f,,RightPupil,4.295639,4.22081,,c
638004786378497957,P30,s,1,18,f,,RightPupil,4.410889,4.346527,,c
638004786378597956,P30,s,1,18,f,,RightPupil,4.266479,4.243637,,c
638004786378717954,P30,s,1,18,f,,RightPupil,4.129913,4.253525,,c
638004786378817959,P30,s,1,18,f,,RightPupil,4.208832,4.35173,,c
638004786378937955,P30,s,1,18,f,,RightPupil,4.027771,4.431442,,c
638004786379047960,P30,s,1,18,f,,RightPupil,4.275055,4.364319,,c
638004786379157951,P30,s,1,18,f,,RightPupil,4.131363,4.483505,,c
638004786379267956,P30,s,1,18,f,,RightPupil,4.134918,4.487427,,c
638004786379377948,P30,s,1,18,f,,RightPupil,4.023346,4.436798,,c
638004786379487953,P30,s,1,18,f,,RightPupil,4.173752,4.386581,,c
638004786379597950,P30,s,1,18,f,,RightPupil,4.010345,4.359924,,c
638004786379717951,P30,s,1,18,f,,RightPupil,4.106277,4.54808,,c
638004786379817956,P30,s,1,18,f,,RightPupil,4.168503,4.474731,,c
638004786379927955,P30,s,1,18,f,,RightPupil,4.127426,4.376129,,c
638004786380037951,P30,s,1,18,f,,RightPupil,4.139359,4.365234,,c
638004786380167955,P30,s,1,18,f,,RightPupil,4.323715,4.512558,,c
638004786380277955,P30,s,1,18,f,,RightPupil,4.170929,4.60321,,c
638004786380377950,P30,s,1,18,f,,RightPupil,4.389023,4.483871,,c
638004786380497951,P30,s,1,18,f,,RightPupil,4.383255,4.56691,,c
638004786380597947,P30,s,1,18,f,,RightPupil,4.573517,4.487976,,c
638004786380707949,P30,s,1,18,f,,RightPupil,4.702133,4.497925,,c
638004786380817945,P30,s,1,18,f,,RightPupil,4.790054,4.540268,,c
638004786380937953,P30,s,1,18,f,,RightPupil,4.686569,4.359085,,c
638004786381047949,P30,s,1,18,f,,RightPupil,4.799622,4.515686,,c
638004786381157953,P30,s,1,18,f,,RightPupil,4.667725,4.515427,,c
638004786381267953,P30,s,1,18,f,,RightPupil,4.42569,4.557693,,c
638004786381387952,P30,s,1,18,f,,RightPupil,4.589859,4.579269,,c
638004786381487945,P30,s,1,18,f,,RightPupil,4.538727,4.554581,,c
638004786381597944,P30,s,1,18,f,,RightPupil,4.161926,4.443939,,c
638004786381717946,P30,s,1,18,f,,RightPupil,4.404388,4.571671,,c
638004786381817947,P30,s,1,18,f,,RightPupil,4.443619,4.643738,,c
638004786381937946,P30,s,1,18,f,,RightPupil,4.291245,4.658905,,c
638004786382037947,P30,s,1,18,f,,RightPupil,4.471191,4.75618,,c
638004786382157943,P30,s,1,18,f,,RightPupil,4.758575,4.693283,,c
638004786382267948,P30,s,1,18,f,,RightPupil,4.658386,4.625351,,c
638004786382377946,P30,s,1,18,f,,RightPupil,4.587311,4.594147,,c
