"TimeEpoch","MeanPercentChange","Meanpupil","condition","group","Participant"
-1,19.2521224051682,5.77175371737892,"comp","e","P3"
-0.9,18.5568546903039,5.76287507887155,"comp","e","P3"
-0.8,16.4860660618177,5.74020856832118,"comp","e","P3"
-0.7,15.9618538325937,5.76799062887056,"comp","e","P3"
-0.6,17.518734306225,5.76373862401499,"comp","e","P3"
-0.5,15.6524727020691,5.7246364766661,"comp","e","P3"
-0.4,15.6608238268088,5.69130917654127,"comp","e","P3"
-0.3,16.5591922881224,5.72306620039591,"comp","e","P3"
-0.2,14.6270770438069,5.69832664180568,"comp","e","P3"
-0.1,14.3454113934242,5.63056256172744,"comp","e","P3"
0,13.0120145082743,5.48266599294132,"comp","e","P3"
0.1,15.5557652425798,5.60526709106902,"comp","e","P3"
0.2,15.5164800658313,5.61942782977872,"comp","e","P3"
0.3,18.1305123162412,5.57723702205465,"comp","e","P3"
0.4,21.2244707597402,5.6407493946886,"comp","e","P3"
0.5,19.9748276384189,5.68629194261905,"comp","e","P3"
0.6,18.8730733562691,5.72789117378049,"comp","e","P3"
0.7,19.7569820625602,5.74813543091485,"comp","e","P3"
0.8,19.2621579219036,5.72639779788535,"comp","e","P3"
0.9,18.2474944314697,5.70345382791857,"comp","e","P3"
1,17.7987779557647,5.68571047769198,"comp","e","P3"
-1,11.3069976729172,6.01807733695652,"solo","e","P3"
-0.9,8.8270058811494,5.99580827247316,"solo","e","P3"
-0.8,8.95597266391102,5.99132271555789,"solo","e","P3"
-0.7,10.781334296568,6.02057630518109,"solo","e","P3"
-0.6,10.7681528755433,6.03017039443327,"solo","e","P3"
-0.5,11.8646087771738,6.00468971712784,"solo","e","P3"
-0.4,10.9602073950205,5.96764900251501,"solo","e","P3"
-0.3,10.3478169326327,5.90487713225926,"solo","e","P3"
-0.2,9.36964171665506,5.85604781155556,"solo","e","P3"
-0.1,8.22509512187177,5.80148357777778,"solo","e","P3"
0,7.65127783153534,5.77506333150361,"solo","e","P3"
0.1,7.82499281595626,5.78628495351852,"solo","e","P3"
0.2,8.17782910037304,5.79980663463642,"solo","e","P3"
0.3,9.65929673765916,5.86244781735209,"solo","e","P3"
0.4,9.76377027399506,5.90055649171076,"solo","e","P3"
0.5,12.1122225595736,6.03257301347403,"solo","e","P3"
0.6,10.9355935681682,5.98074275317264,"solo","e","P3"
0.7,10.3328472236307,5.90122469409938,"solo","e","P3"
0.8,10.6514156030024,5.91394162887723,"solo","e","P3"
0.9,9.91916985594592,5.88574247982922,"solo","e","P3"
1,10.2686526858511,5.89408059836921,"solo","e","P3"
-1,10.3357568757565,5.82764499460784,"solo","e","P3"
-0.9,10.2684097022209,5.85183325087302,"solo","e","P3"
-0.8,10.1900320756108,5.84072264829768,"solo","e","P3"
-0.7,9.87523126263737,5.82833273733609,"solo","e","P3"
-0.6,11.0980294539469,5.85452209448302,"solo","e","P3"
-0.5,10.716794569813,5.82953155044575,"solo","e","P3"
-0.4,10.2886129877084,5.81114657185258,"solo","e","P3"
-0.3,9.13460486172757,5.74113197443694,"solo","e","P3"
-0.2,7.89023185485165,5.67760031077327,"solo","e","P3"
-0.1,6.82154363262498,5.62357501348134,"solo","e","P3"
0,6.22460944540689,5.59409221254826,"solo","e","P3"
0.1,6.11033478407355,5.59102564219219,"solo","e","P3"
0.2,6.32836949402661,5.60364377061883,"solo","e","P3"
0.3,6.10953395854887,5.59607410395503,"solo","e","P3"
0.4,6.21084456631842,5.68001740036465,"solo","e","P3"
0.5,8.80968519782353,5.75213214339827,"solo","e","P3"
0.6,8.86870153201296,5.7302557448748,"solo","e","P3"
0.7,8.65492887562668,5.73274067055846,"solo","e","P3"
0.8,7.68183030371255,5.66443651939614,"solo","e","P3"
0.9,7.23203124163904,5.64159862202181,"solo","e","P3"
1,7.70201583856247,5.66637559814815,"solo","e","P3"
-1,7.0227484381063,5.58625750789474,NA,NA,NA
-0.9,8.66398683518302,5.61099994708995,NA,NA,NA
-0.8,8.3589937463351,5.59861102050265,NA,NA,NA
-0.7,8.84849290004838,5.61554195820106,NA,NA,NA
-0.6,6.06590059556652,5.58056710467836,NA,NA,NA
-0.5,3.70621831315382,5.53360121990741,NA,NA,NA
-0.4,8.42934584424598,5.59070707116402,NA,NA,NA
-0.3,8.09211100311703,5.57872398280423,NA,NA,NA
-0.2,7.01899495326561,5.52327389537037,NA,NA,NA
-0.1,6.950178908001,5.52067995833333,NA,NA,NA
0,7.14788368685332,5.52978995343915,NA,NA,NA
0.1,7.65218439924362,5.55421726759259,NA,NA,NA
0.2,8.10138564177377,5.57658500699169,NA,NA,NA
0.3,8.10349047046199,5.54059543703704,NA,NA,NA
0.4,5.64423969772801,5.58064581363636,NA,NA,NA
0.5,12.724800446981,5.70507917592593,NA,NA,NA
0.6,13.2862860064863,5.73694009708995,NA,NA,NA
0.7,13.0184704225063,5.79682108286648,NA,NA,NA
0.8,11.5902917879752,5.70015989938272,NA,NA,NA
0.9,9.52413424595953,5.65698300735072,NA,NA,NA
1,10.1103258868712,5.68586429047619,NA,NA,NA
-1,9.31737486486845,5.76245217903226,NA,NA,NA
-0.9,9.87483108055012,5.79502821715686,NA,NA,NA
-0.8,10.5102466819693,5.77402242531746,NA,NA,NA
-0.7,9.79910858508313,5.72037972508818,NA,NA,NA
-0.6,8.23110697436249,5.66470298968254,NA,NA,NA
-0.5,8.15332401055817,5.63856186539683,NA,NA,NA
-0.4,7.59376461195344,5.60150609791667,NA,NA,NA
-0.3,6.99192097422454,5.57069579498457,NA,NA,NA
-0.2,5.87054102733432,5.51546887260802,NA,NA,NA
-0.1,5.92198052000367,5.51896296003086,NA,NA,NA
0,5.83206872368623,5.51692386230359,NA,NA,NA
0.1,6.33835897296702,5.54441225839947,NA,NA,NA
0.2,7.06283994788064,5.57988096289683,NA,NA,NA
0.3,4.5329340676763,5.51845353659812,NA,NA,NA
0.4,1.45339184556479,5.47552378993056,NA,NA,NA
0.5,8.42782994847743,5.74601619027778,NA,NA,NA
0.6,12.0742471365133,5.84417815793651,NA,NA,NA
0.7,12.017129619196,5.8160332890873,NA,NA,NA
0.8,11.4796465364345,5.78737555093371,NA,NA,NA
0.9,10.9594092185963,5.77832121753968,NA,NA,NA
1,10.831050063208,5.77461673627451,NA,NA,NA
-1,15.8792820798047,5.81192155055556,"comp","e","P3"
-0.9,15.8675406535087,5.79849057797501,"comp","e","P3"
-0.8,14.8124115824359,5.7875661590261,"comp","e","P3"
-0.7,16.7983555849543,5.8216697352629,"comp","e","P3"
-0.6,17.3223892438963,5.85240399036141,"comp","e","P3"
-0.5,15.3099611825669,5.79874462115434,"comp","e","P3"
-0.4,14.1657690816134,5.80477568855239,"comp","e","P3"
-0.3,14.2518068778291,5.82474263404513,"comp","e","P3"
-0.2,14.0541868142816,5.80549835948413,"comp","e","P3"
-0.1,12.9263630144917,5.77372211479854,"comp","e","P3"
0,10.2960179701722,5.51733801186525,"comp","e","P3"
0.1,14.537430008615,5.74236295297513,"comp","e","P3"
0.2,15.1629359579128,5.76672596845422,"comp","e","P3"
0.3,15.3800395401443,5.73575038727917,"comp","e","P3"
0.4,18.7923978557802,5.67930846908666,"comp","e","P3"
0.5,17.5484790551476,5.69014063826143,"comp","e","P3"
0.6,18.9878097480031,5.77944691740122,"comp","e","P3"
0.7,18.5172833849345,5.82855025505687,"comp","e","P3"
0.8,18.0552566720033,5.81484304777147,"comp","e","P3"
0.9,16.6173056522815,5.77256541490104,"comp","e","P3"
1,17.1212061326024,5.77923514183673,"comp","e","P3"
-1,20.7926636554122,4.13544256421102,"comp","e","P9"
-0.9,19.9983611267059,4.12754536358457,"comp","e","P9"
-0.8,19.712427932391,4.11016445519415,"comp","e","P9"
-0.7,17.6203512205907,4.10400111883914,"comp","e","P9"
-0.6,16.9815511009342,4.1215210799809,"comp","e","P9"
-0.5,16.3913865197897,4.10438804522371,"comp","e","P9"
-0.4,18.4286163987729,4.10850370156356,"comp","e","P9"
-0.3,19.4684848845034,4.12392524846829,"comp","e","P9"
-0.2,19.7221840031132,4.08507257689451,"comp","e","P9"
-0.1,19.5688808385548,4.0784902084486,"comp","e","P9"
0,22.4383074753309,4.14020302176067,"comp","e","P9"
0.1,21.3574178288731,4.10124953203419,"comp","e","P9"
0.2,20.9470766333027,4.0846465112531,"comp","e","P9"
0.3,21.7454537498157,4.06970116591104,"comp","e","P9"
0.4,23.1468200427026,4.1382618464289,"comp","e","P9"
0.5,21.2467923952129,4.10897712373462,"comp","e","P9"
0.6,21.9063586196853,4.14011779434595,"comp","e","P9"
0.7,22.2656584709854,4.14727111900604,"comp","e","P9"
0.8,22.2485134059633,4.16511753921289,"comp","e","P9"
0.9,24.8846076992094,4.21987128873294,"comp","e","P9"
1,24.7222410174569,4.21820895247736,"comp","e","P9"
-1,20.6365310035655,4.44082659266667,"solo","e","P9"
-0.9,19.00411900528,4.44093452359729,"solo","e","P9"
-0.8,18.2193325901537,4.39534598710826,"solo","e","P9"
-0.7,16.4025223159644,4.37904212903613,"solo","e","P9"
-0.6,17.2792930457953,4.34699632253861,"solo","e","P9"
-0.5,16.4270117617949,4.33824964862963,"solo","e","P9"
-0.4,16.2579490722353,4.33523959498694,"solo","e","P9"
-0.3,18.3448625253582,4.32614347434335,"solo","e","P9"
-0.2,18.0460945656397,4.30201380528945,"solo","e","P9"
-0.1,16.975467268767,4.26495859776377,"solo","e","P9"
0,16.0786132385356,4.23543710906714,"solo","e","P9"
0.1,15.9333436008179,4.23154057495332,"solo","e","P9"
0.2,16.1726802092414,4.23751749250233,"solo","e","P9"
0.3,15.9948752961397,4.17487397308093,"solo","e","P9"
0.4,20.5208095390144,4.32738079180996,"solo","e","P9"
0.5,19.2476662980151,4.30993439288549,"solo","e","P9"
0.6,20.2445312003716,4.39118516121682,"solo","e","P9"
0.7,20.3974040988668,4.40372797923354,"solo","e","P9"
0.8,22.1147044117107,4.43363445930866,"solo","e","P9"
0.9,23.439784375637,4.48345064130695,"solo","e","P9"
1,24.5675125136074,4.51536450972706,"solo","e","P9"
-1,19.5501174439674,4.35781414969512,"solo","e","P9"
-0.9,19.6931330593512,4.36808063817662,"solo","e","P9"
-0.8,18.7654296779699,4.35998360454214,"solo","e","P9"
-0.7,16.550743440975,4.34141524861267,"solo","e","P9"
-0.6,12.3320457801524,4.32415083146099,"solo","e","P9"
