"Participant","Condition","Trial","Group","PACtype","PACtime","PACstartTime","PACendTime","input_string"
"P7","co",2,"e","grab",523.2106,638248607626416897,638248607631649003,"Network Red CubeClone3 was picked up"
"P7","co",2,"e","grab",196.6921,638248607663170317,638248607665137238,"Network Red CubeClone8 was picked up"
"P7","co",2,"e","grab",174.0044,638248607742363661,638248607744103705,"Network Red CubeClone16 was picked up"
"P7","co",2,"e","grab",466.3064,638248608068728069,638248608073391133,"Player 1 hits Network Gold CubeClone"
"P7","co",2,"e","grab",397.0068,638248608128960670,638248608132930738,"Network Red CubeClone73 was picked up"
"P7","co",2,"e","grab",187.0034,638248608182618266,638248608184488300,"Network Neutral CubeClone80 was picked up"
"P7","co",2,"e","grab",416.6967,638248608240703945,638248608244870912,"Network Red CubeClone86 was picked up"
"P7","co",2,"e","grab",436.2986,638248608279023999,638248608283386985,"Network Red CubeClone94 was picked up"
"P7","co",2,"e","grab",1933.838,638248608361251361,638248608380589741,"Player 1 hits Network Gold CubeClone"
"P7","co",2,"e","grab",1970.8352,638248608396603247,638248608416311599,"Player 1 hits Network Gold CubeClone"
"P7","co",2,"e","grab",1862.3089,638248608432796610,638248608451419699,"Player 1 hits Network Gold CubeClone"
"P7","co",2,"e","grab",197.0017,638248608498797603,638248608500767620,"Network Red CubeClone124 was picked up"
"P7","co",2,"e","grab",551.0026,638248608589536110,638248608595046136,"Network Red CubeClone135 was picked up"
"P7","co",2,"e","grab",217.2042,638248608633647749,638248608635819791,"Player 1 hits Network Gold CubeClone"
"P7","co",2,"e","grab",300.3602,638248608689004242,638248608692007844,"Player 1 hits Network Gold CubeClone"
"P7","co",2,"e","grab",552.1671,638248608754908970,638248608760430641,"Network Red CubeClone157 was picked up"
"P7","co",2,"e","grab",1686.1896,638248608958906482,638248608975768378,"Player 1 hits Network Gold CubeClone"
"P7","co",2,"e","grab",1936.2844,638248609021144324,638248609040507168,"Player 1 hits Network Gold CubeClone"
"P7","co",2,"e","grab",542.0008,638248609108082526,638248609113502534,"Network Red CubeClone207 was picked up"
"P7","co",2,"e","grab",457.5934,638248609152187367,638248609156763301,"Network Red CubeClone215 was picked up"
"P7","co",2,"e","grab",1993.3167,638248609199035252,638248609218968419,"Network Red CubeClone222 was picked up"
"P7","co",2,"e","grab",971.7984,638248609324974330,638248609334692314,"Player 1 hits Network Gold CubeClone"
"P7","co",2,"e","grab",284.4405,638248609377978068,638248609380822473,"Player 1 hits Network Gold CubeClone"
"P7","co",2,"e","grab",1521.2498,638248609400795311,638248609416007809,"Player 1 hits Network Gold CubeClone"
"P7","co",2,"e","grab",1575.3337,638248609499330085,638248609515083422,"Player 1 hits Network Gold CubeClone"
"P7","co",2,"e","grab",1759.5722,638248609529100418,638248609546696140,"Player 1 hits Network Gold CubeClone"
"P7","co",2,"e","grab",480.5782,638248609852703040,638248609857508822,"Network Neutral CubeClone313 was picked up"
"P7","co",2,"e","grab",456.2212,638248609903696133,638248609908258345,"Network Red CubeClone317 was picked up"
"P7","co",2,"e","grab",1194.0541,638248610022466177,638248610034406718,"Network Red CubeClone337 was picked up"
"P7","co",2,"e","grab",254.7287,638248610077646687,638248610080193974,"Network Red CubeClone342 was picked up"
"P7","co",2,"e","grab",880.0035,638248610310769733,638248610319569768,"Network Neutral CubeClone378 was picked up"
"P7","co",2,"e","grab",504.1491,638248610380420439,638248610385461930,"Network Red CubeClone386 was picked up"
"P7","co",2,"e","grab",344.6123,638248610446559688,638248610450005811,"Network Red CubeClone393 was picked up"
"P7","co",2,"e","grab",138.9988,638248610559338834,638248610560728822,"Network Red CubeClone409 was picked up"
"P7","co",2,"e","grab",120.433,638248610600593910,638248610601798240,"Player 1 hits Network Gold CubeClone"
"P7","co",2,"e","place",419.093,638248607649282543,638248607653473473,"Network Red CubeClone3was placed in dropzone"
"P7","co",2,"e","place",1990.0377,638248607650409982,638248607670310359,"Network Red CubeClone8was placed in dropzone"
"P7","co",2,"e","place",329.0052,638248607801444979,638248607804735031,"Network Gold Left HalfClonewas placed in dropzone"
"P7","co",2,"e","place",585.8765,638248607801444979,638248607807303744,"Network Gold Right HalfClonewas placed in dropzone"
"P7","co",2,"e","place",1993.87,638248607844544077,638248607864482777,"Network Blue CubeClone33was placed in dropzone"
"P7","co",2,"e","place",361.0058,638248608148540660,638248608152150718,"Network Red CubeClone73was placed in dropzone"
"P7","co",2,"e","place",97.309,638248608197388883,638248608198361973,"Network Blue CubeClone77was placed in dropzone"
"P7","co",2,"e","place",294.3109,638248608197388883,638248608200331992,"Network Neutral CubeClone80was placed in dropzone"
"P7","co",2,"e","place",339.0014,638248608255356306,638248608258746320,"Network Red CubeClone86was placed in dropzone"
"P7","co",2,"e","place",1991.8171,638248608345421514,638248608365339685,"Network Blue CubeClone98was placed in dropzone"
"P7","co",2,"e","place",117.521,638248608508578583,638248608509753793,"Network Red CubeClone124was placed in dropzone"
"P7","co",2,"e","place",438.0824,638248608508578583,638248608512959407,"Network Neutral CubeClone125was placed in dropzone"
"P7","co",2,"e","place",348.1708,638248608607863830,638248608611345538,"Network Red CubeClone135was placed in dropzone"
"P7","co",2,"e","place",39.001,638248608800793926,638248608801183936,"Network Red CubeClone157was placed in dropzone"
"P7","co",2,"e","place",28.9993,638248609125844144,638248609126134137,"Network Red CubeClone207was placed in dropzone"
"P7","co",2,"e","place",197.9997,638248609163794667,638248609165774664,"Network Red CubeClone215was placed in dropzone"
"P7","co",2,"e","place",431.9992,638248609224678181,638248609228998173,"Network Red CubeClone222was placed in dropzone"
"P7","co",2,"e","place",721.6832,638248610390591424,638248610397808256,"Network Red CubeClone386was placed in dropzone"
"P7","co",2,"e","place",118.0011,638248610459357737,638248610460537748,"Network Red CubeClone393was placed in dropzone"
"P7","comp",1,"e","grab",263.001,638248611652933250,638248611655563260,"Network Red CubeClone15 was picked up"
"P7","comp",1,"e","grab",306.0297,638248611686812058,638248611689872355,"Network Red CubeClone19 was picked up"
"P7","comp",1,"e","grab",389.3558,638248611710876777,638248611714770335,"Network Blue CubeClone27 was picked up"
"P7","comp",1,"e","grab",366.7965,638248611747661323,638248611751329288,"Network Neutral CubeClone31 was picked up"
"P7","comp",1,"e","grab",352.0131,638248611784871134,638248611788391265,"Network Blue CubeClone33 was picked up"
"P7","comp",1,"e","grab",599.004,638248611803620355,638248611809610395,"Network Red CubeClone39 was picked up"
"P7","comp",1,"e","grab",321.0017,638248611942782358,638248611945992375,"Network Blue CubeClone55 was picked up"
"P7","comp",1,"e","grab",339.0015,638248612044219474,638248612047609489,"Network Neutral CubeClone73 was picked up"
"P7","comp",1,"e","grab",372.8961,638248612075640662,638248612079369623,"Network Neutral CubeClone76 was picked up"
"P7","comp",1,"e","grab",140.2513,638248612180922032,638248612182324545,"Network Neutral CubeClone91 was picked up"
"P7","comp",1,"e","grab",353.1311,638248612293710787,638248612297242098,"Network Red CubeClone106 was picked up"
"P7","comp",1,"e","grab",326.0005,638248612340521059,638248612343781064,"Network Red CubeClone112 was picked up"
"P7","comp",1,"e","grab",385.001,638248612374040076,638248612377890086,"Network Red CubeClone114 was picked up"
"P7","comp",1,"e","grab",517.0001,638248612408919814,638248612414089815,"Network Red CubeClone120 was picked up"
"P7","comp",1,"e","grab",419.0024,638248612446870041,638248612451060065,"Network Blue CubeClone127 was picked up"
"P7","comp",1,"e","grab",239.0011,638248612524910619,638248612527300630,"Network Blue CubeClone138 was picked up"
"P7","comp",1,"e","grab",323.0018,638248612551930688,638248612555160706,"Network Blue CubeClone143 was picked up"
"P7","comp",1,"e","grab",273.9996,638248612627611748,638248612630351744,"Network Neutral CubeClone154 was picked up"
"P7","comp",1,"e","grab",244.0028,638248612682013630,638248612684453658,"Network Neutral CubeClone162 was picked up"
"P7","comp",1,"e","grab",210.0012,638248612825620077,638248612827720089,"Network Red CubeClone179 was picked up"
"P7","comp",1,"e","grab",143.0019,638248612852922374,638248612854352393,"Network Neutral CubeClone184 was picked up"
"P7","comp",1,"e","grab",663.0147,638248612908701274,638248612915331421,"Network Blue CubeClone194 was picked up"
"P7","comp",1,"e","grab",231.0011,638248612962892046,638248612965202057,"Network Neutral CubeClone199 was picked up"
"P7","comp",1,"e","grab",363.5201,638248612999182148,638248613002817349,"Network Red CubeClone203 was picked up"
"P7","comp",1,"e","grab",285.0004,638248613027759836,638248613030609840,"Network Blue CubeClone206 was picked up"
"P7","comp",1,"e","grab",429.5956,638248613147475631,638248613151771587,"Network Neutral CubeClone227 was picked up"
"P7","comp",1,"e","grab",162.7759,638248613211675693,638248613213303452,"Network Neutral CubeClone234 was picked up"
"P7","comp",1,"e","grab",861.1183,638248613244444647,638248613253055830,"Network Blue CubeClone240 was picked up"
"P7","comp",1,"e","grab",442.7485,638248613268522949,638248613272950434,"Network Neutral CubeClone244 was picked up"
"P7","comp",1,"e","grab",440.9163,638248613315710002,638248613320119165,"Network Red CubeClone250 was picked up"
"P7","comp",1,"e","grab",686.0019,638248613447764535,638248613454624554,"Network Blue CubeClone268 was picked up"
"P7","comp",1,"e","grab",320.8586,638248613498214238,638248613501422824,"Network Neutral CubeClone276 was picked up"
"P7","comp",1,"e","grab",285.3189,638248613748098442,638248613750951631,"Network Red CubeClone310 was picked up"
"P7","comp",1,"e","grab",803.0713,638248613805834731,638248613813865444,"Network Blue CubeClone317 was picked up"
"P7","comp",1,"e","grab",473.1831,638248613830251175,638248613834983006,"Network Red CubeClone320 was picked up"
"P7","comp",1,"e","grab",258.1941,638248613859941685,638248613862523626,"Network Red CubeClone326 was picked up"
"P7","comp",1,"e","grab",377.3826,638248613892914093,638248613896687919,"Network Red CubeClone328 was picked up"
"P7","comp",1,"e","grab",287.0031,638248613928111520,638248613930981551,"Network Red CubeClone335 was picked up"
"P7","comp",1,"e","grab",228.001,638248613976331649,638248613978611659,"Network Blue CubeClone340 was picked up"
"P7","comp",1,"e","grab",240.0007,638248614004051730,638248614006451737,"Network Blue CubeClone344 was picked up"
"P7","comp",1,"e","grab",240.0031,638248614053951846,638248614056351877,"Network Neutral CubeClone352 was picked up"
"P7","comp",1,"e","grab",455.001,638248614070651901,638248614075201911,"Network Blue CubeClone354 was picked up"
"P7","comp",1,"e","grab",531.0036,638248614123242028,638248614128552064,"Network Neutral CubeClone362 was picked up"
"P7","comp",1,"e","grab",354.0018,638248614206536688,638248614210076706,"Network Blue CubeClone370 was picked up"
"P7","comp",1,"e","grab",819.0014,638248614221966736,638248614230156750,"Network Blue CubeClone377 was picked up"
"P7","comp",1,"e","grab",206.0013,638248614277842030,638248614279902043,"Network Neutral CubeClone384 was picked up"
"P7","comp",1,"e","grab",373.9989,638248614312838279,638248614316578268,"Network Red CubeClone387 was picked up"
"P7","comp",1,"e","grab",361.0005,638248614347059128,638248614350669133,"Network Blue CubeClone392 was picked up"
"P7","comp",1,"e","grab",232.0008,638248614379669181,638248614381989189,"Network Neutral CubeClone398 was picked up"
"P7","comp",1,"e","grab",507.0018,638248614455534409,638248614460604427,"Network Red CubeClone406 was picked up"
"P7","comp",1,"e","grab",157.5739,638248614494983578,638248614496559317,"Network Red CubeClone409 was picked up"
"P7","comp",1,"e","place",431.0014,638248611612029906,638248611616339920,"Network Gold Cube WholeClonewas placed in dropzone"
"P7","comp",1,"e","place",298.0015,638248611661221583,638248611664201598,"Network Red CubeClone15was placed in dropzone"
"P7","comp",1,"e","place",18.0016,638248611699799400,638248611699979416,"Network Red CubeClone19was placed in dropzone"
"P7","comp",1,"e","place",830.1066,638248611758436863,638248611766737929,"Network Neutral CubeClone31was placed in dropzone"
"P7","comp",1,"e","place",138.0015,638248611798420331,638248611799800346,"Network Blue CubeClone33was placed in dropzone"
"P7","comp",1,"e","place",719.951,638248611985624399,638248611992823909,"Network Red CubeClone61was placed in dropzone"
"P7","comp",1,"e","place",72.5969,638248612058627104,638248612059353073,"Network Neutral CubeClone73was placed in dropzone"
"P7","comp",1,"e","place",518.1646,638248612091179121,638248612096360767,"Network Neutral CubeClone76was placed in dropzone"
"P7","comp",1,"e","place",1658.5968,638248612306180096,638248612322766064,"Network Blue CubeClone105was placed in dropzone"
"P7","comp",1,"e","place",17.9993,638248612389610117,638248612389790110,"Network Red CubeClone114was placed in dropzone"
"P7","comp",1,"e","place",287.0025,638248612424679840,638248612427549865,"Network Red CubeClone120was placed in dropzone"
"P7","comp",1,"e","place",1998.0065,638248612541240655,638248612561220720,"Network Blue CubeClone143was placed in dropzone"
"P7","comp",1,"e","place",797.139,638248612641371766,638248612649343156,"Network Neutral CubeClone154was placed in dropzone"
"P7","comp",1,"e","place",373.4234,638248612689990357,638248612693724591,"Network Neutral CubeClone160was placed in dropzone"
"P7","comp",1,"e","place",462.3835,638248612689990357,638248612694614192,"Network Neutral CubeClone162was placed in dropzone"
"P7","comp",1,"e","place",1957.3239,638248612842981106,638248612862554345,"Network Neutral CubeClone184was placed in dropzone"
"P7","comp",1,"e","place",284.6505,638248612926694676,638248612929541181,"Network Blue CubeClone194was placed in dropzone"
"P7","comp",1,"e","place",329.0022,638248612976332085,638248612979622107,"Network Neutral CubeClone199was placed in dropzone"
"P7","comp",1,"e","place",541.673,638248613164327762,638248613169744492,"Network Neutral CubeClone227was placed in dropzone"
"P7","comp",1,"e","place",1358.8309,638248613266811969,638248613280400278,"Network Neutral CubeClone244was placed in dropzone"
"P7","comp",1,"e","place",1990.9765,638248613312289317,638248613332199082,"Network Red CubeClone250was placed in dropzone"
"P7","comp",1,"e","place",174.5163,638248613464997863,638248613466743026,"Network Blue CubeClone268was placed in dropzone"
"P7","comp",1,"e","place",159.5944,638248613512430884,638248613514026828,"Network Neutral CubeClone276was placed in dropzone"
"P7","comp",1,"e","place",1971.373,638248613852907244,638248613872620974,"Network Red CubeClone326was placed in dropzone"
"P7","comp",1,"e","place",8.0009,638248613908652535,638248613908732544,"Network Red CubeClone328was placed in dropzone"
"P7","comp",1,"e","place",354.0002,638248613937661555,638248613941201557,"Network Blue CubeClone331was placed in dropzone"
"P7","comp",1,"e","place",452.0002,638248613937661555,638248613942181557,"Network Red CubeClone335was placed in dropzone"
"P7","comp",1,"e","place",1431.0044,638248613975881647,638248613990191691,"Network Blue CubeClone340was placed in dropzone"
"P7","comp",1,"e","place",1721.0028,638248613995131716,638248614012341744,"Network Blue CubeClone344was placed in dropzone"
"P7","comp",1,"e","place",450.0019,638248614136031293,638248614140531312,"Network Neutral CubeClone362was placed in dropzone"
"P7","comp",1,"e","place",346.0011,638248614214496704,638248614217956715,"Network Blue CubeClone370was placed in dropzone"
"P7","comp",1,"e","place",1903.0044,638248614216766710,638248614235796754,"Network Blue CubeClone377was placed in dropzone"
"P7","comp",1,"e","place",322.0012,638248614286352050,638248614289572062,"Network Neutral CubeClone384was placed in dropzone"
"P7","comp",1,"e","place",285.0006,638248614327499085,638248614330349091,"Network Red CubeClone387was placed in dropzone"
"P7","comp",1,"e","place",1090.0016,638248614327499085,638248614338399101,"Network Neutral CubeClone389was placed in dropzone"
"P7","comp",1,"e","place",1887.004,638248614370539161,638248614389409201,"Network Red CubeClone393was placed in dropzone"
"P7","comp",1,"e","place",1890.0043,638248614370539161,638248614389439204,"Network Neutral CubeClone398was placed in dropzone"
"P7","comp",1,"e","place",440.0022,638248614416329250,638248614420729272,"Network Blue CubeClone399was placed in dropzone"
"P7","comp",1,"e","place",429.7374,638248614470103015,638248614474400389,"Network Red CubeClone406was placed in dropzone"
"P7","comp",1,"e","place",63.0011,638248614508509300,638248614509139311,"Network Red CubeClone409was placed in dropzone"
"sdP1","comp",2,"e","grab",552.6936,638257927000652345,638257927006179281,"Network Blue CubeClone13 was picked up"
"sdP1","comp",2,"e","grab",65.5744,638257927034178691,638257927034834435,"Network Neutral CubeClone16 was picked up"
"sdP1","comp",2,"e","grab",536.3307,638257927076880023,638257927082243330,"Network Red CubeClone20 was picked up"
"sdP1","comp",2,"e","grab",530.2546,638257927116892263,638257927122194809,"Network Blue CubeClone26 was picked up"
"sdP1","comp",2,"e","grab",267.3699,638257927126398383,638257927129072082,"Network Blue CubeClone28 was picked up"
"sdP1","comp",2,"e","grab",230.8442,638257927160439233,638257927162747675,"Network Neutral CubeClone34 was picked up"
"sdP1","comp",2,"e","grab",444.2802,638257927191242162,638257927195684964,"Network Neutral CubeClone40 was picked up"
"sdP1","comp",2,"e","grab",107.0741,638257927216434888,638257927217505629,"Network Blue CubeClone39 was picked up"
"sdP1","comp",2,"e","grab",166.4236,638257927235000138,638257927236664374,"Network Blue CubeClone44 was picked up"
"sdP1","comp",2,"e","grab",134.3144,638257927306491662,638257927307834806,"Network Red CubeClone56 was picked up"
"sdP1","comp",2,"e","grab",1048.9249,638257927394513747,638257927405002996,"Network Neutral CubeClone68 was picked up"
"sdP1","comp",2,"e","grab",149.1047,638257927438344828,638257927439835875,"Network Neutral CubeClone73 was picked up"
"sdP1","comp",2,"e","grab",252.5433,638257927478580412,638257927481105845,"Network Neutral CubeClone79 was picked up"
"sdP1","comp",2,"e","grab",470.5684,638257927525516378,638257927530222062,"Network Blue CubeClone86 was picked up"
"sdP1","comp",2,"e","grab",163.0911,638257927594484880,638257927596115791,"Network Blue CubeClone92 was picked up"
"sdP1","comp",2,"e","grab",573.5866,638257927614030973,638257927619766839,"Network Neutral CubeClone98 was picked up"
"sdP1","comp",2,"e","grab",367.6854,638257927638375185,638257927642052039,"Network Red CubeClone97 was picked up"
"sdP1","comp",2,"e","grab",345.7013,638257927666864333,638257927670321346,"Network Red CubeClone103 was picked up"
"sdP1","comp",2,"e","grab",188.0345,638257927729087952,638257927730968297,"Network Blue CubeClone112 was picked up"
"sdP1","comp",2,"e","grab",216.1075,638257927758300835,638257927760461910,"Network Red CubeClone117 was picked up"
"sdP1","comp",2,"e","grab",391.3515,638257927774746676,638257927778660191,"Network Red CubeClone119 was picked up"
"sdP1","comp",2,"e","grab",199.0014,638257927833782175,638257927835772189,"Network Neutral CubeClone127 was picked up"
"sdP1","comp",2,"e","grab",312.0159,638257927883404472,638257927886524631,"Network Blue CubeClone135 was picked up"
"sdP1","comp",2,"e","grab",247.7788,638257927904616406,638257927907094194,"Network Red CubeClone136 was picked up"
"sdP1","comp",2,"e","grab",150.3623,638257927919960404,638257927921464027,"Network Blue CubeClone138 was picked up"
"sdP1","comp",2,"e","grab",409.6218,638257927984983904,638257927989080122,"Network Neutral CubeClone150 was picked up"
"sdP1","comp",2,"e","grab",189.9037,638257928050640210,638257928052539247,"Network Neutral CubeClone158 was picked up"
"sdP1","comp",2,"e","grab",1976.5766,638257928048874925,638257928068640691,"Network Neutral CubeClone159 was picked up"
"sdP1","comp",2,"e","grab",169.32,638257928088273160,638257928089966360,"Network Neutral CubeClone163 was picked up"
"sdP1","comp",2,"e","grab",132.6456,638257928111350240,638257928112676696,"Network Blue CubeClone167 was picked up"
"sdP1","comp",2,"e","grab",265.9205,638257928131471959,638257928134131164,"Network Red CubeClone166 was picked up"
"sdP1","comp",2,"e","grab",146.9792,638257928188834195,638257928190303987,"Network Red CubeClone174 was picked up"
"sdP1","comp",2,"e","grab",340.2155,638257928216197900,638257928219600055,"Network Blue CubeClone180 was picked up"
"sdP1","comp",2,"e","grab",346.5343,638257928245957202,638257928249422545,"Network Blue CubeClone183 was picked up"
"sdP1","comp",2,"e","grab",366.6209,638257928293861121,638257928297527330,"Network Red CubeClone188 was picked up"
"sdP1","comp",2,"e","grab",289.5671,638257928378993594,638257928381889265,"Network Neutral CubeClone203 was picked up"
"sdP1","comp",2,"e","grab",378.871,638257928424875826,638257928428664536,"Network Neutral CubeClone211 was picked up"
"sdP1","comp",2,"e","grab",365.1023,638257928449149855,638257928452800878,"Network Blue CubeClone209 was picked up"
"sdP1","comp",2,"e","grab",372.5858,638257928509627553,638257928513353411,"Network Neutral CubeClone221 was picked up"
"sdP1","comp",2,"e","grab",329.3983,638257928586427933,638257928589721916,"Network Neutral CubeClone233 was picked up"
"sdP1","comp",2,"e","grab",49.8597,638257928635272701,638257928635771298,"Network Neutral CubeClone239 was picked up"
"sdP1","comp",2,"e","grab",481.6005,638257928667744509,638257928672560514,"Network Blue CubeClone241 was picked up"
"sdP1","comp",2,"e","grab",565.869,638257928692212974,638257928697871664,"Network Blue CubeClone244 was picked up"
"sdP1","comp",2,"e","grab",283.9672,638257928717905909,638257928720745581,"Network Red CubeClone248 was picked up"
"sdP1","comp",2,"e","grab",284.9972,638257928738561322,638257928741411294,"Network Red CubeClone250 was picked up"
"sdP1","comp",2,"e","grab",166.9893,638257928786744589,638257928788414482,"Network Blue CubeClone259 was picked up"
"sdP1","comp",2,"e","grab",53.818,638257928817245900,638257928817784080,"Network Red CubeClone261 was picked up"
"sdP1","comp",2,"e","grab",486.3595,638257928832005458,638257928836869053,"Network Red CubeClone266 was picked up"
"sdP1","comp",2,"e","grab",513.5615,638257928866813370,638257928871948985,"Network Red CubeClone268 was picked up"
"sdP1","comp",2,"e","grab",343.9465,638257928964421058,638257928967860523,"Network Neutral CubeClone285 was picked up"
"sdP1","comp",2,"e","grab",460.3157,638257929041778444,638257929046381601,"Network Neutral CubeClone294 was picked up"
"sdP1","comp",2,"e","place",146.4841,638257926950695276,638257926952160117,"Network Gold Cube WholeClone1was placed in dropzone"
"sdP1","comp",2,"e","place",127.5683,638257926983095294,638257926984370977,"Network Red CubeClone8was placed in dropzone"
"sdP1","comp",2,"e","place",62.0008,638257927019123572,638257927019743580,"Network Blue CubeClone13was placed in dropzone"
"sdP1","comp",2,"e","place",1996.1013,638257927025180489,638257927045141502,"Network Neutral CubeClone16was placed in dropzone"
"sdP1","comp",2,"e","place",91.8371,638257927067900608,638257927068818979,"Network Gold Cube WholeClone9was placed in dropzone"
"sdP1","comp",2,"e","place",250.4985,638257927095860737,638257927098365722,"Network Red CubeClone20was placed in dropzone"
"sdP1","comp",2,"e","place",66.6546,638257927171831641,638257927172498187,"Network Neutral CubeClone34was placed in dropzone"
"sdP1","comp",2,"e","place",1903.9046,638257927184685308,638257927203724354,"Network Neutral CubeClone40was placed in dropzone"
"sdP1","comp",2,"e","place",1441.9955,638257927231179754,638257927245599709,"Network Blue CubeClone44was placed in dropzone"
"sdP1","comp",2,"e","place",1793.9262,638257927242639061,638257927260578323,"Network Red CubeClone48was placed in dropzone"
"sdP1","comp",2,"e","place",136.3421,638257927286057743,638257927287421164,"Network Red CubeClone51was placed in dropzone"
"sdP1","comp",2,"e","place",9.1346,638257927320330383,638257927320421729,"Network Red CubeClone56was placed in dropzone"
"sdP1","comp",2,"e","place",191.2995,638257927367481606,638257927369394601,"Network Gold Cube WholeClone64was placed in dropzone"
"sdP1","comp",2,"e","place",21.678,638257927490593507,638257927490810287,"Network Neutral CubeClone79was placed in dropzone"
"sdP1","comp",2,"e","place",1981.3897,638257927519410182,638257927539224079,"Network Blue CubeClone86was placed in dropzone"
"sdP1","comp",2,"e","place",345.4817,638257927680553123,638257927684007940,"Network Red CubeClone103was placed in dropzone"
"sdP1","comp",2,"e","place",305.5451,638257927737307161,638257927740362612,"Network Blue CubeClone112was placed in dropzone"
"sdP1","comp",2,"e","place",173.6035,638257927767184854,638257927768920889,"Network Red CubeClone117was placed in dropzone"
"sdP1","comp",2,"e","place",1923.24,638257927767184854,638257927786417254,"Network Red CubeClone119was placed in dropzone"
"sdP1","comp",2,"e","place",174.7626,638257927822542219,638257927824289845,"Network Gold Cube WholeClone125was placed in dropzone"
"sdP1","comp",2,"e","place",1841.7986,638257927822542219,638257927840960205,"Network Neutral CubeClone127was placed in dropzone"
"sdP1","comp",2,"e","place",650.4143,638257927890685117,638257927897189260,"Network Blue CubeClone135was placed in dropzone"
"sdP1","comp",2,"e","place",203.628,638257927979861832,638257927981898112,"Network Gold Cube WholeClone148was placed in dropzone"
"sdP1","comp",2,"e","place",1570.901,638257927979861832,638257927995570842,"Network Neutral CubeClone150was placed in dropzone"
"sdP1","comp",2,"e","place",1639.772,638257928060388771,638257928076786491,"Network Neutral CubeClone159was placed in dropzone"
"sdP1","comp",2,"e","place",51.9203,638257928098684454,638257928099203657,"Network Neutral CubeClone163was placed in dropzone"
"sdP1","comp",2,"e","place",1931.9715,638257928098684454,638257928118004169,"Network Blue CubeClone167was placed in dropzone"
"sdP1","comp",2,"e","place",160.1283,638257928200215515,638257928201816798,"Network Red CubeClone174was placed in dropzone"
"sdP1","comp",2,"e","place",1570.7437,638257928291628930,638257928307336367,"Network Red CubeClone188was placed in dropzone"
"sdP1","comp",2,"e","place",1848.9543,638257928291628930,638257928310118473,"Network Blue CubeClone192was placed in dropzone"
"sdP1","comp",2,"e","place",1939.5767,638257928335945776,638257928355341543,"Network Gold Cube WholeClone200was placed in dropzone"
"sdP1","comp",2,"e","place",235.4483,638257928385848745,638257928388203228,"Network Neutral CubeClone203was placed in dropzone"
"sdP1","comp",2,"e","place",161.9546,638257928465335628,638257928466955174,"Network Blue CubeClone209was placed in dropzone"
"sdP1","comp",2,"e","place",162.0535,638257928519361394,638257928520981929,"Network Neutral CubeClone221was placed in dropzone"
"sdP1","comp",2,"e","place",488.1586,638257928546525060,638257928551406646,"Network Gold Cube WholeClone217was placed in dropzone"
"sdP1","comp",2,"e","place",1725.4799,638257928561746866,638257928579001665,"Network Gold Cube WholeClone230was placed in dropzone"
"sdP1","comp",2,"e","place",1998.6228,638257928576426002,638257928596412230,"Network Neutral CubeClone233was placed in dropzone"
"sdP1","comp",2,"e","place",164.1058,638257928643315716,638257928644956774,"Network Neutral CubeClone239was placed in dropzone"
"sdP1","comp",2,"e","place",445.5928,638257928643315716,638257928647771644,"Network Blue CubeClone235was placed in dropzone"
"sdP1","comp",2,"e","place",158.6172,638257928684724583,638257928686310755,"Network Blue CubeClone241was placed in dropzone"
"sdP1","comp",2,"e","place",1976.0342,638257928685635515,638257928705395857,"Network Blue CubeClone244was placed in dropzone"
"sdP1","comp",2,"e","place",1962.7267,638257928709551741,638257928729179008,"Network Red CubeClone248was placed in dropzone"
"sdP1","comp",2,"e","place",1971.6794,638257928728115869,638257928747832663,"Network Red CubeClone250was placed in dropzone"
"sdP1","comp",2,"e","place",1866.3549,638257928733392169,638257928752055718,"Network Neutral CubeClone251was placed in dropzone"
"sdP1","comp",2,"e","place",409.4522,638257928772664984,638257928776759506,"Network Blue CubeClone256was placed in dropzone"
"sdP1","comp",2,"e","place",1996.0003,638257928782046897,638257928802006900,"Network Blue CubeClone259was placed in dropzone"
"sdP1","comp",2,"e","place",1978.5958,638257928807109798,638257928826895756,"Network Red CubeClone261was placed in dropzone"
"sdP1","comp",2,"e","place",1839.2985,638257928826379947,638257928844772932,"Network Red CubeClone266was placed in dropzone"
"sdP1","comp",2,"e","place",1946.0406,638257928830070673,638257928849531079,"Network Gold Cube WholeClone237was placed in dropzone"
"sdP1","comp",2,"e","place",192.94,638257928906590259,638257928908519659,"Network Blue CubeClone272was placed in dropzone"
"sdP1","comp",2,"e","place",430.4346,638257928906590259,638257928910894605,"Network Blue CubeClone273was placed in dropzone"
"sdP1","comp",2,"e","place",313.3907,638257928938649302,638257928941783209,"Network Gold Cube WholeClone271was placed in dropzone"
"sdP1","comp",2,"e","place",394.918,638257928980037423,638257928983986603,"Network Neutral CubeClone285was placed in dropzone"
"sdP1","comp",2,"e","place",203.5709,638257929180920001,638257929182955710,"Network Gold Cube WholeClone315was placed in dropzone"
"sdP1","comp",2,"e","place",165.7459,638257929247096259,638257929248753718,"Network Gold Cube WholeClone324was placed in dropzone"
"sdP1","solo",1,"e","grab",570.2459,638257903396659726,638257903402362185,"Regular Neutral CubeClone60 was picked up"
"sdP1","solo",1,"e","grab",325.3959,638257903455634743,638257903458888702,"Regular Neutral CubeClone68 was picked up"
"sdP1","solo",1,"e","grab",324.717,638257903477800990,638257903481048160,"Regular Neutral CubeClone71 was picked up"
