"Participant","Condition","Trial","Group","avgGrab","avgDrop","avgFullSequence","stillGrab","slowGrab","fastGrab"
"p012","comp",2,"e",0.347164456521737,0.489375015714287,1.14959411363636,0.467556068749996,0.309767928267973,0.312797638888886
"nuP12","solo",1,"e",0.352132,0.609317817948717,1.63806494418605,0.361267916666665,0.367548354999998,0.312712650000003
"p012","solo",2,"e",0.334074995698925,0.579354174157303,1.34768769,0.287614741176468,0.369510960347985,0.305713113793106
"p012","co",1,"e",0.391452663636364,0.806097895238095,1.44598281111111,0.424576994736843,0.374182955555556,0.345951585714282
"p012","co",2,"e",0.343094079245283,0.629882200000005,1.40956482222222,0.372059723529411,0.374605575000001,0.272928712500001
"p012","comp",1,"e",0.317160608333334,0.541246298876407,1.17711036476191,0.4668298,0.298530188157896,0.289042277272728
"nuP13","comp",2,"e",0.259071454098361,0.748066293939393,1.517036775,0.52109278,0.220449941176471,0.182184288235293
"nuP13","solo",1,"e",0.345423201587302,0.834199205357145,1.7641228875,0.326346450000004,0.36965849404762,0.300839244444443
"nuP13","solo",2,"e",0.334796067213116,0.808552657627118,1.6228865358209,0.299592884615382,0.3479003775,0.320134940000006
"nuP13","co",1,"e",0.294733334146344,0.869787408333334,1.81038050714286,0.218917450000003,0.431815292307696,0.25299538
"nuP13","co",2,"e",0.244453404545455,0.789507658333333,1.37577286818182,0.225950653333327,0.284485488235297,0.210869725000003
"nuP13","comp",1,"e",0.275179601724139,0.826745664150944,1.30055388611111,0.33046886923077,0.29498061642157,0.20025738125
"nuP14","comp",2,"e",0.295708663636364,0.61971485,1.39929809571429,0.291317433333333,0.322813381983808,0.265730835714284
"nuP14","solo",1,"e",0.256526778409092,0.62731162173913,1.13280312903226,0.276374936363636,0.261185289259261,0.240229508000002
"nuP14","solo",2,"e",0.261629449411764,0.669699741428567,1.23405470333333,0.195681130769224,0.258614848481973,0.304750275000002
"nuP14","co",1,"e",0.281948394230769,0.84254412857143,1.17150062982456,0.2701286625,0.314922657894738,0.243855344444442
"nuP14","co",2,"e",0.229298614814817,0.976320716666669,0.982492073684211,0.204102643478264,0.26218920526316,0.225514125
"nuP14","comp",1,"e",0.206936415625003,0.62282871549296,1.41369111012658,0.180065809090913,0.201757204761908,0.235935676470588
"nuP15","comp",2,"c",0.2890629,0.773829798666666,1.34534104333333,0.434910352941174,0.227145548026316,0.287541277777777
"nuP15","solo",1,"c",0.260621519047619,0.773389343283584,1.31099365666667,0.195718480000002,0.251058321011394,0.316541842857148
"nuP15","solo",2,"c",0.251599030555556,0.670807558666666,1.35401852738095,0.194941333333336,0.261354608184142,0.290532988235295
"nuP15","co",1,"c",0.315806731914895,0.955618138461538,1.455563968,0.265003990000003,0.395111205555557,0.270092766666666
"nuP15","co",2,"c",0.250023028571426,0.796298392592597,1.75149607906977,0.161862622222222,0.287592371428568,0.250396983333329
"nuP15","comp",1,"c",0.226514308450706,0.774582117567568,1.45842322352941,0.249685400000001,0.203326788618928,0.263420105882356
"nuP17","comp",2,"c",0.265796074545454,1.09940530333333,2.00422039384615,0.334472691666668,0.279228245476188,0.177417892857144
"nuP17","solo",1,"c",0.368833800000001,1.14317608478261,1.81029649206349,0.238305719999991,0.414371644230771,0.238568172727274
"nuP17","solo",2,"c",0.334777746428572,1.03743786,1.75568080952381,0.36560465,0.384661544871793,0.228897200000004
"nuP17","co",2,"c",0.329620872093023,1.2215385368421,1.94794037333333,0.373849914285714,0.249911393333334,0.367739771428568
"nuP17","comp",1,"c",0.30263703125,1.1709299,1.96723414736842,0.357020957142855,0.32474130854701,0.195930125
"nuP18","comp",2,"c",0.304626128571428,0.824821075471698,1.58286345344828,0.218342593333331,0.349779433333335,0.299140118181814
"nuP18","solo",1,"c",0.374866935483872,1.14903824042553,2.09649521129032,0.397064014285718,0.360822635507247,0.416986218181818
"nuP18","solo",2,"c",0.354739088888886,0.893073576119404,1.82760126486486,0.279506464285711,0.415815616304346,0.302199261904759
"nuP18","co",1,"c",0.288633035135135,1.03277794,1.04972331463415,0.256384679999999,0.322644481818181,0.333773233333335
"nuP18","co",2,"c",0.331575220454549,0.857885066666666,1.43582852222222,0.421038429411769,0.297797457894743,0.221688087499999
"sdP18","comp",1,"c",0.348302909523809,0.89388231851852,1.57701922535211,0.514206762499999,0.262331137499997,0.327661834782612
"nuP19","solo",1,"c",0.271000570588234,1.02278369,1.8537215546875,0.176565666666666,0.308109861538458,0.263817606250001
"nuP18","solo",2,"c",0.281462426000001,0.93282872238806,1.53717502777778,0.412854035714289,0.229669458547008,0.244079250000003
"nuP19","co",1,"c",0.433943055882353,1.10614506111111,1.744404335,0.535824130434781,0.230231211111113,0.179014000000009
"nuP19","co",2,"c",0.356477732608694,1.089005332,1.52140570408163,0.527764015789473,0.266581047058821,0.183858159999997
"nuP19","comp",1,"c",0.327233006451614,0.837309798387096,1.74316607567568,0.491207000000003,0.264557866190477,0.249335026666666
"sdP1","comp",2,"e",0.341888128767123,0.672265284000001,1.47133171904762,0.41496634090909,0.304141081764706,0.320000357894738
"sdP1","solo",1,"e",0.385850252173912,0.773867785483873,1.64318963857143,0.373253654545454,0.368504030555554,0.418503644
"sdP1","co",1,"e",0.485312672093024,0.804671311999999,1.37484535434782,0.59431542857143,0.306426799999998,0.489363611111115
"sdP1","co",2,"f",0.519294970454546,0.852899026923079,1.73778016,0.706595842105264,0.377695080000003,0.375823149999994
"sdP1","solo",2,"e",0.320404845783132,0.736007286419751,1.54154667752809,0.211158846666664,0.318965561336032,0.394397626086958
"sdP1","comp",1,"e",0.407971690140843,0.73252397894737,1.67254471666667,0.378273589473686,0.439119712865495,0.369281859999993
"sd10","comp",2,"e",0.251472508571429,0.53756609054054,1.0206179032967,0.192905600000004,0.298463036904761,0.244530429411762
"sd10","solo",1,"e",0.441525861333333,0.711249329032259,1.6954117297619,0.440940274999996,0.469861067592593,0.37613164090909
"sd10","solo",2,"e",0.42808495625,0.738072738461538,1.60176872446809,0.244864146666669,0.475064373764706,0.494120408695652
"sd10","co",1,"e",0.399420589473683,0.822154495999998,1.44162958965517,0.31977236,0.451146599999999,0.481689636363631
"sd10","co",2,"e",0.363765896428571,0.767079532258069,1.18674973833333,0.318622188461537,0.458579900000001,0.272948377777779
"sd10","comp",1,"1",0.310686237500001,0.612680561363635,1.28177246893204,0.2522393375,0.318447204333335,0.335213960869566
"sdP11","comp",2,"e",0.337234601639345,0.568005627272728,1.31417560759494,0.383669342857139,0.342395486111113,0.311324105000001
"sdP11","solo",1,"e",0.38851935,0.723101567346939,1.74471693448276,0.298167150000012,0.426882629201682,0.287775311111102
"sdP11","solo",2,"e",0.315296714634148,0.711074173584905,1.53269676896552,0.48274863333333,0.318028376893939,0.225796541666673
"sdP11","co",2,"e",0.513647699999997,0.733132013636368,1.61037842758621,0.974056979999993,0.334093329999999,0.260396350000001
"sdP11","co",1,"e",0.468998721052632,0.697309440000001,2.517417275,0.953112650000001,0.253983600000001,0.217487933333331
"sdP11","comp",1,"e",0.316669551851849,0.69789330166667,1.34456048630137,0.469595233333325,0.294831758006533,0.30933123846154
"sdP12","comp",2,"e",0.251944051020409,0.819643841250001,1.27341584418605,0.265350369230769,0.288903292500001,0.184975021428573
"sd12","solo",1,"e",0.333256004301075,0.730272559999999,1.318166933,0.396901239999998,0.324467607832513,0.319408710526314
"sdP12","solo",2,"e",0.271120369565219,0.68955223943662,1.42239126385542,0.146342784615392,0.298913866880342,0.306014116000001
"sdP12","co",1,"e",0.462971342857139,0.944859406250002,1.38484422608695,0.536657083333328,0.458470199999996,0.217407742857148
"sd12","co",2,"e",0.575068916326532,0.978880433333327,1.801590864,0.768564418518522,0.361810893749998,0.273027216666667
"sdP12","comp",1,"e",0.219728980851063,5.0071192890411,5.30736414810127,0.228242327272724,0.213246955448718,0.224831154545455
"sdP13","comp",1,"e",0.248627828846156,0.600878201470589,1.32309998051948,0.205524164285712,0.251869308461542,0.306489670000003
"sdP13","solo",1,"e",0.333225420833331,0.702859610169489,1.50791629240506,0.370369190909085,0.330250335714284,0.318297636842102
"sdP13","solo",2,"e",0.275104769014083,0.669104331343282,1.42534451111111,0.285320912500001,0.264772879910712,0.281895531999998
"sdP13","co",1,"e",0.3795931,0.722218568000005,1.22054237719298,0.473177772727275,0.343049431249998,0.281315493333333
"sdP13","co",2,"e",0.351069279069766,0.651607433333335,2.45412338636363,0.550266599999996,0.22459561764706,0.213702366666666
"sdP13","comp",1,"e",0.214264472058823,0.633173025352113,1.42728170963855,0.213717427777781,0.211181893749999,0.217707599999995
"sdP14","comp",2,"e",0.282397690839695,0.777709036000002,0.765357320567377,0.360651331034484,0.277340576963535,0.205004855999999
"sdP14","solo",1,"e",0.288295638805972,0.784900627058822,1.36313281170213,0.369338162500002,0.292327496439631,0.260377817391304
"sdP14","solo",2,"e",0.252924152380952,0.735397315294117,1.27645093186813,0.395734029999994,0.219110912777777,0.236673925000003
"sdP14","co",1,"e",0.319417925000002,0.860961334285711,1.63317596140351,0.364199649999999,0.297706764705886,0.196196280000009
"sdP14","comp",1,"e",0.300299178666668,0.821972193650795,1.1606154344086,0.37650011034483,0.250836273095238,0.253179052941177
"sdP15","comp",2,"e",0.313198880822528,0.722000903409319,1.59668930576989,0.378051807143382,0.322967054892028,0.244866240000195
"sdP15","solo",1,"e",0.329974453409089,0.650473378048777,1.26158415247524,0.297324635714283,0.356634430416666,0.296387575999996
"sdP15","solo",2,"e",0.276687328048781,0.668871836144577,1.29076066105263,0.203318400000003,0.298083230663617,0.294280717391301
"sdP15","co",1,"e",0.254956348000005,0.731007218750003,1.32138127857143,0.259758500000004,0.262214060000007,0.227623077777781
"sdP15","co",2,"e",0.252819880434782,0.69911601,1.4446559,0.267845641666665,0.252822839999999,0.222765891666667
"sdP15","comp",1,"e",0.282860878205129,0.683231838666666,1.3978788125,0.288515481250001,0.279503024942791,0.272146090000003
"sdP3","comp",2,"c",0.311319509615386,1.088246196,2.12573606428572,0.337901781818189,0.313933427272726,0.292526417647059
"sdP3","solo",1,"c",0.393142221153846,1.20482486415094,2.60186913148148,0.311658527272725,0.422402639444445,0.376515012499999
"sdP3","solo",2,"c",0.325101803225807,1.12776277538461,2.00065757101449,0.323897600000005,0.319415683760683,0.331031347058825
"sdP3","co",1,"c",0.399340589999993,1.24055763571428,2.53164961249999,0.526062864705874,0.202151012499993,0.283988179999997
"sdP3","co",2,"c",0.333271846153847,1.209890125,1.81948595384615,0.287689512500002,0.396581699999999,0.275446816666673
"sdP3","comp",1,"c",0.352319919642857,1.07864293396226,2.04330602459016,0.380210157142853,0.372746075952379,0.273121384615392
"nuP20","comp",2,"c",0.275179476470587,0.612797562337662,1.16331383411765,0.458302466666668,0.255247956428571,0.240525287499999
"nuP20","solo",1,"c",0.291557445238093,0.788178497260276,1.23698747777778,0.282464477777774,0.292184573667708,0.301311779999999
"nuP10","solo",2,"c",0.252064101428571,0.658805770930232,1.23946231368421,0.333463616666666,0.252662160102303,0.20873348333333
"nuP20","co",1,"c",0.241271781632654,0.720450730303032,1.31740920181819,0.226349652631587,0.262011127777774,0.233789466666663
"nuP20","co",2,"c",0.354125880434783,0.763924428571429,1.42146392115385,0.491852400000002,0.328954672222223,0.208247333333333
"nuP20","comp",1,"c",0.256944322807015,0.588247427586207,0.919438428,0.351124199999997,0.230391874999997,0.277578193333333
"nuP24","comp",2,"c",0.309645750666666,0.690021067532467,1.49537392261905,0.336530855555557,0.29982524840909,0.301237286666663
"nuP21","solo",1,"c",0.336267090909089,0.817664739682542,1.38968858101266,0.307376469999994,0.35220561590476,0.314262885714286
"nuP21","solo",2,"c",0.318984386111112,0.899986711940297,1.67458489625,0.288454441666669,0.343422738770053,0.289165080952382
"nuP21","co",1,"c",0.369346397560976,0.850724866666666,1.46514055454546,0.44239772105263,0.297434314285714,0.321695650000007
"nuP21","co",2,"c",0.299915458000003,0.839319440540541,1.32368171071429,0.353181255555556,0.286113105882359,0.251639166666668
"nuP21","comp",1,"c",0.281845698666667,0.776277375641028,1.56102287558139,0.230995571428572,0.298932878947369,0.308004437499998
"nuP22","comp",2,"c",0.216168930120483,0.689238252238803,1.01844366969697,0.331562282352941,0.189715310858586,0.179651617647062
"nuP22","solo",1,"c",0.23832504117647,0.690523917333332,1.56574463023256,0.222588675,0.253713150644123,0.216478534782606
"nuP22","solo",2,"c",0.221761564772726,0.617421450649349,1.22730905268817,0.221418833333333,0.214916478947367,0.238497249999999
"nuP22","co",1,"c",0.209003985245904,0.697490425714284,1.0802871920635,0.213133144000004,0.204748016666669,0.208913508333333
"nuP22","co",2,"c",0.262558750819672,0.67874310625,1.07142979538462,0.301704406060607,0.198082921052634,0.255140322222212
"nuP22","comp",1,"c",0.207430324390244,0.62782479589041,1.10823066881721,0.308276394999999,0.184208166630434,0.153384294736847
"nuP23","comp",2,"c",0.295216536363635,0.902963401851852,1.82455724545454,0.372647918181821,0.266387111666665,0.299058615384612
"nuP23","solo",1,"c",0.3773759012987,0.892204803174604,1.63517417,0.40005905999999,0.402295176488094,0.318756631818183
"nuP23","solo",2,"c",0.32296598275862,0.723493828915662,1.54698644888889,0.345718477777775,0.326341105486543,0.300234831999999
"nuP23","co",1,"c",0.353680376595745,1.08680118947369,1.423804334,0.334487492000001,0.425268540000001,0.268823185714282
"nuP23","co",2,"c",0.400474606557379,0.801261417857145,1.07571116935484,0.495401280769229,0.360247243478268,0.271902591666665
"nuP23","comp",1,"c",0.313655243076923,0.849554537777779,1.64173443913044,0.388782900000001,0.297707647570849,0.258909624999999
"nuP24","comp",2,"c",0.266051160000002,0.660800867857144,1.132820125,0.300965742857149,0.270343818040294,0.225600978947371
"nuP24","solo",1,"c",0.249800977142858,0.899502581632653,1.23084646410256,0.255093372222226,0.279777102380951,0.200974795000001
"nuP24","solo",2,"c",0.269799108641974,0.821046648437499,1.41296738333333,0.270264864999997,0.304904399222222,0.184045288888888
"nuP24","co",1,"c",0.256600752542374,0.865341871428571,1.08638592622951,0.252580350000002,0.26379296875,0.259002777777776
"nuP24","co",2,"c",0.246501158064519,0.699502570370366,0.847539253125,0.236994029032261,0.276681389473691,0.223275874999995
"nuP25","comp",1,"c",0.276556967213116,0.73155875375,1.28515767303371,0.519371945454546,0.223170096666668,0.223089035000002
"nuP25","solo",1,"c",0.387490211111111,1.16252995,1.7659650037037,0.491856166666668,0.387234989999999,0.351856508333333
"nuP25","solo",2,"c",0.395457842105263,1.09630813571429,1.86909585254237,0.465022576923076,0.412023903750002,0.362604927777775
"nuP25","co",1,"c",0.445690694285714,1.15515675294118,1.64031464210526,0.542522033333334,0.348377709090908,0.33360381666666
"nuP25","co",2,"c",0.264605045161292,1.14597918571429,1.55834032571429,0.165155550000001,0.359975233333337,0.247944233333334
"nuP25","comp",2,"c",0.210426013333335,0.826966906756756,1.49557897848101,0.243421276470586,0.199015815000004,0.194883200000001
"nuP27","comp",2,"c",0.297222248648646,0.764740310937501,1.50329060897436,0.337271590909085,0.288404135294116,0.264763558823529
"nuP27","solo",1,"c",0.32506942758621,1.08300012790697,2.11595813389831,0.409143300000009,0.338028844285715,0.273294935294122
"nuP27","solo",2,"c",0.29976545,1.01060506792453,2.03271536615385,0.343817463636364,0.268674188392859,0.315695395652172
"sdP27","co",1,"c",0.439198282926829,1.0542569875,1.22689457727273,0.423524547826087,0.505253750000001,0.367169999999993
"nuP27","co",2,"c",0.327054536842103,0.989090573913045,1.62054669761905,0.297751437499997,0.356715642857139,0.333753800000002
"nuP27","comp",1,"c",0.315699965217389,0.859432023188406,1.69969584935065,0.319445077777777,0.356917056776553,0.254000588235297
"nuP28","co",1,"c",0.379824115384614,0.950160130769227,1.30178100434782,0.497154649999999,0.249335241666662,0.268289228571431
"nuP28","solo",1,"c",0.421060069491527,0.98214628085106,1.85892584375,0.492582542857147,0.433472799215686,0.381907285000004
"nuP28","solo",2,"c",0.276952913114753,0.867354547619047,1.50050246197183,0.270386976923072,0.33437561945701,0.182112644444451
"nuP28","co",2,"c",0.350847922727276,0.919854129999998,1.63217585,0.333831152941176,0.284005173684216,0.545760087500002
"nuP28","comp",1,"f",0.248419122413791,0.860443458333334,1.42999511492537,0.283092836363634,0.210037048601396,0.269003266666666
"nuP28","comp",2,"c",0.233445490740742,0.856892696296297,1.4096241132353,0.229313593750003,0.280090989316239,0.165500568750001
"nuP29","comp",2,"c",0.247667732786885,0.61980974084507,1.13199450117647,0.231749916666667,0.279459880625,0.173371461538459
"nuP29","solo",1,"c",0.470749286764703,0.89883198125,1.61723812162162,0.522556733333336,0.45504943055555,0.481101009999999
"nuP29","solo",2,"c",0.453863160317457,0.792675773214287,1.63901901714286,0.244294747058823,0.58918506995798,0.401957493333327
"nuP29","co",1,"c",0.371193072413793,0.849393930434783,3.22277735454546,0.405667399999999,0.325779022222222,0.370572387500002
"nuP29","co",2,"c",0.275637368085102,0.834604207142862,1.01695974363636,0.274303347826085,0.297199114999996,0.175499249999984
"nuP29","comp",1,"c",0.272070997142854,0.728734519696969,1.26732004102564,0.303113039999998,0.257627015977442,0.273057970588229
"sdP2","comp",2,"e",0.193152733870968,0.733975924637683,1.71149125949367,0.204006674999996,0.200571019444445,0.165739600000003
"sdP2","solo",1,"e",0.296766976190476,0.836210677777778,1.87401665454545,0.14555855,0.449404306666667,0.277014055555556
"sdP2","co",1,"e",0.371497679591835,0.882916133333331,1.75548288867925,0.44739266,0.226196436363631,0.2866807125
"sdP2","co",2,"e",0.332592288,0.788496377419355,1.32860467288136,0.401748833333336,0.241036150000001,0.262723827272721
"sdP2","comp",1,"e",0.21461901142857,0.696561846268657,1.61703059879518,0.247982174999998,0.199769369374998,0.20814836111111
"sdP2","solo",2,"e",0.200855784615386,0.791651447540984,1.37661079605263,0.127085200000003,0.208440085757579,0.238082462499999
"sdP1","comp",2,"e",0.341888128767123,0.672265284000001,1.47133171904762,0.41496634090909,0.304141081764706,0.320000357894738
"sdP1","solo",1,"e",0.385850252173912,0.773867785483873,1.64318963857143,0.373253654545454,0.368504030555554,0.418503644
"sdP4","comp",2,"e",0.306446900000002,0.955563516666667,1.60035617192983,0.667155850000001,0.235256047023813,0.184372021428572
"sdP4","solo",1,"e",0.367848881666668,1.107527336,2.11045118307692,0.338061099999997,0.363753845735294,0.395505373333339
"sdP4","solo",2,"e",0.257303712698414,1.05229219565218,1.87793757272727,0.254935208333335,0.265764262662338,0.244806600000013
"sdP4","co",1,"e",0.376813230232556,1.148683,1.08452111875,0.458301395454543,0.248297645454545,0.338906409999997
"sdP4","co",2,"e",0.464381511627907,1.036852415,1.66291449782609,0.502521026086958,0.469156654545456,0.361077577777773
"sdP4","comp",1,"e",0.298948548148146,1.02082331555555,1.99881324098361,0.249827781818181,0.341584035511362,0.260243062499996
"sdP4","comp",2,"e",0.485573558620689,1.01741209583334,1.73513970857143,0.66261094,0.406957445000002,0.367618874999994
"sdP2","comp",2,"e",0.193152733870968,0.733975924637683,1.71149125949367,0.204006674999996,0.200571019444445,0.165739600000003
"sdP2","solo",1,"e",0.296766976190476,0.836210677777778,1.87401665454545,0.14555855,0.449404306666667,0.277014055555556
"sdP2","co",1,"e",0.371497679591835,0.882916133333331,1.75548288867925,0.44739266,0.226196436363631,0.2866807125
"sdP2","co",2,"e",0.332592288,0.788496377419355,1.32860467288136,0.401748833333336,0.241036150000001,0.262723827272721
"sdP2","comp",1,"e",0.21461901142857,0.696561846268657,1.61703059879518,0.247982174999998,0.199769369374998,0.20814836111111
"sdP2","solo",2,"e",0.200855784615386,0.791651447540984,1.37661079605263,0.127085200000003,0.208440085757579,0.238082462499999
"nuP30","comp",2,"c",0.351317271153847,0.854341922857143,1.8959652,0.287078169230772,0.415373331538463,0.315467587499999
"nuP30","solo",1,"c",0.502659698039217,0.844238699999999,2.1860240962963,0.640157133333337,0.510043195833334,0.387194150000001
"nuP30","solo",2,"c",0.422876180000003,0.712138401754385,1.84566161363637,0.506921846153847,0.426177950396829,0.355099490000003
"nuP30","co",1,"c",0.4126047627907,0.846832905555555,1.37297555348837,0.503789963157897,0.333999833333335,0.359666416666673
"nuP30","co",2,"c",0.438498251020407,0.772934464705887,1.08220224705882,0.585139772727272,0.346068247368421,0.254755324999995
"nuP30","comp",1,"c",0.312760647999996,0.703744795348837,1.77885105961538,0.250929328571422,0.366272548106058,0.280617461538458
"P31","comp",2,"c",0.331667092156864,0.873501010526316,1.58520558333333,0.416067106666664,0.33314064356061,0.232231046153846
"nuP31","solo",1,"c",0.359464132835819,0.848020998039215,1.67857044626866,0.36862628750001,0.371797103695647,0.312626518749999
"P31","solo",2,"c",0.33404497,0.747499346268655,1.5063917597561,0.363429492857142,0.336224171153846,0.295076615000003
"P31","co",1,"c",0.392633531707316,1.16126838666666,1.98655937317073,0.439429595238094,0.353281914285713,0.320667749999997
