"sequenceType","sequenceNum","moveTime","startTime","endTime","Participant","Age","Sex","Condition","Trial","Group"
"Place",597,0.539147900000003,125.4652172,126.0043651,"nuP20",21,"m","comp",2,"c"
"Place",598,0.329619999999991,127.9411866,128.2708066,"nuP20",21,"m","comp",2,"c"
"Place",600,0.450012100000009,135.4287994,135.8788115,"nuP20",21,"m","comp",2,"c"
"Place",602,0.682855200000006,143.0145454,143.6974006,"nuP20",21,"m","comp",2,"c"
"Place",604,0.763881599999991,145.5611284,146.32501,"nuP20",21,"m","comp",2,"c"
"Place",606,0.499785500000002,149.0517553,149.5515408,"nuP20",21,"m","comp",2,"c"
"Place",609,0.303402800000015,154.7641291,155.0675319,"nuP20",21,"m","comp",2,"c"
"Place",611,0.619967000000003,157.4731453,158.0931123,"nuP20",21,"m","comp",2,"c"
"Place",613,0.701393599999989,161.9810698,162.6824634,"nuP20",21,"m","comp",2,"c"
"Place",616,0.7357911,168.9393949,169.675186,"nuP20",21,"m","comp",2,"c"
"Place",617,0.576214599999986,170.1549601,170.7311747,"nuP20",21,"m","comp",2,"c"
"Place",619,0.587859400000013,171.9315987,172.5194581,"nuP20",21,"m","comp",2,"c"
"Place",621,0.635017500000004,175.1876241,175.8226416,"nuP20",21,"m","comp",2,"c"
"Place",623,0.306138799999985,178.0025845,178.3087233,"nuP20",21,"m","comp",2,"c"
"Place",624,0.929023700000016,179.9194062,180.8484299,"nuP20",21,"m","comp",2,"c"
"Place",625,0.708236600000021,182.5908012,183.2990378,"nuP20",21,"m","comp",2,"c"
"Place",627,0.648272599999984,184.3428326,184.9911052,"nuP20",21,"m","comp",2,"c"
"Place",629,0.78155670000001,191.3241583,192.105715,"nuP20",21,"m","comp",2,"c"
"Place",630,0.498013700000001,193.6350064,194.1330201,"nuP20",21,"m","comp",2,"c"
"Place",632,0.548015499999991,200.3432535,200.891269,"nuP20",21,"m","comp",2,"c"
"Place",633,0.764066200000002,203.2184301,203.9824963,"nuP20",21,"m","comp",2,"c"
"Place",635,0.552016299999991,205.3067234,205.8587397,"nuP20",21,"m","comp",2,"c"
"Place",637,0.588016299999992,207.417779,208.0057953,"nuP20",21,"m","comp",2,"c"
"Place",638,0.423560199999997,209.4261632,209.8497234,"nuP20",21,"m","comp",2,"c"
"Place",640,0.4470144,213.2036747,213.6506891,"nuP20",21,"m","comp",2,"c"
"Place",642,0.382921199999998,215.4244232,215.8073444,"nuP20",21,"m","comp",2,"c"
"Place",645,0.748245999999995,224.1112272,224.8594732,"nuP20",21,"m","comp",2,"c"
"Place",647,0.628140400000007,226.1416212,226.7697616,"nuP20",21,"m","comp",2,"c"
"Place",648,1.00876099999999,228.1195659,229.1283269,"nuP20",21,"m","comp",2,"c"
"Place",650,0.440574900000001,229.9263481,230.366923,"nuP20",21,"m","comp",2,"c"
"Place",652,0.448476400000004,231.8830219,232.3314983,"nuP20",21,"m","comp",2,"c"
"Place",654,0.696061100000009,238.6601457,239.3562068,"nuP20",21,"m","comp",2,"c"
"Place",656,0.511776800000007,240.8150904,241.3268672,"nuP20",21,"m","comp",2,"c"
"Place",660,0.407571199999978,246.2243644,246.6319356,"nuP20",21,"m","comp",2,"c"
"Place",661,0.584115700000012,250.3194915,250.9036072,"nuP20",21,"m","comp",2,"c"
"Place",662,0.642264399999988,256.7410718,257.3833362,"nuP20",21,"m","comp",2,"c"
"Place",663,0.704019800000026,259.0733803,259.7774001,"nuP20",21,"m","comp",2,"c"
"Place",664,0.55002159999998,261.2593711,261.8093927,"nuP20",21,"m","comp",2,"c"
"Place",665,0.61703289999997,263.3405607,263.9575936,"nuP20",21,"m","comp",2,"c"
"Place",666,0.63901599999997,266.0189101,266.6579261,"nuP20",21,"m","comp",2,"c"
"Place",667,0.569014799999991,271.056935,271.6259498,"nuP20",21,"m","comp",2,"c"
"Place",669,0.619015700000034,275.5499784,276.1689941,"nuP20",21,"m","comp",2,"c"
"Place",671,0.686169399999983,277.3439062,278.0300756,"nuP20",21,"m","comp",2,"c"
"Place",673,0.645895800000005,282.7371942,283.38309,"nuP20",21,"m","comp",2,"c"
"Place",675,1.1660675,285.6499624,286.8160299,"nuP20",21,"m","comp",2,"c"
"Full",539,2.0887204,1.7090438,3.7977642,"nuP20",21,"m","comp",2,"c"
"Full",541,1.4458161,4.3179154,5.7637315,"nuP20",21,"m","comp",2,"c"
"Full",542,0.4500131,8.8663447,9.3163578,"nuP20",21,"m","comp",2,"c"
"Full",544,1.9938827,9.5183626,11.5122453,"nuP20",21,"m","comp",2,"c"
"Full",545,0.300007900000001,12.9012827,13.2012906,"nuP20",21,"m","comp",2,"c"
"Full",546,0.5240144,15.53235,16.0563644,"nuP20",21,"m","comp",2,"c"
"Full",547,0.793800900000001,17.4057833,18.1995842,"nuP20",21,"m","comp",2,"c"
"Full",549,1.8166347,21.5146527,23.3312874,"nuP20",21,"m","comp",2,"c"
"Full",551,0.272528099999999,24.4204061,24.6929342,"nuP20",21,"m","comp",2,"c"
"Full",552,0.1770055,25.8916093,26.0686148,"nuP20",21,"m","comp",2,"c"
"Full",553,0.414012199999998,26.6787579,27.0927701,"nuP20",21,"m","comp",2,"c"
"Full",554,0.798337500000002,33.3133771,34.1117146,"nuP20",21,"m","comp",2,"c"
"Full",555,0.398600299999998,35.5470945,35.9456948,"nuP20",21,"m","comp",2,"c"
"Full",557,2.300061,37.8241377,40.1241987,"nuP20",21,"m","comp",2,"c"
"Full",559,1.67904489999999,45.6663167,47.3453616,"nuP20",21,"m","comp",2,"c"
"Full",560,0.682018100000001,53.2517972,53.9338153,"nuP20",21,"m","comp",2,"c"
"Full",561,1.0260801,55.3652327,56.3913128,"nuP20",21,"m","comp",2,"c"
"Full",563,0.131006200000002,57.2698386,57.4008448,"nuP20",21,"m","comp",2,"c"
"Full",564,0.597015900000002,57.7708522,58.3678681,"nuP20",21,"m","comp",2,"c"
"Full",567,1.3940548,62.6717408,64.0657956,"nuP20",21,"m","comp",2,"c"
"Full",568,0.834323599999991,67.9325187,68.7668423,"nuP20",21,"m","comp",2,"c"
"Full",570,2.7592526,72.5914587,75.3507113,"nuP20",21,"m","comp",2,"c"
"Full",572,0.256006999999997,77.8289117,78.0849187,"nuP20",21,"m","comp",2,"c"
"Full",573,1.0412015,79.617265,80.6584665,"nuP20",21,"m","comp",2,"c"
"Full",575,0.336004000000003,80.8606587,81.1966627,"nuP20",21,"m","comp",2,"c"
"Full",577,1.8149825,86.8518823,88.6668648,"nuP20",21,"m","comp",2,"c"
"Full",579,0.511014599999996,90.8114425,91.3224571,"nuP20",21,"m","comp",2,"c"
"Full",580,0.608349400000009,92.6583031,93.2666525,"nuP20",21,"m","comp",2,"c"
"Full",582,1.73404699999999,97.4614609,99.1955079,"nuP20",21,"m","comp",2,"c"
"Full",584,1.9350535,99.6315175,101.566571,"nuP20",21,"m","comp",2,"c"
"Full",586,1.95447799999999,102.6975989,104.6520769,"nuP20",21,"m","comp",2,"c"
"Full",587,0.843954200000013,105.3267971,106.1707513,"nuP20",21,"m","comp",2,"c"
"Full",588,0.631229500000003,108.336807,108.9680365,"nuP20",21,"m","comp",2,"c"
"Full",590,0.547013099999987,111.7898736,112.3368867,"nuP20",21,"m","comp",2,"c"
"Full",592,1.1452761,113.5798634,114.7251395,"nuP20",21,"m","comp",2,"c"
"Full",594,1.82225469999999,117.2039706,119.0262253,"nuP20",21,"m","comp",2,"c"
"Full",595,0.744993899999997,123.0983519,123.8433458,"nuP20",21,"m","comp",2,"c"
"Full",597,1.5911734,124.4131917,126.0043651,"nuP20",21,"m","comp",2,"c"
"Full",598,0.329619999999991,127.9411866,128.2708066,"nuP20",21,"m","comp",2,"c"
"Full",600,3.16938760000002,132.7094239,135.8788115,"nuP20",21,"m","comp",2,"c"
"Full",602,1.64655100000002,142.0508496,143.6974006,"nuP20",21,"m","comp",2,"c"
"Full",604,1.53014329999999,144.7948667,146.32501,"nuP20",21,"m","comp",2,"c"
"Full",606,1.81925279999999,147.732288,149.5515408,"nuP20",21,"m","comp",2,"c"
"Full",608,0.0802460999999823,150.1961223,150.2763684,"nuP20",21,"m","comp",2,"c"
"Full",609,1.33638790000001,153.731144,155.0675319,"nuP20",21,"m","comp",2,"c"
"Full",611,2.07564830000001,156.017464,158.0931123,"nuP20",21,"m","comp",2,"c"
"Full",613,1.50527349999999,161.1771899,162.6824634,"nuP20",21,"m","comp",2,"c"
"Full",616,1.57364989999999,168.1015361,169.675186,"nuP20",21,"m","comp",2,"c"
"Full",617,0.576214599999986,170.1549601,170.7311747,"nuP20",21,"m","comp",2,"c"
"Full",619,1.11482100000001,171.4046371,172.5194581,"nuP20",21,"m","comp",2,"c"
"Full",621,1.51304060000001,174.309601,175.8226416,"nuP20",21,"m","comp",2,"c"
"Full",623,1.67315099999999,176.6355723,178.3087233,"nuP20",21,"m","comp",2,"c"
"Full",624,0.929023700000016,179.9194062,180.8484299,"nuP20",21,"m","comp",2,"c"
"Full",625,0.708236600000021,182.5908012,183.2990378,"nuP20",21,"m","comp",2,"c"
"Full",627,1.2691623,183.7219429,184.9911052,"nuP20",21,"m","comp",2,"c"
"Full",629,3.07566030000001,189.0300547,192.105715,"nuP20",21,"m","comp",2,"c"
"Full",630,0.498013700000001,193.6350064,194.1330201,"nuP20",21,"m","comp",2,"c"
"Full",632,1.12402939999998,199.7672396,200.891269,"nuP20",21,"m","comp",2,"c"
"Full",633,0.764066200000002,203.2184301,203.9824963,"nuP20",21,"m","comp",2,"c"
"Full",635,1.4170383,204.4417014,205.8587397,"nuP20",21,"m","comp",2,"c"
"Full",637,1.5300403,206.475755,208.0057953,"nuP20",21,"m","comp",2,"c"
"Full",638,0.423560199999997,209.4261632,209.8497234,"nuP20",21,"m","comp",2,"c"
"Full",640,1.7470477,211.9036414,213.6506891,"nuP20",21,"m","comp",2,"c"
"Full",642,1.4109723,214.3963721,215.8073444,"nuP20",21,"m","comp",2,"c"
"Full",644,0.378117299999985,216.1063335,216.4844508,"nuP20",21,"m","comp",2,"c"
"Full",645,1.59252480000001,223.2669484,224.8594732,"nuP20",21,"m","comp",2,"c"
"Full",647,1.33327320000001,225.4364884,226.7697616,"nuP20",21,"m","comp",2,"c"
"Full",648,1.00876099999999,228.1195659,229.1283269,"nuP20",21,"m","comp",2,"c"
"Full",650,0.912589600000018,229.4543334,230.366923,"nuP20",21,"m","comp",2,"c"
"Full",652,1.7966658,230.5348325,232.3314983,"nuP20",21,"m","comp",2,"c"
"Full",654,1.44108059999999,237.9151262,239.3562068,"nuP20",21,"m","comp",2,"c"
"Full",656,0.511776800000007,240.8150904,241.3268672,"nuP20",21,"m","comp",2,"c"
"Full",658,0,242.6490357,242.6490357,"nuP20",21,"m","comp",2,"c"
"Full",660,2.7252469,243.9066887,246.6319356,"nuP20",21,"m","comp",2,"c"
"Full",661,0.584115700000012,250.3194915,250.9036072,"nuP20",21,"m","comp",2,"c"
"Full",662,0.642264399999988,256.7410718,257.3833362,"nuP20",21,"m","comp",2,"c"
"Full",663,0.704019800000026,259.0733803,259.7774001,"nuP20",21,"m","comp",2,"c"
"Full",664,0.55002159999998,261.2593711,261.8093927,"nuP20",21,"m","comp",2,"c"
"Full",665,0.61703289999997,263.3405607,263.9575936,"nuP20",21,"m","comp",2,"c"
"Full",666,0.63901599999997,266.0189101,266.6579261,"nuP20",21,"m","comp",2,"c"
"Full",667,0.569014799999991,271.056935,271.6259498,"nuP20",21,"m","comp",2,"c"
"Full",669,3.73402340000001,272.4349707,276.1689941,"nuP20",21,"m","comp",2,"c"
"Full",671,1.40064509999996,276.6294305,278.0300756,"nuP20",21,"m","comp",2,"c"
"Full",673,0.645895800000005,282.7371942,283.38309,"nuP20",21,"m","comp",2,"c"
"Full",675,1.9500888,284.8659411,286.8160299,"nuP20",21,"m","comp",2,"c"
"Old Drop",539,0.2060065,3.1960834,3.4020899,"nuP20",21,"m","comp",2,"c"
"Old Drop",541,0.5578611,4.9092799,5.467141,"nuP20",21,"m","comp",2,"c"
"Old Drop",542,0.116004599999998,8.8663447,8.9823493,"nuP20",21,"m","comp",2,"c"
"Old Drop",544,0.1650028,11.032983,11.1979858,"nuP20",21,"m","comp",2,"c"
"Old Drop",545,-0.0370003000000008,12.938283,12.9012827,"nuP20",21,"m","comp",2,"c"
"Old Drop",546,0.2660076,15.53235,15.7983576,"nuP20",21,"m","comp",2,"c"
"Old Drop",547,0.4987937,17.4057833,17.904577,"nuP20",21,"m","comp",2,"c"
"Old Drop",549,0.3760105,22.6412686,23.0172791,"nuP20",21,"m","comp",2,"c"
"Old Drop",554,0.544778200000003,33.3133771,33.8581553,"nuP20",21,"m","comp",2,"c"
"Old Drop",555,0.0737984000000012,35.5470945,35.6208929,"nuP20",21,"m","comp",2,"c"
"Old Drop",557,0.342010200000004,39.4761817,39.8181919,"nuP20",21,"m","comp",2,"c"
"Old Drop",559,0.537013100000003,46.6693443,47.2063574,"nuP20",21,"m","comp",2,"c"
"Old Drop",560,0.666017400000001,53.2517972,53.9178146,"nuP20",21,"m","comp",2,"c"
"Old Drop",561,0.7943918,55.3652327,56.1596245,"nuP20",21,"m","comp",2,"c"
"Old Drop",564,0.311008399999999,57.7708522,58.0818606,"nuP20",21,"m","comp",2,"c"
"Old Drop",567,0.644440099999997,63.2951409,63.939581,"nuP20",21,"m","comp",2,"c"
"Old Drop",568,0.268029200000001,67.9325187,68.2005479,"nuP20",21,"m","comp",2,"c"
"Old Drop",570,0.721313000000009,74.5433956,75.2647086,"nuP20",21,"m","comp",2,"c"
"Old Drop",573,0.386737799999992,80.0200434,80.4067812,"nuP20",21,"m","comp",2,"c"
"Old Drop",577,0.365286900000001,88.0360152,88.4013021,"nuP20",21,"m","comp",2,"c"
"Old Drop",579,0.337009300000005,90.8114425,91.1484518,"nuP20",21,"m","comp",2,"c"
"Old Drop",580,0.329740000000001,92.6583031,92.9880431,"nuP20",21,"m","comp",2,"c"
"Old Drop",582,0.357010000000002,98.6864935,99.0435035,"nuP20",21,"m","comp",2,"c"
"Old Drop",584,0.544016200000002,100.8995512,101.4435674,"nuP20",21,"m","comp",2,"c"
"Old Drop",586,0.6090035,103.8169712,104.4259747,"nuP20",21,"m","comp",2,"c"
"Old Drop",587,0.639948500000003,105.3267971,105.9667456,"nuP20",21,"m","comp",2,"c"
"Old Drop",588,0.370882800000004,108.336807,108.7076898,"nuP20",21,"m","comp",2,"c"
"Old Drop",592,0.132006099999998,114.456132,114.5881381,"nuP20",21,"m","comp",2,"c"
"Old Drop",594,0.237886200000005,118.648336,118.8862222,"nuP20",21,"m","comp",2,"c"
"Old Drop",595,0.464857899999998,123.0983519,123.5632098,"nuP20",21,"m","comp",2,"c"
"Old Drop",597,0.534146899999996,125.4652172,125.9993641,"nuP20",21,"m","comp",2,"c"
"Old Drop",598,0.0994290999999947,127.9411866,128.0406157,"nuP20",21,"m","comp",2,"c"
"Old Drop",600,0.19800570000001,135.4287994,135.6268051,"nuP20",21,"m","comp",2,"c"
"Old Drop",602,0.387506000000002,143.0145454,143.4020514,"nuP20",21,"m","comp",2,"c"
"Old Drop",604,0.500939200000005,145.5611284,146.0620676,"nuP20",21,"m","comp",2,"c"
"Old Drop",606,0.236095300000017,149.0517553,149.2878506,"nuP20",21,"m","comp",2,"c"
"Old Drop",609,0.104896100000019,154.7641291,154.8690252,"nuP20",21,"m","comp",2,"c"
"Old Drop",611,0.495089500000006,157.4731453,157.9682348,"nuP20",21,"m","comp",2,"c"
"Old Drop",613,0.342010600000009,161.9810698,162.3230804,"nuP20",21,"m","comp",2,"c"
"Old Drop",616,0.570785999999998,168.9393949,169.5101809,"nuP20",21,"m","comp",2,"c"
"Old Drop",617,0.24806049999998,170.1549601,170.4030206,"nuP20",21,"m","comp",2,"c"
"Old Drop",619,0.257788500000004,171.9315987,172.1893872,"nuP20",21,"m","comp",2,"c"
"Old Drop",621,0.31901000000002,175.1876241,175.5066341,"nuP20",21,"m","comp",2,"c"
"Old Drop",623,-0.172134799999981,178.1747193,178.0025845,"nuP20",21,"m","comp",2,"c"
"Old Drop",624,0.632017700000006,179.9194062,180.5514239,"nuP20",21,"m","comp",2,"c"
"Old Drop",625,0.6562366,182.5908012,183.2470378,"nuP20",21,"m","comp",2,"c"
"Old Drop",627,0.308007799999984,184.3428326,184.6508404,"nuP20",21,"m","comp",2,"c"
"Old Drop",629,0.4838594,191.3241583,191.8080177,"nuP20",21,"m","comp",2,"c"
"Old Drop",630,0.208006399999988,193.6350064,193.8430128,"nuP20",21,"m","comp",2,"c"
"Old Drop",632,0.366008899999997,200.3432535,200.7092624,"nuP20",21,"m","comp",2,"c"
"Old Drop",633,0.466755399999983,203.2184301,203.6851855,"nuP20",21,"m","comp",2,"c"
"Old Drop",635,0.261008199999992,205.3067234,205.5677316,"nuP20",21,"m","comp",2,"c"
"Old Drop",637,0.273008099999998,207.417779,207.6907871,"nuP20",21,"m","comp",2,"c"
"Old Drop",638,-0.0510001000000102,209.4771633,209.4261632,"nuP20",21,"m","comp",2,"c"
"Old Drop",640,0.401012100000003,213.2036747,213.6046868,"nuP20",21,"m","comp",2,"c"
"Old Drop",642,0.119209299999994,215.4244232,215.5436325,"nuP20",21,"m","comp",2,"c"
"Old Drop",645,0.699019599999986,224.1112272,224.8102468,"nuP20",21,"m","comp",2,"c"
"Old Drop",647,0.308411799999988,226.1416212,226.450033,"nuP20",21,"m","comp",2,"c"
"Old Drop",648,0.688752700000009,228.1195659,228.8083186,"nuP20",21,"m","comp",2,"c"
"Old Drop",650,0.185632099999992,229.9263481,230.1119802,"nuP20",21,"m","comp",2,"c"
"Old Drop",652,-0.0280007000000069,231.9110226,231.8830219,"nuP20",21,"m","comp",2,"c"
"Old Drop",654,0.467011500000012,238.6601457,239.1271572,"nuP20",21,"m","comp",2,"c"
"Old Drop",656,0.473776999999984,240.8150904,241.2888674,"nuP20",21,"m","comp",2,"c"
"Old Drop",660,0.0890022999999758,246.2243644,246.3133667,"nuP20",21,"m","comp",2,"c"
"Old Drop",661,0.225035100000014,250.3194915,250.5445266,"nuP20",21,"m","comp",2,"c"
"Old Drop",662,0.341258100000005,256.7410718,257.0823299,"nuP20",21,"m","comp",2,"c"
"Old Drop",663,0.409013099999981,259.0733803,259.4823934,"nuP20",21,"m","comp",2,"c"
"Old Drop",664,0.353087799999969,261.2593711,261.6124589,"nuP20",21,"m","comp",2,"c"
"Old Drop",665,0.570032400000002,263.3405607,263.9105931,"nuP20",21,"m","comp",2,"c"
"Old Drop",666,0.335006799999974,266.0189101,266.3539169,"nuP20",21,"m","comp",2,"c"
"Old Drop",667,0.277006999999969,271.056935,271.333942,"nuP20",21,"m","comp",2,"c"
"Old Drop",669,0.323007899999993,275.5499784,275.8729863,"nuP20",21,"m","comp",2,"c"
"Old Drop",671,0.340548100000035,277.3439062,277.6844543,"nuP20",21,"m","comp",2,"c"
"Old Drop",673,0.593897700000014,282.7371942,283.3310919,"nuP20",21,"m","comp",2,"c"
"Old Drop",675,0.963114500000017,285.6499624,286.6130769,"nuP20",21,"m","comp",2,"c"
"Grab",2,0.3380008,0.3171756,0.6551764,"nuP20",21,"m","solo",1,"c"
"Grab",4,0.2400006,3.7652379,4.0052385,"nuP20",21,"m","solo",1,"c"
"Grab",6,0.4380111,5.8971003,6.3351114,"nuP20",21,"m","solo",1,"c"
"Grab",8,0.1469985,8.4756963,8.6226948,"nuP20",21,"m","solo",1,"c"
"Grab",14,0.365727500000002,20.5643708,20.9300983,"nuP20",21,"m","solo",1,"c"
"Grab",16,0.253000799999999,22.6629334,22.9159342,"nuP20",21,"m","solo",1,"c"
"Grab",18,0.2510008,25.3448928,25.5958936,"nuP20",21,"m","solo",1,"c"
"Grab",20,0.195999399999998,29.0948956,29.290895,"nuP20",21,"m","solo",1,"c"
"Grab",22,0.174000599999999,30.9628746,31.1368752,"nuP20",21,"m","solo",1,"c"
"Grab",25,0.205001799999998,32.4959459,32.7009477,"nuP20",21,"m","solo",1,"c"
"Grab",26,0.297001000000002,33.6479241,33.9449251,"nuP20",21,"m","solo",1,"c"
"Grab",27,0.329056699999995,35.729103,36.0581597,"nuP20",21,"m","solo",1,"c"
"Grab",30,0.231982199999997,39.4348972,39.6668794,"nuP20",21,"m","solo",1,"c"
"Grab",33,0.2042748,41.7378036,41.9420784,"nuP20",21,"m","solo",1,"c"
"Grab",34,0.353000099999996,44.8678218,45.2208219,"nuP20",21,"m","solo",1,"c"
"Grab",36,0.256084999999999,47.1007218,47.3568068,"nuP20",21,"m","solo",1,"c"
"Grab",38,0.127853899999998,49.4257038,49.5535577,"nuP20",21,"m","solo",1,"c"
"Grab",42,0.408437200000002,57.0735494,57.4819866,"nuP20",21,"m","solo",1,"c"
"Grab",44,0.328999399999994,60.6614191,60.9904185,"nuP20",21,"m","solo",1,"c"
"Grab",47,0.366037699999993,66.5088932,66.8749309,"nuP20",21,"m","solo",1,"c"
"Grab",49,0.298240199999995,69.3311893,69.6294295,"nuP20",21,"m","solo",1,"c"
"Grab",54,0.1170008,78.9049116,79.0219124,"nuP20",21,"m","solo",1,"c"
"Grab",55,0.311847099999994,81.5812459,81.893093,"nuP20",21,"m","solo",1,"c"
"Grab",57,0.20700029999999,84.6956648,84.9026651,"nuP20",21,"m","solo",1,"c"
"Grab",60,0.254000900000008,89.8889981,90.142999,"nuP20",21,"m","solo",1,"c"
"Grab",62,0.241850700000001,96.0558126,96.2976633,"nuP20",21,"m","solo",1,"c"
"Grab",65,0.742597099999998,110.125699,110.8682961,"nuP20",21,"m","solo",1,"c"
"Grab",66,0.0750000999999969,110.9499792,111.0249793,"nuP20",21,"m","solo",1,"c"
"Grab",67,0.29300090000001,111.9703225,112.2633234,"nuP20",21,"m","solo",1,"c"
"Grab",69,0.253000499999999,114.6473228,114.9003233,"nuP20",21,"m","solo",1,"c"
"Grab",71,0.0370008999999953,120.9908278,121.0278287,"nuP20",21,"m","solo",1,"c"
"Grab",73,0.471968599999997,122.322407,122.7943756,"nuP20",21,"m","solo",1,"c"
"Grab",75,0.391998299999997,124.6523762,125.0443745,"nuP20",21,"m","solo",1,"c"
"Grab",76,0.227998499999998,127.3864628,127.6144613,"nuP20",21,"m","solo",1,"c"
"Grab",78,0.369056100000023,128.9636493,129.3327054,"nuP20",21,"m","solo",1,"c"
"Grab",79,0.472723500000001,130.5028245,130.975548,"nuP20",21,"m","solo",1,"c"
"Grab",81,0.408063599999991,133.0164134,133.424477,"nuP20",21,"m","solo",1,"c"
"Grab",82,0.590913,134.8739287,135.4648417,"nuP20",21,"m","solo",1,"c"
"Grab",83,0.258000600000003,137.0824126,137.3404132,"nuP20",21,"m","solo",1,"c"
"Grab",85,0.208184499999987,139.4664127,139.6745972,"nuP20",21,"m","solo",1,"c"
"Grab",86,0.07300189999998,141.5899017,141.6629036,"nuP20",21,"m","solo",1,"c"
"Grab",88,0.0490003999999828,144.6125124,144.6615128,"nuP20",21,"m","solo",1,"c"
"Grab",89,0.241837799999985,146.6637283,146.9055661,"nuP20",21,"m","solo",1,"c"
"Grab",91,0.185997700000001,149.4758168,149.6618145,"nuP20",21,"m","solo",1,"c"
"Grab",92,0.050001299999991,151.7608152,151.8108165,"nuP20",21,"m","solo",1,"c"
"Grab",94,0.839991999999995,153.6589793,154.4989713,"nuP20",21,"m","solo",1,"c"
"Grab",96,0.196000499999997,157.0178951,157.2138956,"nuP20",21,"m","solo",1,"c"
"Grab",98,0.66170649999998,158.8833614,159.5450679,"nuP20",21,"m","solo",1,"c"
"Grab",100,0.251999699999999,161.3250667,161.5770664,"nuP20",21,"m","solo",1,"c"
"Grab",102,0.158652999999987,164.3980674,164.5567204,"nuP20",21,"m","solo",1,"c"
"Grab",106,0.142000999999993,168.1639117,168.3059127,"nuP20",21,"m","solo",1,"c"
"Grab",108,0.157417199999998,170.5615798,170.718997,"nuP20",21,"m","solo",1,"c"
"Grab",112,0.409602000000007,182.147067,182.556669,"nuP20",21,"m","solo",1,"c"
"Grab",113,0.459441599999991,184.2368535,184.6962951,"nuP20",21,"m","solo",1,"c"
"Grab",115,0.262016399999993,186.4113384,186.6733548,"nuP20",21,"m","solo",1,"c"
"Grab",117,0.287998899999991,188.7018586,188.9898575,"nuP20",21,"m","solo",1,"c"
"Grab",119,0.583626600000002,191.3689606,191.9525872,"nuP20",21,"m","solo",1,"c"
"Grab",121,0.271479999999997,198.6444643,198.9159443,"nuP20",21,"m","solo",1,"c"
"Grab",123,0.184003200000006,202.4947712,202.6787744,"nuP20",21,"m","solo",1,"c"
"Grab",124,0.473001000000011,205.0623006,205.5353016,"nuP20",21,"m","solo",1,"c"
"Grab",125,0.439618300000006,213.7472209,214.1868392,"nuP20",21,"m","solo",1,"c"
"Grab",127,0.182010399999996,217.1215589,217.3035693,"nuP20",21,"m","solo",1,"c"
"Grab",130,0.423031600000002,219.0625358,219.4855674,"nuP20",21,"m","solo",1,"c"
"Grab",133,0.163013299999989,225.1186615,225.2816748,"nuP20",21,"m","solo",1,"c"
"Grab",136,0.772980500000017,228.9066428,229.6796233,"nuP20",21,"m","solo",1,"c"
"Grab",140,0.241001499999982,235.6097244,235.8507259,"nuP20",21,"m","solo",1,"c"
"Grab",143,0.0950014999999951,243.9444624,244.0394639,"nuP20",21,"m","solo",1,"c"
"Grab",145,0.272999599999991,245.9885508,246.2615504,"nuP20",21,"m","solo",1,"c"
"Grab",147,0.268999199999996,248.4315624,248.7005616,"nuP20",21,"m","solo",1,"c"
"Grab",149,0.181000100000006,251.0855741,251.2665742,"nuP20",21,"m","solo",1,"c"
"Grab",151,0.207540100000017,256.9161972,257.1237373,"nuP20",21,"m","solo",1,"c"
"Grab",153,0.431635599999993,260.0897358,260.5213714,"nuP20",21,"m","solo",1,"c"
"Grab",156,0.501001999999971,262.654598,263.1556,"nuP20",21,"m","solo",1,"c"
"Grab",158,0.331880499999954,265.2541704,265.5860509,"nuP20",21,"m","solo",1,"c"
"Grab",160,0.439000800000031,268.2113323,268.6503331,"nuP20",21,"m","solo",1,"c"
"Grab",162,0.152001100000007,270.9448725,271.0968736,"nuP20",21,"m","solo",1,"c"
"Grab",164,0.186510699999985,273.0989491,273.2854598,"nuP20",21,"m","solo",1,"c"
"Grab",167,0.242011100000013,275.2297898,275.4718009,"nuP20",21,"m","solo",1,"c"
"Grab",170,0.104687599999977,280.063235,280.1679226,"nuP20",21,"m","solo",1,"c"
"Grab",172,0.0370027000000164,282.6063357,282.6433384,"nuP20",21,"m","solo",1,"c"
"Grab",175,0.188007400000004,285.1990269,285.3870343,"nuP20",21,"m","solo",1,"c"
"Grab",177,0.130205100000012,289.1869365,289.3171416,"nuP20",21,"m","solo",1,"c"
"Grab",178,0.252965099999983,294.3958394,294.6488045,"nuP20",21,"m","solo",1,"c"
"Grab",180,0.568024799999989,297.0384149,297.6064397,"nuP20",21,"m","solo",1,"c"
"Place",2,1.0360319,1.8269342,2.8629661,"nuP20",21,"m","solo",1,"c"
"Place",4,0.661999799999999,4.715239,5.3772388,"nuP20",21,"m","solo",1,"c"
"Place",6,0.640034900000001,6.7910007,7.4310356,"nuP20",21,"m","solo",1,"c"
"Place",8,0.985000100000001,9.1596943,10.1446944,"nuP20",21,"m","solo",1,"c"
"Place",9,0.5653404,14.8553671,15.4207075,"nuP20",21,"m","solo",1,"c"
"Place",10,0.7577946,16.2487077,17.0065023,"nuP20",21,"m","solo",1,"c"
"Place",11,0.606999699999999,17.8763095,18.4833092,"nuP20",21,"m","solo",1,"c"
"Place",12,0.6400082,19.2639201,19.9039283,"nuP20",21,"m","solo",1,"c"
"Place",14,0.580000999999999,21.3958045,21.9758055,"nuP20",21,"m","solo",1,"c"
"Place",16,0.922293099999997,23.4949447,24.4172378,"nuP20",21,"m","solo",1,"c"
