"Participant","Age","Sex","Condition","Trial","Group","avgGrab","avgDrop","avgDropStart","grabCount","dropCount","dropStartCount","avgFullSequence","stillGrab","slowGrab","fastGrab"
"sdP14",18,"f","comp",1,"e",0.300299178666668,0.827987306349207,0.430938281666669,75,63,60,1.16469018817204,0.37650011034483,0.250836273095238,0.253179052941177
"sdP15",18,"m","comp",2,"e",0.313198880822528,0.733217781818316,0.40174414545469,73,88,88,1.59895802019296,0.378051807143382,0.322967054892028,0.244866240000195
"sdP15",18,"m","solo",1,"e",0.329974453409089,0.650473378048777,0.365765996153845,88,82,78,1.26158415247524,0.297324635714283,0.356634430416666,0.296387575999996
"sdP15",18,"m","solo",2,"e",0.276687328048781,0.668871836144577,0.376434436144577,82,83,83,1.29076066105263,0.203318400000003,0.298083230663617,0.294280717391301
"sdP15",18,"m","co",1,"e",0.254956348000005,0.746702278125003,0.399480303125002,50,32,32,1.32523721607143,0.259758500000004,0.262214060000007,0.227623077777781
"sdP15",18,NA,"co",2,"e",0.252819880434782,0.706003946666666,0.351475303571427,46,30,28,1.4446559,0.267845641666665,0.252822839999999,0.222765891666667
"sdP15",18,"m","comp",1,"e",0.282860878205129,0.684096199999999,0.365657864,78,75,75,1.3978788125,0.288515481250001,0.279503024942791,0.272146090000003
"sdP2",26,"f","comp",2,"e",0.193152733870968,0.734077369565219,0.356263427536235,62,69,69,1.71157986329114,0.204006674999996,0.200571019444445,0.165739600000003
"sdP2",26,"f","solo",1,"e",0.296766976190476,0.836210677777778,0.501601877777778,21,18,18,1.87401665454545,0.14555855,0.449404306666667,0.277014055555556
"sdP2",26,"f","co",1,"e",0.371497679591835,0.883256194444443,0.500633644444441,49,18,18,1.75559838113208,0.44739266,0.226196436363631,0.2866807125
"sdP2",26,"f","co",2,"e",0.332592288,0.788496377419355,0.450632354838713,50,31,31,1.32860467288136,0.401748833333336,0.241036150000001,0.262723827272721
"sdP2",26,"f","comp",1,"e",0.21461901142857,0.701748485074627,0.347243337313434,70,67,67,1.61703059879518,0.247982174999998,0.199769369374998,0.20814836111111
"sdP2",26,"f","solo",2,"e",0.200855784615386,0.791651447540984,0.422829741666668,65,61,60,1.37661079605263,0.127085200000003,0.208440085757579,0.238082462499999
"sdP3",22,"m","comp",2,"c",0.311319509615386,1.092126422,0.598882011999998,52,50,50,2.12573606428572,0.337901781818189,0.313933427272726,0.292526417647059
"sdP3",22,"m","solo",1,"c",0.393142221153846,1.20482486415094,0.62304147735849,52,53,53,2.60186913148148,0.311658527272725,0.422402639444445,0.376515012499999
"sdP3",22,"m","solo",2,"c",0.325101803225807,1.12776277538461,0.641226596923078,62,65,65,2.00065757101449,0.323897600000005,0.319415683760683,0.331031347058825
"sdP3",22,"m","co",1,"c",0.399340589999993,1.24055763571428,0.799380035714287,30,14,14,2.53164961249999,0.526062864705874,0.202151012499993,0.283988179999997
"sdP3",22,"m","co",2,"c",0.333271846153847,1.209890125,0.729677279999999,39,20,20,1.81948595384615,0.287689512500002,0.396581699999999,0.275446816666673
"sdP3",22,"m","comp",1,"c",0.352319919642857,1.07864293396226,0.60396914716981,56,53,53,2.04330602459016,0.380210157142853,0.372746075952379,0.273121384615392
"sdP4",21,"m","comp",2,"e",0.306446900000002,0.9582376,0.473456042857143,50,42,42,1.60035617192983,0.667155850000001,0.235256047023813,0.184372021428572
"sdP4",21,"m","solo",1,"e",0.367848881666668,1.107527336,0.573344212000001,60,50,50,2.11045118307692,0.338061099999997,0.363753845735294,0.395505373333339
"sdP4",21,"m","solo",2,"e",0.257303712698414,1.05229219565218,0.621655436956518,63,46,46,1.87793757272727,0.254935208333335,0.265764262662338,0.244806600000013
"sdP4",21,"m","co",1,"e",0.376813230232556,1.150054325,0.720263706249997,43,16,16,1.08452111875,0.458301395454543,0.248297645454545,0.338906409999997
"sdP4",21,"m","co",2,"e",0.464381511627907,1.054336425,0.565158314999999,43,20,20,1.66291449782609,0.502521026086958,0.469156654545456,0.361077577777773
"sdP4",21,"m","comp",1,"e",0.298948548148146,1.02569728222222,0.631008473333331,54,45,45,2.0018424147541,0.249827781818181,0.341584035511362,0.260243062499996
"sdP4",21,"m","comp",2,"e",0.485573558620689,1.01741209583334,0.611388595833334,29,24,24,1.73513970857143,0.66261094,0.406957445000002,0.367618874999994
"sdP5",19,"m","comp",2,"e",0.23432782739726,0.631033629729728,1.0292429,73,74,2,1.31992105238095,0.19947113125,0.241809359375002,0.261266189473681
"sdP5",19,"m","solo",1,"e",0.336396189108913,0.667299942222222,0.494447224444443,101,90,90,1.38559482293578,0.258471131818182,0.380722161050161,0.312346957142856
"sdP5",19,"m","solo",2,"e",0.28862531904762,0.613579172631578,0.427250486315789,105,95,95,1.30610714814815,0.202021118181818,0.363166009202899,0.221805543333336
"sdP5",19,"m","co",1,"e",0.281607929090908,0.663286919444445,0.450407697222224,55,36,36,1.19499163114754,0.294122734999999,0.29102673043478,0.242697216666667
"sdP5",19,"m","co",2,"e",0.359481245454544,0.631856671428569,0.2679236,55,28,1,1.47024445,0.300773349999997,0.347133688888889,0.518450454545454
"sdP5",19,"m","comp",1,"e",0.258064914285713,0.655731988607596,0.439201624050634,91,79,79,1.20171603921569,0.301648538888888,0.239287228571426,0.255470633333335
"sdP7",19,"m","co",2,"e",0.319033260869565,0.723858755555551,0.360323792592589,46,27,27,2.1117015,0.313363905263161,0.342733939999995,0.298383891666669
"sdP7",19,"m","solo",1,"e",0.392891693846155,0.680022222058823,0.422592811764707,65,68,68,1.58422285492958,0.425215659999999,0.396865718452382,0.373340788888891
"sdP7",19,"m","solo",2,"e",0.289761412162162,NA,0.434557774324326,74,NA,74,1.454593925,0.240654519047623,0.312069937575756,0.305889474999997
"sdP7",19,"m","co",1,"e",0.346740868750004,0.750486026923077,0.417092515384614,48,26,26,1.41912195660378,0.39852487083334,0.337765700000003,0.190992557142858
"sdP7",19,"m","comp",1,"e",0.285750829870129,0.75270930410959,0.415136312328767,77,73,73,1.39118293488372,0.330805852631575,0.288357591515156,0.237756180952374
"sdP7",19,"2","comp",2,"e",0.30711452,0.71656622763158,0.369668744736845,75,76,76,1.4402133127907,0.387270950000001,0.283988253928571,0.229603982352938
"sdP8",25,"m","comp",2,"c",0.272787937662337,0.599006329268292,0.411148223684208,77,82,76,1.32821595052632,0.270304619999998,0.293619031818183,0.228245435294116
"sdP8",25,"m","solo",1,"c",0.364927787500001,0.646410034285716,0.455535142857143,80,70,70,1.41048592727273,0.303674262500003,0.368809045192309,0.379689854545453
"sdP8",25,"m","solo",2,"c",0.341648532000001,0.764548952380956,0.471207627419357,75,63,62,1.57294927073171,0.355645846153847,0.340165057142858,0.315567915
"sdP8",25,"m","co",1,"c",0.278885542553192,0.758073791999999,0.522559664,47,25,25,1.48395210196078,0.314726873333335,0.246543765217393,0.301801199999997
"sdP8",25,"m","co",2,"c",0.358771333333333,0.651907833333335,0.409616225000004,45,24,24,1.5884718625,0.405355931818184,0.310602784210523,0.331356650000003
"sdP8",25,"m","comp",1,"c",0.227812647692308,0.6176360375,0.385018896153847,65,80,78,1.36914438111111,0.231911156250002,0.226697938124999,0.231553276923075
"sdP9",19,"f","comp",2,"e",0.320604101694916,0.671638873333335,0.373742917333336,59,75,75,1.32535736976744,0.544784278571434,0.26464240230769,0.231075411764706
"sdP9",19,"f","solo",1,"e",0.2956480109375,1.14703984444444,0.484316551111111,64,45,45,1.78668930857143,0.30759077,0.306474583333334,0.241106599999993
"sdP9",19,"f","solo",2,"e",0.290590804761905,0.827047773333334,0.456312690000001,63,60,60,1.54086228428571,0.304767669999993,0.300303456666669,0.249669044444446
"sdP9",19,"f","co",1,"e",0.285813868085106,0.750088654166665,0.435312625,47,24,24,1.40857971836734,0.360181686956519,0.242465843750002,0.158702437500002
"sdP9",19,"f","co",2,"e",0.399699331818178,0.803780528000001,0.515554899999998,44,25,25,1.25324532127659,0.513658547368418,0.362918774999996,0.22450642222222
"sdP9",19,"f","comp",1,"e",0.261174736363638,0.768874097142856,0.483772663768115,55,70,69,1.29505251265823,0.184483350000002,0.302589709375002,0.233219211111112
