"Participant","Age","Sex","Condition","Trial","Group","avgGrab","avgDrop","avgDropStart","grabCount","dropCount","dropStartCount","avgFullSequence","stillGrab","slowGrab","fastGrab"
"nuP29",20,"f","comp",2,"c",0.247667732786885,0.620570298591549,0.383933865714285,61,71,70,1.13199450117647,0.231749916666667,0.279459880625,0.173371461538459
"nuP29",20,"f","solo",1,"c",0.470749286764703,0.89883198125,0.559177964583331,68,48,48,1.61723812162162,0.522556733333336,0.45504943055555,0.481101009999999
"nuP29",20,"f","solo",2,"c",0.453863160317457,0.792675773214287,0.463175716071428,63,56,56,1.63901901714286,0.244294747058823,0.58918506995798,0.401957493333327
"nuP29",20,"f","co",1,"c",0.371193072413793,0.849393930434783,0.499045226086961,29,23,23,3.22277735454546,0.405667399999999,0.325779022222222,0.370572387500002
"nuP29",20,"f","co",2,"c",0.275637368085102,0.834604207142862,0.458891375000007,47,28,28,1.01695974363636,0.274303347826085,0.297199114999996,0.175499249999984
"nuP29",20,"f","comp",1,"c",0.272070997142854,0.728840604545454,0.418706428787877,70,66,66,1.2674098051282,0.303113039999998,0.257627015977442,0.273057970588229
"nuP30",21,"f","comp",2,"c",0.351317271153847,0.854341922857143,0.552741397142859,52,35,35,1.8959652,0.287078169230772,0.415373331538463,0.315467587499999
"nuP30",21,"f","solo",1,"c",0.502659698039217,0.844238699999999,0.440577483333333,51,48,48,2.1860240962963,0.640157133333337,0.510043195833334,0.387194150000001
"nuP30",21,"f","solo",2,"c",0.422876180000003,0.712138401754385,0.424770998245613,65,57,57,1.84566161363637,0.506921846153847,0.426177950396829,0.355099490000003
"nuP30",21,"f","co",1,"c",0.4126047627907,0.846832905555555,0.551333444444443,43,18,18,1.37297555348837,0.503789963157897,0.333999833333335,0.359666416666673
"nuP30",21,"f","co",2,"c",0.438498251020407,0.772934464705887,0.529411447058827,49,17,17,1.08220224705882,0.585139772727272,0.346068247368421,0.254755324999995
"nuP30",21,"f","comp",1,"c",0.312760647999996,0.717535574418605,0.427859648837207,50,43,43,1.77885105961538,0.250929328571422,0.366272548106058,0.280617461538458
"P31",22,"f","comp",2,"c",0.331667092156864,0.874571166666667,0.526351461403507,51,57,57,1.58520558333333,0.416067106666664,0.33314064356061,0.232231046153846
"nuP31",22,"f","solo",1,"c",0.359464132835819,0.848020998039215,0.537549933333331,67,51,51,1.67857044626866,0.36862628750001,0.371797103695647,0.312626518749999
"P31",22,"f","solo",2,"c",0.33404497,0.747499346268655,0.418025547761196,80,67,67,1.5063917597561,0.363429492857142,0.336224171153846,0.295076615000003
"P31",22,"f","co",1,"c",0.392633531707316,1.16126838666666,0.796001680000001,41,15,15,1.98655937317073,0.439429595238094,0.353281914285713,0.320667749999997
"P31",22,"f","co",2,"c",0.298596326190476,0.90886971304348,0.521870156521736,42,23,23,1.72326776444445,0.279790726315786,0.302000680000004,0.3368764625
"P31",22,"f","comp",1,"c",0.26384174126984,0.77165568448276,0.457793710344826,63,58,58,1.58745755857143,0.23738166190476,0.242133276666666,0.312168005555555
"P5",20,"m","comp",1,"e",0.30863270625,0.969356049152542,0.622915158139538,64,59,43,1.79267154520548,0.348929600000001,0.326762854024769,0.231983339999995
"P5",20,"m","solo",2,"e",0.349823540740741,0.915053953846155,0.576779338461537,27,26,26,1.95852776206897,0.366417680000002,0.341163359722222,0
"P5",20,"m","co",1,"e",0.433838551162793,0.981563037500002,0.654500450000002,43,16,16,1.22288720444445,0.441859433333338,0.453750506250003,0.352666916666664
"P5",20,"m","co",2,"e",0.267652014634147,1.1331947,0.739035984615387,41,13,13,2.34780583902439,0.275863149999997,0.220799927272734,0.30276704
"P6",23,"m","comp",2,"e",0.264320516883118,0.712449328378376,0.417154085185186,77,74,54,1.53360064457831,0.248217294736837,0.270418010000003,0.26776837777778
"P6",23,"m","solo",1,"e",0.28014329347826,0.820265025531914,0.57554034893617,46,47,47,1.589514914,0.230128966666661,0.306845933928573,0.255388509090909
"P6",23,"m","solo",2,"e",0.279862843055556,0.701708443076924,0.475270598461539,72,65,65,1.49772848133333,0.222332333333333,0.304947727543859,0.27931351304348
"P6",23,"m","co",1,"e",0.367894160869565,0.96840928,0.682097529999995,23,10,10,1.42138373043478,0.393317616666666,0.350016557142859,0.3229096
"P6",23,"m","co",2,"e",0.331262580851066,0.976655370833331,0.644502945833336,47,24,24,1.34459712553192,0.26922814,0.476264306666673,0.253401158333335
"P6",23,"m","comp",1,"e",0.284318585714286,0.77265675945946,0.467642296428574,77,74,56,1.52363197882353,0.226185070588237,0.348214471052628,0.218874318181823
"Py",18,"m","comp",2,"e",0.325866405084745,0.818536521052631,0.396001100000001,59,57,1,1.79111726461538,0.515670566666668,0.291018589583333,0.292301678947367
"P7",18,"m","solo",1,"e",0.440880847058822,0.905423133333334,0.549801321568627,68,51,51,1.910557,0.450967159999995,0.451430326604278,0.403301636842104
"P7",18,"m","solo",2,"e",0.345115516438356,0.751580316417912,0.460763914925372,73,67,67,1.66422913243243,0.380980935714284,0.338101044444444,0.330381233333336
"P7",18,"m","co",1,"e",0.44639665952381,0.920744052380951,0.529836742857142,42,21,21,1.73588366511628,0.562554918750001,0.36599187647059,0.391768788888888
"P7",18,"m","co",2,"e",0.391529225641024,0.996842064705881,0.507141176470592,39,17,17,1.57967446923077,0.367067338888885,0.395269033333332,0.515861700000014
"P7",18,"m","comp",1,"e",0.395469450793648,0.828669146666666,0.197000299999999,63,60,1,1.918887325,0.467838046153843,0.417095584374999,0.292246137499996
"sdP1",21,"f","comp",2,"e",0.341888128767123,0.672521537333335,0.338075649333333,73,75,75,1.47133171904762,0.41496634090909,0.304141081764706,0.320000357894738
"sdP1",21,"f","solo",1,"e",0.385850252173912,0.773867785483873,0.431916435483873,69,62,62,1.64318963857143,0.373253654545454,0.368504030555554,0.418503644
"sdP1",2,"f","co",1,"e",0.485312672093024,0.804671311999999,0.410549428000001,43,25,25,1.37484535434782,0.59431542857143,0.306426799999998,0.489363611111115
"sdP1",21,"f","co",2,"f",0.519294970454546,0.852899026923079,0.395844211538465,44,26,26,1.73778016,0.706595842105264,0.377695080000003,0.375823149999994
"sdP1",21,"f","solo",2,"e",0.320404845783132,0.736007286419751,0.420263845679012,83,81,81,1.54154667752809,0.211158846666664,0.318965561336032,0.394397626086958
"sdP1",21,"f","comp",1,"e",0.407971690140843,0.733508415789476,0.3617146,71,76,76,1.67254471666667,0.378273589473686,0.439119712865495,0.369281859999993
"sd10",24,"f","comp",2,"e",0.251472508571429,0.538644316216216,0.306516294285714,70,74,70,1.02074941868132,0.192905600000004,0.298463036904761,0.244530429411762
"sd10",24,"f","solo",1,"e",0.441525861333333,0.711249329032259,0.429463386440679,75,62,59,1.6954117297619,0.440940274999996,0.469861067592593,0.37613164090909
"sd10",24,"f","solo",2,"e",0.42808495625,0.738072738461538,0.427084225641026,80,78,78,1.60176872446809,0.244864146666669,0.475064373764706,0.494120408695652
"sd10",24,"f","co",1,"e",0.399420589473683,0.825266419999997,0.404771804,57,25,25,1.44162958965517,0.31977236,0.451146599999999,0.481689636363631
"sd10",24,"f","co",2,"e",0.363765896428571,0.767823419354843,0.396966161290327,56,31,31,1.18674973833333,0.318622188461537,0.458579900000001,0.272948377777779
"sd10",24,"f","comp",1,"1",0.310686237500001,NA,0.332613863953487,88,NA,86,1.28177246893204,0.2522393375,0.318447204333335,0.335213960869566
"sdP11",24,"f","comp",2,"e",0.337234601639345,0.568549627272729,0.286391360606064,61,66,66,1.31417560759494,0.383669342857139,0.342395486111113,0.311324105000001
"sdP11",24,"f","solo",1,"e",0.38851935,0.723101567346939,0.42283827142857,44,49,49,1.74471693448276,0.298167150000012,0.426882629201682,0.287775311111102
"sdP11",24,"f","solo",2,"e",0.315296714634148,0.711074173584905,0.381924375471697,41,53,53,1.53269676896552,0.48274863333333,0.318028376893939,0.225796541666673
"sdP11",24,"f","co",2,"e",0.513647699999997,0.741011872727276,0.376927081818182,17,22,22,1.61635625172414,0.974056979999993,0.334093329999999,0.260396350000001
"sdP11",24,"f","co",1,"e",0.468998721052632,0.697309440000001,0.373407230000001,19,20,20,2.517417275,0.953112650000001,0.253983600000001,0.217487933333331
"sdP11",24,"f","comp",1,"e",0.316669551851849,0.699505610000003,0.374316413333339,54,60,60,1.34580373287671,0.469595233333325,0.294831758006533,0.30933123846154
"sdP12",18,"m","comp",2,"e",0.251944051020409,0.824182848750001,0.465814171428571,49,80,70,1.27341584418605,0.265350369230769,0.288903292500001,0.184975021428573
"sd12",18,NA,"solo",1,"e",0.333256004301075,0.730272559999999,0.434438799999998,93,65,63,1.318166933,0.396901239999998,0.324467607832513,0.319408710526314
"sdP12",18,"m","solo",2,"e",0.271120369565219,0.68955223943662,0.360012738235294,69,71,68,1.42239126385542,0.146342784615392,0.298913866880342,0.306014116000001
"sdP12",18,"m","co",1,"e",0.462971342857139,0.944859406250002,0.521067414285719,42,16,14,1.38484422608695,0.536657083333328,0.458470199999996,0.217407742857148
"sd12",18,"m","co",2,"e",0.575068916326532,0.978880433333327,0.567745033333331,49,21,21,1.801590864,0.768564418518522,0.361810893749998,0.273027216666667
"sdP12",18,"m","comp",1,"e",0.219728980851063,5.0101119739726,0.444892314285713,47,73,63,5.30759138987342,0.228242327272724,0.213246955448718,0.224831154545455
"sdP13",20,"f","comp",1,"e",0.248627828846156,0.603578351470589,0.358917391176473,52,68,68,1.32309998051948,0.205524164285712,0.251869308461542,0.306489670000003
"sdP13",20,"f","solo",1,"e",0.333225420833331,0.702859610169489,0.377527001694914,72,59,59,1.50791629240506,0.370369190909085,0.330250335714284,0.318297636842102
"sdP13",NA,"f","solo",2,"e",0.275104769014083,0.669104331343282,0.395633767164178,71,67,67,1.42534451111111,0.285320912500001,0.264772879910712,0.281895531999998
"sdP13",20,"f","co",1,"e",0.3795931,0.722218568000005,0.439683572000005,53,25,25,1.22054237719298,0.473177772727275,0.343049431249998,0.281315493333333
"sdP13",20,"f","co",2,"e",0.351069279069766,0.651607433333335,0.398428928571428,43,21,21,2.45412338636363,0.550266599999996,0.22459561764706,0.213702366666666
"sdP13",20,"f","comp",1,"e",0.214264472058823,0.633383723943662,0.422327584507043,68,71,71,1.42728170963855,0.213717427777781,0.211181893749999,0.217707599999995
"sdP14",18,"f","comp",2,"e",0.282397690839695,0.781339672000002,0.448123795918369,131,50,49,0.765357320567377,0.360651331034484,0.277340576963535,0.205004855999999
"sdP14",18,"f","solo",1,"e",0.288295638805972,0.784900627058822,0.4858983,67,85,1,1.36313281170213,0.369338162500002,0.292327496439631,0.260377817391304
"sdP14",18,"f","solo",2,"e",0.252924152380952,0.735397315294117,0.414289875999999,63,85,75,1.27645093186813,0.395734029999994,0.219110912777777,0.236673925000003
"sdP14",18,"f","co",1,"e",0.319417925000002,0.881717117142853,0.378387538461534,44,35,26,1.64082505087719,0.364199649999999,0.297706764705886,0.196196280000009
