"sequenceNum","cubeColor","moveTime","startTime","endTime","Participant","Age","Sex","Condition","Trial","Group"
546,"Gold",0.4879995,0.4610006,0.9490001,"P9",21,"f","comp",2,"e"
548,"Red",0.267,4.0490008,4.3160008,"P9",21,"f","comp",2,"e"
549,"Red",0.1300019,6.202,6.3320019,"P9",21,"f","comp",2,"e"
551,"Gold",0.3540008,7.9140009,8.2680017,"P9",21,"f","comp",2,"e"
553,"Blue",0.195998600000001,10.2370027,10.4330013,"P9",21,"f","comp",2,"e"
555,"Blue",0.0859989999999993,13.8988279,13.9848269,"P9",21,"f","comp",2,"e"
556,"White",0.0590009000000009,20.9588263,21.0178272,"P9",21,"f","comp",2,"e"
558,"White",0.237002399999998,30.2316533,30.4686557,"P9",21,"f","comp",2,"e"
560,"White",0.118002400000002,33.3016529,33.4196553,"P9",21,"f","comp",2,"e"
562,"Blue",0.0060009999999977,39.6487672,39.6547682,"P9",21,"f","comp",2,"e"
565,"Blue",0.212998800000001,47.2318535,47.4448523,"P9",21,"f","comp",2,"e"
567,"Red",0.175002400000004,49.9378514,50.1128538,"P9",21,"f","comp",2,"e"
569,"Red",0.1280018,57.4202971,57.5482989,"P9",21,"f","comp",2,"e"
571,"Red",0.408998799999999,62.2572988,62.6662976,"P9",21,"f","comp",2,"e"
574,"Red",0.318001600000002,65.3572968,65.6752984,"P9",21,"f","comp",2,"e"
577,"Gold",0.238000099999994,69.632298,69.8702981,"P9",21,"f","comp",2,"e"
579,"Gold",0.234998900000008,71.7782989,72.0132978,"P9",21,"f","comp",2,"e"
581,"Gold",0.224594600000003,73.9384462,74.1630408,"P9",21,"f","comp",2,"e"
583,"White",0.29799899999999,77.1046249,77.4026239,"P9",21,"f","comp",2,"e"
585,"White",0.188998499999997,82.4043504,82.5933489,"P9",21,"f","comp",2,"e"
587,"White",0.1650013,85.9228942,86.0878955,"P9",21,"f","comp",2,"e"
589,"Blue",0.184000699999999,89.1258953,89.309896,"P9",21,"f","comp",2,"e"
591,"Blue",0.188000100000011,91.6748957,91.8628958,"P9",21,"f","comp",2,"e"
595,"Red",0.0410009000000002,103.8860004,103.9270013,"P9",21,"f","comp",2,"e"
599,"White",0.195001500000004,114.014,114.2090015,"P9",21,"f","comp",2,"e"
601,"Blue",0.533000200000004,116.4320005,116.9650007,"P9",21,"f","comp",2,"e"
603,"Blue",0.281000800000001,120.5460002,120.827001,"P9",21,"f","comp",2,"e"
604,"Red",0.4440022,121.0319996,121.4760018,"P9",21,"f","comp",2,"e"
606,"Gold",0.2835295,123.1530024,123.4365319,"P9",21,"f","comp",2,"e"
608,"Gold",0.252001000000007,125.5865331,125.8385341,"P9",21,"f","comp",2,"e"
610,"White",0.109035200000008,127.9295317,128.0385669,"P9",21,"f","comp",2,"e"
612,"White",0.261000999999993,134.7195318,134.9805328,"P9",21,"f","comp",2,"e"
615,"White",0.271965300000005,136.1635675,136.4355328,"P9",21,"f","comp",2,"e"
616,"Blue",0.116999800000002,139.887533,140.0045328,"P9",21,"f","comp",2,"e"
618,"Blue",0.173013699999984,142.9191863,143.0922,"P9",21,"f","comp",2,"e"
620,"Blue",0.207616800000011,147.5535129,147.7611297,"P9",21,"f","comp",2,"e"
622,"Blue",0.342025399999983,150.2078394,150.5498648,"P9",21,"f","comp",2,"e"
624,"Red",0.186999500000013,152.61397,152.8009695,"P9",21,"f","comp",2,"e"
626,"White",0.495971999999995,155.3739033,155.8698753,"P9",21,"f","comp",2,"e"
627,"Red",0.174000400000011,158.4588747,158.6328751,"P9",21,"f","comp",2,"e"
629,"Red",0.345999299999988,159.9048744,160.2508737,"P9",21,"f","comp",2,"e"
632,"Gold",0.241999199999981,167.1758761,167.4178753,"P9",21,"f","comp",2,"e"
634,"Gold",0.00700079999998593,169.5648743,169.5718751,"P9",21,"f","comp",2,"e"
636,"Gold",0.175000600000004,171.4988746,171.6738752,"P9",21,"f","comp",2,"e"
637,"Gold",1.99299909999999,171.8308749,173.823874,"P9",21,"f","comp",2,"e"
638,"Gold",0.212001100000009,175.759874,175.9718751,"P9",21,"f","comp",2,"e"
641,"White",0.219000499999993,181.0678736,181.2868741,"P9",21,"f","comp",2,"e"
643,"Blue",0.0689998999999943,183.3078755,183.3768754,"P9",21,"f","comp",2,"e"
645,"White",0.330000500000011,189.6228751,189.9528756,"P9",21,"f","comp",2,"e"
646,"White",0.2290007,191.9198749,192.1488756,"P9",21,"f","comp",2,"e"
648,"White",0.184999900000008,194.1558765,194.3408764,"P9",21,"f","comp",2,"e"
649,"White",0.112001200000009,197.6568743,197.7688755,"P9",21,"f","comp",2,"e"
651,"Gold",0.263000199999993,199.6268751,199.8898753,"P9",21,"f","comp",2,"e"
653,"White",0.162000199999994,201.8923944,202.0543946,"P9",21,"f","comp",2,"e"
655,"Gold",0.481011699999982,203.9180712,204.3990829,"P9",21,"f","comp",2,"e"
657,"Blue",0.0540012000000161,208.0040832,208.0580844,"P9",21,"f","comp",2,"e"
659,"Red",0.175001399999985,209.7320826,209.907084,"P9",21,"f","comp",2,"e"
662,"Blue",0.904000700000012,214.6770834,215.5810841,"P9",21,"f","comp",2,"e"
664,"Blue",0.227000900000007,217.5544889,217.7814898,"P9",21,"f","comp",2,"e"
666,"White",0.322000099999997,220.67249,220.9944901,"P9",21,"f","comp",2,"e"
667,"Red",0.130000100000018,221.9164898,222.0464899,"P9",21,"f","comp",2,"e"
669,"Blue",0.320000399999998,223.8484899,224.1684903,"P9",21,"f","comp",2,"e"
671,"Blue",0.237002599999983,225.6174889,225.8544915,"P9",21,"f","comp",2,"e"
673,"Red",0.724001200000004,227.6584902,228.3824914,"P9",21,"f","comp",2,"e"
676,"White",0.1089992,240.0640287,240.1730279,"P9",21,"f","comp",2,"e"
678,"Gold",0.805001099999998,241.4330265,242.2380276,"P9",21,"f","comp",2,"e"
680,"Gold",0.837999399999973,244.8940281,245.7320275,"P9",21,"f","comp",2,"e"
682,"Gold",0.150999200000001,247.5420281,247.6930273,"P9",21,"f","comp",2,"e"
684,"Gold",0.264001800000017,249.5940259,249.8580277,"P9",21,"f","comp",2,"e"
685,"Gold",0.162000599999999,251.7500265,251.9120271,"P9",21,"f","comp",2,"e"
687,"Gold",0.0619704999999726,256.0465853,256.1085558,"P9",21,"f","comp",2,"e"
688,"Gold",0.214999999999975,267.6245346,267.8395346,"P9",21,"f","comp",2,"e"
690,"Gold",0.218000999999958,271.8065462,272.0245472,"P9",21,"f","comp",2,"e"
692,"White",0.141000299999973,277.915592,278.0565923,"P9",21,"f","comp",2,"e"
694,"White",0.1559709,280.3616224,280.5175933,"P9",21,"f","comp",2,"e"
696,"Gold",0.184000600000047,282.1035909,282.2875915,"P9",21,"f","comp",2,"e"
2,"Red",0.906007800000001,24.0084186,24.9144264,"P9",21,"f","solo",1,"e"
3,"Blue",0.254002199999999,30.881004,31.1350062,"P9",21,"f","solo",1,"e"
5,"White",0.481893800000002,35.6134711,36.0953649,"P9",21,"f","solo",1,"e"
7,"White",0.308992500000002,41.1991534,41.5081459,"P9",21,"f","solo",1,"e"
9,"Blue",0.275785900000002,44.3172674,44.5930533,"P9",21,"f","solo",1,"e"
12,"Blue",0.218049399999998,55.7118168,55.9298662,"P9",21,"f","solo",1,"e"
14,"Red",0.173973799999999,59.4362497,59.6102235,"P9",21,"f","solo",1,"e"
16,"Red",0.272012599999996,61.6142398,61.8862524,"P9",21,"f","solo",1,"e"
18,"Red",0.355659299999999,63.9488745,64.3045338,"P9",21,"f","solo",1,"e"
20,"Blue",0.152014100000002,66.2533083,66.4053224,"P9",21,"f","solo",1,"e"
22,"Red",0.241521800000001,69.9608898,70.2024116,"P9",21,"f","solo",1,"e"
23,"Blue",0.107974600000006,70.9074898,71.0154644,"P9",21,"f","solo",1,"e"
25,"Red",0.140000700000002,72.8043254,72.9443261,"P9",21,"f","solo",1,"e"
27,"White",0.154530199999996,74.3257928,74.480323,"P9",21,"f","solo",1,"e"
28,"White",0.109962599999989,77.0616384,77.171601,"P9",21,"f","solo",1,"e"
29,"White",0.106766800000003,79.8817827,79.9885495,"P9",21,"f","solo",1,"e"
31,"Blue",1.489693,81.5295591,83.0192521,"P9",21,"f","solo",1,"e"
33,"Blue",0.212593399999989,88.6798339,88.8924273,"P9",21,"f","solo",1,"e"
34,"Red",0.1746883,92.8777368,93.0524251,"P9",21,"f","solo",1,"e"
36,"Red",0.465977599999988,95.7072066,96.1731842,"P9",21,"f","solo",1,"e"
37,"Blue",0.162989100000004,97.9535604,98.1165495,"P9",21,"f","solo",1,"e"
39,"White",0.229779199999996,101.5849419,101.8147211,"P9",21,"f","solo",1,"e"
41,"White",0.2734272,105.7498415,106.0232687,"P9",21,"f","solo",1,"e"
44,"Gold",0.167656799999989,108.2683317,108.4359885,"P9",21,"f","solo",1,"e"
46,"Red",1.0063902,111.7031095,112.7094997,"P9",21,"f","solo",1,"e"
48,"Red",0.329569800000002,115.7112521,116.0408219,"P9",21,"f","solo",1,"e"
50,"Blue",0.0955348999999899,119.9641684,120.0597033,"P9",21,"f","solo",1,"e"
52,"Blue",0.186589400000003,122.5649339,122.7515233,"P9",21,"f","solo",1,"e"
54,"White",0.106967099999991,129.2175702,129.3245373,"P9",21,"f","solo",1,"e"
55,"White",0.141000099999985,131.7715546,131.9125547,"P9",21,"f","solo",1,"e"
56,"White",0.351297200000005,133.6237544,133.9750516,"P9",21,"f","solo",1,"e"
58,"White",0.18952440000001,136.0864488,136.2759732,"P9",21,"f","solo",1,"e"
60,"White",0.139012499999978,142.6566807,142.7956932,"P9",21,"f","solo",1,"e"
62,"White",0.0850016999999923,145.9279209,146.0129226,"P9",21,"f","solo",1,"e"
64,"White",0.217996900000003,158.1274802,158.3454771,"P9",21,"f","solo",1,"e"
66,"Blue",0.161566800000003,161.1220761,161.2836429,"P9",21,"f","solo",1,"e"
68,"Blue",0.386154099999999,163.49609,163.8822441,"P9",21,"f","solo",1,"e"
70,"Red",0.234911899999986,165.7680717,166.0029836,"P9",21,"f","solo",1,"e"
71,"Red",0.102002500000026,169.3088106,169.4108131,"P9",21,"f","solo",1,"e"
74,"Red",0.329692200000011,179.3115895,179.6412817,"P9",21,"f","solo",1,"e"
76,"Blue",0.0996451000000036,181.4393331,181.5389782,"P9",21,"f","solo",1,"e"
78,"Red",0.340081200000014,184.2130565,184.5531377,"P9",21,"f","solo",1,"e"
80,"Blue",0.0310017000000187,186.9080876,186.9390893,"P9",21,"f","solo",1,"e"
82,"Blue",0.0190008000000148,189.3338978,189.3528986,"P9",21,"f","solo",1,"e"
84,"Red",0.478404699999999,193.2162241,193.6946288,"P9",21,"f","solo",1,"e"
86,"Red",0.264014099999997,195.6058599,195.869874,"P9",21,"f","solo",1,"e"
88,"Red",0.318708900000019,199.7401894,200.0588983,"P9",21,"f","solo",1,"e"
91,"Gold",0.298221299999994,202.4599945,202.7582158,"P9",21,"f","solo",1,"e"
93,"Blue",0.177193299999999,207.2151041,207.3922974,"P9",21,"f","solo",1,"e"
96,"Red",0.330216000000007,213.6336355,213.9638515,"P9",21,"f","solo",1,"e"
99,"Gold",0.378963800000008,216.2522089,216.6311727,"P9",21,"f","solo",1,"e"
101,"Red",0.161001499999998,218.8770703,219.0380718,"P9",21,"f","solo",1,"e"
102,"White",0.37340549999999,220.2209779,220.5943834,"P9",21,"f","solo",1,"e"
104,"Blue",0.251080099999996,223.8198989,224.070979,"P9",21,"f","solo",1,"e"
106,"Blue",0.186174800000003,226.4939132,226.680088,"P9",21,"f","solo",1,"e"
108,"White",0.4103183,229.0259965,229.4363148,"P9",21,"f","solo",1,"e"
110,"Blue",0.237515299999984,235.204282,235.4417973,"P9",21,"f","solo",1,"e"
113,"Gold",0.650211999999982,237.2088841,237.8590961,"P9",21,"f","solo",1,"e"
114,"Red",0.169519899999983,240.3004587,240.4699786,"P9",21,"f","solo",1,"e"
115,"Red",0.24040770000002,242.6419383,242.882346,"P9",21,"f","solo",1,"e"
117,"Blue",0.353676100000001,245.4963809,245.850057,"P9",21,"f","solo",1,"e"
119,"Gold",0.129975099999996,249.4190795,249.5490546,"P9",21,"f","solo",1,"e"
121,"White",0.241521899999981,252.1585282,252.4000501,"P9",21,"f","solo",1,"e"
123,"White",0.139001699999994,254.6380784,254.7770801,"P9",21,"f","solo",1,"e"
124,"White",0.0800017000000253,256.8732066,256.9532083,"P9",21,"f","solo",1,"e"
127,"Gold",0.505003500000043,258.7900868,259.2950903,"P9",21,"f","solo",1,"e"
129,"White",0.274231999999984,265.4780624,265.7522944,"P9",21,"f","solo",1,"e"
132,"Gold",0.130013600000041,268.1773191,268.3073327,"P9",21,"f","solo",1,"e"
135,"Gold",0.17511159999998,276.3493285,276.5244401,"P9",21,"f","solo",1,"e"
137,"White",0.118782500000009,278.4566487,278.5754312,"P9",21,"f","solo",1,"e"
139,"Red",0.254046200000005,281.55723,281.8112762,"P9",21,"f","solo",1,"e"
141,"Blue",0.10359950000003,283.8643969,283.9679964,"P9",21,"f","solo",1,"e"
143,"White",0.150971700000014,287.0897472,287.2407189,"P9",21,"f","solo",1,"e"
146,"Gold",0.0169738000000166,291.812254,291.8292278,"P9",21,"f","solo",1,"e"
147,"White",0,293.1726087,293.1726087,"P9",21,"f","solo",1,"e"
149,"Gold",0.540329499999984,293.9774014,294.5177309,"P9",21,"f","solo",1,"e"
151,"White",0.218708100000015,298.1633872,298.3820953,"P9",21,"f","solo",1,"e"
154,"Gold",0.2347383,1.5070607,1.741799,"P9",21,"f","solo",2,"e"
157,"Gold",0.0970003000000004,4.7058237,4.802824,"P9",21,"f","solo",2,"e"
159,"Blue",0.2170971,7.9838199,8.200917,"P9",21,"f","solo",2,"e"
160,"Blue",0.0400019,11.126047,11.1660489,"P9",21,"f","solo",2,"e"
163,"White",0.0190023000000004,13.6328135,13.6518158,"P9",21,"f","solo",2,"e"
165,"Blue",0.239001700000003,16.8698247,17.1088264,"P9",21,"f","solo",2,"e"
167,"Blue",1.060798,22.277167,23.337965,"P9",21,"f","solo",2,"e"
170,"Gold",0.176999599999998,27.0249573,27.2019569,"P9",21,"f","solo",2,"e"
173,"Gold",0.0179988000000009,29.6806362,29.698635,"P9",21,"f","solo",2,"e"
176,"Gold",0.146176100000005,32.9654263,33.1116024,"P9",21,"f","solo",2,"e"
178,"Red",0.213039900000005,35.2508802,35.4639201,"P9",21,"f","solo",2,"e"
180,"Red",0.209215100000002,37.2008028,37.4100179,"P9",21,"f","solo",2,"e"
183,"Red",0.289602000000002,44.1181033,44.4077053,"P9",21,"f","solo",2,"e"
186,"Red",0.186328999999994,53.0055935,53.1919225,"P9",21,"f","solo",2,"e"
188,"Red",0.254214100000006,57.5584929,57.812707,"P9",21,"f","solo",2,"e"
190,"Red",0.301378,59.6052719,59.9066499,"P9",21,"f","solo",2,"e"
193,"Gold",0.419504500000002,61.5149609,61.9344654,"P9",21,"f","solo",2,"e"
196,"Gold",0.184002300000003,64.0770564,64.2610587,"P9",21,"f","solo",2,"e"
199,"Gold",0.118914200000006,66.1770646,66.2959788,"P9",21,"f","solo",2,"e"
202,"Gold",0.2050014,68.2469892,68.4519906,"P9",21,"f","solo",2,"e"
204,"Blue",0.199522899999991,70.2511283,70.4506512,"P9",21,"f","solo",2,"e"
206,"Blue",0.183985000000007,73.9993684,74.1833534,"P9",21,"f","solo",2,"e"
208,"Blue",0.177025799999996,75.9723275,76.1493533,"P9",21,"f","solo",2,"e"
210,"Blue",0.417036600000003,78.7830024,79.200039,"P9",21,"f","solo",2,"e"
211,"White",0.224007299999997,84.3790523,84.6030596,"P9",21,"f","solo",2,"e"
213,"White",0.287593200000003,88.819704,89.1072972,"P9",21,"f","solo",2,"e"
215,"White",0.252045199999998,92.7897456,93.0417908,"P9",21,"f","solo",2,"e"
217,"White",0.0654807000000091,94.6657604,94.7312411,"P9",21,"f","solo",2,"e"
219,"White",0.329490300000003,97.8422405,98.1717308,"P9",21,"f","solo",2,"e"
221,"White",0.0953508999999997,100.6494245,100.7447754,"P9",21,"f","solo",2,"e"
223,"Blue",0.0974981000000099,105.8380718,105.9355699,"P9",21,"f","solo",2,"e"
225,"Blue",0.361054699999997,108.2470722,108.6081269,"P9",21,"f","solo",2,"e"
227,"White",0.0858460000000036,110.6881263,110.7739723,"P9",21,"f","solo",2,"e"
229,"White",0.444001499999999,112.7550168,113.1990183,"P9",21,"f","solo",2,"e"
230,"White",0.217002100000002,115.6030263,115.8200284,"P9",21,"f","solo",2,"e"
232,"Red",0.209315900000007,120.34329,120.5526059,"P9",21,"f","solo",2,"e"
234,"White",0.219369200000003,122.9282384,123.1476076,"P9",21,"f","solo",2,"e"
236,"White",0.195335400000005,124.9047439,125.1000793,"P9",21,"f","solo",2,"e"
238,"White",0.147970200000003,126.3853112,126.5332814,"P9",21,"f","solo",2,"e"
240,"Red",0.182001999999983,128.2922417,128.4742437,"P9",21,"f","solo",2,"e"
241,"Red",0.310011800000012,129.2790962,129.589108,"P9",21,"f","solo",2,"e"
243,"Red",0.0840011000000231,132.8701343,132.9541354,"P9",21,"f","solo",2,"e"
246,"Red",0.7985927,141.4516465,142.2502392,"P9",21,"f","solo",2,"e"
248,"Red",0.365377200000012,146.4423914,146.8077686,"P9",21,"f","solo",2,"e"
251,"Red",0.296202899999997,151.8575569,152.1537598,"P9",21,"f","solo",2,"e"
255,"White",0.0630031000000031,161.7243656,161.7873687,"P9",21,"f","solo",2,"e"
257,"White",0.363355799999994,164.4455288,164.8088846,"P9",21,"f","solo",2,"e"
260,"Gold",0.366667400000011,171.8831804,172.2498478,"P9",21,"f","solo",2,"e"
262,"Red",0.155025099999989,176.3061527,176.4611778,"P9",21,"f","solo",2,"e"
264,"Red",0.0519994999999938,178.4138627,178.4658622,"P9",21,"f","solo",2,"e"
266,"Blue",0.143140600000009,181.822803,181.9659436,"P9",21,"f","solo",2,"e"
268,"Blue",0.163001000000008,183.373422,183.536423,"P9",21,"f","solo",2,"e"
272,"White",0.253017499999999,200.3733917,200.6264092,"P9",21,"f","solo",2,"e"
274,"White",0.663040099999989,204.3944037,205.0574438,"P9",21,"f","solo",2,"e"
278,"Gold",0.266628499999996,210.7495877,211.0162162,"P9",21,"f","solo",2,"e"
281,"Gold",0.205916099999996,212.9994864,213.2054025,"P9",21,"f","solo",2,"e"
284,"Gold",0.062815999999998,215.2424771,215.3052931,"P9",21,"f","solo",2,"e"
287,"Gold",0.201999200000017,217.8333965,218.0353957,"P9",21,"f","solo",2,"e"
290,"Gold",0.129979999999989,220.1540357,220.2840157,"P9",21,"f","solo",2,"e"
292,"Red",0.227002999999996,223.5529108,223.7799138,"P9",21,"f","solo",2,"e"
294,"Red",0.462001299999997,225.1919185,225.6539198,"P9",21,"f","solo",2,"e"
296,"Red",0.277114399999988,227.5353872,227.8125016,"P9",21,"f","solo",2,"e"
300,"Blue",0.122545800000012,239.9289723,240.0515181,"P9",21,"f","solo",2,"e"
302,"Blue",0.294979299999994,242.8885319,243.1835112,"P9",21,"f","solo",2,"e"
304,"White",0.151002199999994,245.0834343,245.2344365,"P9",21,"f","solo",2,"e"
306,"White",0.105773800000009,246.7838828,246.8896566,"P9",21,"f","solo",2,"e"
307,"White",0.131137899999999,248.7861945,248.9173324,"P9",21,"f","solo",2,"e"
310,"Gold",0.306265200000013,250.5028921,250.8091573,"P9",21,"f","solo",2,"e"
312,"Blue",0.11700350000001,258.7926425,258.909646,"P9",21,"f","solo",2,"e"
313,"Blue",0.0400010999999836,261.891589,261.9315901,"P9",21,"f","solo",2,"e"
314,"Blue",0.198311400000023,264.4441002,264.6424116,"P9",21,"f","solo",2,"e"
317,"Gold",0.186035300000015,268.2412541,268.4272894,"P9",21,"f","solo",2,"e"
320,"Gold",0.295664600000009,270.2607322,270.5563968,"P9",21,"f","solo",2,"e"
324,"Red",0.163065000000017,277.7613846,277.9244496,"P9",21,"f","solo",2,"e"
326,"White",0.153016199999968,286.7886545,286.9416707,"P9",21,"f","solo",2,"e"
328,"Blue",0.198609599999997,290.7626567,290.9612663,"P9",21,"f","solo",2,"e"
329,"White",0.240506299999993,291.9875717,292.228078,"P9",21,"f","solo",2,"e"
332,"White",0.262730599999998,297.548973,297.8117036,"P9",21,"f","solo",2,"e"
334,"Gold",0.9851698,2.089926,3.0750958,"P9",21,"f","co",1,"e"
336,"Gold",0.3614765,13.9787942,14.3402707,"P9",21,"f","co",1,"e"
337,"Red",0.229081300000001,17.2179771,17.4470584,"P9",21,"f","co",1,"e"
341,"White",0.245005000000006,72.810232,73.055237,"P9",21,"f","co",1,"e"
344,"Gold",0.142040200000011,77.8732405,78.0152807,"P9",21,"f","co",1,"e"
346,"Gold",0.509465300000002,86.4134772,86.9229425,"P9",21,"f","co",1,"e"
348,"Gold",0.415781500000008,91.1034727,91.5192542,"P9",21,"f","co",1,"e"
350,"Gold",0.337190899999996,95.4031087,95.7402996,"P9",21,"f","co",1,"e"
352,"Gold",1.9929635,96.5902225,98.583186,"P9",21,"f","co",1,"e"
353,"White",0.190024199999996,108.3994615,108.5894857,"P9",21,"f","co",1,"e"
355,"White",0.170765700000004,110.161862,110.3326277,"P9",21,"f","co",1,"e"
363,"Gold",0.588627700000018,169.6646313,170.253259,"P9",21,"f","co",1,"e"
365,"White",0.461795200000012,215.89262,216.3544152,"P9",21,"f","co",1,"e"
368,"Gold",0.336648499999995,239.9381504,240.2747989,"P9",21,"f","co",1,"e"
369,"White",0.0710007999999789,268.1767368,268.2477376,"P9",21,"f","co",1,"e"
371,"White",0.175000699999998,270.7320143,270.907015,"P9",21,"f","co",1,"e"
374,"Red",0.219963399999983,297.9437902,298.1637536,"P9",21,"f","co",1,"e"
376,"Red",0.5490023,3.3180716,3.8670739,"P9",21,"f","comp",1,"e"
379,"White",0.170000499999999,8.3937173,8.5637178,"P9",21,"f","comp",1,"e"
380,"Blue",0.4110019,10.650716,11.0617179,"P9",21,"f","comp",1,"e"
382,"Blue",0.2379991,13.8037179,14.041717,"P9",21,"f","comp",1,"e"
385,"Red",0.671999000000003,17.6337171,18.3057161,"P9",21,"f","comp",1,"e"
386,"Blue",0.570000400000001,24.9327163,25.5027167,"P9",21,"f","comp",1,"e"
387,"Red",0.267000799999998,27.1067168,27.3737176,"P9",21,"f","comp",1,"e"
388,"Gold",0.482998899999998,27.4407168,27.9237157,"P9",21,"f","comp",1,"e"
390,"White",0.0790006000000005,30.7607171,30.8397177,"P9",21,"f","comp",1,"e"
392,"White",0.160000100000005,33.6227173,33.7827174,"P9",21,"f","comp",1,"e"
394,"White",0.466999700000002,39.1397172,39.6067169,"P9",21,"f","comp",1,"e"
396,"White",0.222000399999999,42.451717,42.6737174,"P9",21,"f","comp",1,"e"
398,"Gold",0.671002100000003,44.7667161,45.4377182,"P9",21,"f","comp",1,"e"
400,"Gold",0.222001499999998,49.4647159,49.6867174,"P9",21,"f","comp",1,"e"
402,"Gold",0.186000099999994,51.7497175,51.9357176,"P9",21,"f","comp",1,"e"
404,"Gold",0.187999300000001,53.781718,53.9697173,"P9",21,"f","comp",1,"e"
406,"White",0.210002000000003,56.2367162,56.4467182,"P9",21,"f","comp",1,"e"
407,"Red",0.210999999999999,59.3337171,59.5447171,"P9",21,"f","comp",1,"e"
410,"Red",0.117999599999997,62.484408,62.6024076,"P9",21,"f","comp",1,"e"
413,"Blue",0.291001199999997,66.6194065,66.9104077,"P9",21,"f","comp",1,"e"
416,"Blue",0.291584,71.1999355,71.4915195,"P9",21,"f","comp",1,"e"
418,"White",0.219000100000002,74.3965181,74.6155182,"P9",21,"f","comp",1,"e"
420,"White",0.219000499999993,76.9495184,77.1685189,"P9",21,"f","comp",1,"e"
421,"White",0.315001500000008,79.7185179,80.0335194,"P9",21,"f","comp",1,"e"
423,"Gold",1.78000139999999,82.3135177,84.0935191,"P9",21,"f","comp",1,"e"
425,"White",0.0369984000000017,89.5984847,89.6354831,"P9",21,"f","comp",1,"e"
426,"White",0.164000999999999,92.310409,92.47441,"P9",21,"f","comp",1,"e"
429,"Gold",0.1930002,97.4784091,97.6714093,"P9",21,"f","comp",1,"e"
431,"Blue",0.118674200000001,102.1590143,102.2776885,"P9",21,"f","comp",1,"e"
432,"Blue",0.294999500000003,104.7037279,104.9987274,"P9",21,"f","comp",1,"e"
434,"Red",0.178003000000004,106.472726,106.650729,"P9",21,"f","comp",1,"e"
437,"Red",0.39000080000001,113.5876859,113.9776867,"P9",21,"f","comp",1,"e"
439,"Red",0.157999500000003,115.5356879,115.6936874,"P9",21,"f","comp",1,"e"
440,"Blue",0.145000800000005,117.5956865,117.7406873,"P9",21,"f","comp",1,"e"
442,"Red",0.1680001,119.6746868,119.8426869,"P9",21,"f","comp",1,"e"
444,"Blue",0.250123799999997,121.9887583,122.2388821,"P9",21,"f","comp",1,"e"
446,"Blue",0.134179800000013,126.9336233,127.0678031,"P9",21,"f","comp",1,"e"
448,"White",0.114000900000008,129.1866068,129.3006077,"P9",21,"f","comp",1,"e"
450,"White",0.152029400000004,131.2906064,131.4426358,"P9",21,"f","comp",1,"e"
453,"White",0.0880020000000172,140.4435816,140.5315836,"P9",21,"f","comp",1,"e"
456,"White",0.247669400000007,141.7860277,142.0336971,"P9",21,"f","comp",1,"e"
457,"Red",0.174997899999994,143.7735699,143.9485678,"P9",21,"f","comp",1,"e"
458,"Gold",0.24001130000002,145.9396104,146.1796217,"P9",21,"f","comp",1,"e"
459,"Gold",0.2331997,148.4015824,148.6347821,"P9",21,"f","comp",1,"e"
461,"Gold",0.079003599999993,150.6895431,150.7685467,"P9",21,"f","comp",1,"e"
462,"Gold",0.196000700000013,152.7295399,152.9255406,"P9",21,"f","comp",1,"e"
464,"Gold",0.125997900000016,154.9286062,155.0546041,"P9",21,"f","comp",1,"e"
466,"Gold",0.151311899999996,157.1395676,157.2908795,"P9",21,"f","comp",1,"e"
468,"Red",0.151013399999982,161.413025,161.5640384,"P9",21,"f","comp",1,"e"
470,"Red",0.320118900000011,163.3120988,163.6322177,"P9",21,"f","comp",1,"e"
472,"Red",0.129998700000016,165.6577538,165.7877525,"P9",21,"f","comp",1,"e"
473,"Blue",0.0950020999999879,170.0012388,170.0962409,"P9",21,"f","comp",1,"e"
475,"Red",0.530000400000006,171.7612354,172.2912358,"P9",21,"f","comp",1,"e"
476,"Red",0.41799850000001,172.6942349,173.1122334,"P9",21,"f","comp",1,"e"
477,"Red",0.406974899999994,175.5852527,175.9922276,"P9",21,"f","comp",1,"e"
479,"Blue",0.0719997999999862,178.303222,178.3752218,"P9",21,"f","comp",1,"e"
481,"White",0.171000700000008,182.2247692,182.3957699,"P9",21,"f","comp",1,"e"
483,"Blue",0.174000300000017,187.5547581,187.7287584,"P9",21,"f","comp",1,"e"
485,"Blue",0.196999599999998,189.5637551,189.7607547,"P9",21,"f","comp",1,"e"
486,"Blue",0.228999199999976,192.8207475,193.0497467,"P9",21,"f","comp",1,"e"
490,"Gold",0.704000000000008,201.7057256,202.4097256,"P9",21,"f","comp",1,"e"
492,"Blue",0.218001500000014,205.7287175,205.946719,"P9",21,"f","comp",1,"e"
494,"Gold",0.869000099999994,208.0937127,208.9627128,"P9",21,"f","comp",1,"e"
495,"White",0.285999800000013,213.2341827,213.5201825,"P9",21,"f","comp",1,"e"
497,"Red",0.153001700000004,215.7661764,215.9191781,"P9",21,"f","comp",1,"e"
499,"Red",0.20299989999998,218.5111716,218.7141715,"P9",21,"f","comp",1,"e"
500,"White",0.369000700000015,221.4321647,221.8011654,"P9",21,"f","comp",1,"e"
502,"Gold",0.0960000999999977,224.9951595,225.0911596,"P9",21,"f","comp",1,"e"
504,"Gold",0.195999700000016,227.2401535,227.4361532,"P9",21,"f","comp",1,"e"
505,"Gold",0.102999899999986,229.4909509,229.5939508,"P9",21,"f","comp",1,"e"
