"Participant","Condition","Trial","Group","PACtype","PACtime","PACstartTime","PACendTime","Event"
"sdP11","co",2,"e","place",1019.4168,638265697580009091,638265697590203259,"Network Red CubeClone80 was dropped in DropzonePlaceHolderClone2"
"sdP11","co",2,"e","place",806.7141,638265697646830968,638265697654898109,"Network Neutral CubeClone91 was dropped in DropzonePlaceHolderClone1"
"sdP11","co",2,"e","place",949.7566,638265697671803519,638265697681301085,"Network Red CubeClone94 was dropped in DropzonePlaceHolderClone1"
"sdP11","co",2,"e","place",799.0324,638265697967587065,638265697975577389,"Network Neutral CubeClone137 was dropped in DropzonePlaceHolderClone5"
"sdP11","co",2,"e","place",887.4326,638265698046443168,638265698055317494,"Network Red CubeClone146 was dropped in DropzonePlaceHolderClone5"
"sdP11","co",2,"e","place",819.3673,638265698170090667,638265698178284340,"Network Red CubeClone161 was dropped in DropzonePlaceHolderClone3"
"sdP11","co",2,"e","place",568.7052,638265698379073280,638265698384760332,"Network Red CubeClone191 was dropped in DropzonePlaceHolderClone2"
"sdP11","co",2,"e","place",358.5039,638265698439151734,638265698442736773,"Network Red CubeClone197 was dropped in DropzonePlaceHolderClone1"
"sdP11","co",2,"e","place",585.5016,638265698744086408,638265698749941424,"Network Red CubeClone237 was dropped in DropzonePlaceHolderClone5"
"sdP11","co",2,"e","place",351.9784,638265699055433597,638265699058953381,"Network Neutral CubeClone284 was dropped in DropzonePlaceHolderClone4"
"sdP11","co",2,"e","place",627.5502,638265699110824259,638265699117099761,"Network Red CubeClone294 was dropped in DropzonePlaceHolderClone4"
"sdP11","co",2,"e","place",928.6734,638265699182266487,638265699191553221,"Network Red CubeClone301 was dropped in DropzonePlaceHolderClone3"
"sdP11","co",2,"e","place",1298.7353,638265699331893167,638265699344880520,"Network Neutral CubeClone325 was dropped in DropzonePlaceHolderClone3"
"sdP11","co",2,"e","place",326.3893,638265699419499216,638265699422763109,"Network Red CubeClone336 was dropped in DropzonePlaceHolderClone1"
"sdP11","co",2,"e","place",591.3447,638265699747786644,638265699753700091,"Network Red CubeClone381 was dropped in DropzonePlaceHolderClone4"
"sdP11","co",2,"e","place",460.4218,638265699798036495,638265699802640713,"Network Red CubeClone387 was dropped in DropzonePlaceHolderClone5"
"sdP11","co",2,"e","place",589.3589,638265699838984652,638265699844878241,"Network Red CubeClone394 was dropped in DropzonePlaceHolderClone3"
"sdP11","co",2,"e","place",544.0532,638265699881797309,638265699887237841,"Network Red CubeClone399 was dropped in DropzonePlaceHolderClone2"
