"TimeStamp","Participant","Condition","Trial","Age","Gender","Group","areaEvent","targetEvent","xAreaPos","yAreaPos","zAreaPos","xTargetPos","yTargetPos","zTargetPos"
638004786259866204,"P30","s",1,18,"f","","Game Start",NA,"c",NA,NA,NA,NA,NA
638004786342798434,"P30","s",1,18,"f","c","looking at Play wall",NA,"2.802482",7.043648,2.367829,NA,NA,NA
638004786343031306,"P30","s",1,18,"f","c","looking at Play wall",NA,"2.802482",8.150752,0.2021472,NA,NA,NA
638004786343251305,"P30","s",1,18,"f","c","looking at Play wall",NA,"2.802482",8.362304,-2.131437,NA,NA,NA
638004786343461304,"P30","s",1,18,"f","c","looking at Play wall",NA,"2.802482",8.361341,-3.747671,NA,NA,NA
638004786343681308,"P30","s",1,18,"f","c","looking at View wall",NA,"2.910943",7.70907,-6.427931,NA,NA,NA
638004786343911307,"P30","s",1,18,"f","c","looking at View wall",NA,"3.480126",7.660912,-7.150525,NA,NA,NA
638004786344120422,"P30","s",1,18,"f","c","looking at View wall",NA,"3.829571",7.239934,-7.594155,NA,NA,NA
638004786344340430,"P30","s",1,18,"f","c","looking at View wall",NA,"3.570223",7.226944,-7.264906,NA,NA,NA
638004786344560422,"P30","s",1,18,"f","c","looking at View wall",NA,"3.611346",7.155422,-7.317113,NA,NA,NA
638004786344800425,"P30","s",1,18,"f","c","looking at View wall",NA,"3.429783",7.121462,-7.086614,NA,NA,NA
638004786345030458,"P30","s",1,18,"f","c","looking at View wall",NA,"3.538001",7.283566,-7.223999,NA,NA,NA
638004786345250459,"P30","s",1,18,"f","c","looking at View wall",NA,"3.206589",7.167069,-6.803262,NA,NA,NA
638004786345460710,"P30","s",1,18,"f","c","looking at View wall",NA,"3.445329",7.386178,-7.106349,NA,NA,NA
638004786345680747,"P30","s",1,18,"f","c","looking at View wall",NA,"3.49398",7.682296,-7.168113,NA,NA,NA
638004786345900829,"P30","s",1,18,"f","c","looking at View wall",NA,"3.558129",7.514373,-7.249552,NA,NA,NA
