"TimeStamp","Participant","Condition","Trial","Age","Gender","Group","areaEvent","targetEvent","xAreaPos","yAreaPos","zAreaPos","xTargetPos","yTargetPos","zTargetPos"
637957488280973457,"P5","s",1,28,"m","","Game Start",NA,"e","e",NA,NA,NA,NA
637957488286934804,"P5","s",1,28,"m","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637957488287154846,"P5","s",1,28,"m","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637957488287274870,"P5","s",1,28,"m","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637957488287384893,"P5","s",1,28,"m","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637957488287494928,"P5","s",1,28,"m","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637957488287614959,"P5","s",1,28,"m","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637957488287734971,"P5","s",1,28,"m","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637957488287844994,"P5","s",1,28,"m","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637957488287945019,"P5","s",1,28,"m","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637957488288045039,"P5","s",1,28,"m","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637957488288165068,"P5","s",1,28,"m","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637957488288265095,"P5","s",1,28,"m","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637957488288385116,"P5","s",1,28,"m","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637957488288495144,"P5","s",1,28,"m","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637957488288605165,"P5","s",1,28,"m","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637957488288715190,"P5","s",1,28,"m","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637957488288825216,"P5","s",1,28,"m","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637957488288935241,"P5","s",1,28,"m","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637957488289045267,"P5","s",1,28,"m","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637957488289165290,"P5","s",1,28,"m","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637957488289275316,"P5","s",1,28,"m","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637957488289375339,"P5","s",1,28,"m","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637957488289485363,"P5","s",1,28,"m","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637957488289595389,"P5","s",1,28,"m","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637957488289715423,"P5","s",1,28,"m","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637957488289825444,"P5","s",1,28,"m","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637957488289955474,"P5","s",1,28,"m","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637957488290065494,"P5","s",1,28,"m","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637957488290185528,"P5","s",1,28,"m","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637957488290305551,"P5","s",1,28,"m","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637957488290425574,"P5","s",1,28,"m","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637957488290535606,"P5","s",1,28,"m","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637957488290645626,"P5","s",1,28,"m","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637957488290765651,"P5","s",1,28,"m","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637957488290875674,"P5","s",1,28,"m","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637957488290985699,"P5","s",1,28,"m","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637957488291095726,"P5","s",1,28,"m","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637957488291205749,"P5","s",1,28,"m","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
