TimeStamp,participant,Condition,Tiral,Age,Gender,SessionTime,Event, xPos, yPos, zPos
637957487020651799,P5,tut,1,28,m,300,Game Start
637957487075274063,P5,tut,1,28,m,,looking at gold cube,1.390015,10.89142,-1.813
637957487075394102,P5,tut,1,28,m,,looking at gold cube,1.390015,10.85353,-1.813
637957487075524120,P5,tut,1,28,m,,looking at gold cube,1.390015,10.81646,-1.813
637957487075654156,P5,tut,1,28,m,,looking at gold cube,1.390015,10.77785,-1.813
637957487075784177,P5,tut,1,28,m,,looking at gold cube,1.390015,10.73693,-1.813
637957487075914205,P5,tut,1,28,m,,looking at gold cube,1.390015,10.69982,-1.813
637957487076034233,P5,tut,1,28,m,,looking at gold cube,1.390015,10.66201,-1.813
637957487076154261,P5,tut,1,28,m,,looking at gold cube,1.390015,10.6245,-1.813
637957487076274286,P5,tut,1,28,m,,looking at gold cube,1.390015,10.59054,-1.813
637957487078234727,P5,tut,1,28,m,,looking at blue cube,1.389999,13.06601,-0.46
637957487078444773,P5,tut,1,28,m,,looking at blue cube,1.389999,12.99942,-0.46
637957487079995125,P5,tut,1,28,m,,looking at blue cube,1.389999,12.53276,-0.46
637957487080225173,P5,tut,1,28,m,,looking at blue cube,1.389999,12.46678,-0.46
637957487081335422,P5,tut,1,28,m,,looking at gold cube,1.390015,9.069843,-1.813
637957487081565481,P5,tut,1,28,m,,looking at gold cube,1.390015,9.003264,-1.813
637957487081785523,P5,tut,1,28,m,,looking at gold cube,1.390015,8.936522,-1.813
637957487082005573,P5,tut,1,28,m,,looking at gold cube,1.390015,8.870159,-1.813
637957487082225636,P5,tut,1,28,m,,looking at gold cube,1.390015,8.803176,-1.813
637957487082345650,P5,tut,1,28,m,,looking at gold cube,1.390015,8.768575,-1.813
637957487082465679,P5,tut,1,28,m,,looking at gold cube,1.390015,8.732007,-1.813
637957487082575704,P5,tut,1,28,m,,looking at gold cube,1.390015,8.697944,-1.813
637957487082695730,P5,tut,1,28,m,,looking at gold cube,1.390015,8.662463,-1.813
637957487082815758,P5,tut,1,28,m,,looking at gold cube,1.390015,8.627841,-1.813
637957487082945785,P5,tut,1,28,m,,looking at gold cube,1.390015,8.589381,-1.813
637957487083075822,P5,tut,1,28,m,,looking at gold cube,1.390015,8.55082,-1.813
637957487083205844,P5,tut,1,28,m,,looking at gold cube,1.390015,8.511876,-1.813
637957487083345875,P5,tut,1,28,m,,looking at gold cube,1.390015,8.469469,-1.813
637957487083465910,P5,tut,1,28,m,,looking at gold cube,1.390015,8.433189,-1.813
637957487083595932,P5,tut,1,28,m,,looking at gold cube,1.390015,8.394309,-1.813
637957487083715958,P5,tut,1,28,m,,looking at gold cube,1.390015,8.35905,-1.813
637957487083835994,P5,tut,1,28,m,,looking at gold cube,1.390015,8.321075,-1.813
637957487083956014,P5,tut,1,28,m,,looking at gold cube,1.390015,8.285564,-1.813
637957487084076046,P5,tut,1,28,m,,looking at gold cube,1.390015,8.250042,-1.813
637957487084196069,P5,tut,1,28,m,,looking at gold cube,1.390015,8.211677,-1.813
637957487084336100,P5,tut,1,28,m,,looking at gold cube,1.390015,8.172695,-1.813
637957487084466126,P5,tut,1,28,m,,looking at gold cube,1.390015,8.131599,-1.813
637957487084596157,P5,tut,1,28,m,,looking at gold cube,1.390015,8.09496,-1.813
637957487084726185,P5,tut,1,28,m,,looking at gold cube,1.390015,8.057308,-1.813
637957487084856220,P5,tut,1,28,m,,looking at gold cube,1.390015,8.017339,-1.813
637957487084976242,P5,tut,1,28,m,,looking at gold cube,1.390015,7.979036,-1.813
637957487085106276,P5,tut,1,28,m,,looking at gold cube,1.390015,7.93946,-1.813
637957487085226298,P5,tut,1,28,m,,looking at gold cube,1.390015,7.90447,-1.813
637957487085356337,P5,tut,1,28,m,,looking at gold cube,1.390015,7.865281,-1.813
637957487085496359,P5,tut,1,28,m,,looking at gold cube,1.390015,7.825084,-1.813
637957487085626386,P5,tut,1,28,m,,looking at gold cube,1.390015,7.785486,-1.813
637957487085746422,P5,tut,1,28,m,,looking at gold cube,1.390015,7.747002,-1.813
637957487085876443,P5,tut,1,28,m,,looking at gold cube,1.390015,7.708858,-1.813
637957487086016476,P5,tut,1,28,m,,looking at gold cube,1.390015,7.666434,-1.813
637957487086176516,P5,tut,1,28,m,,looking at gold cube,1.390015,7.629508,-1.813
637957487086306542,P5,tut,1,28,m,,looking at gold cube,1.390015,7.582258,-1.813
637957487086426567,P5,tut,1,28,m,,looking at gold cube,1.390015,7.545049,-1.813
637957487086556601,P5,tut,1,28,m,,looking at gold cube,1.390015,7.505558,-1.813
637957487086676627,P5,tut,1,28,m,,looking at gold cube,1.390015,7.468712,-1.813
