"Participant","Condition","Trial","Age","Gender","Group","MovementTime","GrabStart","GrabEnd","Color"
"16","co","2",18,"m","e",340.078,637959209050567067,637959209053967847,"red"
"16","co","2",18,"m","e",467.107,637959209073002138,637959209077673208,"gray"
"16","co","2",18,"m","e",355.0816,637959209096417439,637959209099968255,"gray"
"16","co","2",18,"m","e",216.0504,637959209226716909,637959209228877413,"gray"
"16","co","2",18,"m","e",326.0779,637959209251042417,637959209254303196,"red"
"16","co","2",18,"m","e",157.0353,637959209285470221,637959209287040574,"red"
"P18","s","31",31,"f","c",227.3645,637980707483473587,637980707485747232,"red"
"P18","s","31",31,"f","c",383.3005,637980707514671879,637980707518504884,"red"
"P18","s","31",31,"f","c",317.1488,637980707607630951,637980707610802439,"red"
"P18","s","31",31,"f","c",216.4182,637980707661493232,637980707663657414,"red"
"P18","s","31",31,"f","c",283.8349,637980707816972680,637980707819811029,"red"
"P18","s","31",31,"f","c",506.6456,637980707849069958,637980707854136414,"blue"
"P18","s","31",31,"f","c",283.3772,637980707890938632,637980707893772404,"gray"
"P18","s","31",31,"f","c",83.7755,637980707911109426,637980707911947181,"gray"
"P18","s","31",31,"f","c",6.9819,637980707970790525,637980707970860344,"red"
"P18","s","31",31,"f","c",477.6469,637980707987174088,637980707991950557,"gray"
"P18","s","31",31,"f","c",217.1582,637980707997566086,637980707999737668,"gray"
"P18","s","31",31,"f","c",105.7163,637980708024768317,637980708025825480,"gold"
"P18","s","31",31,"f","c",96.7392,637980708061418911,637980708062386303,"red"
"P18","s","1",31,"f","c",317.6567,637980708089735072,637980708092911639,"gray"
"P18","s","31",31,"f","c",162.0352,637980708120385796,637980708122006148,"gray"
"P18","s","31",31,"f","c",105.2299,637980708160162933,637980708161215232,"red"
"P18","s","31",31,"f","c",172.5378,637980708176229249,637980708177954627,"gray"
"P18","s","31",31,"f","c",139.6265,637980708192573674,637980708193969939,"gray"
"P18","s","31",31,"f","c",305.7024,637980708264210414,637980708267267438,"gray"
"P18","s","31",31,"f","c",295.1794,637980708291195847,637980708294147641,"gray"
"P18","s","31",31,"f","c",227.3888,637980708344179049,637980708346452937,"red"
"P18","s","2",31,"f","c",1551.7783,637980708831954461,637980708847472244,"blue"
"P18","s","2",31,"f","c",283.2402,637980708894699127,637980708897531529,"gray"
"P18","s","2",31,"f","c",350.3125,637980708913025007,637980708916528132,"red"
"P18","s","2",31,"f","c",139.6243,637980708934233179,637980708935629422,"red"
"P18","s","2",31,"f","c",304.6886,637980708951447702,637980708954494588,"gray"
"P18","s","2",31,"f","c",131.9061,637980708989324241,637980708990643302,"gray"
"P18","s","2",31,"f","c",317.6564,637980709025527479,637980709028704043,"gray"
"P18","s","2",31,"f","c",473.3904,637980709110368691,637980709115102595,"red"
"P18","s","2",31,"f","c",239.7421,637980709130360463,637980709132757884,"red"
"P18","s","2",31,"f","c",226.9308,637980709148695775,637980709150965083,"gray"
"P18","s","2",31,"f","c",383.5332,637980709224992553,637980709228827885,"gray"
"P18","s","2",31,"f","c",472.7118,637980709283737392,637980709288464510,"gray"
"P18","s","2",31,"f","c",161.5998,637980709321721319,637980709323337317,"gray"
"P18","s","2",31,"f","c",393.4509,637980709375816093,637980709379750602,"gray"
"P18","s","2",31,"f","c",961.2411,637980709446998543,637980709456610954,"red"
"P18","s","2",31,"f","c",128.1857,637980709475310505,637980709476592362,"red"
"P18","s","2",31,"f","c",51.426,637980709495306958,637980709495821218,"gray"
"P18","s","2",31,"f","c",217.3578,637980709508627808,637980709510801386,"gold"
"P18","s","2",31,"f","c",105.8603,637980709560947110,637980709562005713,"red"
"P18","s","2",31,"f","c",217.4302,637980709772513086,637980709774687388,"gray"
"P18","s","2",31,"f","c",549.4943,637980709832044318,637980709837539261,"red"
"P18","co","1",31,"f","c",541.1713,637980715244080414,637980715249492127,"red"
"P18","co","1",31,"f","c",84.7722,637980715279050357,637980715279898079,"red"
"P18","co","1",31,"f","c",982.9114,637980715299387436,637980715309216550,"gray"
"P18","co","1",31,"f","c",450.2569,637980715321268127,637980715325770696,"red"
"P18","co","1",31,"f","c",272.2696,637980715385448454,637980715388171150,"gray"
"P18","co","1",31,"f","c",262.2955,637980715419539712,637980715422162667,"red"
"P18","co","1",31,"f","c",656.7299,637980715446207403,637980715452774702,"gray"
"P18","co","1",31,"f","c",563.9952,637980715508726885,637980715514366837,"gray"
"P18","co","1",31,"f","c",162.0765,637980715550494946,637980715552115711,"gray"
"P18","co","1",31,"f","c",72.8048,637980715603797433,637980715604525481,"red"
"P18","co","1",31,"f","c",305.756,637980715615347989,637980715618405549,"red"
"P18","co","1",31,"f","c",273.2668,637980715632341628,637980715635074296,"gray"
"P18","co","1",31,"f","c",617.5275,637980715657542534,637980715663717809,"red"
"P18","co","1",31,"f","c",662.3743,637980715728064738,637980715734688481,"gray"
"P18","co","1",31,"f","c",375.1457,637980715751825957,637980715755577414,"red"
"P18","co","1",31,"f","c",240.3694,637980715770823578,637980715773227272,"red"
"P18","co","1",31,"f","c",927.8872,637980715812262403,637980715821541275,"red"
"P18","co","1",31,"f","c",295.9309,637980715840131481,637980715843090790,"gray"
"P18","co","1",31,"f","c",16.9786,637980715943094559,637980715943264345,"gray"
"P18","co","1",31,"f","c",352.845,637980716018823330,637980716022351780,"red"
"P18","co","1",31,"f","c",752.5997,637980716062785078,637980716070311075,"red"
"P18","co","1",31,"f","c",538.0802,637980716124450988,637980716129831790,"red"
"P18","co","1",31,"f","c",227.4249,637980716167318096,637980716169592345,"red"
"P18","co","2",31,"f","c",354.0487,637980717740912652,637980717744453139,"gray"
"P18","co","2",31,"f","c",362.6799,637980717801765727,637980717805392526,"red"
"P18","co","2",31,"f","c",283.7678,637980717869852018,637980717872689696,"gray"
"P18","co","2",31,"f","c",195.1246,637980717902618454,637980717904569700,"gray"
"P18","co","2",31,"f","c",216.9263,637980717927501002,637980717929670265,"red"
"P18","co","2",31,"f","c",95.7424,637980718110965458,637980718111922882,"red"
"P18","co","2",31,"f","c",260.9791,637980718134736981,637980718137346772,"red"
"P18","co","2",31,"f","c",348.5901,637980718151848499,637980718155334400,"red"
"P18","co","2",31,"f","c",116.5366,637980718171938818,637980718173104184,"red"
"P18","co","2",31,"f","c",85.7721,637980718226037625,637980718226895346,"red"
"P18","co","2",31,"f","c",505.745,637980718245239788,637980718250297238,"gray"
"P18","co","2",31,"f","c",267.0951,637980718378121064,637980718380792015,"red"
"P18","co","2",31,"f","c",184.0152,637980718434695156,637980718436535308,"gray"
"P18","co","2",31,"f","c",106.7174,637980718473793105,637980718474860279,"gray"
"P18","co","2",31,"f","c",206.4463,637980718576189924,637980718578254387,"red"
"P18","co","2",31,"f","c",217.4181,637980718600742040,637980718602916221,"red"
"P18","co","2",31,"f","c",238.2858,637980718618186842,637980718620569700,"gray"
"P19","s","1",30,"f","c",97.2972,637980724910135669,637980724911108641,"red"
"P19","s","1",30,"f","c",373.1439,637980724945231943,637980724948963382,"red"
"P19","s","1",30,"f","c",260.3431,637980724990223398,637980724992826829,"red"
"P19","s","1",30,"f","c",401.3368,637980725131373846,637980725135387214,"gray"
"P19","s","1",30,"f","c",227.8014,637980725155472160,637980725157750174,"gray"
"P19","s","1",30,"f","c",340.0873,637980725197445861,637980725200846734,"red"
"P19","s","1",30,"f","c",348.679,637980725253103602,637980725256590392,"red"
"P19","s","1",30,"f","c",205.9596,637980725278303004,637980725280362600,"gray"
"P19","s","1",30,"f","c",416.0365,637980725303859397,637980725308019762,"gold"
"P19","s","1",30,"f","c",217.0856,637980725336719075,637980725338889931,"gray"
"P19","s","1",30,"f","c",570.9975,637980725353722873,637980725359432848,"gray"
"P19","s","1",30,"f","c",416.5793,637980725392582587,637980725396748380,"gray"
"P19","s","1",30,"f","c",450.0837,637980725422122715,637980725426623552,"gray"
"P19","s","1",30,"f","c",296.3387,637980725497090592,637980725500053979,"red"
"P19","s","1",30,"f","c",227.8964,637980725559399669,637980725561678633,"gray"
"P19","s","1",30,"f","c",105.7196,637980725589601652,637980725590658848,"gray"
"P19","s","1",30,"f","c",439.8366,637980725631020457,637980725635418823,"red"
"P19","s","1",30,"f","c",150.2385,637980725658904947,637980725660407332,"gray"
"P19","s","1",30,"f","c",261.8645,637980725734089174,637980725736707819,"red"
"P19","s","2",30,"f","c",206.9555,637980726583823182,637980726585892737,"red"
"P19","s","2",30,"f","c",361.0313,637980726668325170,637980726671935483,"red"
"P19","s","2",30,"f","c",960.2232,637980726704091466,637980726713693698,"red"
"P19","s","2",30,"f","c",472.4799,637980726740396279,637980726745121078,"red"
"P19","s","2",30,"f","c",894.223,637980726831361796,637980726840304026,"gray"
"P19","s","2",30,"f","c",1427.133,637980726857348472,637980726871619802,"red"
"P19","s","2",30,"f","c",238.361,637980726939871975,637980726942255585,"gray"
"P19","s","2",30,"f","c",493.6757,637980726965741420,637980726970678177,"gray"
"P19","s","2",30,"f","c",261.3053,637980726993389682,637980726996002735,"gray"
"P19","s","2",30,"f","c",4.987,637980727022610004,637980727022659874,"red"
"P19","s","2",30,"f","c",317.6912,637980727096671257,637980727099848169,"red"
"P19","s","2",30,"f","c",283.2406,637980727115453485,637980727118285891,"gray"
"P19","s","2",30,"f","c",138.6294,637980727157885927,637980727159272221,"red"
"P19","s","2",30,"f","c",1028.3927,637980727185965687,637980727196249614,"gold"
"P19","s","2",30,"f","c",894.0331,637980727295259590,637980727304199921,"gray"
"P19","s","2",30,"f","c",439.2882,637980727384208959,637980727388601841,"gray"
"P19","s","2",30,"f","c",361.1747,637980727408099241,637980727411710988,"gray"
"P19","s","2",30,"f","c",427.8418,637980727426417562,637980727430695980,"gray"
"P19","s","2",30,"f","c",296.078,637980727448398888,637980727451359668,"red"
"P19","co","1",30,"f","c",497.3518,637980730854821101,637980730859794619,"red"
"P19","co","1",30,"f","c",1605.6558,637980730890917506,637980730906974064,"gray"
"P19","co","1",30,"f","c",295.2096,637980730940226073,637980730943178169,"red"
"P19","co","1",30,"f","c",428.3398,637980730959554406,637980730963837804,"red"
"P19","co","1",30,"f","c",430.0743,637980730979758399,637980730984059142,"red"
"P19","co","1",30,"f","c",128.6866,637980731003650126,637980731004936992,"red"
"P19","co","1",30,"f","c",283.2397,637980731112152809,637980731114985206,"red"
"P19","co","1",30,"f","c",383.6953,637980731138138780,637980731141975733,"red"
"P19","co","1",30,"f","c",117.2544,637980731192995604,637980731194168148,"gray"
"P19","co","1",30,"f","c",705.7254,637980731392128249,637980731399185503,"red"
"P19","co","1",30,"f","c",116.1945,637980731500980606,637980731502142551,"red"
"P19","co","1",30,"f","c",150.596,637980731619467316,637980731620973276,"red"
"P19","co","1",30,"f","c",540.0066,637980731694100304,637980731699500370,"gray"
"P19","co","1",30,"f","c",551.404,637980731899669762,637980731905183802,"red"
"P19","co","2",30,"f","c",774.7386,637980732805145303,637980732812892689,"red"
"P19","co","2",30,"f","c",328.119,637980732839911604,637980732843192794,"red"
"P19","co","2",30,"f","c",320.2542,637980732868426555,637980732871629097,"red"
"P19","co","2",30,"f","c",174.5336,637980732893766056,637980732895511392,"red"
"P19","co","2",30,"f","c",129.2103,637980733030142609,637980733031434712,"red"
"P19","co","2",30,"f","c",218.4324,637980733058570705,637980733060755029,"red"
"P19","co","2",30,"f","c",228.0155,637980733098567642,637980733100847797,"gray"
"P19","co","2",30,"f","c",197.3222,637980733193164763,637980733195137985,"red"
"P19","co","2",30,"f","c",673.0168,637980733372096338,637980733378826506,"red"
"P19","co","2",30,"f","c",318.2783,637980733401522664,637980733404705447,"red"
"P19","co","2",30,"f","c",151.1049,637980733427741114,637980733429252163,"red"
"P19","co","2",30,"f","c",94.7541,637980733449076413,637980733450023954,"red"
"P19","co","2",30,"f","c",16.9546,637980733484614208,637980733484783754,"gray"
"P19","co","2",30,"f","c",116.688,637980733575019437,637980733576186317,"gray"
"P2","s","1",19,"m","e",764.4041,637962641909667695,637962641917311736,"red"
"P2","s","1",19,"m","e",374.0847,637962642070459423,637962642074200270,"gray"
"P2","s","1",19,"m","e",54.0206,637962642153308025,637962642153848231,"red"
"P2","s","1",19,"m","e",192.0434,637962642189652128,637962642191572562,"gray"
"P2","s","1",19,"m","e",225.0512,637962642242601442,637962642244851954,"red"
"P2","s","1",19,"m","e",53.0122,637962642266650742,637962642267180864,"gray"
"P2","s","1",19,"m","e",206.0479,637962642316932025,637962642318992504,"gray"
"P2","s","1",19,"m","e",1285.2891,637962642345798508,637962642358651399,"gray"
"P2","s","1",19,"m","e",158.0352,637962642386667684,637962642388248036,"gray"
"P2","s","1",19,"m","e",284.0632,637962642422605749,637962642425446381,"gray"
"P2","s","1",19,"m","e",256.057,637962642452092375,637962642454652945,"red"
"P2","s","1",19,"m","e",282.9825,637962642568780517,637962642571610342,"blue"
"P2","s","1",19,"m","e",830.1872,637962642599811482,637962642608113354,"gray"
"P2","s","1",19,"m","e",1013.2275,637962642682750099,637962642692882374,"gray"
"P2","s","1",19,"m","e",270.0612,637962642715397426,637962642718098038,"red"
"P2","s","1",19,"m","e",988.2225,637962642742743568,637962642752625793,"red"
"P2","s","2",19,"m","e",1956.4392,637962643597512298,637962643617076690,"red"
"P2","s","2",19,"m","e",277.063,637962643697684787,637962643700455417,"red"
"P2","s","2",19,"m","e",397.0914,637962643726364240,637962643730335154,"gray"
"P2","s","2",19,"m","e",170.0391,637962643750899741,637962643752600132,"gray"
"P2","s","2",19,"m","e",404.9013,637962643813292186,637962643817341199,"red"
"P2","s","2",19,"m","e",416.0946,637962643828238445,637962643832399391,"gray"
"P2","s","2",19,"m","e",327.0741,637962643865666852,637962643868937593,"red"
"P2","s","2",19,"m","e",78.0195,637962643899464431,637962643900244626,"gray"
"P2","s","2",19,"m","e",674.1517,637962643959327880,637962643966069397,"red"
"P2","s","2",19,"m","e",81.02,637962643984033420,637962643984843620,"gold"
"P2","s","2",19,"m","e",220.0494,637962644007118600,637962644009319094,"gray"
"P2","s","2",19,"m","e",151.0352,637962644065821776,637962644067332128,"red"
"P2","s","2",19,"m","e",827.1897,637962644082235461,637962644090507358,"gray"
"P2","s","2",19,"m","e",151.0354,637962644129516071,637962644131026425,"red"
"P2","s","2",19,"m","e",806.1829,637962644163207731,637962644171269560,"gold"
"P2","s","2",19,"m","e",523.5145,637962644190973965,637962644196209110,"gold"
"P2","s","2",19,"m","e",177.0399,637962644217778344,637962644219548743,"gray"
"P2","s","2",19,"m","e",1085.2455,637962644243194047,637962644254046502,"blue"
"P2","s","2",19,"m","e",228.0514,637962644286173697,637962644288454211,"red"
"P2","s","2",19,"m","e",67.0176,637962644339825734,637962644340495910,"gray"
"P2","s","2",19,"m","e",333.0766,637962644511834349,637962644515165115,"red"
"P2","s","2",19,"m","e",177.0412,637962644574419859,637962644576190271,"red"
"P2","s","2",19,"m","e",319.0712,637962644631527639,637962644634718351,"red"
"P2","co","2",19,"m","e",107.0248,637962647501703180,637962647502773428,"red"
"P2","co","2",19,"m","e",367.0847,637962647539751717,637962647543422564,"red"
"P2","co","2",19,"m","e",51.0122,637962647601495583,637962647602005705,"red"
"P2","co","2",19,"m","e",227.9167,637962647681051918,637962647683331085,"gray"
"P2","co","2",19,"m","e",226.4378,637962647709064897,637962647711329275,"gray"
"P2","co","2",19,"m","e",282.0656,637962647741586062,637962647744406718,"red"
"P2","co","2",19,"m","e",1134.2569,637962647773983335,637962647785325904,"red"
"P2","co","2",19,"m","e",191.0447,637962647870214937,637962647872125384,"gray"
"P2","co","2",19,"m","e",283.0653,637962647897050961,637962647899881614,"gray"
"P2","co","2",19,"m","e",124.0295,637962647941710995,637962647942951290,"red"
"P2","co","2",19,"m","e",100.023,637962648053041781,637962648054042011,"red"
"P2","co","2",19,"m","e",200.0458,637962648094409995,637962648096410453,"red"
"P2","co","2",19,"m","e",582.1311,637962648120965957,637962648126787268,"red"
"P2","co","2",19,"m","e",278.0617,637962648131888414,637962648134669031,"red"
"P2","co","2",19,"m","e",6.0032,637962648160564847,637962648160624879,"red"
"P20","s","1",25,"m","c",1329.7463,637980747887798286,637980747901095749,"blue"
"P20","s","1",25,"m","c",773.0116,637980747935104238,637980747942834354,"red"
"P20","s","1",25,"m","c",883.8544,637980747963318495,637980747972157039,"blue"
"P20","s","1",25,"m","c",827.7802,637980747995304666,637980748003582468,"blue"
"P20","s","1",25,"m","c",182.8962,637980748064614404,637980748066443366,"red"
"P20","s","1",25,"m","c",73.5106,637980748139343062,637980748140078168,"gold"
"P20","s","1",25,"m","c",893.8841,637980748174223603,637980748183162444,"gray"
"P20","s","1",25,"m","c",228.8371,637980748206313315,637980748208601686,"blue"
"P20","s","1",25,"m","c",317.1193,637980748348250065,637980748351421258,"red"
"P20","s","1",25,"m","c",294.2099,637980748447766319,637980748450708418,"gray"
"P20","s","1",25,"m","c",804.5057,637980748515850039,637980748523895096,"red"
"P20","s","1",25,"m","c",338.1949,637980748559719217,637980748563101166,"red"
"P20","s","1",25,"m","c",248.334,637980748607252077,637980748609735417,"red"
"P20","s","1",25,"m","c",571.4839,637980748663664223,637980748669379062,"red"
"P20","s","1",25,"m","c",306.4267,637980748799371475,637980748802435742,"blue"
"P20","s","1",25,"m","c",184.0147,637980748827247541,637980748829087688,"red"
"P20","s","1",25,"m","c",283.2269,637980748861797278,637980748864629547,"gray"
"P20","s","1",25,"m","c",482.5511,637980748899445045,637980748904270556,"red"
"P20","s","1",25,"m","c",238.8699,637980748959527782,637980748961916481,"red"
"P20","s","1",25,"m","c",682.6772,637980748979294727,637980748986121499,"gray"
"P20","s","1",25,"m","c",806.8541,637980749035036595,637980749043105136,"red"
"P20","s","1",25,"m","c",216.9514,637980749097905342,637980749100074856,"gray"
"P20","s","1",25,"m","c",216.9063,637980749144881480,637980749147050543,"blue"
"P20","s","1",25,"m","c",450.5722,637980749261823694,637980749266329416,"red"
"P20","s","1",25,"m","c",182.992,637980749307928445,637980749309758365,"gray"
"P20","s","1",25,"m","c",134.9703,637980749340816717,637980749342166420,"gray"
"P20","s","1",25,"m","c",116.1942,637980749370120031,637980749371281973,"gray"
"P20","s","1",25,"m","c",203.9831,637980749399776331,637980749401816162,"gray"
"P20","s","1",25,"m","c",794.9295,637980749439070701,637980749447019996,"gold"
"P20","s","1",25,"m","c",239.3586,637980749482393279,637980749484786865,"red"
"P20","s","1",25,"m","c",16.9548,637980749509607841,637980749509777389,"blue"
"P20","s","1",25,"m","c",116.6863,637980749574679782,637980749575846645,"gold"
"P20","s","1",25,"m","c",183.6075,637980749611551443,637980749613387518,"gray"
"P20","s","1",25,"m","c",228.387,637980749686846881,637980749689130751,"red"
"P20","s","1",25,"m","c",94.8714,637980749743159102,637980749744107816,"red"
"P20","s","2",25,"m","c",705.3304,637980750468047659,637980750475100963,"red"
"P20","s","2",25,"m","c",381.98,637980750505485472,637980750509305272,"red"
"P20","s","2",25,"m","c",216.79,637980750540686506,637980750542854406,"gray"
"P20","s","2",25,"m","c",627.0292,637980750574558199,637980750580828491,"gold"
"P20","s","2",25,"m","c",550.0768,637980750644627684,637980750650128452,"gray"
"P20","s","2",25,"m","c",455.3295,637980750671074846,637980750675628141,"gold"
"P20","s","2",25,"m","c",441.1443,637980750784452153,637980750788863596,"red"
"P20","s","2",25,"m","c",506.0125,637980750810003310,637980750815063435,"red"
"P20","s","2",25,"m","c",683.5318,637980750988697671,637980750995532989,"red"
"P20","s","2",25,"m","c",1526.6725,637980751021233895,637980751036500620,"blue"
"P20","s","2",25,"m","c",1280.0917,637980751090787836,637980751103588753,"gray"
"P20","s","2",25,"m","c",438.822,637980751120304232,637980751124692452,"gray"
"P20","s","2",25,"m","c",184.0746,637980751145728388,637980751147569134,"gray"
"P20","s","2",25,"m","c",5.9845,637980751169282241,637980751169342086,"gray"
"P20","s","2",25,"m","c",451.7889,637980751189271455,637980751193789344,"gray"
"P20","s","2",25,"m","c",427.8027,637980751234694841,637980751238972868,"gray"
"P20","s","2",25,"m","c",537.5751,637980751349978830,637980751355354581,"gold"
"P20","s","2",25,"m","c",605.6797,637980751378182747,637980751384239544,"gray"
"P20","s","2",25,"m","c",272.0326,637980751466360660,637980751469080986,"red"
"P20","s","2",25,"m","c",251.5929,637980751577079469,637980751579595398,"gray"
"P20","s","2",25,"m","c",240.3575,637980751588197731,637980751590601306,"red"
"P20","s","2",25,"m","c",349.7163,637980751728794359,637980751732291522,"red"
"P20","s","2",25,"m","c",340.1722,637980751776988369,637980751780390091,"red"
"P20","s","2",25,"m","c",350.0812,637980751807763261,637980751811264073,"gray"
"P20","s","2",25,"m","c",238.0546,637980751839311241,637980751841691787,"gray"
"P20","s","2",25,"m","c",71.8081,637980751876841844,637980751877559925,"gray"
"P20","s","2",25,"m","c",194.4787,637980751906490999,637980751908435786,"red"
"P20","s","2",25,"m","c",627.572,637980751930369120,637980751936644840,"gold"
"P20","s","2",25,"m","c",472.2253,637980752008111791,637980752012834044,"gray"
"P20","s","2",25,"m","c",927.0705,637980752035874259,637980752045144964,"blue"
"P20","s","2",25,"m","c",439.3285,637980752063641446,637980752068034731,"red"
"P20","s","2",25,"m","c",61.3607,637980752147050063,637980752147663670,"red"
"P20","co","1",25,"m","c",1030.0859,637980754528399809,637980754538700668,"red"
"P20","co","1",25,"m","c",483.7036,637980754597583263,637980754602420299,"red"
"P20","co","1",25,"m","c",482.7062,637980754637680493,637980754642507555,"red"
"P20","co","1",25,"m","c",151.5942,637980754701410535,637980754702926477,"red"
"P20","co","1",25,"m","c",941.5219,637980754738728591,637980754748143810,"red"
"P20","co","1",25,"m","c",206.4619,637980754783044896,637980754785109515,"red"
"P20","co","1",25,"m","c",290.9046,637980754931766644,637980754934675690,"gray"
"P20","co","1",25,"m","c",363.0272,637980754984726703,637980754988356975,"gray"
"P20","co","1",25,"m","c",837.9773,637980755029166906,637980755037546679,"gray"
"P20","co","1",25,"m","c",492.6793,637980755059814173,637980755064740966,"gray"
"P20","co","1",25,"m","c",982.4191,637980755097243458,637980755107067649,"red"
"P20","co","1",25,"m","c",406.8235,637980755210290881,637980755214359116,"gray"
"P20","co","1",25,"m","c",405.8709,637980755290700299,637980755294759008,"red"
"P20","co","1",25,"m","c",450.7911,637980755369884724,637980755374392635,"gray"
"P20","co","2",25,"m","c",1018.2848,637980756350990359,637980756361173207,"red"
"P20","co","2",25,"m","c",894.1268,637980756395857969,637980756404799237,"red"
"P20","co","2",25,"m","c",383.4849,637980756444276859,637980756448111708,"red"
"P20","co","2",25,"m","c",194.4782,637980756487935312,637980756489880094,"gray"
"P20","co","2",25,"m","c",444.8065,637980756516030273,637980756520478338,"gray"
"P20","co","2",25,"m","c",518.0818,637980756545787849,637980756550968667,"red"
"P20","co","2",25,"m","c",212.951,637980756672166094,637980756674295604,"gray"
"P20","co","2",25,"m","c",561.2836,637980756692613174,637980756698226010,"gray"
"P20","co","2",25,"m","c",238.9767,637980756725375234,637980756727765001,"red"
"P20","co","2",25,"m","c",217.4172,637980756757256002,637980756759430174,"gray"
"P20","co","2",25,"m","c",738.7452,637980756796896280,637980756804283732,"gray"
"P20","co","2",25,"m","c",340.3,637980756828429425,637980756831832425,"red"
"P20","co","2",25,"m","c",117.7255,637980756854867640,637980756856044895,"red"
"P20","co","2",25,"m","c",717.5771,637980756878082507,637980756885258278,"gray"
"P20","co","2",25,"m","c",628.9044,637980757056992508,637980757063281552,"red"
"P21","s","1",25,"m","c",829.2039,637981618491333954,637981618499625993,"blue"
"P21","s","1",25,"m","c",404.1523,637981618554871377,637981618558912900,"gray"
"P21","s","1",25,"m","c",716.1556,637981618619497268,637981618626658824,"red"
"P21","s","1",25,"m","c",427.2799,637981618770192662,637981618774465461,"red"
"P21","s","1",25,"m","c",406.4145,637981618814835537,637981618818899682,"gold"
"P21","s","1",25,"m","c",405.9648,637981618850822633,637981618854882281,"gray"
"P21","s","1",25,"m","c",516.6058,637981618907465160,637981618912631218,"red"
"P21","s","1",25,"m","c",426.8738,637981618991985709,637981618996254447,"blue"
"P21","s","1",25,"m","c",405.4246,637981619043285653,637981619047339899,"gray"
"P21","s","1",25,"m","c",444.7986,637981619083705769,637981619088153755,"gold"
"P21","s","1",25,"m","c",251.7859,637981619130568522,637981619133086381,"gray"
"P21","s","1",25,"m","c",361.5354,637981619167000063,637981619170615417,"red"
"P21","s","1",25,"m","c",317.7763,637981619212196493,637981619215374256,"gray"
"P21","s","1",25,"m","c",382.9659,637981619262849181,637981619266678840,"red"
"P21","s","1",25,"m","c",349.8631,637981619301381349,637981619304879980,"gray"
"P21","s","1",25,"m","c",673.2031,637981619344471638,637981619351203669,"blue"
"P21","s","1",25,"m","c",261.2944,637981619381236520,637981619383849464,"gray"
"P21","s","1",25,"m","c",173.5634,637981619484619928,637981619486355562,"gray"
"P21","s","1",25,"m","c",183.5054,637981619534047390,637981619535882444,"gray"
"P21","s","1",25,"m","c",506.8857,637981619568580073,637981619573648930,"blue"
"P21","s","1",25,"m","c",494.2391,637981619603794953,637981619608737344,"red"
"P21","s","1",25,"m","c",327.6245,637981619656102037,637981619659378282,"red"
"P21","s","1",25,"m","c",73.2032,637981619722176957,637981619722908989,"red"
"P21","s","1",25,"m","c",149.5987,637981619753952786,637981619755448773,"gold"
"P21","s","1",25,"m","c",251.3261,637981619792806433,637981619795319694,"red"
"P21","s","1",25,"m","c",749.7178,637981619876777933,637981619884275111,"gray"
"P21","s","1",25,"m","c",527.0907,637981619929524705,637981619934795612,"gray"
"P21","s","1",25,"m","c",539.5532,637981620035918894,637981620041314426,"red"
"P21","s","1",25,"m","c",827.9353,637981620140763720,637981620149043073,"gold"
"P21","s","1",25,"m","c",446.8001,637981620162531994,637981620166999995,"gray"
"P21","s","1",25,"m","c",1148.8463,637981620259266761,637981620270755224,"red"
"P21","s","1",25,"m","c",661.2399,637981620410744797,637981620417357196,"red"
"P21","s","1",25,"m","c",405.9109,637981620444615976,637981620448675085,"red"
"P21","s","1",25,"m","c",595.2477,637981620477372860,637981620483325337,"red"
"P21","s","1",25,"m","c",1820.1424,637981621208152557,637981621226353981,"blue"
"P21","s","1",25,"m","c",573.4592,637981621248686922,637981621254421514,"red"
"P21","s","1",25,"m","c",444.808,637981621284172479,637981621288620559,"red"
"P21","s","1",25,"m","c",372.0171,637981621310324847,637981621314045018,"red"
"P21","s","1",25,"m","c",273.2668,637981621356078733,637981621358811401,"red"
"P21","s","1",25,"m","c",273.3282,637981621441927350,637981621444660632,"red"
"P21","s","1",25,"m","c",262.2959,637981621479685983,637981621482308942,"gray"
"P21","s","1",25,"m","c",217.4162,637981621512227970,637981621514402132,"gray"
"P21","s","1",25,"m","c",205.3623,637981621602303002,637981621604356625,"blue"
"P21","s","1",25,"m","c",589.4218,637981621633519572,637981621639413790,"gold"
"P21","s","1",25,"m","c",251.3024,637981621644609839,637981621647122863,"red"
"P21","s","1",25,"m","c",372.4851,637981621695034676,637981621698759527,"blue"
"P21","s","1",25,"m","c",484.2096,637981621722684307,637981621727526403,"red"
"P21","s","1",25,"m","c",427.3592,637981621793110157,637981621797383749,"gold"
"P21","s","1",25,"m","c",484.6984,637981621798650347,637981621803497331,"red"
"P21","s","1",25,"m","c",383.5202,637981621879728336,637981621883563538,"red"
"P21","s","1",25,"m","c",450.3021,637981621914709113,637981621919212134,"gray"
"P21","s","1",25,"m","c",27.9261,637981621947138378,637981621947417639,"gray"
"P21","s","1",25,"m","c",650.2545,637981621970682819,637981621977185364,"gray"
"P21","s","1",25,"m","c",473.7291,637981622001992692,637981622006729983,"gray"
"P21","s","1",25,"m","c",393.9429,637981622034322359,637981622038261788,"gray"
"P21","s","1",25,"m","c",360.0337,637981622068096049,637981622071696386,"red"
"P21","s","1",25,"m","c",561.4958,637981622112844555,637981622118459513,"gray"
"P21","s","1",25,"m","c",128.6542,637981622155813717,637981622157100259,"gray"
