"TimeStamp","Participant","Condition","Trial","Age","Gender","Group","TransferEvent","StartTime","EndTime","StartPosX","StartPosY","StartPosZ","EndPosX","EndPosY","EndPosZ","B2P","B2V","P2V","P2B","V2P","V2B"
637959032269296023,"P10","s","1",18,"f","e","B2P",637959032269185997,637959032269296023,"","","","1.26","11.20539",-0.3032137,11.0026,NA,NA,NA,NA,NA
637959032272546753,"P10","s","1",18,"f","e","P2V",637959032272156670,637959032272546753,"1.26","11.20539","-0.3032137","4.97","5",-9.85,NA,NA,39.0083,NA,NA,NA
637959032279448314,"P10","s","1",18,"f","e","V2P",637959032279138242,637959032279448314,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,NA,NA,NA,NA,31.0072,NA
637959032296562196,"P10","s","1",18,"f","e","P2V",637959032295912040,637959032296562196,"1.26","11.20539","-0.3032137","4.97","5",-9.85,NA,NA,65.0156,NA,NA,NA
637959032303353726,"P10","s","1",18,"f","e","V2P",637959032303243699,637959032303353726,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,NA,NA,NA,NA,11.0027,NA
637959032319217312,"P10","s","1",18,"f","e","B2P",637959032317226860,637959032319217312,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,199.0452,NA,NA,NA,NA,NA
637959032327669226,"P10","s","1",18,"f","e","P2V",637959032327219119,637959032327669226,"1.26","11.20539","-0.3032137","4.97","5",-9.85,NA,NA,45.0107,NA,NA,NA
637959032333445589,"P10","s","1",18,"f","e","V2P",637959032331885242,637959032333445589,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,NA,NA,NA,NA,156.0347,NA
637959032358698264,"P10","s","1",18,"f","e","P2B",637959032354887400,637959032358698264,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,381.0864,NA,NA
637959032382123560,"P10","s","1",18,"f","e","B2P",637959032381243362,637959032382123560,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,88.0198,NA,NA,NA,NA,NA
637959032402901884,"P10","s","1",18,"f","e","P2B",637959032396216899,637959032402901884,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,668.4985,NA,NA
637959032413968905,"P10","s","1",18,"f","e","B2P",637959032413858879,637959032413968905,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,11.0026,NA,NA,NA,NA,NA
637959032419220090,"P10","s","1",18,"f","e","P2V",637959032418890016,637959032419220090,"1.26","11.20539","-0.3032137","4.97","5",-9.85,NA,NA,33.0074,NA,NA,NA
637959032426531754,"P10","s","1",18,"f","e","V2P",637959032426311694,637959032426531754,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,NA,NA,NA,NA,22.006,NA
637959032445726088,"P10","s","1",18,"f","e","P2B",637959032441605155,637959032445726088,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,412.0933,NA,NA
637959032455778364,"P10","s","1",18,"f","e","B2P",637959032451167329,637959032455778364,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,461.1035,NA,NA,NA,NA,NA
637959032466280744,"P10","s","1",18,"f","e","P2V",637959032465610588,637959032466280744,"1.26","11.20539","-0.3032137","4.97","5",-9.85,NA,NA,67.0156,NA,NA,NA
637959032473532384,"P10","s","1",18,"f","e","V2P",637959032472762204,637959032473532384,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,NA,NA,NA,NA,77.018,NA
637959032476873139,"P10","s","1",18,"f","e","P2B",637959032474102509,637959032476873139,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,277.063,NA,NA
637959032491206377,"P10","s","1",18,"f","e","B2P",637959032487395522,637959032491206377,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,381.0855,NA,NA,NA,NA,NA
637959032500628514,"P10","s","1",18,"f","e","P2V",637959032499928354,637959032500628514,"1.26","11.20539","-0.3032137","4.97","5",-9.85,NA,NA,70.016,NA,NA,NA
637959032506739891,"P10","s","1",18,"f","e","V2P",637959032505909705,637959032506739891,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,NA,NA,NA,NA,83.0186,NA
637959032509590536,"P10","s","1",18,"f","e","P2B",637959032506949938,637959032509590536,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,264.0598,NA,NA
637959032522693497,"P10","s","1",18,"f","e","B2P",637959032522583483,637959032522693497,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,11.0014,NA,NA,NA,NA,NA
637959032543518214,"P10","s","1",18,"f","e","P2B",637959032537466840,637959032543518214,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,605.1374,NA,NA
637959032560722103,"P10","s","1",18,"f","e","B2P",637959032557901462,637959032560722103,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,282.0641,NA,NA,NA,NA,NA
637959032570344284,"P10","s","1",18,"f","e","P2V",637959032569894175,637959032570344284,"1.26","11.20539","-0.3032137","4.97","5",-9.85,NA,NA,45.0109,NA,NA,NA
637959032576595695,"P10","s","1",18,"f","e","V2P",637959032576485667,637959032576595695,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,NA,NA,NA,NA,11.0028,NA
637959032610013257,"P10","s","1",18,"f","e","P2V",637959032609893233,637959032610013257,"1.26","11.20539","-0.3032137","4.97","5",-9.85,NA,NA,12.0024,NA,NA,NA
637959032617694990,"P10","s","1",18,"f","e","V2P",637959032616144645,637959032617694990,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,NA,NA,NA,NA,155.0345,NA
637959032651632669,"P10","s","1",18,"f","e","P2V",637959032647561745,637959032651632669,"1.26","11.20539","-0.3032137","4.97","5",-9.85,NA,NA,407.0924,NA,NA,NA
637959032658314182,"P10","s","1",18,"f","e","V2P",637959032657223932,637959032658314182,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,NA,NA,NA,NA,109.025,NA
637959032661774965,"P10","s","1",18,"f","e","P2B",637959032659024340,637959032661774965,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,275.0625,NA,NA
637959032670256894,"P10","s","1",18,"f","e","B2P",637959032670146862,637959032670256894,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,11.0032,NA,NA,NA,NA,NA
637959032676098200,"P10","s","1",18,"f","e","P2V",637959032675768126,637959032676098200,"1.26","11.20539","-0.3032137","4.97","5",-9.85,NA,NA,33.0074,NA,NA,NA
637959032684320067,"P10","s","1",18,"f","e","V2B",637959032680449189,637959032684320067,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,NA,NA,387.0878
637959032700663763,"P10","s","1",18,"f","e","B2P",637959032700313682,637959032700663763,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,35.0081,NA,NA,NA,NA,NA
637959032717277517,"P10","s","1",18,"f","e","P2V",637959032715497123,637959032717277517,"1.26","11.20539","-0.3032137","4.97","5",-9.85,NA,NA,178.0394,NA,NA,NA
637959032722328658,"P10","s","1",18,"f","e","V2B",637959032719878103,637959032722328658,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,NA,NA,245.0555
637959032738538785,"P10","s","1",18,"f","e","B2P",637959032738438762,637959032738538785,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,10.0023,NA,NA,NA,NA,NA
637959032747710862,"P10","s","1",18,"f","e","P2V",637959032747370785,637959032747710862,"1.26","11.20539","-0.3032137","4.97","5",-9.85,NA,NA,34.0077,NA,NA,NA
637959032755302576,"P10","s","1",18,"f","e","V2P",637959032755182552,637959032755302576,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,NA,NA,NA,NA,12.0024,NA
637959032770916116,"P10","s","1",18,"f","e","P2B",637959032767435323,637959032770916116,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,348.0793,NA,NA
637959032790528714,"P10","s","1",18,"f","e","B2P",637959032790308664,637959032790528714,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,22.005,NA,NA,NA,NA,NA
637959032798969412,"P10","s","1",18,"f","e","P2V",637959032798639335,637959032798969412,"1.26","11.20539","-0.3032137","4.97","5",-9.85,NA,NA,33.0077,NA,NA,NA
637959032811350867,"P10","s","1",18,"f","e","V2B",637959032806159697,637959032811350867,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,NA,NA,519.117
637959032824311303,"P10","s","1",18,"f","e","B2P",637959032824091248,637959032824311303,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,22.0055,NA,NA,NA,NA,NA
637959032837943067,"P10","s","1",18,"f","e","P2B",637959032834932389,637959032837943067,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,301.0678,NA,NA
637959032854161525,"P10","s","1",18,"f","e","B2P",637959032854041499,637959032854161525,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,12.0026,NA,NA,NA,NA,NA
637959032865624115,"P10","s","1",18,"f","e","P2V",637959032861773255,637959032865624115,"1.26","11.20539","-0.3032137","4.97","5",-9.85,NA,NA,385.086,NA,NA,NA
637959032869344962,"P10","s","1",18,"f","e","V2P",637959032869124912,637959032869344962,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,NA,NA,NA,NA,22.005,NA
637959032881987830,"P10","s","1",18,"f","e","P2V",637959032881697756,637959032881987830,"1.26","11.20539","-0.3032137","4.97","5",-9.85,NA,NA,29.0074,NA,NA,NA
637959032889369498,"P10","s","1",18,"f","e","V2B",637959032886418825,637959032889369498,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,NA,NA,295.0673
637959032911784563,"P10","s","1",18,"f","e","B2V",637959032911454490,637959032911784563,"1.26","11.20539","-0.3032137","4.97","5",-9.85,NA,33.0073,NA,NA,NA,NA
637959032918636119,"P10","s","1",18,"f","e","V2P",637959032918426064,637959032918636119,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,NA,NA,NA,NA,21.0055,NA
637959032925857757,"P10","s","1",18,"f","e","P2V",637959032925627700,637959032925857757,"1.26","11.20539","-0.3032137","4.97","5",-9.85,NA,NA,23.0057,NA,NA,NA
637959032926647924,"P10","s","1",18,"f","e","V2P",637959032926527898,637959032926647924,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,NA,NA,NA,NA,12.0026,NA
637959032931849106,"P10","s","1",18,"f","e","V2B",637959032930608830,637959032931849106,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,NA,NA,124.0276
637959032951113458,"P10","s","1",18,"f","e","B2P",637959032947972754,637959032951113458,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,314.0704,NA,NA,NA,NA,NA
637959032956984794,"P10","s","1",18,"f","e","P2V",637959032956784744,637959032956984794,"1.26","11.20539","-0.3032137","4.97","5",-9.85,NA,NA,20.005,NA,NA,NA
637959032966306900,"P10","s","1",18,"f","e","V2B",637959032962235975,637959032966306900,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,NA,NA,407.0925
637959032986531471,"P10","s","1",18,"f","e","B2P",637959032982150482,637959032986531471,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,438.0989,NA,NA,NA,NA,NA
637959032988101826,"P10","s","1",18,"f","e","P2V",637959032987891778,637959032988101826,"1.26","11.20539","-0.3032137","4.97","5",-9.85,NA,NA,21.0048,NA,NA,NA
637959032995093407,"P10","s","1",18,"f","e","V2P",637959032994983390,637959032995093407,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,NA,NA,NA,NA,11.0017,NA
637959033001264807,"P10","s","1",18,"f","e","P2V",637959032999934508,637959033001264807,"1.26","11.20539","-0.3032137","4.97","5",-9.85,NA,NA,133.0299,NA,NA,NA
637959033007896319,"P10","s","1",18,"f","e","V2P",637959033006926087,637959033007896319,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,NA,NA,NA,NA,97.0232,NA
637959033031141570,"P10","s","1",18,"f","e","P2V",637959033030921517,637959033031141570,"1.26","11.20539","-0.3032137","4.97","5",-9.85,NA,NA,22.0053,NA,NA,NA
637959033035702606,"P10","s","1",18,"f","e","V2P",637959033035392528,637959033035702606,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,NA,NA,NA,NA,31.0078,NA
637959033041393887,"P10","s","1",18,"f","e","P2V",637959033040023575,637959033041393887,"1.26","11.20539","-0.3032137","4.97","5",-9.85,NA,NA,137.0312,NA,NA,NA
637959033045264766,"P10","s","1",18,"f","e","V2P",637959033045144735,637959033045264766,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,NA,NA,NA,NA,12.0031,NA
637959033059578002,"P10","s","1",18,"f","e","P2B",637959033055467068,637959033059578002,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,411.0934,NA,NA
637959033074011263,"P10","s","1",18,"f","e","B2P",637959033069050141,637959033074011263,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,496.1122,NA,NA,NA,NA,NA
637959033085563874,"P10","s","1",18,"f","e","P2B",637959033083013300,637959033085563874,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,255.0574,NA,NA
637959033102947811,"P10","s","1",18,"f","e","B2P",637959033098476804,637959033102947811,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,447.1007,NA,NA,NA,NA,NA
637959033132104407,"P10","s","1",18,"f","e","P2B",637959033128763647,637959033132104407,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,334.076,NA,NA
637959033147797961,"P10","s","1",18,"f","e","B2P",637959033144897297,637959033147797961,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,290.0664,NA,NA,NA,NA,NA
637959033160820902,"P10","s","1",18,"f","e","P2B",637959033157750212,637959033160820902,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,307.069,NA,NA
637959033178569321,"P10","s","1",18,"f","e","B2P",637959033175008446,637959033178569321,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,356.0875,NA,NA,NA,NA,NA
637959033191719689,"P10","s","1",18,"f","e","V2P",637959033191509648,637959033191719689,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,NA,NA,NA,NA,21.0041,NA
637959033203172284,"P10","s","1",18,"f","e","P2B",637959033199741527,637959033203172284,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,343.0757,NA,NA
637959033207563281,"P10","s","1",18,"f","e","B2P",637959033203732435,637959033207563281,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,383.0846,NA,NA,NA,NA,NA
637959033223106799,"P10","s","1",18,"f","e","P2B",637959033221846513,637959033223106799,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,126.0286,NA,NA
637959033232443924,"P10","s","1",18,"f","e","B2P",637959033226987673,637959033232443924,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,545.6251,NA,NA,NA,NA,NA
637959033240718356,"P10","s","1",18,"f","e","P2B",637959033239396138,637959033240718356,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,132.2218,NA,NA
637959033250633450,"P10","s","1",18,"f","e","B2P",637959033250523425,637959033250633450,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,11.0025,NA,NA,NA,NA,NA
637959033260155609,"P10","s","1",18,"f","e","P2V",637959033259715503,637959033260155609,"1.26","11.20539","-0.3032137","4.97","5",-9.85,NA,NA,44.0106,NA,NA,NA
637959033273488617,"P10","s","1",18,"f","e","V2B",637959033273028515,637959033273488617,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,NA,NA,46.0102
637959033286081473,"P10","s","1",18,"f","e","B2V",637959033281000319,637959033286081473,"1.26","11.20539","-0.3032137","4.97","5",-9.85,NA,508.1154,NA,NA,NA,NA
637959033303725460,"P10","s","1",18,"f","e","V2B",637959033303515409,637959033303725460,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,NA,NA,21.0051
637959033325070289,"P10","s","1",18,"f","e","B2V",637959033318568821,637959033325070289,"1.26","11.20539","-0.3032137","4.97","5",-9.85,NA,650.1468,NA,NA,NA,NA
637959033359778141,"P10","s","1",18,"f","e","V2P",637959033359558089,637959033359778141,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,NA,NA,NA,NA,22.0052,NA
637959033368600137,"P10","s","1",18,"f","e","P2B",637959033364779295,637959033368600137,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,382.0842,NA,NA
637959033375381671,"P10","s","1",18,"f","e","B2P",637959033369500346,637959033375381671,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,588.1325,NA,NA,NA,NA,NA
637959033402317762,"P10","s","1",18,"f","e","P2V",637959033402037702,637959033402317762,"1.26","11.20539","-0.3032137","4.97","5",-9.85,NA,NA,28.006,NA,NA,NA
637959033408899249,"P10","s","1",18,"f","e","V2P",637959033408789227,637959033408899249,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,NA,NA,NA,NA,11.0022,NA
637959033419531654,"P10","s","1",18,"f","e","P2B",637959033416751030,637959033419531654,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,278.0624,NA,NA
637959033432454582,"P10","s","1",18,"f","e","B2P",637959033430264084,637959033432454582,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,219.0498,NA,NA,NA,NA,NA
637959033447197916,"P10","s","1",18,"f","e","P2B",637959033444367276,637959033447197916,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,283.064,NA,NA
637959033458610496,"P10","s","1",18,"f","e","B2P",637959033458320443,637959033458610496,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,29.0053,NA,NA,NA,NA,NA
637959033469632998,"P10","s","1",18,"f","e","P2B",637959033466662339,637959033469632998,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,297.0659,NA,NA
637959033481515680,"P10","s","1",18,"f","e","B2P",637959033476514550,637959033481515680,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,500.113,NA,NA,NA,NA,NA
637959033492288120,"P10","s","1",18,"f","e","P2B",637959033489797555,637959033492288120,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,249.0565,NA,NA
637959033517893909,"P10","s","1",18,"f","e","B2P",637959033510192168,637959033517893909,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,770.1741,NA,NA,NA,NA,NA
637959033526925961,"P10","s","1",18,"f","e","P2B",637959033525065533,637959033526925961,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,186.0428,NA,NA
637959033540308982,"P10","s","1",18,"f","e","B2P",637959033539748849,637959033540308982,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,56.0133,NA,NA,NA,NA,NA
637959033554632222,"P10","s","1",18,"f","e","P2B",637959033552921831,637959033554632222,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,171.0391,NA,NA
637959033573850175,"P10","s","1",18,"f","e","B2P",637959033569579211,637959033573850175,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,427.0964,NA,NA,NA,NA,NA
637959033588513491,"P10","s","1",18,"f","e","P2B",637959033583022258,637959033588513491,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,549.1233,NA,NA
637959033605947436,"P10","s","1",18,"f","e","B2P",637959033590483940,637959033605947436,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,1546.3496,NA,NA,NA,NA,NA
637959033620669025,"P10","s","1",18,"f","e","P2B",637959033616338043,637959033620669025,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,433.0982,NA,NA
637959033636379940,"P10","s","1",18,"f","e","B2P",637959033636279916,637959033636379940,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,10.0024,NA,NA,NA,NA,NA
637959033664034135,"P10","s","1",18,"f","e","P2B",637959033659543117,637959033664034135,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,449.1018,NA,NA
637959033680867940,"P10","s","1",18,"f","e","B2P",637959033678087308,637959033680867940,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,278.0632,NA,NA,NA,NA,NA
637959033693310761,"P10","s","1",18,"f","e","P2B",637959033691750396,637959033693310761,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,156.0365,NA,NA
637959033721447121,"P10","s","1",18,"f","e","B2P",637959033717906325,637959033721447121,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,354.0796,NA,NA,NA,NA,NA
637959033734950177,"P10","s","1",18,"f","e","P2B",637959033730059067,637959033734950177,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,489.111,NA,NA
637959033750113599,"P10","s","1",18,"f","e","B2P",637959033746992899,637959033750113599,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,312.07,NA,NA,NA,NA,NA
637959033815348360,"P10","s","1",18,"f","e","P2B",637959033810947369,637959033815348360,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,440.0991,NA,NA
637959034267836447,"P10","s","2",18,"f","e","B2P",637959034266076052,637959034267836447,"","","","1.26","11.20539",-0.3032137,176.0395,NA,NA,NA,NA,NA
637959034270657087,"P10","s","2",18,"f","e","P2V",637959034270206989,637959034270657087,"1.26","11.20539","-0.3032137","4.97","5",-9.85,NA,NA,45.0098,NA,NA,NA
637959034279259034,"P10","s","2",18,"f","e","V2P",637959034279149003,637959034279259034,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,NA,NA,NA,NA,11.0031,NA
637959034293492258,"P10","s","2",18,"f","e","P2V",637959034293162176,637959034293492258,"1.26","11.20539","-0.3032137","4.97","5",-9.85,NA,NA,33.0082,NA,NA,NA
637959034298109743,"P10","s","2",18,"f","e","V2P",637959034297989704,637959034298109743,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,NA,NA,NA,NA,12.0039,NA
637959034303139481,"P10","s","2",18,"f","e","P2B",637959034298929921,637959034303139481,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,420.956,NA,NA
637959034315030342,"P10","s","2",18,"f","e","B2P",637959034312149692,637959034315030342,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,288.065,NA,NA,NA,NA,NA
637959034322151954,"P10","s","2",18,"f","e","P2V",637959034321921896,637959034322151954,"1.26","11.20539","-0.3032137","4.97","5",-9.85,NA,NA,23.0058,NA,NA,NA
637959034327923269,"P10","s","2",18,"f","e","V2P",637959034327393147,637959034327923269,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,NA,NA,NA,NA,53.0122,NA
637959034331183998,"P10","s","2",18,"f","e","P2B",637959034328263339,637959034331183998,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,292.0659,NA,NA
637959034343616809,"P10","s","2",18,"f","e","B2P",637959034343496781,637959034343616809,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,12.0028,NA,NA,NA,NA,NA
637959034356848162,"P10","s","2",18,"f","e","P2B",637959034353252668,637959034356848162,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,359.5494,NA,NA
637959034365166946,"P10","s","2",18,"f","e","B2P",637959034363366538,637959034365166946,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,180.0408,NA,NA,NA,NA,NA
637959034387443088,"P10","s","2",18,"f","e","P2B",637959034384592429,637959034387443088,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,285.0659,NA,NA
637959034402046380,"P10","s","2",18,"f","e","B2P",637959034399275759,637959034402046380,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,277.0621,NA,NA,NA,NA,NA
637959034448426875,"P10","s","2",18,"f","e","P2B",637959034444756045,637959034448426875,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,367.083,NA,NA
637959034455278435,"P10","s","2",18,"f","e","B2P",637959034455158405,637959034455278435,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,12.003,NA,NA,NA,NA,NA
637959034466010853,"P10","s","2",18,"f","e","P2B",637959034465900833,637959034466010853,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,11.002,NA,NA
637959034477873535,"P10","s","2",18,"f","e","B2P",637959034477763512,637959034477873535,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,11.0023,NA,NA,NA,NA,NA
637959034495007406,"P10","s","2",18,"f","e","P2B",637959034489076082,637959034495007406,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,593.1324,NA,NA
637959034498128116,"P10","s","2",18,"f","e","B2P",637959034498018090,637959034498128116,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,11.0026,NA,NA,NA,NA,NA
637959034506560026,"P10","s","2",18,"f","e","P2B",637959034503779409,637959034506560026,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,278.0617,NA,NA
637959034520073082,"P10","s","2",18,"f","e","B2P",637959034519953053,637959034520073082,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,12.0029,NA,NA,NA,NA,NA
637959034531835754,"P10","s","2",18,"f","e","P2B",637959034530295396,637959034531835754,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,154.0358,NA,NA
637959034547499288,"P10","s","2",18,"f","e","B2P",637959034544678652,637959034547499288,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,282.0636,NA,NA,NA,NA,NA
637959034551020084,"P10","s","2",18,"f","e","P2V",637959034550910054,637959034551020084,"1.26","11.20539","-0.3032137","4.97","5",-9.85,NA,NA,11.003,NA,NA,NA
637959034557871629,"P10","s","2",18,"f","e","V2P",637959034557761611,637959034557871629,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,NA,NA,NA,NA,11.0018,NA
637959034571214659,"P10","s","2",18,"f","e","P2V",637959034570804556,637959034571214659,"1.26","11.20539","-0.3032137","4.97","5",-9.85,NA,NA,41.0103,NA,NA,NA
637959034576145771,"P10","s","2",18,"f","e","V2P",637959034575815693,637959034576145771,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,NA,NA,NA,NA,33.0078,NA
637959034594389891,"P10","s","2",18,"f","e","P2B",637959034590929107,637959034594389891,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,346.0784,NA,NA
637959034611803841,"P10","s","2",18,"f","e","B2P",637959034608263037,637959034611803841,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,354.0804,NA,NA,NA,NA,NA
637959034624016598,"P10","s","2",18,"f","e","P2B",637959034622566271,637959034624016598,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,145.0327,NA,NA
637959034641510558,"P10","s","2",18,"f","e","B2P",637959034638009767,637959034641510558,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,350.0791,NA,NA,NA,NA,NA
637959034653220916,"P10","s","2",18,"f","e","P2B",637959034649890167,637959034653220916,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,333.0749,NA,NA
637959034674572122,"P10","s","2",18,"f","e","B2P",637959034672595236,637959034674572122,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,197.6886,NA,NA,NA,NA,NA
637959034687585071,"P10","s","2",18,"f","e","P2B",637959034685104506,637959034687585071,"1.26","11.20539","-0.3032137","10","7",10.41,NA,NA,NA,248.0565,NA,NA
637959034703129536,"P10","s","2",18,"f","e","B2P",637959034703019505,637959034703129536,"1.26","11.20539","-0.3032137","1.26","11.20539",-0.3032137,11.0031,NA,NA,NA,NA,NA
