"TimeStamp","Participant","Condition","Trial","Age","Gender","Group","DurationEvent","DurationTime","StartTime","EndTime"
637959032269296023,"P10","s","1",18,"f","e","Build",633.1434,637959032262964589,637959032269296023
637959032272546753,"P10","s","1",18,"f","e","Play",325.073,637959032269296023,637959032272546753
637959032279448314,"P10","s","1",18,"f","e","View",690.1561,637959032272546753,637959032279448314
637959032296562196,"P10","s","1",18,"f","e","Play",1711.3882,637959032279448314,637959032296562196
637959032303353726,"P10","s","1",18,"f","e","View",679.153,637959032296562196,637959032303353726
637959032319217312,"P10","s","1",18,"f","e","Build",1265.2856,637959032306564456,637959032319217312
637959032327669226,"P10","s","1",18,"f","e","Play",845.1914,637959032319217312,637959032327669226
637959032333445589,"P10","s","1",18,"f","e","View",577.6363,637959032327669226,637959032333445589
637959032358698264,"P10","s","1",18,"f","e","Play",2525.2675,637959032333445589,637959032358698264
637959032382123560,"P10","s","1",18,"f","e","Build",2342.5296,637959032358698264,637959032382123560
637959032402901884,"P10","s","1",18,"f","e","Play",2077.8324,637959032382123560,637959032402901884
637959032413968905,"P10","s","1",18,"f","e","Build",1106.7021,637959032402901884,637959032413968905
637959032419220090,"P10","s","1",18,"f","e","Play",525.1185,637959032413968905,637959032419220090
637959032426531754,"P10","s","1",18,"f","e","View",731.1664,637959032419220090,637959032426531754
637959032445726088,"P10","s","1",18,"f","e","Play",1919.4334,637959032426531754,637959032445726088
637959032455778364,"P10","s","1",18,"f","e","Build",1005.2276,637959032445726088,637959032455778364
637959032466280744,"P10","s","1",18,"f","e","Play",1050.238,637959032455778364,637959032466280744
637959032473532384,"P10","s","1",18,"f","e","View",725.164,637959032466280744,637959032473532384
637959032476873139,"P10","s","1",18,"f","e","Play",334.0755,637959032473532384,637959032476873139
637959032491206377,"P10","s","1",18,"f","e","Build",1433.3238,637959032476873139,637959032491206377
637959032500628514,"P10","s","1",18,"f","e","Play",942.2137,637959032491206377,637959032500628514
637959032506739891,"P10","s","1",18,"f","e","View",611.1377,637959032500628514,637959032506739891
637959032509590536,"P10","s","1",18,"f","e","Play",285.0645,637959032506739891,637959032509590536
637959032522693497,"P10","s","1",18,"f","e","Build",1310.2961,637959032509590536,637959032522693497
637959032543518214,"P10","s","1",18,"f","e","Play",2082.4717,637959032522693497,637959032543518214
637959032560722103,"P10","s","1",18,"f","e","Build",1720.3889,637959032543518214,637959032560722103
637959032570344284,"P10","s","1",18,"f","e","Play",962.2181,637959032560722103,637959032570344284
637959032576595695,"P10","s","1",18,"f","e","View",625.1411,637959032570344284,637959032576595695
637959032610013257,"P10","s","1",18,"f","e","Play",3341.7562,637959032576595695,637959032610013257
637959032617694990,"P10","s","1",18,"f","e","View",768.1733,637959032610013257,637959032617694990
637959032651632669,"P10","s","1",18,"f","e","Play",3393.7679,637959032617694990,637959032651632669
637959032658314182,"P10","s","1",18,"f","e","View",668.1513,637959032651632669,637959032658314182
637959032661774965,"P10","s","1",18,"f","e","Play",346.0783,637959032658314182,637959032661774965
637959032670256894,"P10","s","1",18,"f","e","Build",848.1929,637959032661774965,637959032670256894
637959032676098200,"P10","s","1",18,"f","e","Play",584.1306,637959032670256894,637959032676098200
637959032684320067,"P10","s","1",18,"f","e","View",822.1867,637959032676098200,637959032684320067
637959032700663763,"P10","s","1",18,"f","e","Build",1634.3696,637959032684320067,637959032700663763
637959032717277517,"P10","s","1",18,"f","e","Play",1661.3754,637959032700663763,637959032717277517
637959032722328658,"P10","s","1",18,"f","e","View",505.1141,637959032717277517,637959032722328658
637959032738538785,"P10","s","1",18,"f","e","Build",1621.0127,637959032722328658,637959032738538785
637959032747710862,"P10","s","1",18,"f","e","Play",917.2077,637959032738538785,637959032747710862
637959032755302576,"P10","s","1",18,"f","e","View",759.1714,637959032747710862,637959032755302576
637959032770916116,"P10","s","1",18,"f","e","Play",1561.354,637959032755302576,637959032770916116
637959032790528714,"P10","s","1",18,"f","e","Build",1961.2598,637959032770916116,637959032790528714
637959032798969412,"P10","s","1",18,"f","e","Play",844.0698,637959032790528714,637959032798969412
637959032811350867,"P10","s","1",18,"f","e","View",1238.1455,637959032798969412,637959032811350867
637959032824311303,"P10","s","1",18,"f","e","Build",1296.0436,637959032811350867,637959032824311303
637959032837943067,"P10","s","1",18,"f","e","Play",1363.1764,637959032824311303,637959032837943067
637959032854161525,"P10","s","1",18,"f","e","Build",1621.8458,637959032837943067,637959032854161525
637959032865624115,"P10","s","1",18,"f","e","Play",1146.259,637959032854161525,637959032865624115
637959032869344962,"P10","s","1",18,"f","e","View",372.0847,637959032865624115,637959032869344962
637959032881987830,"P10","s","1",18,"f","e","Play",1264.2868,637959032869344962,637959032881987830
637959032889369498,"P10","s","1",18,"f","e","View",738.1668,637959032881987830,637959032889369498
637959032911784563,"P10","s","1",18,"f","e","Build",2241.5065,637959032889369498,637959032911784563
637959032918636119,"P10","s","1",18,"f","e","View",685.1556,637959032911784563,637959032918636119
637959032925857757,"P10","s","1",18,"f","e","Play",722.1638,637959032918636119,637959032925857757
637959032926647924,"P10","s","1",18,"f","e","View",79.0167,637959032925857757,637959032926647924
637959032931849106,"P10","s","1",18,"f","e","View",497.1127,637959032926877979,637959032931849106
637959032951113458,"P10","s","1",18,"f","e","Build",1926.4352,637959032931849106,637959032951113458
637959032956984794,"P10","s","1",18,"f","e","Play",587.1336,637959032951113458,637959032956984794
637959032966306900,"P10","s","1",18,"f","e","View",932.2106,637959032956984794,637959032966306900
637959032986531471,"P10","s","1",18,"f","e","Build",2022.4571,637959032966306900,637959032986531471
637959032988101826,"P10","s","1",18,"f","e","Play",157.0355,637959032986531471,637959032988101826
637959032995093407,"P10","s","1",18,"f","e","View",699.1581,637959032988101826,637959032995093407
637959033001264807,"P10","s","1",18,"f","e","Play",617.14,637959032995093407,637959033001264807
637959033007896319,"P10","s","1",18,"f","e","View",663.1512,637959033001264807,637959033007896319
637959033031141570,"P10","s","1",18,"f","e","Play",2324.5251,637959033007896319,637959033031141570
637959033035702606,"P10","s","1",18,"f","e","View",456.1036,637959033031141570,637959033035702606
637959033041393887,"P10","s","1",18,"f","e","Play",569.1281,637959033035702606,637959033041393887
637959033045264766,"P10","s","1",18,"f","e","View",387.0879,637959033041393887,637959033045264766
637959033059578002,"P10","s","1",18,"f","e","Play",1431.3236,637959033045264766,637959033059578002
637959033074011263,"P10","s","1",18,"f","e","Build",1443.3261,637959033059578002,637959033074011263
637959033085563874,"P10","s","1",18,"f","e","Play",1155.2611,637959033074011263,637959033085563874
637959033102947811,"P10","s","1",18,"f","e","Build",1738.3937,637959033085563874,637959033102947811
637959033132104407,"P10","s","1",18,"f","e","Play",2915.6596,637959033102947811,637959033132104407
637959033147797961,"P10","s","1",18,"f","e","Build",1569.3554,637959033132104407,637959033147797961
637959033160820902,"P10","s","1",18,"f","e","Play",1302.2941,637959033147797961,637959033160820902
637959033178569321,"P10","s","1",18,"f","e","Build",1774.8419,637959033160820902,637959033178569321
637959033191719689,"P10","s","1",18,"f","e","View",1270.0271,637959033179019418,637959033191719689
637959033203172284,"P10","s","1",18,"f","e","Play",1145.2595,637959033191719689,637959033203172284
637959033207563281,"P10","s","1",18,"f","e","Build",439.0997,637959033203172284,637959033207563281
637959033223106799,"P10","s","1",18,"f","e","Play",1554.3518,637959033207563281,637959033223106799
637959033232443924,"P10","s","1",18,"f","e","Build",933.7125,637959033223106799,637959033232443924
637959033240718356,"P10","s","1",18,"f","e","Play",827.4432,637959033232443924,637959033240718356
637959033250633450,"P10","s","1",18,"f","e","Build",991.5094,637959033240718356,637959033250633450
637959033260155609,"P10","s","1",18,"f","e","Play",952.2159,637959033250633450,637959033260155609
637959033273488617,"P10","s","1",18,"f","e","View",1333.3008,637959033260155609,637959033273488617
637959033286081473,"P10","s","1",18,"f","e","Build",1259.2856,637959033273488617,637959033286081473
637959033303725460,"P10","s","1",18,"f","e","View",1764.3987,637959033286081473,637959033303725460
637959033325070289,"P10","s","1",18,"f","e","Build",2134.4829,637959033303725460,637959033325070289
637959033359778141,"P10","s","1",18,"f","e","View",3470.7852,637959033325070289,637959033359778141
637959033368600137,"P10","s","1",18,"f","e","Play",882.1996,637959033359778141,637959033368600137
637959033375381671,"P10","s","1",18,"f","e","Build",678.1534,637959033368600137,637959033375381671
637959033402317762,"P10","s","1",18,"f","e","Play",2693.6091,637959033375381671,637959033402317762
637959033408899249,"P10","s","1",18,"f","e","View",658.1487,637959033402317762,637959033408899249
637959033419531654,"P10","s","1",18,"f","e","Play",1063.2405,637959033408899249,637959033419531654
637959033432454582,"P10","s","1",18,"f","e","Build",1292.2928,637959033419531654,637959033432454582
637959033447197916,"P10","s","1",18,"f","e","Play",1474.3334,637959033432454582,637959033447197916
637959033458610496,"P10","s","1",18,"f","e","Build",1141.258,637959033447197916,637959033458610496
637959033469632998,"P10","s","1",18,"f","e","Play",1102.2502,637959033458610496,637959033469632998
637959033481515680,"P10","s","1",18,"f","e","Build",1188.2682,637959033469632998,637959033481515680
637959033492288120,"P10","s","1",18,"f","e","Play",1077.244,637959033481515680,637959033492288120
637959033517893909,"P10","s","1",18,"f","e","Build",2560.5789,637959033492288120,637959033517893909
637959033526925961,"P10","s","1",18,"f","e","Play",903.2052,637959033517893909,637959033526925961
637959033540308982,"P10","s","1",18,"f","e","Build",1338.3021,637959033526925961,637959033540308982
637959033554632222,"P10","s","1",18,"f","e","Play",1432.324,637959033540308982,637959033554632222
637959033573850175,"P10","s","1",18,"f","e","Build",1921.7953,637959033554632222,637959033573850175
637959033588513491,"P10","s","1",18,"f","e","Play",1466.3316,637959033573850175,637959033588513491
637959033605947436,"P10","s","1",18,"f","e","Build",1743.3945,637959033588513491,637959033605947436
637959033620669025,"P10","s","1",18,"f","e","Play",1472.1589,637959033605947436,637959033620669025
637959033636379940,"P10","s","1",18,"f","e","Build",1571.0915,637959033620669025,637959033636379940
637959033664034135,"P10","s","1",18,"f","e","Play",2765.4195,637959033636379940,637959033664034135
637959033680867940,"P10","s","1",18,"f","e","Build",1683.3805,637959033664034135,637959033680867940
637959033693310761,"P10","s","1",18,"f","e","Play",1244.2821,637959033680867940,637959033693310761
637959033721447121,"P10","s","1",18,"f","e","Build",2813.636,637959033693310761,637959033721447121
637959033734950177,"P10","s","1",18,"f","e","Play",1350.3056,637959033721447121,637959033734950177
637959033750113599,"P10","s","1",18,"f","e","Build",1516.3422,637959033734950177,637959033750113599
637959033815348360,"P10","s","1",18,"f","e","Play",6523.4761,637959033750113599,637959033815348360
637959034267836447,"P10","s","2",18,"f","e","Build",521.118,637959034262625267,637959034267836447
637959034270657087,"P10","s","2",18,"f","e","Play",282.064,637959034267836447,637959034270657087
637959034279259034,"P10","s","2",18,"f","e","View",860.1947,637959034270657087,637959034279259034
637959034293492258,"P10","s","2",18,"f","e","Play",1423.3224,637959034279259034,637959034293492258
637959034298109743,"P10","s","2",18,"f","e","View",461.7485,637959034293492258,637959034298109743
637959034303139481,"P10","s","2",18,"f","e","Play",502.9738,637959034298109743,637959034303139481
637959034315030342,"P10","s","2",18,"f","e","Build",1189.0861,637959034303139481,637959034315030342
637959034322151954,"P10","s","2",18,"f","e","Play",712.1612,637959034315030342,637959034322151954
637959034327923269,"P10","s","2",18,"f","e","View",577.1315,637959034322151954,637959034327923269
637959034331183998,"P10","s","2",18,"f","e","Play",326.0729,637959034327923269,637959034331183998
637959034343616809,"P10","s","2",18,"f","e","Build",1243.2811,637959034331183998,637959034343616809
637959034356848162,"P10","s","2",18,"f","e","Play",1323.1353,637959034343616809,637959034356848162
637959034365166946,"P10","s","2",18,"f","e","Build",831.8784,637959034356848162,637959034365166946
637959034387443088,"P10","s","2",18,"f","e","Play",2227.6142,637959034365166946,637959034387443088
637959034402046380,"P10","s","2",18,"f","e","Build",1460.3292,637959034387443088,637959034402046380
637959034448426875,"P10","s","2",18,"f","e","Play",4638.0495,637959034402046380,637959034448426875
637959034455278435,"P10","s","2",18,"f","e","Build",685.156,637959034448426875,637959034455278435
637959034466010853,"P10","s","2",18,"f","e","Play",1073.2418,637959034455278435,637959034466010853
637959034477873535,"P10","s","2",18,"f","e","Build",1186.2682,637959034466010853,637959034477873535
637959034495007406,"P10","s","2",18,"f","e","Play",1713.3871,637959034477873535,637959034495007406
637959034498128116,"P10","s","2",18,"f","e","Build",312.071,637959034495007406,637959034498128116
637959034506560026,"P10","s","2",18,"f","e","Play",843.191,637959034498128116,637959034506560026
637959034520073082,"P10","s","2",18,"f","e","Build",1351.3056,637959034506560026,637959034520073082
637959034531835754,"P10","s","2",18,"f","e","Play",1176.2672,637959034520073082,637959034531835754
637959034547499288,"P10","s","2",18,"f","e","Build",1566.3534,637959034531835754,637959034547499288
637959034551020084,"P10","s","2",18,"f","e","Play",352.0796,637959034547499288,637959034551020084
637959034557871629,"P10","s","2",18,"f","e","View",685.1545,637959034551020084,637959034557871629
637959034571214659,"P10","s","2",18,"f","e","Play",1334.303,637959034557871629,637959034571214659
637959034576145771,"P10","s","2",18,"f","e","View",493.1112,637959034571214659,637959034576145771
637959034594389891,"P10","s","2",18,"f","e","Play",1824.412,637959034576145771,637959034594389891
637959034611803841,"P10","s","2",18,"f","e","Build",1741.395,637959034594389891,637959034611803841
637959034624016598,"P10","s","2",18,"f","e","Play",1221.2757,637959034611803841,637959034624016598
637959034641510558,"P10","s","2",18,"f","e","Build",1749.396,637959034624016598,637959034641510558
637959034653220916,"P10","s","2",18,"f","e","Play",1171.0358,637959034641510558,637959034653220916
637959034674572122,"P10","s","2",18,"f","e","Build",2135.1206,637959034653220916,637959034674572122
637959034687585071,"P10","s","2",18,"f","e","Play",1301.2949,637959034674572122,637959034687585071
637959034703129536,"P10","s","2",18,"f","e","Build",1554.4465,637959034687585071,637959034703129536
637959034704239784,"P10","s","2",18,"f","e","Play",111.0248,637959034703129536,637959034704239784
637959034709120052,"P10","s","2",18,"f","e","View",488.0268,637959034704239784,637959034709120052
637959034721740601,"P10","s","2",18,"f","e","Play",1262.0549,637959034709120052,637959034721740601
637959034735683762,"P10","s","2",18,"f","e","Build",1394.3161,637959034721740601,637959034735683762
637959034754007896,"P10","s","2",18,"f","e","Play",1832.4134,637959034735683762,637959034754007896
637959034770631663,"P10","s","2",18,"f","e","Build",1662.3767,637959034754007896,637959034770631663
637959034787855570,"P10","s","2",18,"f","e","Play",1722.3907,637959034770631663,637959034787855570
637959034802428854,"P10","s","2",18,"f","e","Build",1457.3284,637959034787855570,637959034802428854
637959034816051933,"P10","s","2",18,"f","e","Play",1362.3079,637959034802428854,637959034816051933
637959034833415860,"P10","s","2",18,"f","e","Build",1736.3927,637959034816051933,637959034833415860
637959034848599301,"P10","s","2",18,"f","e","Play",1518.3441,637959034833415860,637959034848599301
637959034863632702,"P10","s","2",18,"f","e","Build",1503.3401,637959034848599301,637959034863632702
637959034880126432,"P10","s","2",18,"f","e","Play",1649.373,637959034863632702,637959034880126432
637959034896940237,"P10","s","2",18,"f","e","Build",1681.3805,637959034880126432,637959034896940237
637959034898550599,"P10","s","2",18,"f","e","Play",161.0362,637959034896940237,637959034898550599
637959034908992961,"P10","s","2",18,"f","e","View",1044.2362,637959034898550599,637959034908992961
637959034917464873,"P10","s","2",18,"f","e","Play",847.1912,637959034908992961,637959034917464873
637959034919675376,"P10","s","2",18,"f","e","Build",221.0503,637959034917464873,637959034919675376
637959034931658090,"P10","s","2",18,"f","e","Play",1198.2714,637959034919675376,637959034931658090
637959034942650577,"P10","s","2",18,"f","e","View",1099.2487,637959034931658090,637959034942650577
637959034995222467,"P10","s","2",18,"f","e","Build",5257.189,637959034942650577,637959034995222467
637959035006535037,"P10","s","2",18,"f","e","View",1131.257,637959034995222467,637959035006535037
637959035009955808,"P10","s","2",18,"f","e","Play",342.0771,637959035006535037,637959035009955808
637959035023168795,"P10","s","2",18,"f","e","View",1321.2987,637959035009955808,637959035023168795
637959035027959876,"P10","s","2",18,"f","e","Build",479.1081,637959035023168795,637959035027959876
637959035054939349,"P10","s","2",18,"f","e","Play",2697.9473,637959035027959876,637959035054939349
637959035068549893,"P10","s","2",18,"f","e","Build",1361.0544,637959035054939349,637959035068549893
637959035082370529,"P10","s","2",18,"f","e","Play",1382.0636,637959035068549893,637959035082370529
637959035098424157,"P10","s","2",18,"f","e","Build",1605.3628,637959035082370529,637959035098424157
637959035142730028,"P10","s","2",18,"f","e","Play",4430.5871,637959035098424157,637959035142730028
637959035157080588,"P10","s","2",18,"f","e","Build",1435.056,637959035142730028,637959035157080588
637959035168672215,"P10","s","2",18,"f","e","Play",1159.1627,637959035157080588,637959035168672215
637959035182051595,"P10","s","2",18,"f","e","Build",1337.938,637959035168672215,637959035182051595
637959035192543973,"P10","s","2",18,"f","e","Play",1049.2378,637959035182051595,637959035192543973
637959035202716275,"P10","s","2",18,"f","e","Build",1017.2302,637959035192543973,637959035202716275
637959035204706716,"P10","s","2",18,"f","e","Play",199.0441,637959035202716275,637959035204706716
637959035216779449,"P10","s","2",18,"f","e","View",1207.2733,637959035204706716,637959035216779449
637959035224651231,"P10","s","2",18,"f","e","Play",787.1782,637959035216779449,637959035224651231
637959035232573021,"P10","s","2",18,"f","e","View",792.179,637959035224651231,637959035232573021
637959035248916726,"P10","s","2",18,"f","e","Build",1634.3705,637959035232573021,637959035248916726
637959035259029014,"P10","s","2",18,"f","e","View",945.2136,637959035249576878,637959035259029014
637959035338977099,"P10","s","2",18,"f","e","Play",7994.8085,637959035259029014,637959035338977099
637959035354980713,"P10","s","2",18,"f","e","Build",1600.3614,637959035338977099,637959035354980713
637959035381626741,"P10","s","2",18,"f","e","Play",2664.6028,637959035354980713,637959035381626741
637959035400611039,"P10","s","2",18,"f","e","Build",1898.4298,637959035381626741,637959035400611039
637959035402521477,"P10","s","2",18,"f","e","Play",191.0438,637959035400611039,637959035402521477
637959035408832895,"P10","s","2",18,"f","e","View",631.1418,637959035402521477,637959035408832895
637959035422596010,"P10","s","2",18,"f","e","Play",1376.3115,637959035408832895,637959035422596010
637959035441930391,"P10","s","2",18,"f","e","Build",1933.4381,637959035422596010,637959035441930391
637959035446001312,"P10","s","2",18,"f","e","Play",407.0921,637959035441930391,637959035446001312
637959035450882413,"P10","s","2",18,"f","e","View",488.1101,637959035446001312,637959035450882413
637959035465255666,"P10","s","2",18,"f","e","Play",1437.3253,637959035450882413,637959035465255666
637959035481129253,"P10","s","2",18,"f","e","Build",1587.3587,637959035465255666,637959035481129253
637959035498023078,"P10","s","2",18,"f","e","Play",1689.3825,637959035481129253,637959035498023078
637959035513690294,"P10","s","2",18,"f","e","Build",1566.7216,637959035498023078,637959035513690294
637959035543486485,"P10","s","2",18,"f","e","Play",2979.6191,637959035513690294,637959035543486485
637959035549037735,"P10","s","2",18,"f","e","View",555.125,637959035543486485,637959035549037735
637959035588719397,"P10","s","2",18,"f","e","Play",3968.1662,637959035549037735,637959035588719397
637959035601840724,"P10","s","2",18,"f","e","Build",1312.1327,637959035588719397,637959035601840724
637959035624255270,"P10","s","2",18,"f","e","Play",2241.4546,637959035601840724,637959035624255270
637959035624705354,"P10","s","2",18,"f","e","View",45.0084,637959035624255270,637959035624705354
637959035629996555,"P10","s","2",18,"f","e","View",507.1149,637959035624925406,637959035629996555
637959035633587368,"P10","s","2",18,"f","e","Play",359.0813,637959035629996555,637959035633587368
637959035651961523,"P10","s","2",18,"f","e","Build",1837.4155,637959035633587368,637959035651961523
637959035661023572,"P10","s","2",18,"f","e","Play",906.2049,637959035651961523,637959035661023572
637959035670685761,"P10","s","2",18,"f","e","View",966.2189,637959035661023572,637959035670685761
637959035685549116,"P10","s","2",18,"f","e","Build",1486.3355,637959035670685761,637959035685549116
637959035692450687,"P10","s","2",18,"f","e","Play",690.1571,637959035685549116,637959035692450687
637959035693340883,"P10","s","2",18,"f","e","View",89.0196,637959035692450687,637959035693340883
637959035697441815,"P10","s","2",18,"f","e","View",388.0876,637959035693560939,637959035697441815
637959035702052855,"P10","s","2",18,"f","e","Play",461.104,637959035697441815,637959035702052855
637959035716776185,"P10","s","2",18,"f","e","Build",1472.333,637959035702052855,637959035716776185
637959035835773104,"P10","s","2",18,"f","e","Play",11899.6919,637959035716776185,637959035835773104
637959038170484782,"P10","co","1",18,"f","e","Play",376.0853,637959038166723929,637959038170484782
637959038194170142,"P10","co","1",18,"f","e","View",2368.536,637959038170484782,637959038194170142
637959038207043050,"P10","co","1",18,"f","e","Build",788.1785,637959038199161265,637959038207043050
637959038211814126,"P10","co","1",18,"f","e","Play",477.1076,637959038207043050,637959038211814126
637959038214482655,"P10","co","1",18,"f","e","View",266.8529,637959038211814126,637959038214482655
637959038225365126,"P10","co","1",18,"f","e","Play",1088.2471,637959038214482655,637959038225365126
637959038238378061,"P10","co","1",18,"f","e","View",1301.2935,637959038225365126,637959038238378061
637959038250354453,"P10","co","1",18,"f","e","Build",1197.6392,637959038238378061,637959038250354453
637959038261026874,"P10","co","1",18,"f","e","Play",1067.2421,637959038250354453,637959038261026874
637959038269178728,"P10","co","1",18,"f","e","View",815.1854,637959038261026874,637959038269178728
637959038286042525,"P10","co","1",18,"f","e","Play",1686.3797,637959038269178728,637959038286042525
637959038293924313,"P10","co","1",18,"f","e","View",788.1788,637959038286042525,637959038293924313
637959038311440930,"P10","co","1",18,"f","e","Play",1751.6617,637959038293924313,637959038311440930
637959038344223195,"P10","co","1",18,"f","e","Build",3278.2265,637959038311440930,637959038344223195
637959038353105208,"P10","co","1",18,"f","e","Play",888.2013,637959038344223195,637959038353105208
637959038355725790,"P10","co","1",18,"f","e","View",262.0582,637959038353105208,637959038355725790
637959038382521860,"P10","co","1",18,"f","e","Play",2679.607,637959038355725790,637959038382521860
637959038404176755,"P10","co","1",18,"f","e","Build",2165.4895,637959038382521860,637959038404176755
637959038409127871,"P10","co","1",18,"f","e","Play",495.1116,637959038404176755,637959038409127871
637959038421280636,"P10","co","1",18,"f","e","View",1215.2765,637959038409127871,637959038421280636
637959038449086917,"P10","co","1",18,"f","e","Play",2780.6281,637959038421280636,637959038449086917
637959038496967752,"P10","co","1",18,"f","e","Build",4788.0835,637959038449086917,637959038496967752
637959038510470803,"P10","co","1",18,"f","e","Play",1350.3051,637959038496967752,637959038510470803
637959038531485563,"P10","co","1",18,"f","e","Build",2101.476,637959038510470803,637959038531485563
637959038544448486,"P10","co","1",18,"f","e","Play",1296.2923,637959038531485563,637959038544448486
637959038554280714,"P10","co","1",18,"f","e","Build",983.2228,637959038544448486,637959038554280714
637959038573665101,"P10","co","1",18,"f","e","Play",1938.4387,637959038554280714,637959038573665101
637959038592799426,"P10","co","1",18,"f","e","Build",1913.4325,637959038573665101,637959038592799426
637959038607676173,"P10","co","1",18,"f","e","Play",1487.6747,637959038592799426,637959038607676173
637959038628972233,"P10","co","1",18,"f","e","Build",2129.606,637959038607676173,637959038628972233
637959038642642199,"P10","co","1",18,"f","e","Play",1366.9966,637959038628972233,637959038642642199
637959038657734386,"P10","co","1",18,"f","e","Build",1509.2187,637959038642642199,637959038657734386
637959038677508724,"P10","co","1",18,"f","e","Play",1977.4338,637959038657734386,637959038677508724
637959038685720812,"P10","co","1",18,"f","e","View",821.2088,637959038677508724,637959038685720812
637959038853008417,"P10","co","1",18,"f","e","Play",16728.7605,637959038685720812,637959038853008417
637959038863880881,"P10","co","1",18,"f","e","View",1087.2464,637959038853008417,637959038863880881
637959038878874291,"P10","co","1",18,"f","e","Build",1499.341,637959038863880881,637959038878874291
637959038887326184,"P10","co","1",18,"f","e","View",845.1893,637959038878874291,637959038887326184
637959038905570310,"P10","co","1",18,"f","e","Build",1824.4126,637959038887326184,637959038905570310
637959038919653497,"P10","co","1",18,"f","e","Play",1408.3187,637959038905570310,637959038919653497
637959038942608685,"P10","co","1",18,"f","e","Build",2295.5188,637959038919653497,637959038942608685
637959038955711652,"P10","co","1",18,"f","e","Play",1310.2967,637959038942608685,637959038955711652
637959038957952162,"P10","co","1",18,"f","e","View",224.051,637959038955711652,637959038957952162
637959038990654615,"P10","co","1",18,"f","e","Play",3270.2453,637959038957952162,637959038990654615
637959039008756288,"P10","co","1",18,"f","e","Build",1810.1673,637959038990654615,637959039008756288
637959039026520513,"P10","co","1",18,"f","e","Play",1776.4225,637959039008756288,637959039026520513
637959039055224880,"P10","co","1",18,"f","e","Build",2870.4367,637959039026520513,637959039055224880
637959039067774087,"P10","co","1",18,"f","e","Play",1254.9207,637959039055224880,637959039067774087
637959039103811347,"P10","co","1",18,"f","e","Build",3603.726,637959039067774087,637959039103811347
637959039120313682,"P10","co","1",18,"f","e","Play",1650.2335,637959039103811347,637959039120313682
637959039143833529,"P10","co","1",18,"f","e","Build",2351.9847,637959039120313682,637959039143833529
637959039168849193,"P10","co","1",18,"f","e","Play",2501.5664,637959039143833529,637959039168849193
637959039190514095,"P10","co","1",18,"f","e","Build",2166.4902,637959039168849193,637959039190514095
637959039212108973,"P10","co","1",18,"f","e","Play",2159.4878,637959039190514095,637959039212108973
637959039881995475,"P10","co","2",18,"f","e","Build",795.1797,637959039874043678,637959039881995475
637959039884306000,"P10","co","2",18,"f","e","Play",231.0525,637959039881995475,637959039884306000
637959039896758812,"P10","co","2",18,"f","e","View",1245.2812,637959039884306000,637959039896758812
637959039926305499,"P10","co","2",18,"f","e","Play",2954.6687,637959039896758812,637959039926305499
637959039931666714,"P10","co","2",18,"f","e","View",536.1215,637959039926305499,637959039931666714
637959039949990854,"P10","co","2",18,"f","e","Play",1832.414,637959039931666714,637959039949990854
637959039954971985,"P10","co","2",18,"f","e","View",498.1131,637959039949990854,637959039954971985
637959039958862868,"P10","co","2",18,"f","e","Play",389.0883,637959039954971985,637959039958862868
637959039972395929,"P10","co","2",18,"f","e","Build",1353.3061,637959039958862868,637959039972395929
637959040006953746,"P10","co","2",18,"f","e","Play",3455.7817,637959039972395929,637959040006953746
637959040028932155,"P10","co","2",18,"f","e","Build",2197.8409,637959040006953746,637959040028932155
637959040089724508,"P10","co","2",18,"f","e","Play",6079.2353,637959040028932155,637959040089724508
637959040134698398,"P10","co","2",18,"f","e","Build",4497.389,637959040089724508,637959040134698398
637959040150261916,"P10","co","2",18,"f","e","Play",1556.3518,637959040134698398,637959040150261916
637959040171756782,"P10","co","2",18,"f","e","Build",2149.4866,637959040150261916,637959040171756782
637959040187570359,"P10","co","2",18,"f","e","Play",1581.3577,637959040171756782,637959040187570359
637959040207124777,"P10","co","2",18,"f","e","Build",1955.4418,637959040187570359,637959040207124777
637959040223878572,"P10","co","2",18,"f","e","Play",1675.3795,637959040207124777,637959040223878572
637959040243993125,"P10","co","2",18,"f","e","Build",2011.4553,637959040223878572,637959040243993125
637959040270489112,"P10","co","2",18,"f","e","Play",2649.5987,637959040243993125,637959040270489112
637959040291417274,"P10","co","2",18,"f","e","Build",2092.8162,637959040270489112,637959040291417274
637959040310521600,"P10","co","2",18,"f","e","Play",1910.4326,637959040291417274,637959040310521600
637959040327015324,"P10","co","2",18,"f","e","Build",1649.3724,637959040310521600,637959040327015324
637959040343939158,"P10","co","2",18,"f","e","Play",1692.3834,637959040327015324,637959040343939158
637959040358542458,"P10","co","2",18,"f","e","Build",1460.33,637959040343939158,637959040358542458
637959040378116890,"P10","co","2",18,"f","e","Play",1957.4432,637959040358542458,637959040378116890
637959040393490361,"P10","co","2",18,"f","e","Build",1537.3471,637959040378116890,637959040393490361
637959040408143681,"P10","co","2",18,"f","e","Play",1465.332,637959040393490361,637959040408143681
637959040421926798,"P10","co","2",18,"f","e","Build",1378.3117,637959040408143681,637959040421926798
637959040441525432,"P10","co","2",18,"f","e","Play",1959.8634,637959040421926798,637959040441525432
637959040455518598,"P10","co","2",18,"f","e","Build",1399.3166,637959040441525432,637959040455518598
637959040469851841,"P10","co","2",18,"f","e","Play",1433.3243,637959040455518598,637959040469851841
