"Participant","Condition","Trial","Age","Gender","Group","MovementTime","PlaceStart","PlaceEnd","Color"
"P18","s","31",31,"f","c",239.3576,637980707642940843,637980707645334419,"blue"
"P18","s","31",31,"f","c",300.9555,637980707666479839,637980707669489394,"red"
"P18","s","31",31,"f","c",376.2037,637980707689994782,637980707693756819,"blue"
"P18","s","31",31,"f","c",140.6233,637980707715118189,637980707716524422,"blue"
"P18","s","31",31,"f","c",118.6816,637980707762872442,637980707764059258,"red"
"P18","s","31",31,"f","c",167.862,637980707777820843,637980707779499463,"red"
"P18","s","31",31,"f","c",372.5094,637980707868169455,637980707871894549,"blue"
"P18","s","31",31,"f","c",327.5984,637980707897056752,637980707900332736,"gray"
"P18","s","31",31,"f","c",372.661,637980707915602539,637980707919329149,"gray"
"P18","s","31",31,"f","c",107.7124,637980707959003591,637980707960080715,"blue"
"P18","s","31",31,"f","c",71.8059,637980707977792527,637980707978510586,"red"
"P18","s","31",31,"f","c",451.2985,637980708004766379,637980708009279364,"gray"
"P18","s","31",31,"f","c",316.4633,637980708030328348,637980708033492981,"gold"
"P18","s","31",31,"f","c",606.8403,637980708069402995,637980708075471398,"red"
"P18","s","31",31,"f","c",571.7072,637980708097964687,637980708103681759,"gray"
"P18","s","31",31,"f","c",117.6836,637980708127717597,637980708128894433,"gray"
"P18","s","31",31,"f","c",328.6255,637980708144263895,637980708147550150,"blue"
"P18","s","31",31,"f","c",148.6062,637980708167603178,637980708169089240,"red"
"P18","s","31",31,"f","c",358.3647,637980708181503252,637980708185086899,"gray"
"P18","s","31",31,"f","c",217.9629,637980708198896594,637980708201076223,"gray"
"P18","s","31",31,"f","c",0,637980708252224348,637980708252224348,"blue"
"P18","s","1",31,"f","c",83.2936,637980708275881597,637980708276714533,"gray"
"P18","s","31",31,"f","c",251.0576,637980708318624978,637980708321135554,"blue"
"P18","s","31",31,"f","c",139.2337,637980708353725156,637980708355117493,"red"
"P18","s","2",31,"f","c",375.5936,637980708850903064,637980708854659000,"blue"
"P18","s","2",31,"f","c",328.0517,637980708873147610,637980708876428127,"blue"
"P18","s","2",31,"f","c",517.5829,637980708900463652,637980708905639481,"gray"
"P18","s","2",31,"f","c",250.1754,637980708921797587,637980708924299341,"red"
"P18","s","2",31,"f","c",368.5359,637980708940770955,637980708944456314,"red"
"P18","s","2",31,"f","c",451.9931,637980708958205564,637980708962725495,"gray"
"P18","s","2",31,"f","c",177.0375,637980708995944010,637980708997714385,"gray"
"P18","s","2",31,"f","c",77.3318,637980709013314638,637980709014087956,"gray"
"P18","s","2",31,"f","c",323.6362,637980709032280505,637980709035516867,"gray"
"P18","s","2",31,"f","c",417.8792,637980709053723326,637980709057902118,"blue"
"P18","s","2",31,"f","c",634.4689,637980709097027148,637980709103371837,"blue"
"P18","s","2",31,"f","c",345.0748,637980709118353248,637980709121803996,"red"
"P18","s","2",31,"f","c",129.6528,637980709139124807,637980709140421335,"red"
"P18","s","2",31,"f","c",539.5575,637980709155899499,637980709161295074,"gray"
"P18","s","2",31,"f","c",217.4166,637980709190887524,637980709193061690,"blue"
"P18","s","2",31,"f","c",283.7455,637980709216986473,637980709219823928,"blue"
"P18","s","2",31,"f","c",572.678,637980709232311045,637980709238037825,"gray"
"P18","s","2",31,"f","c",437.8504,637980709267864153,637980709272242657,"blue"
"P18","s","2",31,"f","c",449.6812,637980709293959921,637980709298456733,"gray"
"P18","s","2",31,"f","c",240.8907,637980709327482022,637980709329890929,"gray"
"P18","s","2",31,"f","c",340.0879,637980709462305446,637980709465706325,"red"
"P18","s","2",31,"f","c",311.1645,637980709481424369,637980709484536014,"red"
"P18","s","2",31,"f","c",304.6898,637980709499202148,637980709502249046,"gray"
"P18","s","2",31,"f","c",210.4849,637980709514528654,637980709516633503,"gold"
"P18","s","2",31,"f","c",1084.1136,637980709533829561,637980709544670697,"blue"
"P18","s","2",31,"f","c",681.899,637980709567060774,637980709573879764,"red"
"P18","s","2",31,"f","c",872.2054,637980709747961577,637980709756683631,"blue"
"P18","s","2",31,"f","c",250.7118,637980709777614607,637980709780121725,"gray"
"P18","s","2",31,"f","c",173.2853,637980709794717091,637980709796449944,"blue"
"P18","s","2",31,"f","c",417.3613,637980709807487311,637980709811660924,"blue"
"P18","s","2",31,"f","c",405.6965,637980709841252569,637980709845309534,"red"
"P18","co","1",31,"f","c",232.3774,637980715255743952,637980715258067726,"red"
"P18","co","1",31,"f","c",216.4261,637980715290943643,637980715293107904,"red"
"P18","co","1",31,"f","c",378.0042,637980715518047236,637980715521827278,"gray"
"P18","co","1",31,"f","c",683.206,637980715554928182,637980715561760242,"gray"
"P18","co","1",31,"f","c",111.8723,637980715608789556,637980715609908279,"red"
"P18","co","1",31,"f","c",227.9569,637980715623452034,637980715625731603,"red"
"P18","co","1",31,"f","c",530.796,637980715638644875,637980715643952835,"gray"
"P18","co","1",31,"f","c",360.5686,637980715778503155,637980715782108841,"red"
"P18","co","1",31,"f","c",0,637980715826908452,637980715826908452,"red"
"P18","co","1",31,"f","c",416.361,637980715846572688,637980715850736298,"gray"
"P18","co","1",31,"f","c",557.0144,637980715947852054,637980715953422198,"gray"
"P18","co","1",31,"f","c",343.6843,637980716027896888,637980716031333731,"red"
"P18","co","1",31,"f","c",382.9271,637980716135661521,637980716139490792,"red"
"P18","co","1",31,"f","c",360.0392,637980716175541827,637980716179142219,"red"
"P18","co","2",31,"f","c",533.5722,637980717753233145,637980717758568867,"gray"
"P18","co","2",31,"f","c",67.3254,637980717809324448,637980717809997702,"red"
"P19","s","1",30,"f","c",0,637980724931469536,637980724931469536,"red"
"P19","s","1",30,"f","c",0,637980724959782347,637980724959782347,"red"
"P19","s","1",30,"f","c",0,637980724978673906,637980724978673906,"blue"
"P19","s","1",30,"f","c",0,637980724999325014,637980724999325014,"red"
"P19","s","1",30,"f","c",544.0488,637980725029874184,637980725035314672,"blue"
"P19","s","1",30,"f","c",190.4884,637980725073603096,637980725075507980,"blue"
"P19","s","1",30,"f","c",0,637980725104724589,637980725104724589,"blue"
"P19","s","1",30,"f","c",0,637980725141151761,637980725141151761,"gray"
"P19","s","1",30,"f","c",0,637980725163130821,637980725163130821,"gray"
"P19","s","1",30,"f","c",445.3168,637980725205323998,637980725209777166,"red"
"P19","s","1",30,"f","c",0,637980725261212831,637980725261212831,"red"
"P19","s","1",30,"f","c",1027.1464,637980725285080080,637980725295351544,"gray"
"P19","s","1",30,"f","c",0,637980725317402005,637980725317402005,"gold"
"P19","s","1",30,"f","c",572.6283,637980725343268171,637980725348994454,"gray"
"P19","s","1",30,"f","c",239.7692,637980725364812404,637980725367210096,"gray"
"P19","s","1",30,"f","c",690.4143,637980725400339309,637980725407243452,"gray"
"P19","s","1",30,"f","c",0,637980725432233572,637980725432233572,"gray"
"P19","s","1",30,"f","c",461.2479,637980725485210062,637980725489822541,"blue"
"P19","s","1",30,"f","c",0,637980725506871344,637980725506871344,"red"
"P19","s","1",30,"f","c",267.6946,637980725547612235,637980725550289181,"blue"
"P19","s","1",30,"f","c",728.6369,637980725568160938,637980725575447307,"gray"
"P19","s","1",30,"f","c",299.1977,637980725598050482,637980725601042459,"gray"
"P19","s","1",30,"f","c",412.1914,637980725639134207,637980725643256121,"red"
"P19","s","1",30,"f","c",0,637980725669228642,637980725669228642,"gray"
"P19","s","1",30,"f","c",729.5698,637980725713531945,637980725720827643,"blue"
"P19","s","1",30,"f","c",398.9468,637980725741537518,637980725745526986,"red"
"P19","s","1",30,"f","c",0,637980725762864332,637980725762864332,"blue"
"P19","s","2",30,"f","c",0,637980726567594219,637980726567594219,"blue"
"P19","s","2",30,"f","c",422.8945,637980726626780061,637980726631009006,"blue"
"P19","s","2",30,"f","c",211.4965,637980726678312587,637980726680427552,"red"
"P19","s","2",30,"f","c",711.4094,637980726720964555,637980726728078649,"red"
"P19","s","2",30,"f","c",0,637980726750955608,637980726750955608,"red"
"P19","s","2",30,"f","c",0,637980726788260882,637980726788260882,"blue"
"P19","s","2",30,"f","c",550.6865,637980726811032955,637980726816539820,"blue"
"P19","s","2",30,"f","c",836.9992,637980726876137423,637980726884507415,"red"
"P19","s","2",30,"f","c",550.3213,637980726902435035,637980726907938248,"blue"
"P19","s","2",30,"f","c",318.2956,637980726948183299,637980726951366255,"gray"
"P19","s","2",30,"f","c",300.8368,637980726976065488,637980726979073856,"gray"
"P19","s","2",30,"f","c",550.5219,637980727002607959,637980727008113178,"gray"
"P19","s","2",30,"f","c",705.538,637980727029043692,637980727036099072,"red"
"P19","s","2",30,"f","c",427.6156,637980727059587557,637980727063863713,"blue"
"P19","s","2",30,"f","c",288.8102,637980727082574082,637980727085462184,"blue"
"P19","s","2",30,"f","c",317.0403,637980727106563325,637980727109733728,"red"
"P19","s","2",30,"f","c",399.9304,637980727122563304,637980727126562608,"gray"
"P19","s","2",30,"f","c",539.4636,637980727166310560,637980727171705196,"red"
"P19","s","2",30,"f","c",506.8177,637980727203066565,637980727208134742,"gold"
"P19","s","2",30,"f","c",1016.1268,637980727311140821,637980727321302089,"gray"
"P19","s","2",30,"f","c",608.1254,637980727368867399,637980727374948653,"blue"
"P19","s","2",30,"f","c",200.4388,637980727394771235,637980727396775623,"gray"
"P19","s","2",30,"f","c",212.7321,637980727417303083,637980727419430404,"gray"
"P19","s","2",30,"f","c",0,637980727435190581,637980727435190581,"gray"
"P19","s","2",30,"f","c",0,637980727455742014,637980727455742014,"red"
"P19","s","2",30,"f","c",583.9721,637980727478829248,637980727484668969,"blue"
"P19","co","1",30,"f","c",0,637980730868700175,637980730868700175,"red"
"P19","co","1",30,"f","c",0,637980730917450952,637980730917450952,"gray"
"P19","co","1",30,"f","c",401.9597,637980730967309217,637980730971328814,"red"
"P19","co","1",30,"f","c",0,637980730995985480,637980730995985480,"red"
"P19","co","1",30,"f","c",44.8781,637980731122580045,637980731123028826,"red"
"P19","co","1",30,"f","c",378.4891,637980731147351307,637980731151136198,"red"
"P19","co","1",30,"f","c",1150.5213,637980731199433419,637980731210938632,"gray"
"P19","co","1",30,"f","c",820.8455,637980731404581014,637980731412789469,"red"
"P19","co","1",30,"f","c",54.8543,637980731506521839,637980731507070382,"red"
"P2","s","1",19,"m","e",429.0957,637962641923306402,637962641927597359,"red"
"P2","s","1",19,"m","e",133.0307,637962641951762786,637962641953093093,"red"
"P2","s","1",19,"m","e",258.0572,637962641967376290,637962641969956862,"blue"
"P2","s","1",19,"m","e",431.0968,637962641986810645,637962641991121613,"blue"
"P2","s","1",19,"m","e",646.1443,637962642004514628,637962642010976071,"gray"
"P2","s","1",19,"m","e",376.0846,637962642084772636,637962642088533482,"gray"
"P2","s","1",19,"m","e",351.0788,637962642113519087,637962642117029875,"blue"
"P2","s","1",19,"m","e",248.5639,637962642158179116,637962642160664755,"red"
"P2","s","1",19,"m","e",228.3475,637962642179709030,637962642181992505,"blue"
"P2","s","1",19,"m","e",524.1184,637962642197163812,637962642202404996,"gray"
"P2","s","1",19,"m","e",552.1248,637962642220389022,637962642225910270,"red"
"P2","s","1",19,"m","e",599.1351,637962642249566902,637962642255558253,"red"
"P2","s","1",19,"m","e",144.0321,637962642273462272,637962642274902593,"gray"
"P2","s","1",19,"m","e",475.1049,637962642300028252,637962642304779301,"gold"
"P2","s","1",19,"m","e",966.2171,637962642326854255,637962642336516426,"gray"
"P2","s","1",19,"m","e",886.1996,637962642364312667,637962642373174663,"gray"
"P2","s","1",19,"m","e",272.0615,637962642401010901,637962642403731516,"gray"
"P2","s","1",19,"m","e",477.1073,637962642431227686,637962642435998759,"gray"
"P2","s","1",19,"m","e",237.0528,637962642460034149,637962642462404677,"red"
"P2","s","1",19,"m","e",936.2108,637962642512184630,637962642521546738,"blue"
"P2","s","1",19,"m","e",309.0693,637962642547621043,637962642550711736,"blue"
"P2","s","1",19,"m","e",679.1526,637962642725149619,637962642731941145,"red"
"P2","s","1",19,"m","e",439.0999,637962642761597800,637962642765988799,"red"
"P2","s","1",19,"m","e",476.8407,637962642785241749,637962642790010156,"blue"
"P2","s","1",19,"m","e",210.1597,637962642808666124,637962642810767721,"red"
"P2","s","2",19,"m","e",382.0857,637962643621437671,637962643625258528,"red"
"P2","s","2",19,"m","e",0,637962643645152991,637962643645152991,"blue"
"P2","s","2",19,"m","e",881.1988,637962643660336401,637962643669148389,"red"
"P2","s","2",19,"m","e",909.721,637962643707066898,637962643716164108,"red"
"P2","s","2",19,"m","e",291.0656,637962643737306689,637962643740217345,"gray"
"P2","s","2",19,"m","e",896.2015,637962643757591245,637962643766553260,"gray"
"P2","s","2",19,"m","e",1106.2494,637962643838050652,637962643849113146,"gray"
"P2","s","2",19,"m","e",1048.2359,637962643937913067,637962643948395426,"blue"
"P2","s","2",19,"m","e",443.1005,637962643971070506,637962643975501511,"red"
"P2","s","2",19,"m","e",549.1235,637962644044166916,637962644049658151,"blue"
"P2","s","2",19,"m","e",831.7735,637962644143887539,637962644152205274,"blue"
"P2","s","2",19,"m","e",841.6294,637962644201310237,637962644209726531,"gold"
"P2","s","2",19,"m","e",589.1335,637962644224849934,637962644230741269,"gray"
"P2","s","2",19,"m","e",1050.2361,637962644259867794,637962644270370155,"blue"
"P2","s","2",19,"m","e",584.1338,637962644293515341,637962644299356679,"red"
"P2","s","2",19,"m","e",599.1373,637962644345787076,637962644351778449,"gray"
"P2","s","2",19,"m","e",506.1141,637962644371912941,637962644376974082,"gray"
"P2","s","2",19,"m","e",539.1201,637962644393997906,637962644399389107,"gray"
"P2","s","2",19,"m","e",427.0971,637962644416102868,637962644420373839,"red"
"P2","s","2",19,"m","e",466.1061,637962644433306719,637962644437967780,"blue"
"P2","s","2",19,"m","e",664.1492,637962644454511479,637962644461152971,"blue"
"P2","s","2",19,"m","e",1864.9267,637962644520716340,637962644539365607,"red"
"P2","s","2",19,"m","e",500.114,637962644560916830,637962644565917970,"blue"
"P2","s","2",19,"m","e",318.8269,637962644613572555,637962644616760824,"blue"
"P2","s","2",19,"m","e",641.1455,637962644640329609,637962644646741064,"red"
"P2","co","2",19,"m","e",172.0386,637962647508324666,637962647510045052,"red"
"P2","co","2",19,"m","e",1920.4317,637962647549413888,637962647568618205,"red"
"P2","co","2",19,"m","e",1363.811,637962647607066834,637962647620704944,"red"
"P20","s","1",25,"m","c",351.5751,637980747947980550,637980747951496301,"red"
"P20","s","1",25,"m","c",166.0627,637980747979424298,637980747981084925,"blue"
"P20","s","1",25,"m","c",0,637980748020959042,637980748020959042,"blue"
"P20","s","1",25,"m","c",233.9526,637980748043384471,637980748045723997,"blue"
"P20","s","1",25,"m","c",712.3197,637980748070920165,637980748078043362,"red"
"P20","s","1",25,"m","c",144.6115,637980748105909646,637980748107355761,"blue"
"P20","s","1",25,"m","c",117.6842,637980748148111979,637980748149288821,"gold"
"P20","s","1",25,"m","c",69.321,637980748160320065,637980748161013275,"gold"
"P20","s","1",25,"m","c",1983.9177,637980748316032897,637980748335872074,"blue"
"P20","s","1",25,"m","c",12.965,637980748359909004,637980748360038654,"red"
"P20","s","1",25,"m","c",500.3849,637980748457533406,637980748462537255,"gray"
"P20","s","1",25,"m","c",1754.6177,637980748678659363,637980748696205540,"red"
"P20","s","1",25,"m","c",243.9862,637980748808596838,637980748811036700,"blue"
"P20","s","1",25,"m","c",561.5399,637980748834908187,637980748840523586,"red"
"P20","s","1",25,"m","c",727.5534,637980748871676428,637980748878951962,"gray"
"P20","s","1",25,"m","c",1977.3873,637980748911092193,637980748930866066,"red"
"P20","s","1",25,"m","c",0,637980748968291067,637980748968291067,"red"
"P20","s","1",25,"m","c",0,637980748992177227,637980748992177227,"gray"
"P20","s","1",25,"m","c",1232.9961,637980749059036924,637980749071366885,"red"
"P20","s","1",25,"m","c",645.2207,637980749107332601,637980749113784808,"gray"
"P20","s","1",25,"m","c",477.8192,637980749153312832,637980749158091024,"blue"
"P20","s","1",25,"m","c",720.9989,637980749315357053,637980749322567042,"gray"
"P20","s","1",25,"m","c",717.6001,637980749348885362,637980749356061363,"gray"
"P20","s","1",25,"m","c",611.451,637980749376652650,637980749382767160,"gray"
"P20","s","1",25,"m","c",587.4282,637980749406773246,637980749412647528,"gray"
"P20","s","1",25,"m","c",476.6293,637980749454185858,637980749458952151,"gold"
"P20","s","1",25,"m","c",621.3331,637980749516713810,637980749522927141,"blue"
"P20","s","1",25,"m","c",861.9928,637980749546684264,637980749555304192,"blue"
"P20","s","1",25,"m","c",421.6907,637980749581462692,637980749585679599,"gold"
"P20","s","1",25,"m","c",478.5153,637980749618885360,637980749623670513,"gray"
"P20","s","1",25,"m","c",466.0624,637980749697297842,637980749701958466,"red"
"P20","s","1",25,"m","c",0,637980749727279207,637980749727279207,"blue"
"P20","s","1",25,"m","c",0,637980749750715158,637980749750715158,"red"
"P20","s","2",25,"m","c",0,637980750452046525,637980750452046525,"blue"
"P20","s","2",25,"m","c",1072.9653,637980750515343469,637980750526073122,"red"
"P20","s","2",25,"m","c",521.38,637980750548235079,637980750553448879,"gray"
"P20","s","2",25,"m","c",555.9492,637980750587985573,637980750593545065,"gold"
"P20","s","2",25,"m","c",428.208,637980750612974682,637980750617256762,"blue"
"P20","s","2",25,"m","c",422.8952,637980750655055394,637980750659284346,"gray"
"P20","s","2",25,"m","c",688.4918,637980750704156087,637980750711041005,"blue"
"P20","s","2",25,"m","c",557.0861,637980750759896926,637980750765467787,"blue"
"P20","s","2",25,"m","c",356.6094,637980750793876680,637980750797442774,"red"
"P20","s","2",25,"m","c",377.739,637980750822423842,637980750826201232,"red"
"P20","s","2",25,"m","c",1300.3749,637980750872848084,637980750885851833,"blue"
"P20","s","2",25,"m","c",399.9573,637980750907284805,637980750911284378,"blue"
"P20","s","2",25,"m","c",974.7137,637980750928638236,637980750938385373,"red"
"P20","s","2",25,"m","c",498.1727,637980751000361853,637980751005343580,"red"
"P20","s","2",25,"m","c",423.1576,637980751042994303,637980751047225879,"blue"
"P20","s","2",25,"m","c",464.9087,637980751067774163,637980751072423250,"blue"
"P20","s","2",25,"m","c",379.9777,637980751109730645,637980751113530422,"gray"
"P20","s","2",25,"m","c",520.4035,637980751130486084,637980751135690119,"gray"
"P20","s","2",25,"m","c",0,637980751153509067,637980751153509067,"gray"
"P20","s","2",25,"m","c",0,637980751175720218,637980751175720218,"gray"
"P20","s","2",25,"m","c",451.0797,637980751200701445,637980751205212242,"gray"
"P20","s","2",25,"m","c",627.7326,637980751245570751,637980751251848077,"gray"
"P20","s","2",25,"m","c",351.7677,637980751266554636,637980751270072313,"gold"
"P20","s","2",25,"m","c",497.6129,637980751321227807,637980751326203936,"gray"
"P20","s","2",25,"m","c",532.9158,637980751390063926,637980751395393084,"gray"
"P20","s","2",25,"m","c",1358.3195,637980751474471603,637980751488054798,"red"
"P20","s","2",25,"m","c",718.4301,637980751525364727,637980751532549028,"gold"
"P20","s","2",25,"m","c",1571.6525,637980751594859896,637980751610576421,"red"
"P20","s","2",25,"m","c",218.2705,637980751623615349,637980751625798054,"blue"
"P20","s","2",25,"m","c",260.3014,637980751634775376,637980751637378390,"red"
"P20","s","2",25,"m","c",556.1278,637980751736673164,637980751742234442,"red"
"P20","s","2",25,"m","c",0,637980751785324823,637980751785324823,"red"
"P20","s","2",25,"m","c",539.3992,637980751817866107,637980751823260099,"gray"
"P20","s","2",25,"m","c",929.532,637980751848169839,637980751857465159,"gray"
"P20","s","2",25,"m","c",510.165,637980751887060848,637980751892162498,"gray"
"P20","s","2",25,"m","c",810.3617,637980751913155009,637980751921258626,"red"
"P20","s","2",25,"m","c",482.7061,637980751942143756,637980751946970817,"gold"
"P20","s","2",25,"m","c",50.863,637980751952685909,637980751953194539,"gray"
"P20","s","2",25,"m","c",528.5895,637980751953294556,637980751958580451,"gray"
"P20","s","2",25,"m","c",484.839,637980752019202052,637980752024050442,"gray"
"P20","s","2",25,"m","c",488.6889,637980752048979771,637980752053866660,"blue"
"P20","s","2",25,"m","c",761.8582,637980752072623478,637980752080242060,"red"
"P20","s","2",25,"m","c",606.8226,637980752126603308,637980752132671534,"blue"
"P20","s","2",25,"m","c",367.0285,637980752153490008,637980752157160293,"red"
"P20","co","1",25,"m","c",0,637980754550378736,637980754550378736,"red"
"P20","co","1",25,"m","c",646.0163,637980754609223015,637980754615683178,"red"
"P20","co","1",25,"m","c",1977.6382,637980754661327452,637980754681103834,"red"
"P20","co","1",25,"m","c",0,637980754707955843,637980754707955843,"red"
"P20","co","1",25,"m","c",1066.7154,637980754755393488,637980754766060642,"red"
"P20","co","1",25,"m","c",1989.7709,637980754798244742,637980754818142451,"red"
"P20","co","1",25,"m","c",801.1832,637980754943739411,637980754951751243,"gray"
"P20","co","1",25,"m","c",473.2709,637980754993607966,637980754998340675,"gray"
"P20","co","1",25,"m","c",477.9815,637980755041590913,637980755046370728,"gray"
"P20","co","1",25,"m","c",877.5156,637980755069590258,637980755078365414,"gray"
"P20","co","1",25,"m","c",864.8716,637980755111790131,637980755120438847,"red"
"P20","co","1",25,"m","c",633.1027,637980755221181174,637980755227512201,"gray"
"P20","co","1",25,"m","c",1878.3393,637980755330777583,637980755349560976,"red"
"P20","co","1",25,"m","c",679.3779,637980755378649495,637980755385443274,"gray"
"P20","co","2",25,"m","c",0,637980756369756107,637980756369756107,"red"
"P21","s","1",25,"m","c",245.3386,637981618530631317,637981618533084703,"blue"
"P21","s","1",25,"m","c",0,637981618599695482,637981618599695482,"gray"
"P21","s","1",25,"m","c",0,637981618647477361,637981618647477361,"red"
"P21","s","1",25,"m","c",210.4028,637981618702116824,637981618704220852,"blue"
"P21","s","1",25,"m","c",141.6179,637981618727417672,637981618728833851,"blue"
"P21","s","1",25,"m","c",488.6802,637981618748087431,637981618752974233,"blue"
"P21","s","1",25,"m","c",611.5696,637981618796836883,637981618802952579,"red"
"P21","s","1",25,"m","c",623.697,637981618885789531,637981618892026501,"gray"
"P21","s","1",25,"m","c",101.701,637981618961539237,637981618962556247,"red"
"P21","s","1",25,"m","c",322.1302,637981619009632727,637981619012854029,"blue"
"P21","s","1",25,"m","c",907.2246,637981619061816507,637981619070888753,"gray"
"P21","s","1",25,"m","c",499.6511,637981619144784839,637981619149781350,"gray"
"P21","s","1",25,"m","c",684.8353,637981619231182942,637981619238031295,"gray"
"P21","s","1",25,"m","c",388.9504,637981619311594262,637981619315483766,"gray"
"P21","s","1",25,"m","c",685.6877,637981619357773104,637981619364629981,"blue"
"P21","s","1",25,"m","c",795.3661,637981619397104916,637981619405058577,"gray"
"P21","s","1",25,"m","c",225.3921,637981619424570580,637981619426824501,"gray"
"P21","s","1",25,"m","c",529.734,637981619491720762,637981619497018102,"gray"
"P21","s","1",25,"m","c",5.9844,637981619513720099,637981619513779943,"gray"
"P21","s","1",25,"m","c",0,637981619545486558,637981619545486558,"gray"
"P21","s","1",25,"m","c",389.5483,637981619587681262,637981619591576745,"blue"
"P21","s","1",25,"m","c",0,637981619641547018,637981619641547018,"red"
"P21","s","1",25,"m","c",640.0615,637981619699623718,637981619706024333,"blue"
"P21","s","1",25,"m","c",628.5598,637981619731386097,637981619737671695,"red"
"P21","s","1",25,"m","c",679.1764,637981619768041143,637981619774832907,"gold"
"P21","s","1",25,"m","c",796.8599,637981619898072789,637981619906041388,"gray"
"P21","s","1",25,"m","c",706.3109,637981620064349209,637981620071412318,"red"
"P21","s","1",25,"m","c",706.103,637981620115218173,637981620122279203,"blue"
"P21","s","1",25,"m","c",716.0473,637981620209847916,637981620217008389,"blue"
"P21","s","1",25,"m","c",450.7892,637981620326888818,637981620331396710,"blue"
"P21","s","1",25,"m","c",339.0902,637981620362987852,637981620366378754,"blue"
"P21","s","1",25,"m","c",593.4067,637981620422528273,637981620428462340,"red"
"P21","s","1",25,"m","c",317.1483,637981620455053895,637981620458225378,"red"
"P21","s","1",25,"m","c",1061.426,637981620491044601,637981620501658861,"red"
"P21","s","1",25,"m","c",573.4602,637981620577327365,637981620583061967,"blue"
"P21","s","1",25,"m","c",266.2833,637981620694947877,637981620697610710,"blue"
"P21","s","1",25,"m","c",319.6388,637981621232494555,637981621235690943,"blue"
"P21","s","1",25,"m","c",352.0552,637981621259891197,637981621263411749,"red"
"P21","s","1",25,"m","c",0,637981621294992994,637981621294992994,"red"
"P21","s","1",25,"m","c",678.1511,637981621332417610,637981621339199121,"blue"
"P21","s","1",25,"m","c",540.5495,637981621366287680,637981621371693175,"red"
"P21","s","2",25,"m","c",1917.2582,637981621401833030,637981621421005612,"blue"
"P21","s","1",25,"m","c",495.1783,637981621451477414,637981621456429197,"red"
"P21","s","1",25,"m","c",395.9367,637981621496672343,637981621500631710,"gray"
"P21","s","1",25,"m","c",173.5392,637981621521548021,637981621523283413,"gray"
"P21","s","1",25,"m","c",333.872,637981621535879585,637981621539218305,"gray"
"P21","s","1",25,"m","c",1148.9321,637981621568771684,637981621580261005,"blue"
"P21","s","1",25,"m","c",1928.3342,637981621653597157,637981621672880499,"red"
"P21","s","1",25,"m","c",439.4919,637981621705252093,637981621709647012,"blue"
"P21","s","1",25,"m","c",639.282,637981621736238830,637981621742631650,"red"
"P21","s","1",25,"m","c",906.2516,637981621848403116,637981621857465632,"gray"
"P21","s","1",25,"m","c",555.0181,637981621890278399,637981621895828580,"red"
"P21","s","1",25,"m","c",384.2234,637981621926033816,637981621929876050,"gray"
"P21","s","1",25,"m","c",149.598,637981621953593946,637981621955089926,"gray"
"P21","s","1",25,"m","c",440.8165,637981621986995461,637981621991403626,"gray"
"P21","s","1",25,"m","c",608.0464,637981622013970605,637981622020051069,"gray"
"P21","s","1",25,"m","c",417.2622,637981622044646808,637981622048819430,"gray"
"P21","s","1",25,"m","c",1588.0559,637981622123163040,637981622139043599,"gray"
"P21","s","1",25,"m","c",929.0102,637981622164705060,637981622173995162,"gray"
"P21","s","1",25,"m","c",206.4458,637981622198572308,637981622200636766,"gold"
"P21","s","1",25,"m","c",351.5111,637981622257761501,637981622261276612,"gold"
"P21","s","1",25,"m","c",905.5731,637981622291756953,637981622300812684,"gray"
"P21","s","1",25,"m","c",751.5644,637981622349942365,637981622357458009,"red"
"P21","s","2",25,"m","c",628.9013,637981622384706876,637981622390995889,"blue"
"P21","s","1",25,"m","c",1228.3732,637981622420573313,637981622432857045,"red"
"P21","s","1",25,"m","c",1349.8093,637981622473560155,637981622487058248,"blue"
"P21","s","1",25,"m","c",1185.0583,637981622524527708,637981622536378291,"red"
"P21","s","2",25,"m","c",650.9239,637981622564736628,637981622571245867,"blue"
"P21","co","1",25,"m","c",943.7309,637981626059351909,637981626068789218,"red"
"P21","co","1",25,"m","c",0,637981626303465680,637981626303465680,"red"
"P21","co","1",25,"m","c",773.9293,637981626383630846,637981626391370139,"red"
"P21","co","1",25,"m","c",178.4944,637981626426726486,637981626428511430,"red"
"P21","co","1",25,"m","c",0,637981626609092988,637981626609092988,"red"
"P21","co","1",25,"m","c",0,637981626650195196,637981626650195196,"red"
"P21","co","1",25,"m","c",0,637981626693060675,637981626693060675,"red"
"P21","co","1",25,"m","c",0,637981626731258778,637981626731258778,"red"
"P21","co","1",25,"m","c",321.6834,637981627011355648,637981627014572482,"red"
"P21","co","1",25,"m","c",484.6732,637981627324302645,637981627329149377,"gray"
"P21","co","1",25,"m","c",250.3231,637981627456021498,637981627458524729,"gray"
"P21","co","1",25,"m","c",239.8859,637981627509552103,637981627511950962,"gray"
"P21","co","1",25,"m","c",0,637981627556319398,637981627556319398,"gray"
"P21","co","1",25,"m","c",395.2406,637981627731782869,637981627735735275,"gray"
"P21","co","2",25,"m","c",738.2531,637981628497408724,637981628504791255,"red"
"P21","co","2",25,"m","c",0,637981628563711147,637981628563711147,"red"
"P21","co","2",25,"m","c",473.2287,637981628631783495,637981628636515782,"red"
"P21","co","2",25,"m","c",345.6288,637981628668762532,637981628672218820,"red"
