TimeStamp,participant,Condition,Tiral,Age,Gender,SessionTime,Event, xPos, yPos, zPos, Group
637988503989470133,P25,tut,1,26,m,300,Game Start,c
637988504010710040,P25,tut,1,26,m,,looking at gold cube,1.390015,23.98152,-3.12,c
637988504011270030,P25,tut,1,26,m,,looking at gold cube,1.390015,23.81458,-3.12,c
637988504011490028,P25,tut,1,26,m,,looking at gold cube,1.390015,23.74821,-3.12,c
637988504011600029,P25,tut,1,26,m,,looking at gold cube,1.390015,23.71492,-3.12,c
637988504011710029,P25,tut,1,26,m,,looking at gold cube,1.390015,23.68161,-3.12,c
637988504011820029,P25,tut,1,26,m,,looking at gold cube,1.390015,23.64825,-3.12,c
637988504011930030,P25,tut,1,26,m,,looking at gold cube,1.390015,23.61494,-3.12,c
637988504012040020,P25,tut,1,26,m,,looking at gold cube,1.390015,23.58165,-3.12,c
637988504012160027,P25,tut,1,26,m,,looking at gold cube,1.390015,23.54818,-3.12,c
637988504012270030,P25,tut,1,26,m,,looking at gold cube,1.390015,23.51481,-3.12,c
637988504012380028,P25,tut,1,26,m,,looking at gold cube,1.390015,23.48162,-3.12,c
637988504012490025,P25,tut,1,26,m,,looking at gold cube,1.390015,23.44835,-3.12,c
637988504012600024,P25,tut,1,26,m,,looking at gold cube,1.390015,23.41501,-3.12,c
637988504012710023,P25,tut,1,26,m,,looking at gold cube,1.390015,23.38161,-3.12,c
637988504012820023,P25,tut,1,26,m,,looking at gold cube,1.390015,23.34819,-3.12,c
637988504012930026,P25,tut,1,26,m,,looking at gold cube,1.390015,23.3151,-3.12,c
637988504013040021,P25,tut,1,26,m,,looking at gold cube,1.390015,23.28176,-3.12,c
637988504013150021,P25,tut,1,26,m,,looking at gold cube,1.390015,23.24835,-3.12,c
637988504013270019,P25,tut,1,26,m,,looking at gold cube,1.390015,23.21514,-3.12,c
637988504014150015,P25,tut,1,26,m,,looking at invis cube,1.389999,19.88316,2.336,c
637988504014260015,P25,tut,1,26,m,,looking at invis cube,1.389999,19.84989,2.336,c
637988504014380019,P25,tut,1,26,m,,looking at invis cube,1.389999,19.81625,2.336,c
637988504014490014,P25,tut,1,26,m,,looking at invis cube,1.389999,19.78308,2.336,c
637988504014600014,P25,tut,1,26,m,,looking at invis cube,1.389999,19.74967,2.336,c
637988504014710013,P25,tut,1,26,m,,looking at invis cube,1.389999,19.71662,2.336,c
637988504014820014,P25,tut,1,26,m,,looking at invis cube,1.389999,19.68314,2.336,c
637988504014930009,P25,tut,1,26,m,,looking at invis cube,1.389999,19.6498,2.336,c
637988504015040012,P25,tut,1,26,m,,looking at invis cube,1.389999,19.61653,2.336,c
