"Participant","Condition","Trial","Group","Event","viewSwitchCounter","startTime","endTime","eventDuration"
"nuP30","comp",2,"c","play_wall",1,638543298355914751,638543298367554479,1163.9728
"nuP30","comp",2,"c","view_wall",2,638543298367674479,638543298375814506,814.0027
"nuP30","comp",2,"c","play_wall",3,638543298376864507,638543298411704596,3484.0089
"nuP30","comp",2,"c","build_wall",6,638543298414834594,638543298426474604,1164.001
"nuP30","comp",2,"c","play_wall",8,638543298426844901,638543298440074639,1322.9738
"nuP30","comp",2,"c","build_wall",12,638543298442744621,638543298451634656,889.0035
"nuP30","comp",2,"c","play_wall",13,638543298455334661,638543298456804658,146.9997
"nuP30","comp",2,"c","view_wall",14,638543298458354985,638543298465044665,668.968
"nuP30","comp",2,"c","play_wall",15,638543298465425003,638543298477874709,1244.9706
"nuP30","comp",2,"c","build_wall",18,638543298479194693,638543298490344712,1115.0019
"nuP30","comp",2,"c","play_wall",19,638543298491374703,638543298526968968,3559.4265
"nuP30","comp",2,"c","view_wall",20,638543298527108936,638543298531850523,474.1587
"nuP30","comp",2,"c","build_wall",21,638543298540106081,638543298547820109,771.4028
"nuP30","comp",2,"c","play_wall",22,638543298550440219,638543298573607055,2316.6836
"nuP30","comp",2,"c","build_wall",23,638543298573737064,638543298585427085,1169.0021
"nuP30","comp",2,"c","play_wall",25,638543298585557081,638543298662597203,7704.0122
"nuP30","comp",2,"c","build_wall",27,638543298663677213,638543298679176683,1549.947
"nuP30","comp",2,"c","view_wall",29,638543298679316667,638543298681566695,225.0028
"nuP30","comp",2,"c","play_wall",30,638543298684496674,638543298687896705,340.0031
"nuP30","comp",2,"c","build_wall",32,638543298688006695,638543298699209159,1120.2464
"nuP30","comp",2,"c","play_wall",33,638543298699349140,638543298712319165,1297.0025
"nuP30","comp",2,"c","build_wall",34,638543298712799188,638543298732889225,2009.0037
"nuP30","comp",2,"c","play_wall",35,638543298733029214,638543298747079224,1405.001
"nuP30","comp",2,"c","build_wall",38,638543298747189231,638543298774099270,2691.0039
"nuP30","comp",2,"c","play_wall",39,638543298775059294,638543298801338206,2627.8912
"nuP30","comp",2,"c","build_wall",40,638543298801578208,638543298834943439,3336.5231
"nuP30","comp",2,"c","play_wall",41,638543298835073426,638543298848078178,1300.4752
"nuP30","comp",2,"c","build_wall",42,638543298852728162,638543298879858211,2713.0049
"nuP30","comp",2,"c","view_wall",43,638543298879998218,638543298884098223,410.0005
"nuP30","comp",2,"c","play_wall",44,638543298885828225,638543298933728302,4790.0077
"nuP30","comp",2,"c","build_wall",48,638543298935128324,638543298960118377,2499.0053
"nuP30","comp",2,"c","view_wall",49,638543298960508339,638543298966938363,643.0024
"nuP30","comp",2,"c","play_wall",50,638543298967218363,638543298982438378,1522.0015
