"Participant","Condition","Trial","Group","Event","viewSwitchCounter","startTime","endTime","eventDuration"
"sd10","comp",2,"e","view_wall",1,638264962649047194,638264962658513299,946.6105
"sd10","comp",2,"e","play_wall",3,638264962659855743,638264962679811923,1995.618
"sd10","comp",2,"e","build_wall",4,638264962680260722,638264962687592071,733.1349
"sd10","comp",2,"e","play_wall",5,638264962687941134,638264962698487872,1054.6738
"sd10","comp",2,"e","build_wall",6,638264962699181524,638264962708189509,900.7985
"sd10","comp",2,"e","play_wall",7,638264962708299541,638264962722155028,1385.5487
"sd10","comp",2,"e","build_wall",8,638264962722254736,638264962726692856,443.812
"sd10","comp",2,"e","play_wall",10,638264962727021976,638264962751044537,2402.2561
"sd10","comp",2,"e","build_wall",13,638264962751154249,638264962756990233,583.5984
"sd10","comp",2,"e","play_wall",14,638264962757450078,638264962765336613,788.6535
"sd10","comp",2,"e","build_wall",15,638264962765895118,638264962770956728,506.161
"sd10","comp",2,"e","play_wall",16,638264962772124528,638264962795339850,2321.5322
"sd10","comp",2,"e","build_wall",17,638264962795449557,638264962802232992,678.3435
"sd10","comp",2,"e","play_wall",18,638264962802532189,638264962831965815,2943.3626
"sd10","comp",2,"e","build_wall",20,638264962832414615,638264962841927664,951.3049
"sd10","comp",2,"e","play_wall",21,638264962842366723,638264962853068161,1070.1438
"sd10","comp",2,"e","build_wall",22,638264962853177868,638264962860510385,733.2517
"sd10","comp",2,"e","play_wall",23,638264962860640034,638264962880865440,2022.5406
"sd10","comp",2,"e","build_wall",25,638264962881753065,638264962892860425,1110.736
"sd10","comp",2,"e","play_wall",26,638264962892960163,638264962897999221,503.9058
"sd10","comp",2,"e","build_wall",28,638264962898178741,638264962924300293,2612.1552
"sd10","comp",2,"e","play_wall",29,638264962924419969,638264962937794818,1337.4849
"sd10","comp",2,"e","build_wall",30,638264962937914494,638264962948039359,1012.4865
"sd10","comp",2,"e","play_wall",32,638264962949525393,638264962986145596,3662.0203
"sd10","comp",2,"e","build_wall",34,638264962986474462,638264962998712614,1223.8152
"sd10","comp",2,"e","play_wall",35,638264962999142287,638264963022706768,2356.4481
"sd10","comp",2,"e","build_wall",36,638264963023025952,638264963035661815,1263.5863
"sd10","comp",2,"e","play_wall",37,638264963035996391,638264963042302766,630.6375
"sd10","comp",2,"e","build_wall",38,638264963042631888,638264963069566970,2693.5082
"sd10","comp",2,"e","play_wall",39,638264963069686407,638264963073894228,420.7821
"sd10","comp",2,"e","build_wall",40,638264963074113860,638264963080615399,650.1539
"sd10","comp",2,"e","play_wall",41,638264963081239787,638264963116086925,3484.7138
"sd10","comp",2,"e","build_wall",42,638264963116505804,638264963128397256,1189.1452
"sd10","comp",2,"e","play_wall",43,638264963128756284,638264963150650376,2189.4092
"sd10","comp",2,"e","build_wall",44,638264963151049298,638264963165403735,1435.4437
"sd10","comp",2,"e","play_wall",45,638264963167098933,638264963174671886,757.2953
"sd10","comp",2,"e","build_wall",47,638264963176147961,638264963186712663,1056.4702
"sd10","comp",2,"e","play_wall",48,638264963186832343,638264963208094661,2126.2318
"sd10","comp",2,"e","build_wall",49,638264963208194396,638264963217026494,883.2098
"sd10","comp",2,"e","play_wall",50,638264963219598751,638264963243693903,2409.5152
"sd10","comp",2,"e","build_wall",51,638264963244039157,638264963253555127,951.597
"sd10","comp",2,"e","play_wall",52,638264963253764565,638264963265576705,1181.214
"sd10","comp",2,"e","build_wall",54,638264963265686172,638264963270273888,458.7716
"sd10","comp",2,"e","play_wall",55,638264963270703051,638264963281795881,1109.283
"sd10","comp",2,"e","build_wall",56,638264963282474061,638264963289876651,740.259
"sd10","comp",2,"e","play_wall",58,638264963290196047,638264963304013955,1381.7908
"sd10","comp",2,"e","build_wall",61,638264963305775006,638264963322619067,1684.4061
"sd10","comp",2,"e","play_wall",62,638264963322728486,638264963338677424,1594.8938
"sd10","comp",2,"e","build_wall",63,638264963338807078,638264963345894826,708.7748
"sd10","comp",2,"e","play_wall",64,638264963346855847,638264963363852239,1699.6392
"sd10","comp",2,"e","build_wall",65,638264963363971914,638264963369457099,548.5185
"sd10","comp",2,"e","play_wall",66,638264963369766272,638264963379081635,931.5363
"sd10","comp",2,"e","build_wall",67,638264963379181369,638264963389068770,988.7401
"sd10","comp",2,"e","play_wall",68,638264963389397893,638264963428499523,3910.163
"sd10","comp",2,"e","build_wall",70,638264963429945652,638264963436960283,701.4631
"sd10","comp",2,"e","play_wall",71,638264963437833015,638264963453475296,1564.2281
"sd10","comp",2,"e","build_wall",74,638264963455268436,638264963462268176,699.974
"sd10","comp",2,"e","play_wall",75,638264963462378627,638264963473407727,1102.91
"sd10","comp",2,"e","build_wall",78,638264963474483085,638264963484273761,979.0676
"sd10","comp",2,"e","play_wall",79,638264963486505088,638264963493363232,685.8144
"sd10","comp",2,"e","build_wall",80,638264963493472930,638264963503602229,1012.9299
"sd10","comp",2,"e","play_wall",81,638264963503711930,638264963515252175,1154.0245
"sd10","comp",2,"e","view_wall",84,638264963515358442,638264963523061397,770.2955
"sd10","comp",2,"e","play_wall",85,638264963523510471,638264963539457226,1594.6755
"sd10","comp",2,"e","build_wall",87,638264963539796321,638264963548604481,880.816
"sd10","comp",2,"e","play_wall",88,638264963548913650,638264963570441246,2152.7596
"sd10","comp",2,"e","build_wall",89,638264963570531004,638264963577681483,715.0479
"sd10","comp",2,"e","play_wall",90,638264963577791214,638264963585106752,731.5538
"sd10","comp",2,"e","build_wall",91,638264963586228823,638264963594518544,828.9721
"sd10","comp",2,"e","play_wall",92,638264963595541275,638264963613337603,1779.6328
"sd10","comp",2,"e","build_wall",94,638264963613457281,638264963620231253,677.3972
"sd10","comp",2,"e","play_wall",95,638264963621428052,638264963630891409,946.3357
"sd10","comp",2,"e","build_wall",99,638264963631958550,638264963640136132,817.7582
"sd10","comp",2,"e","view_wall",100,638264963645001487,638264963651446047,644.456
"sd10","comp",2,"e","play_wall",101,638264963651555752,638264963659205383,764.9631
"sd10","comp",2,"e","build_wall",103,638264963659514215,638264963668506999,899.2784
"sd10","comp",2,"e","play_wall",104,638264963668806198,638264963683856203,1505.0005
"sd10","comp",2,"e","build_wall",107,638264963683965913,638264963690512317,654.6404
"sd10","comp",2,"e","play_wall",108,638264963690831472,638264963698713242,788.177
