"Participant","Condition","Trial","Group","Event","viewSwitchCounter","startTime","endTime","eventDuration"
"sdP12","comp",2,"e","play_wall",1,638265835617827264,638265835622014268,418.7004
"sdP12","comp",2,"e","view_wall",2,638265835622153894,638265835669222480,4706.8586
"sdP12","comp",2,"e","play_wall",3,638265835670715884,638265835685666703,1495.0819
"sdP12","comp",2,"e","build_wall",4,638265835687866186,638265835691233593,336.7407
"sdP12","comp",2,"e","play_wall",6,638265835692061378,638265835714239381,2217.8003
"sdP12","comp",2,"e","build_wall",7,638265835714748016,638265835726517211,1176.9195
"sdP12","comp",2,"e","play_wall",8,638265835728613643,638265835745908902,1729.5259
"sdP12","comp",2,"e","build_wall",9,638265835746028581,638265835755356157,932.7576
"sdP12","comp",2,"e","play_wall",10,638265835757355902,638265835764460732,710.483
"sdP12","comp",2,"e","build_wall",11,638265835764849692,638265835773990847,914.1155
"sdP12","comp",2,"e","play_wall",12,638265835775531796,638265835786216305,1068.4509
"sdP12","comp",2,"e","build_wall",13,638265835786475609,638265835796396920,992.1311
"sdP12","comp",2,"e","play_wall",14,638265835797012801,638265835807490098,1047.7297
"sdP12","comp",2,"e","build_wall",16,638265835807619753,638265835827620211,2000.0458
"sdP12","comp",2,"e","play_wall",17,638265835828268479,638265835838641668,1037.3189
"sdP12","comp",2,"e","build_wall",19,638265835839409667,638265835853642997,1423.333
"sdP12","comp",2,"e","play_wall",20,638265835854031958,638265835863843377,981.1419
"sdP12","comp",2,"e","build_wall",22,638265835863978753,638265835872002909,802.4156
"sdP12","comp",2,"e","play_wall",23,638265835873468561,638265835882527573,905.9012
"sdP12","comp",2,"e","build_wall",25,638265835882717072,638265835891278189,856.1117
"sdP12","comp",2,"e","play_wall",28,638265835891991384,638265835917075775,2508.4391
"sdP12","comp",2,"e","build_wall",29,638265835917434816,638265835928790710,1135.5894
"sdP12","comp",2,"e","play_wall",30,638265835930538140,638265835939970787,943.2647
"sdP12","comp",2,"e","build_wall",31,638265835941022329,638265835949076522,805.4193
"sdP12","comp",2,"e","play_wall",32,638265835950976194,638265835968477888,1750.1694
"sdP12","comp",2,"e","build_wall",34,638265835969205584,638265835974199290,499.3706
"sdP12","comp",2,"e","play_wall",35,638265835976233570,638265835987822076,1158.8506
"sdP12","comp",2,"e","build_wall",36,638265835988330712,638265836000463589,1213.2877
"sdP12","comp",2,"e","play_wall",37,638265836000712923,638265836013373418,1266.0495
"sdP12","comp",2,"e","build_wall",38,638265836013542693,638265836021210907,766.8214
"sdP12","comp",2,"e","play_wall",39,638265836021360503,638265836035130790,1377.0287
"sdP12","comp",2,"e","build_wall",40,638265836035260442,638265836048810722,1355.028
"sdP12","comp",2,"e","play_wall",41,638265836048940373,638265836073197988,2425.7615
"sdP12","comp",2,"e","build_wall",42,638265836073337606,638265836086937993,1360.0387
"sdP12","comp",2,"e","play_wall",43,638265836088468970,638265836097856785,938.7815
"sdP12","comp",2,"e","build_wall",45,638265836097981619,638265836111704614,1372.2995
"sdP12","comp",2,"e","play_wall",46,638265836113245567,638265836124218525,1097.2958
"sdP12","comp",2,"e","build_wall",48,638265836124767820,638265836139076504,1430.8684
"sdP12","comp",2,"e","play_wall",49,638265836139226106,638265836148782389,955.6283
"sdP12","comp",2,"e","build_wall",50,638265836148912042,638265836164176083,1526.4041
"sdP12","comp",2,"e","play_wall",51,638265836166157733,638265836175264508,910.6775
"sdP12","comp",2,"e","build_wall",52,638265836175483921,638265836186443167,1095.9246
"sdP12","comp",2,"e","play_wall",53,638265836186594917,638265836226555282,3996.0365
"sdP12","comp",2,"e","build_wall",54,638265836226694909,638265836237466877,1077.1968
"sdP12","comp",2,"e","play_wall",55,638265836239171707,638265836276245230,3707.3523
"sdP12","comp",2,"e","build_wall",56,638265836276444696,638265836285510397,906.5701
"sdP12","comp",2,"e","play_wall",57,638265836287285650,638265836294744341,745.8691
"sdP12","comp",2,"e","build_wall",58,638265836294873744,638265836305068776,1019.5032
"sdP12","comp",2,"e","play_wall",59,638265836305188456,638265836314566151,937.7695
"sdP12","comp",2,"e","build_wall",60,638265836314695843,638265836326676867,1198.1024
"sdP12","comp",2,"e","play_wall",61,638265836326816491,638265836328013426,119.6935
"sdP12","comp",2,"e","view_wall",64,638265836329984195,638265836335843013,585.8818
"sdP12","comp",2,"e","build_wall",65,638265836340422950,638265836366930473,2650.7523
"sdP12","comp",2,"e","view_wall",66,638265836369552731,638265836375343712,579.0981
"sdP12","comp",2,"e","build_wall",67,638265836378153811,638265836414333423,3617.9612
"sdP12","comp",2,"e","play_wall",68,638265836415939126,638265836416198440,25.9314
"sdP12","comp",2,"e","view_wall",70,638265836417031259,638265836421573558,454.2299
"sdP12","comp",2,"e","play_wall",71,638265836424201599,638265836425087574,88.5975
"sdP12","comp",2,"e","build_wall",73,638265836425436640,638265836433405791,796.9151
"sdP12","comp",2,"e","view_wall",74,638265836433545414,638265836455655188,2210.9774
"sdP12","comp",2,"e","build_wall",75,638265836455794813,638265836460086392,429.1579
"sdP12","comp",2,"e","view_wall",77,638265836462694498,638265836470673941,797.9443
"sdP12","comp",2,"e","build_wall",79,638265836470793865,638265836644399062,17360.5197
"sdP12","comp",2,"e","view_wall",80,638265836648201125,638265836653769123,556.7998
"sdP12","comp",2,"e","build_wall",81,638265836656390377,638265836681534875,2514.4498
"sdP12","comp",2,"e","view_wall",83,638265836681674496,638265836686822638,514.8142
"sdP12","comp",2,"e","build_wall",84,638265836690180254,638265836861195310,17101.5056
"sdP12","comp",2,"e","view_wall",87,638265836864294618,638265836868900962,460.6344
"sdP12","comp",2,"e","build_wall",89,638265836871396818,638265836938044930,6664.8112
"sdP12","comp",2,"e","play_wall",90,638265836938513675,638265836946025987,751.2312
"sdP12","comp",2,"e","build_wall",91,638265836946832404,638265836956111930,927.9526
"sdP12","comp",2,"e","play_wall",92,638265836956281478,638265836958345953,206.4475
"sdP12","comp",2,"e","view_wall",94,638265836958754861,638265836963755699,500.0838
"sdP12","comp",2,"e","build_wall",95,638265836968232856,638265836987029819,1879.6963
"sdP12","comp",2,"e","play_wall",96,638265836987169446,638265836989233264,206.3818
"sdP12","comp",2,"e","view_wall",97,638265836989726097,638265836993452119,372.6022
"sdP12","comp",2,"e","build_wall",99,638265836995626304,638265837092935309,9730.9005
"sdP12","comp",2,"e","play_wall",100,638265837094339728,638265837119898546,2555.8818
"sdP12","comp",2,"e","build_wall",101,638265837120028204,638265837127668781,764.0577
"sdP12","comp",2,"e","play_wall",102,638265837128656139,638265837141931551,1327.5412
"sdP12","comp",2,"e","build_wall",104,638265837142081146,638265837178300119,3621.8973
"sdP12","comp",2,"e","view_wall",105,638265837178559432,638265837180155160,159.5728
"sdP12","comp",2,"e","build_wall",109,638265837184269221,638265837212913039,2864.3818
"sdP12","comp",2,"e","view_wall",111,638265837213182321,638265837215942921,276.06
"sdP12","comp",2,"e","build_wall",112,638265837222317877,638265837255391140,3307.3263
"sdP12","comp",2,"e","play_wall",114,638265837255540728,638265837269579436,1403.8708
"sdP12","comp",2,"e","build_wall",115,638265837270389308,638265837335555701,6516.6393
"sdP12","comp",2,"e","play_wall",116,638265837335705295,638265837349388507,1368.3212
"sdP12","comp",2,"e","build_wall",118,638265837349528132,638265837434940933,8541.2801
"sdP12","comp",2,"e","view_wall",120,638265837435369780,638265837438759855,339.0075
"sdP12","comp",2,"e","play_wall",123,638265837441230015,638265837471522400,3029.2385
"sdP12","comp",2,"e","build_wall",124,638265837471672003,638265837507773920,3610.1917
"sdP12","comp",2,"e","play_wall",125,638265837507913544,638265837516561050,864.7506
"sdP12","comp",2,"e","build_wall",127,638265837516700679,638265837549815767,3311.5088
"sdP12","comp",2,"e","view_wall",129,638265837550902861,638265837554324190,342.1329
"sdP12","comp",2,"e","play_wall",130,638265837556225445,638265837596539259,4031.3814
"sdP12","comp",2,"e","build_wall",131,638265837596948954,638265837614325750,1737.6796
"sdP12","comp",2,"e","play_wall",132,638265837615836783,638265837624325150,848.8367
"sdP12","comp",2,"e","build_wall",133,638265837624454803,638265837662830260,3837.5457
"sdP12","comp",2,"e","play_wall",135,638265837664575769,638265837689029254,2445.3485
"sdP12","comp",2,"e","build_wall",136,638265837689154297,638265837700749393,1159.5096
"sdP12","comp",2,"e","play_wall",139,638265837702031607,638265837717458429,1542.6822
"sdP12","comp",2,"e","view_wall",141,638265837718021987,638265837738202394,2018.0407
"sdP12","comp",2,"e","play_wall",142,638265837739744086,638265837749870000,1012.5914
"sdP12","comp",2,"e","build_wall",143,638265837750673478,638265837751222014,54.8536
"sdP12","comp",2,"e","play_wall",144,638265837752204076,638265837753725894,152.1818
"sdP12","comp",2,"e","view_wall",146,638265837754274192,638265837759632228,535.8036
"sdP12","comp",2,"e","build_wall",148,638265837762494073,638265837771716906,922.2833
