"Participant","Condition","Trial","Group","Event","viewSwitchCounter","startTime","endTime","eventDuration"
"nuP15","comp",2,"c","view_wall",1,638338369569934262,638338369576691249,675.6987
"nuP15","comp",2,"c","play_wall",2,638338369576900979,638338369612437581,3553.6602
"nuP15","comp",2,"c","view_wall",3,638338369613441357,638338369622373189,893.1832
"nuP15","comp",2,"c","build_wall",4,638338369623853494,638338369632113408,825.9914
"nuP15","comp",2,"c","play_wall",5,638338369632589662,638338369642130414,954.0752
"nuP15","comp",2,"c","build_wall",6,638338369642230409,638338369651436711,920.6302
"nuP15","comp",2,"c","play_wall",7,638338369651846713,638338369659952145,810.5432
"nuP15","comp",2,"c","build_wall",8,638338369660062018,638338369664702020,464.0002
"nuP15","comp",2,"c","play_wall",9,638338369665122014,638338369697711740,3258.9726
"nuP15","comp",2,"c","build_wall",10,638338369697821739,638338369709701980,1188.0241
"nuP15","comp",2,"c","play_wall",11,638338369711601985,638338369736370339,2476.8354
"nuP15","comp",2,"c","build_wall",13,638338369736601983,638338369754252501,1765.0518
"nuP15","comp",2,"c","play_wall",14,638338369754312500,638338369761584354,727.1854
"nuP15","comp",2,"c","build_wall",15,638338369761791664,638338369775798551,1400.6887
"nuP15","comp",2,"c","play_wall",17,638338369775908860,638338369787787307,1187.8447
"nuP15","comp",2,"c","build_wall",18,638338369787907543,638338369801990173,1408.263
"nuP15","comp",2,"c","play_wall",19,638338369802100174,638338369809323334,722.316
"nuP15","comp",2,"c","build_wall",21,638338369809673342,638338369815452966,577.9624
"nuP15","comp",2,"c","play_wall",22,638338369815778841,638338369821580811,580.197
"nuP15","comp",2,"c","build_wall",23,638338369821680807,638338369838361958,1668.1151
"nuP15","comp",2,"c","play_wall",24,638338369838461953,638338369846373365,791.1412
"nuP15","comp",2,"c","build_wall",26,638338369846493715,638338369859644581,1315.0866
"nuP15","comp",2,"c","play_wall",27,638338369862085661,638338369871305499,921.9838
"nuP15","comp",2,"c","build_wall",29,638338369871651907,638338369889213342,1756.1435
"nuP15","comp",2,"c","play_wall",30,638338369889313343,638338369900553992,1124.0649
"nuP15","comp",2,"c","build_wall",31,638338369901184005,638338369915392946,1420.8941
"nuP15","comp",2,"c","play_wall",32,638338369915512952,638338369947703660,3219.0708
"nuP15","comp",2,"c","build_wall",33,638338369947823662,638338369960080066,1225.6404
"nuP15","comp",2,"c","play_wall",34,638338369960479690,638338369970374714,989.5024
"nuP15","comp",2,"c","build_wall",35,638338369970474702,638338369977394713,692.0011
"nuP15","comp",2,"c","play_wall",37,638338369978160346,638338369988037250,987.6904
"nuP15","comp",2,"c","build_wall",38,638338369988157538,638338370012386489,2422.8951
"nuP15","comp",2,"c","play_wall",39,638338370012744889,638338370035789231,2304.4342
"nuP15","comp",2,"c","build_wall",40,638338370035899557,638338370055101692,1920.2135
"nuP15","comp",2,"c","play_wall",41,638338370055221962,638338370083991733,2876.9771
"nuP15","comp",2,"c","build_wall",43,638338370084441734,638338370102792145,1835.0411
"nuP15","comp",2,"c","play_wall",44,638338370102892148,638338370110640349,774.8201
"nuP15","comp",2,"c","build_wall",45,638338370110980349,638338370123971350,1299.1001
"nuP15","comp",2,"c","play_wall",46,638338370124091339,638338370134181651,1009.0312
"nuP15","comp",2,"c","build_wall",48,638338370134291652,638338370146210928,1191.9276
"nuP15","comp",2,"c","play_wall",49,638338370146690925,638338370151580914,488.9989
"nuP15","comp",2,"c","build_wall",50,638338370151970930,638338370157790925,581.9995
"nuP15","comp",2,"c","play_wall",52,638338370157890925,638338370165186858,729.5933
"nuP15","comp",2,"c","build_wall",53,638338370165286868,638338370176577642,1129.0774
"nuP15","comp",2,"c","play_wall",54,638338370177997644,638338370202740631,2474.2987
"nuP15","comp",2,"c","build_wall",55,638338370204040807,638338370224473555,2043.2748
"nuP15","comp",2,"c","play_wall",56,638338370224583548,638338370233465280,888.1732
"nuP15","comp",2,"c","build_wall",58,638338370233585277,638338370248024573,1443.9296
"nuP15","comp",2,"c","play_wall",59,638338370248807873,638338370260142894,1133.5021
"nuP15","comp",2,"c","build_wall",60,638338370260242903,638338370275791657,1554.8754
"nuP15","comp",2,"c","play_wall",61,638338370276341761,638338370288561867,1222.0106
"nuP15","comp",2,"c","build_wall",62,638338370288671850,638338370293157281,448.5431
"nuP15","comp",2,"c","play_wall",63,638338370293582199,638338370295468937,188.6738
"nuP15","comp",2,"c","build_wall",64,638338370295994843,638338370298150758,215.5915
"nuP15","comp",2,"c","play_wall",65,638338370298456362,638338370302943654,448.7292
"nuP15","comp",2,"c","build_wall",66,638338370303273654,638338370316439772,1316.6118
"nuP15","comp",2,"c","play_wall",67,638338370316835189,638338370322344375,550.9186
"nuP15","comp",2,"c","build_wall",68,638338370322834379,638338370339208405,1637.4026
"nuP15","comp",2,"c","play_wall",69,638338370339538401,638338370351977394,1243.8993
"nuP15","comp",2,"c","build_wall",70,638338370353525258,638338370360691845,716.6587
"nuP15","comp",2,"c","play_wall",71,638338370362510327,638338370375295405,1278.5078
"nuP15","comp",2,"c","view_wall",72,638338370375412255,638338370386293719,1088.1464
"nuP15","comp",2,"c","play_wall",73,638338370386403725,638338370396963746,1056.0021
"nuP15","comp",2,"c","build_wall",74,638338370398863727,638338370406421527,755.78
"nuP15","comp",2,"c","play_wall",75,638338370407951524,638338370416430122,847.8598
"nuP15","comp",2,"c","build_wall",76,638338370416945285,638338370424447800,750.2515
"nuP15","comp",2,"c","play_wall",77,638338370424837804,638338370432941236,810.3432
"nuP15","comp",2,"c","build_wall",78,638338370433051496,638338370441517225,846.5729
"nuP15","comp",2,"c","play_wall",79,638338370442717616,638338370456031115,1331.3499
"nuP15","comp",2,"c","build_wall",80,638338370456151119,638338370464631233,848.0114
"nuP15","comp",2,"c","play_wall",82,638338370465031235,638338370471699367,666.8132
"nuP15","comp",2,"c","build_wall",83,638338370473151724,638338370488178305,1502.6581
"nuP15","comp",2,"c","view_wall",85,638338370488828309,638338370495964147,713.5838
"nuP15","comp",2,"c","play_wall",86,638338370496174146,638338370504687322,851.3176
"nuP15","comp",2,"c","build_wall",89,638338370505017318,638338370517083379,1206.6061
"nuP15","comp",2,"c","play_wall",90,638338370517483365,638338370529229029,1174.5664
"nuP15","comp",2,"c","build_wall",91,638338370529339036,638338370538837033,949.7997
"nuP15","comp",2,"c","play_wall",92,638338370539243544,638338370558104697,1886.1153
"nuP15","comp",2,"c","build_wall",93,638338370559504693,638338370573764700,1426.0007
"nuP15","comp",2,"c","play_wall",94,638338370573874704,638338370587814740,1394.0036
"nuP15","comp",2,"c","build_wall",95,638338370588904810,638338370596898246,799.3436
"nuP15","comp",2,"c","play_wall",96,638338370597663439,638338370602536642,487.3203
"nuP15","comp",2,"c","build_wall",99,638338370602906745,638338370618751731,1584.4986
"nuP15","comp",2,"c","play_wall",100,638338370619071718,638338370629303153,1023.1435
"nuP15","comp",2,"c","build_wall",101,638338370629400397,638338370638942245,954.1848
"nuP15","comp",2,"c","play_wall",102,638338370640182262,638338370658940369,1875.8107
"nuP15","comp",2,"c","build_wall",103,638338370659280380,638338370678010897,1873.0517
"nuP15","comp",2,"c","play_wall",104,638338370678120909,638338370721935427,4381.4518
"nuP15","comp",2,"c","build_wall",106,638338370722045434,638338370741630662,1958.5228
"nuP15","comp",2,"c","play_wall",107,638338370741730642,638338370749456743,772.6101
"nuP15","comp",2,"c","build_wall",108,638338370749576739,638338370762684732,1310.7993
"nuP15","comp",2,"c","play_wall",109,638338370764449939,638338370771229567,677.9628
"nuP15","comp",2,"c","build_wall",111,638338370771349566,638338370786830866,1548.13
"nuP15","comp",2,"c","play_wall",112,638338370786930862,638338370796112662,918.18
"nuP15","comp",2,"c","build_wall",113,638338370796542671,638338370815871856,1932.9185
"nuP15","comp",2,"c","play_wall",114,638338370816201840,638338370821261853,506.0013
"nuP15","comp",2,"c","build_wall",115,638338370822471856,638338370826984704,451.2848
"nuP15","comp",2,"c","play_wall",116,638338370827114706,638338370844190693,1707.5987
"nuP15","comp",2,"c","build_wall",118,638338370844325842,638338370859739182,1541.334
"nuP15","comp",2,"c","play_wall",119,638338370859849187,638338370876400474,1655.1287
"nuP15","comp",2,"c","build_wall",120,638338370878500590,638338370889409468,1090.8878
"nuP15","comp",2,"c","play_wall",121,638338370892279459,638338370899846525,756.7066
"nuP15","comp",2,"c","build_wall",122,638338370900176510,638338370918158402,1798.1892
"nuP15","comp",2,"c","play_wall",123,638338370918938412,638338370927098408,815.9996
"nuP15","comp",2,"c","build_wall",124,638338370927188410,638338370939938466,1275.0056
"nuP15","comp",2,"c","play_wall",125,638338370941298484,638338370956586039,1528.7555
"nuP15","comp",2,"c","build_wall",127,638338370956921773,638338370977838781,2091.7008
"nuP15","comp",2,"c","play_wall",128,638338370977948810,638338370992918805,1496.9995
"nuP15","comp",2,"c","build_wall",131,638338370993248804,638338371014111937,2086.3133
"nuP15","comp",2,"c","play_wall",132,638338371014241938,638338371030994877,1675.2939
"nuP15","comp",2,"c","build_wall",133,638338371031104892,638338371049563885,1845.8993
"nuP15","comp",2,"c","play_wall",135,638338371049663898,638338371085416302,3575.2404
"nuP15","comp",2,"c","build_wall",136,638338371085521710,638338371102864729,1734.3019
"nuP15","comp",2,"c","play_wall",137,638338371102974709,638338371108081143,510.6434
"nuP15","comp",2,"c","build_wall",138,638338371108190898,638338371111807084,361.6186
"nuP15","comp",2,"c","play_wall",139,638338371113583165,638338371172093471,5851.0306
"nuP15","comp",2,"c","build_wall",142,638338371172863475,638338371181152401,828.8926
"nuP15","comp",2,"c","play_wall",144,638338371185031530,638338371197145964,1211.4434
"nuP15","comp",2,"c","build_wall",146,638338371198290451,638338371214830249,1653.9798
"nuP15","comp",2,"c","play_wall",149,638338371217289265,638338371245952874,2866.3609
"nuP15","comp",2,"c","build_wall",150,638338371246072867,638338371263086280,1701.3413
"nuP15","comp",2,"c","play_wall",151,638338371263216280,638338371276585727,1336.9447
"nuP15","comp",2,"c","build_wall",152,638338371276715848,638338371290821980,1410.6132
"nuP15","comp",2,"c","play_wall",154,638338371293602021,638338371301012066,741.0045
"nuP15","comp",2,"c","build_wall",155,638338371301122066,638338371314212184,1309.0118
"nuP15","comp",2,"c","play_wall",157,638338371315062184,638338371333332898,1827.0714
"nuP15","comp",2,"c","build_wall",158,638338371333432882,638338371349089401,1565.6519
"nuP15","comp",2,"c","play_wall",159,638338371349199396,638338371387053532,3785.4136
"nuP15","comp",2,"c","build_wall",160,638338371387723536,638338371391449048,372.5512
"nuP15","comp",2,"c","view_wall",161,638338371395727764,638338371412660448,1693.2684
"nuP15","comp",2,"c","play_wall",162,638338371412760451,638338371422821466,1006.1015
"nuP15","comp",2,"c","build_wall",165,638338371423397148,638338371431927217,853.0069
"nuP15","comp",2,"c","play_wall",166,638338371432367233,638338371489462804,5709.5571
"nuP15","comp",2,"c","build_wall",167,638338371490242810,638338371507622946,1738.0136
"nuP15","comp",2,"c","view_wall",168,638338371507722966,638338371516483366,876.04
"nuP15","comp",2,"c","play_wall",169,638338371516583370,638338371533899865,1731.6495
"nuP15","comp",2,"c","build_wall",170,638338371534009859,638338371545890683,1188.0824
"nuP15","comp",2,"c","play_wall",171,638338371545990656,638338371560563809,1457.3153
"nuP15","comp",2,"c","build_wall",172,638338371560663926,638338371575550782,1488.6856
"nuP15","comp",2,"c","view_wall",173,638338371576240785,638338371592828810,1658.8025
