"Participant","Condition","Trial","Group","Event","viewSwitchCounter","startTime","endTime","eventDuration"
"P4","comp",2,"e","play_wall",1,638247734235267495,638247734245587539,1032.0044
"P4","comp",2,"e","view_wall",2,638247734246257543,638247734255347572,909.0029
"P4","comp",2,"e","play_wall",3,638247734256357575,638247734271747638,1539.0063
"P4","comp",2,"e","build_wall",4,638247734274447677,638247734280442888,599.5211
"P4","comp",2,"e","play_wall",5,638247734281632877,638247734293172921,1154.0044
"P4","comp",2,"e","build_wall",7,638247734294952934,638247734307543931,1259.0997
"P4","comp",2,"e","play_wall",8,638247734307643913,638247734312335289,469.1376
"P4","comp",2,"e","view_wall",10,638247734312785661,638247734333093005,2030.7344
"P4","comp",2,"e","play_wall",11,638247734333213016,638247734345049240,1183.6224
"P4","comp",2,"e","build_wall",12,638247734345489214,638247734354069268,858.0054
"P4","comp",2,"e","play_wall",13,638247734355169278,638247734363249286,808.0008
"P4","comp",2,"e","view_wall",14,638247734363899289,638247734373969347,1007.0058
"P4","comp",2,"e","play_wall",15,638247734374079333,638247734374749356,67.0023
"P4","comp",2,"e","build_wall",18,638247734375419359,638247734385139378,972.0019
"P4","comp",2,"e","play_wall",19,638247734386359395,638247734398909452,1255.0057
"P4","comp",2,"e","build_wall",20,638247734399349446,638247734407489473,814.0027
"P4","comp",2,"e","play_wall",21,638247734408569476,638247734436249602,2768.0126
"P4","comp",2,"e","build_wall",22,638247734436359622,638247734449779657,1342.0035
"P4","comp",2,"e","play_wall",23,638247734450009653,638247734451919658,191.0005
"P4","comp",2,"e","view_wall",24,638247734454489669,638247734460709720,622.0051
"P4","comp",2,"e","play_wall",25,638247734460819700,638247734475654960,1483.526
"P4","comp",2,"e","build_wall",26,638247734476314959,638247734489805023,1349.0064
"P4","comp",2,"e","view_wall",27,638247734490925015,638247734496135038,521.0023
"P4","comp",2,"e","play_wall",29,638247734496915038,638247734528315878,3140.084
"P4","comp",2,"e","build_wall",30,638247734528895886,638247734543846313,1495.0427
"P4","comp",2,"e","play_wall",31,638247734545436323,638247734546886323,145
"P4","comp",2,"e","view_wall",33,638247734548776347,638247734562206398,1343.0051
"P4","comp",2,"e","play_wall",34,638247734562766406,638247734574626436,1186.003
"P4","comp",2,"e","build_wall",35,638247734576656453,638247734591706506,1505.0053
"P4","comp",2,"e","play_wall",36,638247734592636524,638247734622747362,3011.0838
"P4","comp",2,"e","build_wall",38,638247734625297383,638247734643727454,1843.0071
"P4","comp",2,"e","play_wall",39,638247734646407454,638247734646847450,43.9996
"P4","comp",2,"e","view_wall",40,638247734647857454,638247734657947500,1009.0046
"P4","comp",2,"e","play_wall",41,638247734659187517,638247734672007555,1282.0038
"P4","comp",2,"e","build_wall",42,638247734672687575,638247734685917638,1323.0063
"P4","comp",2,"e","play_wall",43,638247734686027628,638247734697997666,1197.0038
"P4","comp",2,"e","build_wall",44,638247734698557687,638247734707547707,899.002
"P4","comp",2,"e","view_wall",45,638247734713707751,638247734722817777,911.0026
"P4","comp",2,"e","play_wall",48,638247734725147798,638247734750087888,2494.009
"P4","comp",2,"e","build_wall",49,638247734750187901,638247734760417928,1023.0027
"P4","comp",2,"e","play_wall",50,638247734760517943,638247734787518059,2700.0116
"P4","comp",2,"e","build_wall",51,638247734787968057,638247734801168120,1320.0063
"P4","comp",2,"e","play_wall",52,638247734802168120,638247734818308196,1614.0076
"P4","comp",2,"e","build_wall",53,638247734818988188,638247734833378251,1439.0063
"P4","comp",2,"e","play_wall",54,638247734834158257,638247734836658283,250.0026
"P4","comp",2,"e","view_wall",56,638247734837438254,638247734842978293,554.0039
"P4","comp",2,"e","play_wall",57,638247734843758276,638247734871134702,2737.6426
"P4","comp",2,"e","build_wall",58,638247734871464702,638247734893794793,2233.0091
"P4","comp",2,"e","play_wall",59,638247734894834794,638247734897394802,256.0008
"P4","comp",2,"e","view_wall",61,638247734898284824,638247734904950362,666.5538
"P4","comp",2,"e","play_wall",62,638247734905950353,638247734921240420,1529.0067
"P4","comp",2,"e","build_wall",63,638247734922010433,638247734945450516,2344.0083
"P4","comp",2,"e","play_wall",64,638247734945550530,638247734954220566,867.0036
"P4","comp",2,"e","build_wall",65,638247734954670571,638247734967990629,1332.0058
"P4","comp",2,"e","play_wall",66,638247734968100619,638247734978230666,1013.0047
"P4","comp",2,"e","build_wall",68,638247734979370667,638247734991770731,1240.0064
"P4","comp",2,"e","play_wall",69,638247734991890727,638247735004630776,1274.0049
"P4","comp",2,"e","build_wall",71,638247735004750768,638247735016410815,1166.0047
"P4","comp",2,"e","play_wall",72,638247735016520822,638247735019130826,261.0004
"P4","comp",2,"e","view_wall",74,638247735019900845,638247735025120851,522.0006
"P4","comp",2,"e","play_wall",75,638247735026010880,638247735039330915,1332.0035
"P4","comp",2,"e","build_wall",76,638247735039670932,638247735049420976,975.0044
"P4","comp",2,"e","play_wall",77,638247735049530952,638247735064161022,1463.007
"P4","comp",2,"e","build_wall",78,638247735064621016,638247735074831066,1021.005
"P4","comp",2,"e","play_wall",79,638247735075271061,638247735087821118,1255.0057
"P4","comp",2,"e","build_wall",81,638247735088481142,638247735100371168,1189.0026
"P4","comp",2,"e","play_wall",82,638247735100481186,638247735114581252,1410.0066
"P4","comp",2,"e","build_wall",83,638247735115811238,638247735129361294,1355.0056
"P4","comp",2,"e","play_wall",84,638247735129471308,638247735132081305,260.9997
"P4","comp",2,"e","view_wall",86,638247735132631323,638247735136621321,398.9998
"P4","comp",2,"e","play_wall",88,638247735137851326,638247735161042526,2319.12
"P4","comp",2,"e","build_wall",89,638247735161602525,638247735170672565,907.004
"P4","comp",2,"e","play_wall",92,638247735170782566,638247735256312923,8553.0357
"P4","comp",2,"e","build_wall",94,638247735257102926,638247735273318111,1621.5185
"P4","comp",2,"e","play_wall",95,638247735273778125,638247735289833733,1605.5608
"P4","comp",2,"e","build_wall",97,638247735290063724,638247735311438584,2137.486
"P4","comp",2,"e","play_wall",98,638247735312549246,638247735329669665,1712.0419
"P4","comp",2,"e","view_wall",99,638247735330389656,638247735333589679,320.0023
"P4","comp",2,"e","play_wall",100,638247735335079695,638247735341139714,606.0019
"P4","comp",2,"e","build_wall",103,638247735341259699,638247735353709771,1245.0072
"P4","comp",2,"e","play_wall",105,638247735354169753,638247735376079872,2191.0119
"P4","comp",2,"e","view_wall",106,638247735376979869,638247735390279908,1330.0039
"P4","comp",2,"e","play_wall",107,638247735390839914,638247735402369976,1153.0062
"P4","comp",2,"e","build_wall",109,638247735403729961,638247735410550010,682.0049
"P4","comp",2,"e","play_wall",110,638247735411449994,638247735432680106,2123.0112
"P4","comp",2,"e","build_wall",112,638247735435490099,638247735445670153,1018.0054
"P4","comp",2,"e","play_wall",113,638247735446000151,638247735448490153,249.0002
"P4","comp",2,"e","view_wall",115,638247735449150161,638247735456490204,734.0043
"P4","comp",2,"e","play_wall",116,638247735457050203,638247735465440221,839.0018
"P4","comp",2,"e","build_wall",117,638247735465980239,638247735484881389,1890.115
"P4","comp",2,"e","play_wall",118,638247735485431390,638247735492531443,710.0053
"P4","comp",2,"e","build_wall",119,638247735492971441,638247735504301486,1133.0045
"P4","comp",2,"e","play_wall",120,638247735505431489,638247735507671489,224
"P4","comp",2,"e","view_wall",121,638247735508341490,638247735513571531,523.0041
"P4","comp",2,"e","play_wall",122,638247735514351533,638247735537621625,2327.0092
"P4","comp",2,"e","build_wall",123,638247735539421646,638247735550741687,1132.0041
"P4","comp",2,"e","play_wall",124,638247735551421671,638247735554111693,269.0022
"P4","comp",2,"e","view_wall",125,638247735554671697,638247735564081740,941.0043
"P4","comp",2,"e","play_wall",126,638247735564751738,638247735611842340,4709.0602
"P4","comp",2,"e","build_wall",128,638247735612862345,638247735626124451,1326.2106
"P4","comp",2,"e","play_wall",129,638247735626479628,638247735629285184,280.5556
"P4","comp",2,"e","view_wall",131,638247735629960345,638247735637498015,753.767
"P4","comp",2,"e","play_wall",132,638247735638408018,638247735676338540,3793.0522
"P4","comp",2,"e","build_wall",133,638247735676898533,638247735689988604,1309.0071
"P4","comp",2,"e","play_wall",134,638247735690328592,638247735693128603,280.0011
"P4","comp",2,"e","view_wall",135,638247735693708602,638247735703704579,999.5977
"P4","comp",2,"e","play_wall",136,638247735703824580,638247735715654639,1183.0059
"P4","comp",2,"e","build_wall",137,638247735716314642,638247735730774701,1446.0059
"P4","comp",2,"e","play_wall",138,638247735731124693,638247735733804703,268.001
"P4","comp",2,"e","view_wall",140,638247735734474715,638247735742464735,799.002
"P4","comp",2,"e","play_wall",141,638247735742794735,638247735753764791,1097.0056
"P4","comp",2,"e","build_wall",142,638247735754434809,638247735766544842,1211.0033
"P4","comp",2,"e","play_wall",143,638247735767344849,638247735779224915,1188.0066
"P4","comp",2,"e","view_wall",145,638247735780324894,638247735787444924,712.003
"P4","comp",2,"e","play_wall",146,638247735788104927,638247735797624966,952.0039
"P4","comp",2,"e","build_wall",147,638247735798424995,638247735817960620,1953.5625
"P4","comp",2,"e","play_wall",148,638247735818490603,638247735824310626,582.0023
"P4","comp",2,"e","view_wall",150,638247735825210628,638247735830980668,577.004
"P4","comp",2,"e","play_wall",151,638247735831750673,638247735841270715,952.0042
"P4","comp",2,"e","build_wall",152,638247735841940702,638247735855610757,1367.0055
"P4","comp",2,"e","play_wall",153,638247735856070762,638247735875020840,1895.0078
"P4","comp",2,"e","build_wall",154,638247735876020842,638247735889130909,1311.0067
"P4","comp",2,"e","play_wall",155,638247735889700920,638247735892290913,258.9993
"P4","comp",2,"e","view_wall",157,638247735893070918,638247735898840954,577.0036
"P4","comp",2,"e","play_wall",158,638247735899620956,638247735909681001,1006.0045
"P4","comp",2,"e","build_wall",160,638247735910340995,638247735929550373,1920.9378
"P4","comp",2,"e","play_wall",161,638247735930575615,638247735941015965,1044.035
"P4","comp",2,"e","build_wall",162,638247735941345960,638247735961646071,2030.0111
"P4","comp",2,"e","play_wall",164,638247735962446053,638247735965576078,313.0025
"P4","comp",2,"e","view_wall",166,638247735966476092,638247735972026106,555.0014
"P4","comp",2,"e","play_wall",167,638247735972696097,638247736020176308,4748.0211
"P4","comp",2,"e","build_wall",168,638247736020956324,638247736034836369,1388.0045
"P4","comp",2,"e","play_wall",169,638247736036406360,638247736038096377,169.0017
