TimeStamp,participant,Condition,Tiral,Age,Gender,SessionTime,Event, xPos, yPos, zPos, group
637955606238838063,P3,tut,1,0looking at View wall,4.97,5,-9.85
637955606238938089,P3,tut,1,0looking at View wall,4.97,5,-9.85
637955606239038111,P3,tut,1,0looking at View wall,4.97,5,-9.85
637955606239128132,P3,tut,1,0looking at View wall,4.97,5,-9.85
637955606239228379,P3,tut,1,0looking at View wall,4.97,5,-9.85
637955606239318171,P3,tut,1,0looking at View wall,4.97,5,-9.85
637955606239408191,P3,tut,1,0looking at View wall,4.97,5,-9.85
637955606239518219,P3,tut,1,0looking at View wall,4.97,5,-9.85
637955606239628244,P3,tut,1,0looking at View wall,4.97,5,-9.85
637955606239748274,P3,tut,1,0looking at View wall,4.97,5,-9.85
637955606239838309,P3,tut,1,0looking at View wall,4.97,5,-9.85
637955606240098350,P3,tut,1,0looking at View wall,4.97,5,-9.85
637955606240188364,P3,tut,1,0looking at View wall,4.97,5,-9.85
637955606240298389,P3,tut,1,0looking at View wall,4.97,5,-9.85
637955606240418417,P3,tut,1,0looking at View wall,4.97,5,-9.85
637955606240518444,P3,tut,1,0looking at View wall,4.97,5,-9.85
637955606240628469,P3,tut,1,0looking at View wall,4.97,5,-9.85
637955606240738497,P3,tut,1,0looking at View wall,4.97,5,-9.85
637955606240848519,P3,tut,1,0looking at View wall,4.97,5,-9.85
637955606240958544,P3,tut,1,0looking at View wall,4.97,5,-9.85
637955606241068568,P3,tut,1,0looking at View wall,4.97,5,-9.85
637955606241168590,P3,tut,1,0looking at View wall,4.97,5,-9.85
637955606241298629,P3,tut,1,0looking at View wall,4.97,5,-9.85
637955606241408643,P3,tut,1,0looking at View wall,4.97,5,-9.85
637955606241518670,P3,tut,1,0looking at View wall,4.97,5,-9.85
637955606241628693,P3,tut,1,0looking at View wall,4.97,5,-9.85
637955606241738717,P3,tut,1,0looking at View wall,4.97,5,-9.85
637955606241848743,P3,tut,1,0looking at View wall,4.97,5,-9.85
637955606241958768,P3,tut,1,0looking at View wall,4.97,5,-9.85
637955606242068793,P3,tut,1,0looking at View wall,4.97,5,-9.85
637955606242178817,P3,tut,1,0looking at View wall,4.97,5,-9.85
637955606242298847,P3,tut,1,0looking at View wall,4.97,5,-9.85
637955606242408876,P3,tut,1,0looking at View wall,4.97,5,-9.85
637955606242518892,P3,tut,1,0looking at View wall,4.97,5,-9.85
637955606242628915,P3,tut,1,0looking at View wall,4.97,5,-9.85
637955606242738944,P3,tut,1,0looking at View wall,4.97,5,-9.85
637955606242848968,P3,tut,1,0looking at View wall,4.97,5,-9.85
637955606242958989,P3,tut,1,0looking at View wall,4.97,5,-9.85
637955606243069026,P3,tut,1,0looking at View wall,4.97,5,-9.85
637955606243179042,P3,tut,1,0looking at View wall,4.97,5,-9.85
637955606243299069,P3,tut,1,0looking at View wall,4.97,5,-9.85
637955606243509110,P3,tut,1,0looking at Play wall,1.26,8.46,-0.3
637955606243629138,P3,tut,1,0looking at Play wall,1.26,8.46,-0.3
637955606243729166,P3,tut,1,0looking at Play wall,1.26,8.46,-0.3
637955606243849187,P3,tut,1,0looking at Play wall,1.26,8.46,-0.3
637955606243959215,P3,tut,1,0looking at Play wall,1.26,8.46,-0.3
637955606244069250,P3,tut,1,0looking at Play wall,1.26,8.46,-0.3
637955606244179262,P3,tut,1,0looking at Play wall,1.26,8.46,-0.3
637955606244289285,P3,tut,1,0looking at Play wall,1.26,8.46,-0.3
637955606244399320,P3,tut,1,0looking at Play wall,1.26,8.46,-0.3
637955606244499343,P3,tut,1,0looking at Play wall,1.26,8.46,-0.3
637955606244629371,P3,tut,1,0looking at Play wall,1.26,8.46,-0.3
637955606244749395,P3,tut,1,0looking at Play wall,1.26,8.46,-0.3
637955606244849419,P3,tut,1,0looking at Play wall,1.26,8.46,-0.3
637955606244959441,P3,tut,1,0looking at Play wall,1.26,8.46,-0.3
637955606245069466,P3,tut,1,0looking at Play wall,1.26,8.46,-0.3
637955606245179492,P3,tut,1,0looking at Play wall,1.26,8.46,-0.3
637955606245299517,P3,tut,1,0looking at Play wall,1.26,8.46,-0.3
637955606245409543,P3,tut,1,0looking at Play wall,1.26,8.46,-0.3
637955606245509563,P3,tut,1,0looking at Play wall,1.26,8.46,-0.3
637955606245629592,P3,tut,1,0looking at Play wall,1.26,8.46,-0.3
637955606245739615,P3,tut,1,0looking at Play wall,1.26,8.46,-0.3
637955606245899651,P3,tut,1,0looking at Play wall,1.26,8.46,-0.3
637955606246009678,P3,tut,1,0looking at Play wall,1.26,8.46,-0.3
637955606246119700,P3,tut,1,0looking at Play wall,1.26,8.46,-0.3
637955606246229730,P3,tut,1,0looking at Play wall,1.26,8.46,-0.3
637955606246349747,P3,tut,1,0looking at Play wall,1.26,8.46,-0.3
637955606246459780,P3,tut,1,0looking at Play wall,1.26,8.46,-0.3
637955606246569805,P3,tut,1,0looking at Play wall,1.26,8.46,-0.3
637955606246679831,P3,tut,1,0looking at Play wall,1.26,8.46,-0.3
637955606246779849,P3,tut,1,0looking at Play wall,1.26,8.46,-0.3
637955606246889879,P3,tut,1,0looking at Play wall,1.26,8.46,-0.3
637955606247019905,P3,tut,1,0looking at Play wall,1.26,8.46,-0.3
637955606247109928,P3,tut,1,0looking at Play wall,1.26,8.46,-0.3
637955606247229950,P3,tut,1,0looking at Play wall,1.26,8.46,-0.3
637955606247339972,P3,tut,1,0looking at Play wall,1.26,8.46,-0.3
637955606247460004,P3,tut,1,0looking at Play wall,1.26,8.46,-0.3
