"","Participant","Age","Gender","avgTotalTransferTime","avgView2Play","avgBuild2Play","avgPlay2Build","avgPlay2View","totalView2Play","totalBuild2Play","totalPlay2Build","totalPlay2View","totalBuildWallCount","totalPlayWallCount","totalViewWallCount","totalPlayWallGazeTime","totalBuildWallGazeTime","totalViewWallGazeTime","avgTimeBetweenViewWallChecks","avgGrab2Build","avgGameTime","group","condition"
"35","P28",NA,"m",134.009572458791,46.9140625,416.967993951613,325.219758064516,48.4436383928571,703.7109375,12926.0078125,10081.8125,678.2109375,31,46,14,148952.265625,27855.2265625,7754.2265625,34119.25,5061.09654017857,89675.66796875,"c","s"
"36","P28",NA,"m",161.989275568182,29.9036458333333,287.611875,411.7846875,122.09765625,89.7109375,7190.296875,10294.6171875,244.1953125,25,28,2,152333.6328125,37029.875,2204.9296875,70392.7890625,2185.73251488095,85056.0234375,"c","co"
"37","P29",NA,"m",220.221875,93.7294921875,282.375558035714,773.261117788462,427.2140625,749.8359375,7906.515625,20104.7890625,4272.140625,26,36,10,50840.3359375,22613.4609375,11358.109375,45317.5875,5171.94427083333,109414.2578125,"c","s"
"38","P29",NA,"m",155.443108974359,49.8033088235294,326.346217105263,774.177734375,114.555729166667,846.65625,6200.578125,15483.5546875,1718.3359375,20,36,15,160971.234375,26602.515625,18039.6640625,104595.430208333,7560.12847222222,89652.20703125,"c","co"
"39","P3","0","m",89.3691607603093,32.9628125,260.930366847826,404.5830078125,33.4231770833333,824.0703125,6001.3984375,9709.9921875,802.15625,24,48,24,60234.875,31430.78125,10335.9375,95355.9140625,10039.780859375,143099.328125,"e","s"
"40","P3","0","m",76.7687596450617,39.2587890625,209.898897058824,406.223805147059,44.3583559782609,942.2109375,3568.28125,6905.8046875,1020.2421875,17,41,23,245988.03125,44935.0390625,15408.5234375,133701.789402174,20836.4661458333,150967.02734375,"e","co"
"41","P30","18","f",73.8920355902778,44.607421875,245.420247395833,274.4225,70.0365513392857,1249.0078125,5890.0859375,6860.5625,1961.0234375,25,52,28,46286.234375,20108.2421875,19547.296875,97415.2393973214,2135.12535511364,124843.890625,"c","s"
"42","P30","18","f",59.1103618421053,62.5546875,206.64453125,201.525493421053,128.181107954545,1688.9765625,2893.0234375,3828.984375,2819.984375,19,41,22,158863.2421875,21475.96875,21140.984375,99923.8703835227,2315.61117788462,97388.09375,"c","co"
"43","P4",NA,"m",214.872931985294,39.0078125,510.316666666667,417.4091796875,200.046875,78.015625,7654.75,6678.546875,200.046875,16,17,1,30848.609375,12671.0546875,593.125,0,2820.4421875,81668.7265625,"e","s"
"44","P4",NA,"m",130.888831967213,92.4819711538462,374.472222222222,397.916232638889,71.931640625,1202.265625,6740.5,7162.4921875,863.1796875,18,31,12,405496.640625,27505.9140625,6954.5625,205116.274088542,51277.86328125,227649.0859375,"e","co"
"45","P5",NA,"m",55.2260226117886,45.6111979166667,194.526131465517,152.17578125,58.840786637931,1368.3359375,5641.2578125,4869.625,1706.3828125,32,59,29,50959.6015625,33049.3515625,19530.75,130686.434806034,11089.8566576087,132514.078125,"c","s"
"46","P5",NA,"m",64.6285840850515,46.3440755208333,237.341032608696,190.281589673913,66.2652994791667,1112.2578125,5458.84375,4376.4765625,1590.3671875,23,47,24,171151.6171875,46181.265625,16649.296875,107585.413736979,2339.76106770833,105865.25390625,"c","co"
"47","P6",NA,"m",119.465770232372,30.3265625,368.5709375,342.08837890625,59.5131138392857,758.1640625,18428.546875,16420.2421875,1666.3671875,48,75,28,86053.4921875,32693.0078125,20729.6640625,76241.7399553571,8208.78744612069,225530.45703125,"e","s"
"48","P6",NA,"m",111.631433823529,42.0130208333333,221.551897321429,261.805208333333,218.046875,126.0390625,3101.7265625,3927.078125,436.09375,15,17,2,28601.2734375,22086.7734375,1157.953125,12799.75,1563.06960227273,429045512150719,"e","co"
"49","P7","26","f",142.9706640625,61.3002232142857,371.615915697674,267.192294034091,71.5143229166667,429.1015625,15979.484375,11756.4609375,429.0859375,44,50,6,139750.265625,25407.28125,2967.671875,73673.1067708333,1374.82320601852,74811.39453125,"e","s"
"50","P7","26","f",89.3698336693548,97.3955078125,210.901154891304,218.039388020833,31.2890625,779.1640625,4850.7265625,5232.9453125,219.0234375,24,31,7,188900.9140625,51241.125,3591.7265625,66576.3537946429,2022.17075892857,119354.75,"e","co"
"51","P8","18","m",196.771442819149,42.0078125,432.07666015625,607.449479166667,266.935546875,336.0625,6913.2265625,9111.7421875,2135.484375,15,24,8,177016.5390625,8197.34375,5203.2578125,47428.0087890625,18893.2734375,92594.94921875,"e","s"
"52","P8","18","m",160.942943135246,192.7939453125,316.926136363636,477.643821022727,76.5185546875,1542.3515625,6972.375,10508.1640625,612.1484375,22,30,8,75973.7109375,17723.6484375,3727.8359375,107146.10546875,5907.55539772727,69118.20703125,"e","co"
"53","P9",NA,"f",108.719393887363,60.0130208333333,273.163109756098,195.337239583333,67.6796875,180.0390625,11199.6875,8204.1640625,203.0390625,42,44,3,55173.4296875,42096.421875,2206.5,54408.4869791667,3001.22727272727,75886.46875,"c","s"
"54","P9",NA,"f",112.261820211039,411.259114583333,218.12255859375,211.28515625,164.287109375,2467.5546875,6979.921875,7183.6953125,657.1484375,34,38,4,128076.8203125,40414,4019,41811.7265625,1858.18981481481,66035.7734375,"c","co"
