"Participant","Condition","Trial","Group","PACtype","PACtime","PACstartTime","PACendTime","Event","cubeColor"
"nuP11","comp",2,"e","grab",1990.8343,638303035060857488,638303035080765831,"Network Gold Cube WholeClone4 was picked up","Gold"
"nuP11","comp",2,"e","grab",1803.9928,638303035127928470,638303035145968398,"Network Gold Cube WholeClone15 was picked up","Gold"
"nuP11","comp",2,"e","grab",1787.9932,638303035149878368,638303035167758300,"Network Gold Cube WholeClone18 was picked up","Gold"
"nuP11","comp",2,"e","grab",1961.3315,638303035385493433,638303035405106748,"Network Gold Cube WholeClone51 was picked up","Gold"
"nuP11","comp",2,"e","grab",19.0009,638303035468584841,638303035468774850,"Network Gold Cube WholeClone60 was picked up","Gold"
"nuP11","comp",2,"e","grab",214.0011,638303035510351356,638303035512491367,"Network Gold Cube WholeClone66 was picked up","Gold"
"nuP11","comp",2,"e","grab",219.9997,638303035531927725,638303035534127722,"Network Gold Cube WholeClone69 was picked up","Gold"
"nuP11","comp",2,"e","grab",217.634,638303035553420254,638303035555596594,"Network Gold Cube WholeClone72 was picked up","Gold"
"nuP11","comp",2,"e","grab",253.0251,638303035574931154,638303035577461405,"Network Gold Cube WholeClone75 was picked up","Gold"
"nuP11","comp",2,"e","grab",1995.4948,638303035579101137,638303035599056085,"Network Gold Cube WholeClone78 was picked up","Gold"
"nuP11","comp",2,"e","grab",1987.7987,638303035600326077,638303035620204064,"Network Gold Cube WholeClone81 was picked up","Gold"
"nuP11","comp",2,"e","grab",396.3631,638303035660432826,638303035664396457,"Network Gold Cube WholeClone87 was picked up","Gold"
"nuP11","comp",2,"e","grab",1994.0268,638303035664864950,638303035684805218,"Network Gold Cube WholeClone90 was picked up","Gold"
"nuP11","comp",2,"e","grab",1326.5413,638303035758877747,638303035772143160,"Network Gold Cube WholeClone102 was picked up","Gold"
"nuP11","comp",2,"e","grab",1998.3954,638303035772643152,638303035792627106,"Network Gold Cube WholeClone105 was picked up","Gold"
"nuP11","comp",2,"e","grab",545.999,638303035893093392,638303035898553382,"Network Gold Cube WholeClone111 was picked up","Gold"
"nuP11","comp",2,"e","grab",347.0787,638303035918936313,638303035922407100,"Network Red CubeClone118 was picked up","Red"
"nuP11","comp",2,"e","grab",270.9989,638303035961877817,638303035964587806,"Network Gold Cube WholeClone129 was picked up","Gold"
"nuP11","comp",2,"e","grab",664.9095,638303036023984426,638303036030633521,"Network Blue CubeClone135 was picked up","Blue"
"nuP11","comp",2,"e","grab",261.0001,638303036093528930,638303036096138931,"Network Neutral CubeClone145 was picked up","White"
"nuP11","comp",2,"e","grab",185.0386,638303036175669490,638303036177519876,"Network Gold Cube WholeClone132 was picked up","Gold"
"nuP11","comp",2,"e","grab",132.5231,638303036183976575,638303036185301806,"Network Neutral CubeClone158 was picked up","White"
"nuP11","comp",2,"e","grab",835.007,638303036230432189,638303036238782259,"Network Gold Cube WholeClone162 was picked up","Gold"
"nuP11","comp",2,"e","grab",19.9998,638303036285241307,638303036285441305,"Network Neutral CubeClone172 was picked up","White"
