"Participant","Condition","Trial","Group","PACtype","PACtime","PACstartTime","PACendTime","Event","cubeColor"
"sdP15","comp",2,"e","grab",271.87,638270175399510938,638270175402229638,"Network Red CubeClone3 was picked up","Red"
"sdP15","comp",2,"e","grab",890.7658,638270175439940859,638270175448848517,"Network Gold Cube WholeClone12 was picked up","Gold"
"sdP15","comp",2,"e","grab",261.6939,638270175463180561,638270175465797500,"Network Blue CubeClone14 was picked up","Blue"
"sdP15","comp",2,"e","grab",258.7318,638270175535486051,638270175538073369,"Network Neutral CubeClone23 was picked up","White"
"sdP15","comp",2,"e","grab",359.458,638270175564880877,638270175568475457,"Network Red CubeClone26 was picked up","Red"
"sdP15","comp",2,"e","grab",951.2225,638270175612850539,638270175622362764,"Network Gold Cube WholeClone37 was picked up","Gold"
"sdP15","comp",2,"e","grab",507.4571,638270175698944656,638270175704019227,"Network Red CubeClone42 was picked up","Red"
"sdP15","comp",2,"e","grab",534.4099,638270175718857141,638270175724201240,"Network Blue CubeClone47 was picked up","Blue"
"sdP15","comp",2,"e","grab",227.5294,638270175767909544,638270175770184838,"Network Neutral CubeClone56 was picked up","White"
"sdP15","comp",2,"e","grab",208.4433,638270175790717341,638270175792801774,"Network Blue CubeClone60 was picked up","Blue"
"sdP15","comp",2,"e","grab",141.6208,638270175837191365,638270175838607573,"Network Red CubeClone62 was picked up","Red"
"sdP15","comp",2,"e","grab",90.3524,638270175867166621,638270175868070145,"Network Gold Cube WholeClone71 was picked up","Gold"
"sdP15","comp",2,"e","grab",231.9681,638270175886403154,638270175888722835,"Network Gold Cube WholeClone74 was picked up","Gold"
"sdP15","comp",2,"e","grab",168.5666,638270176010753377,638270176012439043,"Network Neutral CubeClone90 was picked up","White"
"sdP15","comp",2,"e","grab",310.2945,638270176049163883,638270176052266828,"Network Neutral CubeClone95 was picked up","White"
"sdP15","comp",2,"e","grab",556.5959,638270176107630604,638270176113196563,"Network Blue CubeClone102 was picked up","Blue"
"sdP15","comp",2,"e","grab",201.1085,638270176136090804,638270176138101889,"Network Neutral CubeClone107 was picked up","White"
"sdP15","comp",2,"e","grab",38.8966,638270176159970967,638270176160359933,"Network Blue CubeClone110 was picked up","Blue"
"sdP15","comp",2,"e","grab",9.9737,638270176190083003,638270176190182740,"Network Red CubeClone111 was picked up","Red"
"sdP15","comp",2,"e","grab",135.1512,638270176289798173,638270176291149685,"Network Neutral CubeClone128 was picked up","White"
"sdP15","comp",2,"e","grab",140.6433,638270176304921533,638270176306327966,"Network Red CubeClone127 was picked up","Red"
"sdP15","comp",2,"e","grab",366.3578,638270176323080699,638270176326744277,"Network Blue CubeClone130 was picked up","Blue"
"sdP15","comp",2,"e","grab",243.2344,638270176386860372,638270176389292716,"Network Neutral CubeClone141 was picked up","White"
"sdP15","comp",2,"e","grab",106.401,638270176432249463,638270176433313473,"Network Red CubeClone143 was picked up","Red"
"sdP15","comp",2,"e","grab",367.6986,638270176475518968,638270176479195954,"Network Blue CubeClone150 was picked up","Blue"
"sdP15","comp",2,"e","grab",171.308,638270176524546920,638270176526260000,"Network Red CubeClone160 was picked up","Red"
"sdP15","comp",2,"e","grab",190.0496,638270176565091006,638270176566991502,"Network Gold Cube WholeClone168 was picked up","Gold"
"sdP15","comp",2,"e","grab",306.1158,638270176649660129,638270176652721287,"Network Neutral CubeClone179 was picked up","White"
"sdP15","comp",2,"e","grab",886.1779,638270176713792923,638270176722654702,"Network Blue CubeClone186 was picked up","Blue"
"sdP15","comp",2,"e","grab",1111.5739,638270176713932558,638270176725048297,"Network Neutral CubeClone188 was picked up","White"
"sdP15","comp",2,"e","grab",232.8976,638270176747362206,638270176749691182,"Network Neutral CubeClone191 was picked up","White"
"sdP15","comp",2,"e","grab",245.5514,638270176774759729,638270176777215243,"Network Neutral CubeClone194 was picked up","White"
"sdP15","comp",2,"e","grab",148.9938,638270176799838765,638270176801328703,"Network Neutral CubeClone199 was picked up","White"
"sdP15","comp",2,"e","grab",405.9727,638270176838652750,638270176842712477,"Network Blue CubeClone205 was picked up","Blue"
"sdP15","comp",2,"e","grab",280.2562,638270176861260700,638270176864063262,"Network Blue CubeClone208 was picked up","Blue"
"sdP15","comp",2,"e","grab",24.4416,638270176885128815,638270176885373231,"Network Blue CubeClone207 was picked up","Blue"
"sdP15","comp",2,"e","grab",80.3581,638270176903391914,638270176904195495,"Network Red CubeClone211 was picked up","Red"
"sdP15","comp",2,"e","grab",224.0414,638270176920730639,638270176922971053,"Network Red CubeClone214 was picked up","Red"
"sdP15","comp",2,"e","grab",53.8561,638270176969455568,638270176969994129,"Network Red CubeClone222 was picked up","Red"
