"Participant","Condition","Trial","Group","PACtype","PACtime","PACstartTime","PACendTime","Event","cubeColor"
"nuP30","comp",2,"c","grab",1102.0003,638543298395824565,638543298406844568,"Network Red CubeClone5 was picked up","Red"
"nuP30","comp",2,"c","grab",319.0012,638543298431564617,638543298434754629,"Network Red CubeClone10 was picked up","Red"
"nuP30","comp",2,"c","grab",214.0015,638543298469554682,638543298471694697,"Network Gold Cube WholeClone1 was picked up","Gold"
"nuP30","comp",2,"c","grab",214.0015,638543298469554682,638543298471694697,"Network Gold Cube WholeClone1 was picked up","Gold"
"nuP30","comp",2,"c","grab",453.4676,638543298515364753,638543298519899429,"Network Neutral CubeClone21 was picked up","White"
"nuP30","comp",2,"c","grab",172.0101,638543298565241326,638543298566961427,"Network Blue CubeClone26 was picked up","Blue"
"nuP30","comp",2,"c","grab",546.0024,638543298651007178,638543298656467202,"Network Red CubeClone38 was picked up","Red"
"nuP30","comp",2,"c","grab",277.0018,638543298703229165,638543298705999183,"Network Red CubeClone46 was picked up","Red"
"nuP30","comp",2,"c","grab",262.9681,638543298736689554,638543298739319235,"Network Red CubeClone49 was picked up","Red"
"nuP30","comp",2,"c","grab",208.0008,638543298790948121,638543298793028129,"Network Red CubeClone58 was picked up","Red"
"nuP30","comp",2,"c","grab",247.9979,638543298838078166,638543298840558145,"Network Red CubeClone64 was picked up","Red"
"nuP30","comp",2,"c","grab",361.0009,638543298921568291,638543298925178300,"Network Neutral CubeClone79 was picked up","White"
"nuP30","comp",2,"c","grab",248.0005,638543298973388381,638543298975868386,"Network Gold Cube WholeClone67 was picked up","Gold"
"nuP30","comp",2,"c","grab",248.0005,638543298973388381,638543298975868386,"Network Gold Cube WholeClone67 was picked up","Gold"
"nuP30","comp",2,"c","grab",153.9993,638543299022338459,638543299023878452,"Network Neutral CubeClone92 was picked up","White"
"nuP30","comp",2,"c","grab",615.9998,638543299063568535,638543299069728533,"Network Neutral CubeClone98 was picked up","White"
"nuP30","comp",2,"c","grab",351.999,638543299086468582,638543299089988572,"Network Neutral CubeClone100 was picked up","White"
"nuP30","comp",2,"c","grab",91.0005,638543299140838666,638543299141748671,"Network Red CubeClone108 was picked up","Red"
"nuP30","comp",2,"c","grab",387.0023,638543299173748709,638543299177618732,"Network Blue CubeClone110 was picked up","Blue"
"nuP30","comp",2,"c","grab",273.0023,638543299219828790,638543299222558813,"Network Gold Cube WholeClone104 was picked up","Gold"
"nuP30","comp",2,"c","grab",273.0023,638543299219828790,638543299222558813,"Network Gold Cube WholeClone104 was picked up","Gold"
"nuP30","comp",2,"c","grab",368.0043,638543299253398840,638543299257078883,"Network Gold Cube WholeClone124 was picked up","Gold"
"nuP30","comp",2,"c","grab",879.0042,638543299248288841,638543299257078883,"Network Gold Cube WholeClone124 was picked up","Gold"
"nuP30","comp",2,"c","grab",234.9997,638543299303078936,638543299305428933,"Network Gold Cube WholeClone129 was picked up","Gold"
"nuP30","comp",2,"c","grab",234.9997,638543299303078936,638543299305428933,"Network Gold Cube WholeClone129 was picked up","Gold"
"nuP30","comp",2,"c","grab",290.999,638543299338989009,638543299341898999,"Network Gold Cube WholeClone136 was picked up","Gold"
"nuP30","comp",2,"c","grab",290.999,638543299338989009,638543299341898999,"Network Gold Cube WholeClone136 was picked up","Gold"
"nuP30","comp",2,"c","grab",244.0006,638543299408829119,638543299411269125,"Network Neutral CubeClone145 was picked up","White"
"nuP30","comp",2,"c","grab",21.0018,638543299452849193,638543299453059211,"Network Blue CubeClone148 was picked up","Blue"
"nuP30","comp",2,"c","grab",122,638543299497019271,638543299498239271,"Network Red CubeClone155 was picked up","Red"
"nuP30","comp",2,"c","grab",207.9997,638543299538449340,638543299540529337,"Network Gold Cube WholeClone165 was picked up","Gold"
"nuP30","comp",2,"c","grab",207.9997,638543299538449340,638543299540529337,"Network Gold Cube WholeClone165 was picked up","Gold"
"nuP30","comp",2,"c","grab",185.9996,638543299592859434,638543299594719430,"Network Neutral CubeClone170 was picked up","White"
"nuP30","comp",2,"c","grab",164.0024,638543299631449488,638543299633089512,"Network Neutral CubeClone176 was picked up","White"
"nuP30","comp",2,"c","grab",213.0008,638543299695389598,638543299697519606,"Network Neutral CubeClone185 was picked up","White"
"nuP30","comp",2,"c","grab",452.0013,638543299762289716,638543299766809729,"Network Blue CubeClone192 was picked up","Blue"
"nuP30","comp",2,"c","grab",349.9996,638543299806019795,638543299809519791,"Network Red CubeClone197 was picked up","Red"
"nuP30","comp",2,"c","grab",371.0006,638543299872389908,638543299876099914,"Network Neutral CubeClone210 was picked up","White"
"nuP30","comp",2,"c","grab",427.9996,638543299968940065,638543299973220061,"Network Blue CubeClone221 was picked up","Blue"
"nuP30","comp",2,"c","grab",202.9989,638543300044110209,638543300046140198,"Network Neutral CubeClone233 was picked up","White"
"nuP30","comp",2,"c","grab",1019.0014,638543300085490266,638543300095680280,"Network Blue CubeClone238 was picked up","Blue"
