"Participant","Condition","Trial","Group","PACtype","PACtime","PACstartTime","PACendTime","Event","cubeColor"
"sdP13","comp",1,"e","grab",154.9883,638266584481470703,638266584483020586,"Network Gold Cube WholeClone1 was picked up","Gold"
"sdP13","comp",1,"e","grab",588.0791,638266584503070317,638266584508951108,"Network Neutral CubeClone4 was picked up","White"
"sdP13","comp",1,"e","grab",83.8933,638266584531414788,638266584532253721,"Network Blue CubeClone8 was picked up","Blue"
"sdP13","comp",1,"e","grab",265.3879,638266584564618026,638266584567271905,"Network Red CubeClone14 was picked up","Red"
"sdP13","comp",1,"e","grab",148.8327,638266584582744241,638266584584232568,"Network Red CubeClone15 was picked up","Red"
"sdP13","comp",1,"e","grab",785.0584,638266584603653081,638266584611503665,"Network Gold Cube WholeClone18 was picked up","Gold"
"sdP13","comp",1,"e","grab",277.7645,638266584698813864,638266584701591509,"Network Blue CubeClone29 was picked up","Blue"
"sdP13","comp",1,"e","grab",245.0017,638266584729986508,638266584732436525,"Network Blue CubeClone37 was picked up","Blue"
"sdP13","comp",1,"e","grab",278.7898,638266584792248907,638266584795036805,"Network Red CubeClone43 was picked up","Red"
"sdP13","comp",1,"e","grab",80.7834,638266584899593751,638266584900401585,"Network Red CubeClone58 was picked up","Red"
"sdP13","comp",1,"e","grab",95.7482,638266584988596309,638266584989553791,"Network Gold Cube WholeClone67 was picked up","Gold"
"sdP13","comp",1,"e","grab",23.829,638266585014757328,638266585014995618,"Network Gold Cube WholeClone76 was picked up","Gold"
"sdP13","comp",1,"e","grab",704.0144,638266585075949293,638266585082989437,"Network Gold Cube WholeClone80 was picked up","Gold"
"sdP13","comp",1,"e","grab",397.9315,638266585082889703,638266585086869018,"Network Neutral CubeClone85 was picked up","White"
"sdP13","comp",1,"e","grab",37.8984,638266585107640879,638266585108019863,"Network Gold Cube WholeClone89 was picked up","Gold"
"sdP13","comp",1,"e","grab",372.0182,638266585169854306,638266585173574488,"Network Red CubeClone94 was picked up","Red"
"sdP13","comp",1,"e","grab",398.4417,638266585328914369,638266585332898786,"Network Neutral CubeClone119 was picked up","White"
"sdP13","comp",1,"e","grab",360.6761,638266585364873365,638266585368480126,"Network Blue CubeClone124 was picked up","Blue"
"sdP13","comp",1,"e","grab",446.804,638266585448562943,638266585453030983,"Network Blue CubeClone135 was picked up","Blue"
"sdP13","comp",1,"e","grab",170.5441,638266585475985903,638266585477691344,"Network Blue CubeClone136 was picked up","Blue"
"sdP13","comp",1,"e","grab",188.4955,638266585514905502,638266585516790457,"Network Red CubeClone140 was picked up","Red"
"sdP13","comp",1,"e","grab",542.7013,638266585539734564,638266585545161577,"Network Neutral CubeClone147 was picked up","White"
"sdP13","comp",1,"e","grab",161.5679,638266585586703118,638266585588318797,"Network Gold Cube WholeClone132 was picked up","Gold"
"sdP13","comp",1,"e","grab",386.4391,638266585662284940,638266585666149331,"Network Neutral CubeClone166 was picked up","White"
"sdP13","comp",1,"e","grab",476.2757,638266585719859762,638266585724622519,"Network Neutral CubeClone172 was picked up","White"
"sdP13","comp",1,"e","grab",229.3897,638266585769773885,638266585772067782,"Network Neutral CubeClone180 was picked up","White"
"sdP13","comp",1,"e","grab",133.3885,638266585848827249,638266585850161134,"Network Red CubeClone189 was picked up","Red"
"sdP13","comp",1,"e","grab",35.9044,638266585868365605,638266585868724649,"Network Gold Cube WholeClone190 was picked up","Gold"
"sdP13","comp",1,"e","grab",440.3289,638266585892853884,638266585897257173,"Network Gold Cube WholeClone198 was picked up","Gold"
"sdP13","comp",1,"e","grab",193.3692,638266585976640268,638266585978573960,"Network Blue CubeClone207 was picked up","Blue"
"sdP13","comp",1,"e","grab",552.6434,638266585996571355,638266586002097789,"Network Gold Cube WholeClone202 was picked up","Gold"
"sdP13","comp",1,"e","grab",252.0625,638266586042214759,638266586044735384,"Network Red CubeClone215 was picked up","Red"
"sdP13","comp",1,"e","grab",94.2242,638266586081393738,638266586082335980,"Network Neutral CubeClone223 was picked up","White"
"sdP13","comp",1,"e","grab",219.5752,638266586106824591,638266586109020343,"Network Neutral CubeClone227 was picked up","White"
"sdP13","comp",1,"e","grab",175.1048,638266586175079463,638266586176830511,"Network Blue CubeClone235 was picked up","Blue"
"sdP13","comp",1,"e","grab",74.7995,638266586221705003,638266586222452998,"Network Neutral CubeClone242 was picked up","White"
"sdP13","comp",1,"e","grab",470.9213,638266586301362566,638266586306071779,"Network Red CubeClone251 was picked up","Red"
"sdP13","comp",1,"e","grab",277.2191,638266586346235134,638266586349007325,"Network Gold Cube WholeClone233 was picked up","Gold"
"sdP13","comp",1,"e","grab",204.4529,638266586379563432,638266586381607961,"Network Red CubeClone261 was picked up","Red"
"sdP13","comp",1,"e","grab",367.0169,638266586411282731,638266586414952900,"Network Gold Cube WholeClone265 was picked up","Gold"
