"Participant","Condition","Trial","Group","PACtype","PACtime","PACstartTime","PACendTime","Event","cubeColor"
"nuP17","comp",2,"c","grab",855.5464,638344569929524936,638344569938080400,"Network Gold Cube WholeClone1 was picked up","Gold"
"nuP17","comp",2,"c","grab",408.0029,638344569977070753,638344569981150782,"Network Red CubeClone8 was picked up","Red"
"nuP17","comp",2,"c","grab",671.0016,638344570031538692,638344570038248708,"Network Blue CubeClone14 was picked up","Blue"
"nuP17","comp",2,"c","grab",625.0012,638344570084000855,638344570090250867,"Network Red CubeClone26 was picked up","Red"
"nuP17","comp",2,"c","grab",276.0005,638344570242020802,638344570244780807,"Network Neutral CubeClone47 was picked up","White"
"nuP17","comp",2,"c","grab",351.5816,638344570251261737,638344570254777553,"Network Neutral CubeClone48 was picked up","White"
"nuP17","comp",2,"c","grab",414.0216,638344570303360266,638344570307500482,"Network Red CubeClone54 was picked up","Red"
"nuP17","comp",2,"c","grab",233.0026,638344570341954140,638344570344284166,"Network Gold Cube WholeClone49 was picked up","Gold"
"nuP17","comp",2,"c","grab",58.0001,638344570425885545,638344570426465546,"Network Neutral CubeClone73 was picked up","White"
"nuP17","comp",2,"c","grab",635.1341,638344570514217424,638344570520568765,"Network Gold Cube WholeClone84 was picked up","Gold"
"nuP17","comp",2,"c","grab",266.6352,638344570580036273,638344570582702625,"Network Neutral CubeClone96 was picked up","White"
"nuP17","comp",2,"c","grab",225.5665,638344570602514691,638344570604770356,"Network Blue CubeClone97 was picked up","Blue"
"nuP17","comp",2,"c","grab",94.0011,638344570655433678,638344570656373689,"Network Neutral CubeClone106 was picked up","White"
"nuP17","comp",2,"c","grab",234.0314,638344570714115860,638344570716456174,"Network Blue CubeClone110 was picked up","Blue"
"nuP17","comp",2,"c","grab",109.5138,638344570745919705,638344570747014843,"Network Red CubeClone118 was picked up","Red"
"nuP17","comp",2,"c","grab",131,638344570770547869,638344570771857869,"Network Gold Cube WholeClone106 was picked up","Gold"
"nuP17","comp",2,"c","grab",19.0008,638344570796778103,638344570796968111,"Network Neutral CubeClone124 was picked up","White"
"nuP17","comp",2,"c","grab",370.0003,638344570896966359,638344570900666362,"Network Gold Cube WholeClone126 was picked up","Gold"
"nuP17","comp",2,"c","grab",18.5116,638344571001550226,638344571001735342,"Network Blue CubeClone154 was picked up","Blue"
"nuP17","comp",2,"c","grab",53.9997,638344571054560974,638344571055100971,"Network Red CubeClone162 was picked up","Red"
"nuP17","comp",2,"c","grab",308.0421,638344571193539232,638344571196619653,"Network Gold Cube WholeClone165 was picked up","Gold"
"nuP17","comp",2,"c","grab",7.5145,638344571248018512,638344571248093657,"Network Blue CubeClone185 was picked up","Blue"
"nuP17","comp",2,"c","grab",211.523,638344571277013601,638344571279128831,"Network Red CubeClone191 was picked up","Red"
"nuP17","comp",2,"c","grab",182.0024,638344571301890530,638344571303710554,"Network Neutral CubeClone195 was picked up","White"
"nuP17","comp",2,"c","grab",285.5362,638344571410719815,638344571413575177,"Network Gold Cube WholeClone201 was picked up","Gold"
"nuP17","comp",2,"c","grab",244.0002,638344571462137914,638344571464577916,"Network Red CubeClone214 was picked up","Red"
"nuP17","comp",2,"c","grab",670.0007,638344571507937271,638344571514637278,"Network Blue CubeClone223 was picked up","Blue"
"nuP17","comp",2,"c","grab",172.5132,638344571556299820,638344571558024952,"Network Blue CubeClone231 was picked up","Blue"
"nuP17","comp",2,"c","grab",142.0011,638344571585412034,638344571586832045,"Network Neutral CubeClone236 was picked up","White"
"nuP17","comp",2,"c","grab",135,638344571685042156,638344571686392156,"Network Red CubeClone245 was picked up","Red"
"nuP17","comp",2,"c","grab",594.0021,638344571761150741,638344571767090762,"Network Blue CubeClone256 was picked up","Blue"
"nuP17","comp",2,"c","grab",253.5152,638344571798524063,638344571801059215,"Network Neutral CubeClone265 was picked up","White"
"nuP17","comp",2,"c","grab",356.0262,638344571819466030,638344571823026292,"Network Gold Cube WholeClone262 was picked up","Gold"
"nuP17","comp",2,"c","grab",441.0014,638344571890271720,638344571894681734,"Network Gold Cube WholeClone276 was picked up","Gold"
"nuP17","comp",2,"c","grab",423.3257,638344572012095152,638344572016328409,"Network Blue CubeClone294 was picked up","Blue"
"nuP17","comp",2,"c","grab",197.0415,638344572040748622,638344572042719037,"Network Neutral CubeClone300 was picked up","White"
"nuP17","comp",2,"c","grab",73.7926,638344572064522334,638344572065260260,"Network Gold Cube WholeClone283 was picked up","Gold"
"nuP17","comp",2,"c","grab",117.5369,638344572088090511,638344572089265880,"Network Red CubeClone301 was picked up","Red"
"nuP17","comp",2,"c","grab",298.0237,638344572163026165,638344572166006402,"Network Red CubeClone315 was picked up","Red"
"nuP17","comp",2,"c","grab",106.0187,638344572187791524,638344572188851711,"Network Blue CubeClone318 was picked up","Blue"
"nuP17","comp",2,"c","grab",307.569,638344572217325666,638344572220401356,"Network Gold Cube WholeClone325 was picked up","Gold"
"nuP17","comp",2,"c","grab",130.541,638344572250917322,638344572252222732,"Network Neutral CubeClone327 was picked up","White"
"nuP17","comp",2,"c","grab",223.0195,638344572313305454,638344572315535649,"Network Blue CubeClone334 was picked up","Blue"
"nuP17","comp",2,"c","grab",163.9999,638344572341827822,638344572343467821,"Network Blue CubeClone340 was picked up","Blue"
"nuP17","comp",2,"c","grab",309.9999,638344572419566893,638344572422666892,"Network Gold Cube WholeClone344 was picked up","Gold"
"nuP17","comp",2,"c","grab",148.0229,638344572446739622,638344572448219851,"Network Gold Cube WholeClone356 was picked up","Gold"
"nuP17","comp",2,"c","grab",7.0007,638344572478234679,638344572478304686,"Network Neutral CubeClone360 was picked up","White"
"nuP17","comp",2,"c","grab",230.5096,638344572525322009,638344572527627105,"Network Neutral CubeClone366 was picked up","White"
"nuP17","comp",2,"c","grab",276.0197,638344572574179191,638344572576939388,"Network Neutral CubeClone373 was picked up","White"
"nuP17","comp",2,"c","grab",80.9997,638344572633996711,638344572634806708,"Network Blue CubeClone379 was picked up","Blue"
"nuP17","comp",2,"c","grab",59.0019,638344572656387633,638344572656977652,"Network Blue CubeClone382 was picked up","Blue"
"nuP17","comp",2,"c","grab",280.0013,638344572695548291,638344572698348304,"Network Red CubeClone387 was picked up","Red"
"nuP17","comp",2,"c","grab",302.0213,638344572733493902,638344572736514115,"Network Red CubeClone392 was picked up","Red"
"nuP17","comp",2,"c","grab",893.5494,638344572775326210,638344572784261704,"Network Blue CubeClone399 was picked up","Blue"
"nuP17","comp",2,"c","grab",207.5098,638344572792068538,638344572794143636,"Network Red CubeClone402 was picked up","Red"
"nuP17","comp",2,"c","grab",172.0495,638344572827786242,638344572829506737,"Network Red CubeClone406 was picked up","Red"
"nuP17","comp",2,"c","place",1290.0016,638344569948360394,638344569961260410,"Network Gold Cube WholeClone1 was dropped in DropzonePlaceHolderClone2","Gold"
"nuP17","comp",2,"c","place",1152.0008,638344569990358725,638344570001878733,"Network Red CubeClone8 was dropped in DropzonePlaceHolderClone1","Red"
"nuP17","comp",2,"c","place",1043.0523,638344570049898713,638344570060329236,"Network Blue CubeClone14 was dropped in DropzonePlaceHolderClone4","Blue"
"nuP17","comp",2,"c","place",1294.5436,638344570178619702,638344570191565138,"Network Red CubeClone26 was dropped in DropzonePlaceHolderClone5","Red"
"nuP17","comp",2,"c","place",1222.0018,638344570263778044,638344570275998062,"Network Neutral CubeClone48 was dropped in DropzonePlaceHolderClone3","White"
"nuP17","comp",2,"c","place",1271.1559,638344570322111643,638344570334823202,"Network Red CubeClone54 was dropped in DropzonePlaceHolderClone4","Red"
"nuP17","comp",2,"c","place",1289.6601,638344570349514841,638344570362411442,"Network Gold Cube WholeClone49 was dropped in DropzonePlaceHolderClone5","Gold"
"nuP17","comp",2,"c","place",1116.0012,638344570400925512,638344570412085524,"Network Gold Cube WholeClone66 was dropped in DropzonePlaceHolderClone1","Gold"
"nuP17","comp",2,"c","place",996.002,638344570432751143,638344570442711163,"Network Neutral CubeClone73 was dropped in DropzonePlaceHolderClone2","White"
"nuP17","comp",2,"c","place",1025.0579,638344570459041162,638344570469291741,"Network Blue CubeClone74 was dropped in DropzonePlaceHolderClone3","Blue"
"nuP17","comp",2,"c","place",814.5408,638344570533694387,638344570541839795,"Network Gold Cube WholeClone84 was dropped in DropzonePlaceHolderClone4","Gold"
"nuP17","comp",2,"c","place",1094.0014,638344570558080798,638344570569020812,"Network Red CubeClone87 was dropped in DropzonePlaceHolderClone3","Red"
"nuP17","comp",2,"c","place",989.5802,638344570586732519,638344570596628321,"Network Neutral CubeClone96 was dropped in DropzonePlaceHolderClone1","White"
"nuP17","comp",2,"c","place",1212.7287,638344570610276505,638344570622403792,"Network Blue CubeClone97 was dropped in DropzonePlaceHolderClone2","Blue"
"nuP17","comp",2,"c","place",744.0007,638344570664483694,638344570671923701,"Network Neutral CubeClone106 was dropped in DropzonePlaceHolderClone5","White"
"nuP17","comp",2,"c","place",1177.3056,638344570723126385,638344570734899441,"Network Blue CubeClone110 was dropped in DropzonePlaceHolderClone1","Blue"
"nuP17","comp",2,"c","place",1174.7144,638344570752590716,638344570764337860,"Network Red CubeClone118 was dropped in DropzonePlaceHolderClone2","Red"
"nuP17","comp",2,"c","place",971.0012,638344570776578081,638344570786288093,"Network Gold Cube WholeClone106 was dropped in DropzonePlaceHolderClone3","Gold"
"nuP17","comp",2,"c","place",806.5139,638344570803103650,638344570811168789,"Network Neutral CubeClone124 was dropped in DropzonePlaceHolderClone4","White"
"nuP17","comp",2,"c","place",1288.0015,638344570842419459,638344570855299474,"Network Blue CubeClone127 was dropped in DropzonePlaceHolderClone5","Blue"
"nuP17","comp",2,"c","place",1256.9365,638344570909256375,638344570921825740,"Network Gold Cube WholeClone126 was dropped in DropzonePlaceHolderClone2","Gold"
"nuP17","comp",2,"c","place",1045.0462,638344570937008002,638344570947458464,"Network Red CubeClone144 was dropped in DropzonePlaceHolderClone1","Red"
"nuP17","comp",2,"c","place",1291.0025,638344571025530935,638344571038440960,"Network Blue CubeClone154 was dropped in DropzonePlaceHolderClone4","Blue"
"nuP17","comp",2,"c","place",1261.0013,638344571063450979,638344571076060992,"Network Red CubeClone162 was dropped in DropzonePlaceHolderClone5","Red"
"nuP17","comp",2,"c","place",1167.0173,638344571094393673,638344571106063846,"Network Neutral CubeClone165 was dropped in DropzonePlaceHolderClone3","White"
"nuP17","comp",2,"c","place",807.0016,638344571220280442,638344571228350458,"Network Gold Cube WholeClone165 was dropped in DropzonePlaceHolderClone3","Gold"
"nuP17","comp",2,"c","place",1202.443,638344571254629172,638344571266653602,"Network Blue CubeClone185 was dropped in DropzonePlaceHolderClone1","Blue"
"nuP17","comp",2,"c","place",867.0694,638344571284099836,638344571292770530,"Network Red CubeClone191 was dropped in DropzonePlaceHolderClone2","Red"
"nuP17","comp",2,"c","place",891.0781,638344571309395977,638344571318306758,"Network Neutral CubeClone195 was dropped in DropzonePlaceHolderClone4","White"
"nuP17","comp",2,"c","place",1299.7047,638344571368514611,638344571381511658,"Network Blue CubeClone199 was dropped in DropzonePlaceHolderClone5","Blue"
"nuP17","comp",2,"c","place",1276.1053,638344571419055402,638344571431816455,"Network Gold Cube WholeClone201 was dropped in DropzonePlaceHolderClone2","Gold"
"nuP17","comp",2,"c","place",1297.8506,638344571475697926,638344571488676432,"Network Red CubeClone214 was dropped in DropzonePlaceHolderClone1","Red"
"nuP17","comp",2,"c","place",1082.5637,638344571521122409,638344571531948046,"Network Blue CubeClone223 was dropped in DropzonePlaceHolderClone4","Blue"
"nuP17","comp",2,"c","place",1265.1255,638344571592532045,638344571605183300,"Network Neutral CubeClone236 was dropped in DropzonePlaceHolderClone3","White"
"nuP17","comp",2,"c","place",1297.0639,638344571709148206,638344571722118845,"Network Red CubeClone245 was dropped in DropzonePlaceHolderClone5","Red"
"nuP17","comp",2,"c","place",1293.602,638344571775300758,638344571788236778,"Network Blue CubeClone256 was dropped in DropzonePlaceHolderClone3","Blue"
"nuP17","comp",2,"c","place",956.0989,638344571805844603,638344571815405592,"Network Neutral CubeClone265 was dropped in DropzonePlaceHolderClone2","White"
"nuP17","comp",2,"c","place",976.5842,638344571850962687,638344571860728529,"Network Gold Cube WholeClone273 was dropped in DropzonePlaceHolderClone1","Gold"
"nuP17","comp",2,"c","place",1289.6706,638344571916693345,638344571929590051,"Network Gold Cube WholeClone276 was dropped in DropzonePlaceHolderClone5","Gold"
"nuP17","comp",2,"c","place",1155.6321,638344571957996487,638344571969552808,"Network Red CubeClone286 was dropped in DropzonePlaceHolderClone4","Red"
"nuP17","comp",2,"c","place",1057.7075,638344572022381298,638344572032958373,"Network Blue CubeClone294 was dropped in DropzonePlaceHolderClone2","Blue"
"nuP17","comp",2,"c","place",690.002,638344572048410226,638344572055310246,"Network Neutral CubeClone300 was dropped in DropzonePlaceHolderClone1","White"
"nuP17","comp",2,"c","place",966.0011,638344572071730259,638344572081390270,"Network Gold Cube WholeClone283 was dropped in DropzonePlaceHolderClone4","Gold"
"nuP17","comp",2,"c","place",999.6064,638344572094597096,638344572104593160,"Network Red CubeClone301 was dropped in DropzonePlaceHolderClone3","Red"
"nuP17","comp",2,"c","place",810.0013,638344572121669523,638344572129769536,"Network Neutral CubeClone308 was dropped in DropzonePlaceHolderClone5","White"
"nuP17","comp",2,"c","place",921.0003,638344572171686407,638344572180896410,"Network Red CubeClone315 was dropped in DropzonePlaceHolderClone2","Red"
"nuP17","comp",2,"c","place",859.6009,638344572193727557,638344572202323566,"Network Blue CubeClone318 was dropped in DropzonePlaceHolderClone1","Blue"
"nuP17","comp",2,"c","place",923.1193,638344572225616665,638344572234847858,"Network Gold Cube WholeClone325 was dropped in DropzonePlaceHolderClone3","Gold"
"nuP17","comp",2,"c","place",1059.0017,638344572257857835,638344572268447852,"Network Neutral CubeClone327 was dropped in DropzonePlaceHolderClone4","White"
"nuP17","comp",2,"c","place",1246.0869,638344572351263289,638344572363724158,"Network Blue CubeClone340 was dropped in DropzonePlaceHolderClone5","Blue"
"nuP17","comp",2,"c","place",1147.1059,638344572427597118,638344572439068177,"Network Gold Cube WholeClone344 was dropped in DropzonePlaceHolderClone2","Gold"
"nuP17","comp",2,"c","place",1179.2794,638344572454320837,638344572466113631,"Network Gold Cube WholeClone356 was dropped in DropzonePlaceHolderClone4","Gold"
"nuP17","comp",2,"c","place",1071.0012,638344572482710065,638344572493420077,"Network Neutral CubeClone360 was dropped in DropzonePlaceHolderClone1","White"
"nuP17","comp",2,"c","place",1167.3422,638344572535204569,638344572546877991,"Network Neutral CubeClone366 was dropped in DropzonePlaceHolderClone3","White"
"nuP17","comp",2,"c","place",1288.7327,638344572583384684,638344572596272011,"Network Neutral CubeClone373 was dropped in DropzonePlaceHolderClone5","White"
"nuP17","comp",2,"c","place",981.0392,638344572640217250,638344572650027642,"Network Blue CubeClone379 was dropped in DropzonePlaceHolderClone2","Blue"
"nuP17","comp",2,"c","place",841.0017,638344572661947639,638344572670357656,"Network Blue CubeClone382 was dropped in DropzonePlaceHolderClone4","Blue"
"nuP17","comp",2,"c","place",1291.0459,638344572746044102,638344572758954561,"Network Red CubeClone392 was dropped in DropzonePlaceHolderClone1","Red"
"nuP17","comp",2,"c","place",1235.0267,638344572798398793,638344572810749060,"Network Red CubeClone402 was dropped in DropzonePlaceHolderClone3","Red"
"nuP17","comp",2,"c","place",1280.1529,638344572837477175,638344572850278704,"Network Red CubeClone406 was dropped in DropzonePlaceHolderClone5","Red"
"nuP17","solo",1,"c","grab",710.0016,638344547139185895,638344547146285911,"Regular Red CubeClone7 was picked up","Red"
"nuP17","solo",1,"c","grab",620.0021,638344547154716737,638344547160916758,"Regular Blue CubeClone8 was picked up","Blue"
"nuP17","solo",1,"c","grab",499.0494,638344547200533191,638344547205523685,"Regular Red CubeClone17 was picked up","Red"
"nuP17","solo",1,"c","grab",263.0006,638344547253316183,638344547255946189,"Regular Red CubeClone23 was picked up","Red"
"nuP17","solo",1,"c","grab",651.0023,638344547298117015,638344547304627038,"Regular Blue CubeClone29 was picked up","Blue"
"nuP17","solo",1,"c","grab",352.5853,638344547346422828,638344547349948681,"Regular Red CubeClone35 was picked up","Red"
"nuP17","solo",1,"c","grab",405.5128,638344547398069162,638344547402124290,"Regular Blue CubeClone46 was picked up","Blue"
"nuP17","solo",1,"c","grab",931.601,638344547410019408,638344547419335418,"Regular Red CubeClone45 was picked up","Red"
"nuP17","solo",1,"c","grab",1061.0646,638344547436398298,638344547447008944,"Regular Red CubeClone49 was picked up","Red"
"nuP17","solo",1,"c","grab",641.0245,638344547497135062,638344547503545307,"Regular Red CubeClone56 was picked up","Red"
"nuP17","solo",1,"c","grab",486.0012,638344547573328554,638344547578188566,"Regular Blue CubeClone67 was picked up","Blue"
"nuP17","solo",1,"c","grab",1313.0699,638344547663958018,638344547677088717,"Regular Neutral CubeClone84 was picked up","White"
"nuP17","solo",1,"c","grab",513.0699,638344547718212218,638344547723342917,"Regular Neutral CubeClone91 was picked up","White"
"nuP17","solo",1,"c","grab",298.0007,638344547753193646,638344547756173653,"Regular Neutral CubeClone96 was picked up","White"
"nuP17","solo",1,"c","grab",294.0025,638344547859648135,638344547862588160,"Regular Blue CubeClone111 was picked up","Blue"
