"Participant","Condition","Trial","Group","PACtype","PACtime","PACstartTime","PACendTime","Event","cubeColor"
"sdP8","comp",2,"c","grab",462.7047,638264250575896165,638264250580523212,"Network Gold Cube WholeClone1 was picked up","Gold"
"sdP8","comp",2,"c","grab",274.8243,638264250599325250,638264250602073493,"Network Gold Cube WholeClone6 was picked up","Gold"
"sdP8","comp",2,"c","grab",302.985,638264250740827790,638264250743857640,"Network Blue CubeClone21 was picked up","Blue"
"sdP8","comp",2,"c","grab",580.4529,638264250771040407,638264250776844936,"Network Red CubeClone29 was picked up","Red"
"sdP8","comp",2,"c","grab",461.3472,638264250806110498,638264250810723970,"Network Blue CubeClone33 was picked up","Blue"
"sdP8","comp",2,"c","grab",142.5383,638264250835782743,638264250837208126,"Network Neutral CubeClone38 was picked up","White"
"sdP8","comp",2,"c","grab",232.2328,638264250865600932,638264250867923260,"Network Red CubeClone42 was picked up","Red"
"sdP8","comp",2,"c","grab",154.7914,638264250895648531,638264250897196445,"Network Red CubeClone43 was picked up","Red"
"sdP8","comp",2,"c","grab",208.8402,638264250944936573,638264250947024975,"Network Blue CubeClone53 was picked up","Blue"
"sdP8","comp",2,"c","grab",156.5995,638264250967934448,638264250969500443,"Network Red CubeClone54 was picked up","Red"
"sdP8","comp",2,"c","grab",351.6107,638264250996276944,638264250999793051,"Network Blue CubeClone59 was picked up","Blue"
"sdP8","comp",2,"c","grab",359.0756,638264251027822789,638264251031413545,"Network Gold Cube WholeClone63 was picked up","Gold"
"sdP8","comp",2,"c","grab",307.4388,638264251061021248,638264251064095636,"Network Red CubeClone67 was picked up","Red"
"sdP8","comp",2,"c","grab",240.9586,638264251114339081,638264251116748667,"Network Neutral CubeClone77 was picked up","White"
"sdP8","comp",2,"c","grab",146.6092,638264251131673259,638264251133139351,"Network Red CubeClone78 was picked up","Red"
"sdP8","comp",2,"c","grab",313.6791,638264251243517927,638264251246654718,"Network Blue CubeClone93 was picked up","Blue"
"sdP8","comp",2,"c","grab",445.0208,638264251271564503,638264251276014711,"Network Red CubeClone99 was picked up","Red"
"sdP8","comp",2,"c","grab",272.6154,638264251323683960,638264251326410114,"Network Gold Cube WholeClone107 was picked up","Gold"
"sdP8","comp",2,"c","grab",386.1628,638264251346329107,638264251350190735,"Network Gold Cube WholeClone110 was picked up","Gold"
"sdP8","comp",2,"c","grab",267.9194,638264251367920266,638264251370599460,"Network Gold Cube WholeClone113 was picked up","Gold"
"sdP8","comp",2,"c","grab",244.8334,638264251388508050,638264251390956384,"Network Gold Cube WholeClone116 was picked up","Gold"
