"Participant","Group","Condition","TimeEpoch","MeanPercentChange","Meanpupil"
"nuP15","c","comp",0,-10.8024786290662,3.2978546
"nuP15","c","comp",0.1,-10.70289377959,3.3015365
"nuP15","c","comp",0,11.6325363381576,4.127333
"nuP15","c","comp",0.1,10.2877223158006,4.077611875
"nuP15","c","comp",0,9.41023817311136,4.0451691
"nuP15","c","comp",0.1,9.76562300030973,4.0583085625
"nuP15","c","comp",0,14.3330008178487,4.2271759
"nuP15","c","comp",0.1,10.7477824512691,4.09462144444444
"nuP15","c","comp",0.2,4.98675754197491,3.881622
"nuP15","c","comp",0,0.881946265391672,3.7298569
"nuP15","c","comp",0.1,-0.174382930886752,3.69080177777778
"nuP15","c","comp",0.2,-1.34470198067001,3.64753216666667
"nuP15","c","comp",0.3,0.578436529957152,3.71863538888889
"nuP15","c","comp",0.4,2.44023213648257,3.78747061111111
"nuP15","c","comp",0.5,4.20814488055393,3.85283475
"nuP15","c","comp",0,-2.29197562259334,3.6125091
"nuP15","c","comp",0.1,-0.0936757801369829,3.69378572222222
"nuP15","c","comp",0.2,1.61606233127341,3.756999
"nuP15","c","comp",0,10.5508726907784,4.0873412
"nuP15","c","comp",0.1,4.71662596314571,3.8716345625
"nuP15","c","comp",0,0.682154482314634,3.7224701
"nuP15","c","comp",0.1,-3.50778765434807,3.5675575
"nuP15","c","comp",0,4.87958597089346,3.8776596
"nuP15","c","comp",0.1,4.39008119637762,3.85956138888889
"nuP15","c","comp",0.2,4.0318554056477,3.84631688888889
"nuP15","c","comp",0.3,5.03797129370182,3.8835155
"nuP15","c","comp",0,8.22659330001986,4.0014068
"nuP15","c","comp",0.1,8.30568453466461,4.004331
"nuP15","c","comp",0.2,8.04915597472064,3.9948465
"nuP15","c","comp",0,-5.86745822236287,3.4803146
"nuP15","c","comp",0.1,-6.88344408253927,3.44275107142857
"nuP15","c","comp",0,19.0468540900149,4.4014588
"nuP15","c","comp",0.1,11.2415158952128,4.112876
"nuP15","c","comp",0.2,4.672285001334,3.86999516666667
"nuP15","c","comp",0,4.38058254279177,3.8592102
"nuP15","c","comp",0.1,3.41437635656091,3.82348715
"nuP15","c","comp",0,-1.2277249212727,3.6518571
"nuP15","c","comp",0.1,0.110019205166554,3.70131683333333
"nuP15","c","comp",0.2,1.28538555102265,3.74477305555556
"nuP15","c","comp",0.3,-3.72520605585681,3.559519
"nuP15","c","comp",0,-0.105961190286306,3.6933315
"nuP15","c","comp",0,-6.17888705864976,3.4688003
"nuP15","c","comp",0.1,-8.29980309204265,3.39038475
"nuP15","c","comp",0.2,-9.86959857126965,3.3323455
"nuP15","c","comp",0,-5.28834658730858,3.5017258
"nuP15","c","comp",0,4.39300258757286,3.8596694
"nuP15","c","comp",0.1,7.12309720458474,3.9606078
"nuP15","c","solo",0,4.07790075023792,3.8480193
"nuP15","c","solo",0.1,2.87971203115385,3.80371927777778
"nuP15","c","solo",0.2,5.90631959008027,3.9156205
"nuP15","c","solo",0.3,8.21326717618788,4.0009141
"nuP15","c","solo",0,16.8402757203231,4.3198761
"nuP15","c","solo",0.1,16.8899555989238,4.32171288888889
"nuP15","c","solo",0.2,15.9096396732307,4.28546816666667
"nuP15","c","solo",0.3,14.3451206394219,4.227624
"nuP15","c","solo",0.4,13.9600370427956,4.2133865
"nuP15","c","solo",0,1.89435572143374,3.7672882
"nuP15","c","solo",0.1,0.520364826674281,3.71648833333333
"nuP15","c","solo",0.2,0.596854126850526,3.71931633333333
"nuP15","c","solo",0.3,0.0138576215173589,3.6977615
"nuP15","c","solo",0.4,-1.52682236727932,3.64079872222222
"nuP15","c","solo",0.5,-2.12263620976681,3.61877
"nuP15","c","solo",0,20.5037047870138,4.4553222
"nuP15","c","solo",0.1,15.8088725633942,4.28174255555556
"nuP15","c","solo",0.2,8.5822895825006,4.01455777777778
"nuP15","c","solo",0.3,2.40934430734493,3.78632861111111
"nuP15","c","solo",0.4,3.30594934759054,3.81947833333333
"nuP15","c","solo",0.5,-2.7345596268887,3.59614566666667
"nuP15","c","solo",0.6,-5.51193834731261,3.49345905555556
"nuP15","c","solo",0.7,-3.32516389048825,3.57430955555556
"nuP15","c","solo",0.8,-0.478316104259143,3.67956461111111
"nuP15","c","solo",0.9,3.18903660027181,3.81515577777778
"nuP15","c","solo",1,2.55407052602665,3.7916795
"nuP15","c","solo",0,-3.07211239011932,3.5836655
"nuP15","c","solo",0.1,-1.11336031467452,3.65608544444444
"nuP15","c","solo",0.2,-0.613428005283814,3.6745691875
"nuP15","c","solo",0,7.14823210792767,3.9615371
"nuP15","c","solo",0.1,5.12105558716884,3.88658733333333
