"","TimeEpoch","Participant","Condition","Group","mean_percent"
"381",0.2,"sd10","solo","e",-0.0293158768253038
"382",0.2,"sd12","co","e",0.582948114529171
"383",0.2,"sd12","solo","e",0.203955111680942
"384",0.2,"sdP1","co","e",2.68186732953175
"385",0.2,"sdP1","comp","e",3.23454878708123
"386",0.2,"sdP1","solo","e",2.43031847093239
"387",0.2,"sdP11","co","e",1.92035086123792
"388",0.2,"sdP11","comp","e",0.364549884419449
"389",0.2,"sdP11","solo","e",-0.0187852142754474
"390",0.2,"sdP12","co","e",-0.115892421868394
"391",0.2,"sdP12","comp","e",1.83224246041947
"392",0.2,"sdP12","solo","e",-0.906575811626778
"393",0.2,"sdP13","co","c",1.54628566963307
"394",0.2,"sdP13","comp","c",0.817844190789313
"395",0.2,"sdP13","solo","c",0.265548661083304
"396",0.2,"sdP14","co","e",0.708443100704585
"397",0.2,"sdP14","comp","e",0.206196973623632
"398",0.2,"sdP14","solo","e",-0.142447583964891
"399",0.2,"sdP15","co","e",-1.00375494895118
"400",0.2,"sdP15","comp","e",-0.408483530146188
"401",0.2,"sdP15","solo","e",-0.22045391118996
"402",0.2,"sdP18","comp","c",1.2151965217939
"403",0.2,"sdP2","co","c",-1.23455895131158
"404",0.2,"sdP2","comp","c",-1.81095137271139
"405",0.2,"sdP2","solo","c",-0.810275380256761
"406",0.2,"sdP3","co","c",-0.730979320974723
"407",0.2,"sdP3","comp","c",-0.596810902427996
"408",0.2,"sdP3","solo","c",0.946719525561461
"409",0.2,"sdP4","co","e",-0.263154482937508
"410",0.2,"sdP4","comp","e",0.131539646006246
"411",0.2,"sdP4","solo","e",-0.233943323931722
"412",0.2,"sdP5","co","e",-2.07072690117646
"413",0.2,"sdP5","comp","e",-1.6447033385989
"414",0.2,"sdP5","solo","e",-0.701513486596126
"415",0.2,"sdP8","co","c",0.720422673780881
"416",0.2,"sdP8","comp","c",1.57922276386368
"417",0.2,"sdP8","solo","c",-0.240240183043938
"418",0.2,"sdP9","co","e",-1.08882217738214
"419",0.2,"sdP9","comp","e",-0.349169262387143
"420",0.2,"sdP9","solo","e",-0.611558182020698
"421",0.3,"","co","",1.43535261156867
"422",0.3,"P31","co","c",-0.343642931032159
"423",0.3,"P31","comp","c",0.91521321069988
"424",0.3,"P31","solo","c",2.97253641908596
"425",0.3,"P33","co","e",0.530284450235773
"426",0.3,"P33","comp","e",-0.72785863356522
"427",0.3,"P34","solo","c",3.74270454056186
"428",0.3,"P35","co","c",-0.892810302965378
"429",0.3,"P35","comp","c",1.08603564394762
"430",0.3,"P35","solo","c",0.277406738456158
"431",0.3,"P36","co","c",-0.25371435752395
"432",0.3,"P36","solo","c",-0.108889904480845
"433",0.3,"P5","co","e",-0.869135717692892
"434",0.3,"P5","comp","e",-0.963415136981606
"435",0.3,"P5","solo","e",-1.09450655394993
"436",0.3,"P6","co","e",-2.95862296209965
"437",0.3,"P6","comp","e",-2.89752166328442
"438",0.3,"P6","solo","e",-1.53797532050933
"439",0.3,"P7","co","e",0.701175938654145
"440",0.3,"P7","comp","e",1.86456533096739
"441",0.3,"P7","solo","e",2.85077757216939
"442",0.3,"P9","co","e",0.1523392139357
"443",0.3,"P9","comp","e",-1.65934729822506
"444",0.3,"P9","solo","e",-0.0110298644899789
"445",0.3,"Py","comp","e",3.25774949290036
"446",0.3,"nuP10","co","c",1.32823948004247
"447",0.3,"nuP10","comp","c",2.25447028261068
"448",0.3,"nuP10","solo","c",4.52659904103354
"449",0.3,"nuP11","co","e",2.13469961203107
"450",0.3,"nuP11","comp","e",1.64375821013129
"451",0.3,"nuP11","solo","e",2.12589115088506
"452",0.3,"nuP12","solo","e",3.39307929339025
"453",0.3,"nuP13","co","e",1.16903711887458
"454",0.3,"nuP13","comp","e",1.01699180307351
"455",0.3,"nuP13","solo","e",2.76825171924368
"456",0.3,"nuP14","co","e",-2.17848678777163
"457",0.3,"nuP14","comp","e",0.455874379129575
"458",0.3,"nuP14","solo","e",1.07240685486985
"459",0.3,"nuP15","co","c",-1.28280181829568
"460",0.3,"nuP15","comp","c",0.918709925653251
"461",0.3,"nuP15","solo","c",1.63597562344857
"462",0.3,"nuP17","co","c",-2.89697434603297
"463",0.3,"nuP17","comp","c",-2.23987454490639
"464",0.3,"nuP17","solo","c",-0.0868270684197624
"465",0.3,"nuP18","co","c",1.10482846273719
"466",0.3,"nuP18","comp","c",0.964320300725452
"467",0.3,"nuP18","solo","c",0.61742249677968
"468",0.3,"nuP19","co","c",0.43229007173139
"469",0.3,"nuP19","comp","c",-1.86782574115238
"470",0.3,"nuP19","solo","c",2.46722515578904
"471",0.3,"nuP20","co","c",-3.1520825191156
"472",0.3,"nuP20","comp","c",2.00558181303042
"473",0.3,"nuP20","solo","c",3.91167867146703
"474",0.3,"nuP21","co","c",-0.0102056404035614
"475",0.3,"nuP21","comp","c",1.82754141732162
"476",0.3,"nuP21","solo","c",3.31754235069798
"477",0.3,"nuP22","co","c",-3.83921630828856
