"sequenceType","sequenceNum","moveTime","startTime","endTime","Participant","Age","Sex","Condition","Trial","Group"
"Grab",349,1.3010336,52.5702762,53.8713098,"nuP15",21,"m","co",1,"c"
"Grab",351,0.250004400000002,59.8440729,60.0940773,"nuP15",21,"m","co",1,"c"
"Grab",352,0.3337918,64.2284177,64.5622095,"nuP15",21,"m","co",1,"c"
"Full",349,1.3010336,52.5702762,53.8713098,"nuP15",21,"m","co",1,"c"
"Full",351,0.250004400000002,59.8440729,60.0940773,"nuP15",21,"m","co",1,"c"
"Full",352,0.3337918,64.2284177,64.5622095,"nuP15",21,"m","co",1,"c"
