Participant,Group,Rank,Timestamp,Frame,Trial_Num,GazePoint_X,GazePoint_Y,Gaze_Strat,Winner,CGP_X,CGP_Y,Distance
P07,Beginner,,173871.0547518119,2354,1,812.803,570.7283,No Winner,,,,
P07,Beginner,,173871.09011851187,2355,1,803.61385,565.7585,No Winner,,,,
P07,Beginner,,173871.1302348118,2356,1,803.726,559.1653666666667,No Winner,,,,
P07,Beginner,,173871.16572691177,2357,1,815.5769,557.1000666666666,Looking at CGP,Ball-Opponent1-Self,823.0618884104942,601.8430839192073,45.36477316560045
P07,Beginner,,173871.19846821172,2358,1,849.5939249999999,550.4288999999999,No Winner,,,,
P07,Beginner,,173871.24029391166,2359,1,879.8906000000001,547.2802,No Winner,,,,
P07,Beginner,,173871.27355571164,2360,1,899.9519,547.2556500000001,No Winner,,,,
P07,Beginner,,173871.3069080116,2361,1,917.6213,538.6713333333333,Looking at target,Ball,,,
P07,Beginner,,173871.34100471155,2362,1,927.7631,533.9442333333334,Looking at target,Ball,,,
P07,Beginner,,173871.37607551154,2363,1,935.4117666666668,529.2546333333333,Looking at target,Ball,,,
P07,Beginner,,173871.4124455115,2364,1,956.4644,524.5881,Looking at target,Ball,,,
P07,Beginner,,173871.44636901145,2365,1,968.0117333333334,524.2791333333333,Looking at target,Ball,,,
P07,Beginner,,173871.4798124114,2366,1,969.271918181818,531.8366090909091,Looking at target,Ball,,,
P07,Beginner,,173871.71297961113,2367,1,936.8226,528.5358,Looking at target,Ball,,,
P07,Beginner,,173871.74787481106,2368,1,923.717475,521.316525,No Winner,,,,
P07,Beginner,,173871.78594901104,2369,1,917.1113,515.5155,No Winner,,,,
P07,Beginner,,173871.82017101097,2370,1,910.5914333333334,516.3789,No Winner,,,,
P07,Beginner,,173871.85998061093,2371,1,904.6843666666668,514.7928,No Winner,,,,
P07,Beginner,,173871.8929570109,2372,1,900.3481666666667,510.3321666666668,No Winner,,,,
P07,Beginner,,173871.92669401085,2373,1,895.585,507.6745666666666,Looking at target,Ball,,,
P07,Beginner,,173871.9617467108,2374,1,890.6821666666668,505.7838,Looking at target,Ball,,,
P07,Beginner,,173871.99479081077,2375,1,889.9888333333333,508.1645,Looking at target,Ball,,,
P07,Beginner,,173872.02926401075,2376,1,892.6849666666667,507.6263666666667,No Winner,,,,
P07,Beginner,,173872.06236651068,2377,1,894.9798000000001,507.72763333333336,No Winner,,,,
P07,Beginner,,173872.09346231064,2378,1,898.4242666666668,507.52063333333336,No Winner,,,,
P07,Beginner,,173872.12586371062,2379,1,900.5268,507.3321,No Winner,,,,
P07,Beginner,,173872.16221741057,2380,1,974.0261,524.6665,No Winner,,,,
P07,Beginner,,173872.19411541053,2381,1,1058.657333333333,545.5966,No Winner,,,,
P07,Beginner,,173872.2280046105,2382,1,1100.5057499999998,551.140375,No Winner,,,,
