Participant,Group,Rank,Timestamp,Frame,Trial_Num,GazePoint_X,GazePoint_Y,Gaze_Strat,Winner,CGP_X,CGP_Y,Distance
P05,Expert,Diamond,185215.9724,687,1,990.4746,467.6926,No Winner,,,,
P05,Expert,Diamond,185215.9972,688,1,986.12765,465.9579,Looking at target,Ball,,,
P05,Expert,Diamond,185216.0231,689,1,983.5242333333334,465.09886666666665,Looking at target,Ball,,,
P05,Expert,Diamond,185216.0488,690,1,982.1869,464.8915,Looking at target,Ball,,,
P05,Expert,Diamond,185216.0722,691,1,930.39075,473.3457,No Winner,,,,
P05,Expert,Diamond,185216.0969,692,1,865.9589,486.3593333333333,No Winner,,,,
P05,Expert,Diamond,185216.1254,693,1,819.10325,492.80265,No Winner,,,,
P05,Expert,Diamond,185216.1483,694,1,801.31105,493.3111,No Winner,,,,
P05,Expert,Diamond,185216.1726,695,1,793.49425,494.4465,No Winner,,,,
P05,Expert,Diamond,185216.1998,696,1,791.3161999999999,495.9492,No Winner,,,,
P05,Expert,Diamond,185216.2273,697,1,797.2163,496.5367,No Winner,,,,
P05,Expert,Diamond,185216.2512,698,1,803.8404499999999,496.6458,No Winner,,,,
P05,Expert,Diamond,185216.2748,699,1,810.8625,498.0695,No Winner,,,,
P05,Expert,Diamond,185216.2977,700,1,823.41335,497.79865,No Winner,,,,
P05,Expert,Diamond,185216.3236,701,1,834.6111666666667,496.0717666666666,No Winner,,,,
P05,Expert,Diamond,185216.3497,702,1,848.30945,494.28135,No Winner,,,,
P05,Expert,Diamond,185216.3753,703,1,860.2107,492.7852,No Winner,,,,
P05,Expert,Diamond,185216.3994,704,1,901.34974,489.78922,No Winner,,,,
P05,Expert,Diamond,185216.45,705,1,940.1102333333332,488.0248,No Winner,,,,
P05,Expert,Diamond,185216.485,706,1,957.3723,488.5117,No Winner,,,,
P05,Expert,Diamond,185216.51,707,1,969.66555,486.9432,No Winner,,,,
