Participant,Group,Rank,Timestamp,Frame,Trial_Num,GazePoint_X,GazePoint_Y,Gaze_Strat,Winner,CGP_X,CGP_Y,Distance
P06,Expert,Champion,524.5240725960795,1500,1,879.7307,531.2639,No Winner,,,,
P06,Expert,Champion,524.5509026960814,1501,1,936.4016,550.3312,No Winner,,,,
P06,Expert,Champion,524.5733653960831,1502,1,964.7557,576.0816,No Winner,,,,
P06,Expert,Champion,524.5986326960849,1503,1,959.99395,560.94605,No Winner,,,,
P06,Expert,Champion,524.6220757960866,1504,1,958.9482,557.8206,No Winner,,,,
P06,Expert,Champion,524.6484245960886,1505,1,978.52985,569.8768,No Winner,,,,
P06,Expert,Champion,524.6711671960902,1506,1,987.9318,566.26495,No Winner,,,,
P06,Expert,Champion,524.6981470960923,1507,1,980.1206,591.48785,No Winner,,,,
P06,Expert,Champion,524.7202389960938,1508,1,979.9803,593.5922,No Winner,,,,
P06,Expert,Champion,524.748416896096,1509,1,982.0328,584.1765,No Winner,,,,
P06,Expert,Champion,524.7698042960976,1510,1,980.6516,584.06275,Looking at CGP,Ball-Self,957.0254220834896,626.4997919999994,48.5705550375154
P06,Expert,Champion,524.8002564960998,1511,1,981.76165,559.4948999999999,No Winner,,,,
P06,Expert,Champion,524.8224203961015,1512,1,981.9959,542.72215,Looking at target,Ball,,,
P06,Expert,Champion,524.8501537961035,1513,1,979.8562,537.5784,Looking at target,Ball,,,
P06,Expert,Champion,524.8706247961051,1514,1,977.40515,546.7099000000001,Looking at target,Ball,,,
P06,Expert,Champion,524.8975257961071,1515,1,979.5333,551.6404,Looking at target,Ball,,,
P06,Expert,Champion,524.9197493961086,1516,1,981.79055,561.4237499999999,Looking at target,Ball,,,
P06,Expert,Champion,524.9477606961108,1517,1,983.82505,565.03405,No Winner,,,,
P06,Expert,Champion,524.9703345961124,1518,1,994.5512333333332,554.8571000000001,Looking at target,Ball,,,
P06,Expert,Champion,524.9990268961145,1519,1,996.64,556.4871,Looking at target,Ball,,,
P06,Expert,Champion,525.0205772961161,1520,1,996.52545,558.04285,Looking at target,Ball,,,
P06,Expert,Champion,525.0475315961181,1521,1,997.61685,553.5089,Looking at target,Ball,,,
P06,Expert,Champion,525.0700419961198,1522,1,1000.304,541.8251666666666,Looking at target,Ball,,,
P06,Expert,Champion,525.0979302961218,1523,1,1004.114,543.7968,Looking at target,Ball,,,
P06,Expert,Champion,525.1193889961235,1524,1,1006.323,547.4594666666666,Looking at target,Ball,,,
P06,Expert,Champion,525.1477567961256,1525,1,1007.772,543.4118000000001,Looking at target,Ball,,,
P06,Expert,Champion,525.1703270961272,1526,1,1007.624,546.3081333333333,Looking at target,Ball,,,
P06,Expert,Champion,525.1985474961293,1527,1,1002.46,555.03355,Looking at target,Ball,,,
P06,Expert,Champion,525.2209731961309,1528,1,991.6311,558.3257,Looking at target,Ball,,,
P06,Expert,Champion,525.248563496133,1529,1,988.4884,557.3389,Looking at target,Ball,,,
P06,Expert,Champion,525.2713756961347,1530,1,987.5156666666668,552.8752666666666,Looking at target,Ball,,,
P06,Expert,Champion,525.2993975961367,1531,1,985.8548,544.28225,Looking at target,Ball,,,
P06,Expert,Champion,525.3207889961383,1532,1,984.80405,535.4851,Looking at target,Ball,,,
P06,Expert,Champion,525.3496896961404,1533,1,989.8319,521.2136,Looking at target,Ball,,,
P06,Expert,Champion,525.3714609961421,1534,1,988.9367,521.2872666666666,Looking at target,Ball,,,
P06,Expert,Champion,525.3998488961442,1535,1,985.70555,522.60115,Looking at target,Ball,,,
P06,Expert,Champion,525.4217076961459,1536,1,983.98095,519.7135000000001,Looking at target,Ball,,,
P06,Expert,Champion,525.4491837961478,1537,1,984.69315,514.60155,Looking at target,Ball,,,
P06,Expert,Champion,525.4715158961495,1538,1,980.0571666666666,515.1069666666667,Looking at target,Ball,,,
P06,Expert,Champion,525.4992149961516,1539,1,978.6271,514.7343,Looking at target,Ball,,,
P06,Expert,Champion,525.518535696153,1540,1,979.7822333333334,521.5124999999999,Looking at target,Ball,,,
P06,Expert,Champion,525.5485848961553,1541,1,980.6171,525.0224499999999,Looking at target,Ball,,,
P06,Expert,Champion,525.571826796157,1542,1,980.8876,526.8823,Looking at target,Ball,,,
P06,Expert,Champion,525.599207496159,1543,1,980.8585,527.7943,Looking at target,Ball,,,
P06,Expert,Champion,525.6212932961606,1544,1,981.2388666666668,541.0658666666667,Looking at target,Ball,,,
P06,Expert,Champion,525.6487911961626,1545,1,981.07845,551.8281999999999,Looking at target,Ball,,,
P06,Expert,Champion,525.6714727961644,1546,1,981.89255,559.54135,Looking at target,Ball,,,
P06,Expert,Champion,525.6989381961664,1547,1,981.98995,561.7033,Looking at target,Ball,,,
P06,Expert,Champion,525.7195158961679,1548,1,979.4747333333332,567.0115,Looking at target,Ball,,,
P06,Expert,Champion,525.7494683961702,1549,1,982.2727,568.1724,No Winner,,,,
P06,Expert,Champion,525.7718520961718,1550,1,986.28035,564.342,Looking at target,Ball,,,
P06,Expert,Champion,525.7987527961737,1551,1,988.5063,560.6611499999999,Looking at target,Ball,,,
P06,Expert,Champion,525.8203385961754,1552,1,988.3437333333331,560.0188666666667,Looking at target,Ball,,,
P06,Expert,Champion,525.8485158961774,1553,1,986.5001,558.83885,Looking at target,Ball,,,
P06,Expert,Champion,525.8706826961792,1554,1,982.6723,554.2083,Looking at target,Ball,,,
P06,Expert,Champion,525.8981417961811,1555,1,981.7388,552.7173,Looking at target,Ball,,,
P06,Expert,Champion,525.9191204961827,1556,1,980.3185,555.1839,Looking at target,Ball,,,
P06,Expert,Champion,525.9478356961848,1557,1,979.20915,550.9526,Looking at target,Ball,,,
P06,Expert,Champion,525.9694291961864,1558,1,979.3207,550.60095,Looking at target,Ball,,,
P06,Expert,Champion,525.9981761961885,1559,1,975.26965,550.2851499999999,Looking at target,Ball,,,
P06,Expert,Champion,526.0190096961901,1560,1,969.774,541.8424,Looking at target,Ball,,,
P06,Expert,Champion,526.0491165961923,1561,1,969.65525,544.0699500000001,Looking at target,Ball,,,
P06,Expert,Champion,526.070942296194,1562,1,969.3158,546.78285,Looking at target,Ball,,,
P06,Expert,Champion,526.0989461961959,1563,1,969.4671,544.61995,Looking at target,Ball,,,
