Participant,Group,Rank,Timestamp,Frame,Trial_Num,GazePoint_X,GazePoint_Y,Gaze_Strat,Winner,CGP_X,CGP_Y,Distance
P09,Beginner,,609.3984506513846,6212,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,609.418173951364,6213,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,609.4492658513316,6214,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,609.4688166513112,6215,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,609.4984615512802,6216,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,609.5159400512621,6217,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,609.5479480512287,6218,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,609.5680061512079,6219,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,609.5983432511763,6220,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,609.6180030511557,6221,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,609.6583523511138,6222,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,609.7007810510695,6223,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,609.7349857510338,6224,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,609.7687415509987,6225,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,609.8165092509489,6226,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,609.8521271509118,6227,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,609.8914161508709,6228,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,609.9158233508455,6229,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,609.9340940508263,6230,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,609.9513184508085,6231,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,609.9818979507766,6232,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,610.0007747507568,6233,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,610.0319252507245,6234,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,610.0509234507047,6235,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,610.0973169506562,6236,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,610.116790050636,6237,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,610.148463650603,6238,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,610.1658911505848,6239,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,610.183991550566,6240,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,610.2154853505331,6241,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,610.2351344505126,6242,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,610.2657528504808,6243,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,610.2850972504607,6244,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,610.3156866504288,6245,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,610.3485648503945,6246,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,610.3669728503753,6247,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,610.3997482503412,6248,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,610.4326758503069,6249,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,610.451769950287,6250,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,610.4830263502545,6251,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,610.5013707502353,6252,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,610.5207014502151,6253,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,610.5488703501858,6254,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,610.5670189501669,6255,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,610.5876408501455,6256,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,610.6152930501165,6257,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,610.6345731500966,6258,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,610.6542024500761,6259,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,610.6829489500461,6260,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,610.704186950024,6261,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,610.7340167499929,6262,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,610.7549134499711,6263,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,610.7835015499414,6264,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,610.8061061499178,6265,1,-1.0,-1.0,No Winner,,,,
P09,Beginner,,610.8341295498886,6266,1,-1.0,-1.0,No Winner,,,,
