Time, Participant, Condition, Trial, xHeadRot,yHeadRot,zHeadRot, xHandRot, yHandRot, zHandRot
638749807428872730,"P35","comp",2,7.052445,84.03387,31.01069,0,0,0
638749807428942721,"P35","comp",2,7.052445,84.03387,31.01069,7.315482,82.71336,30.52911
638749807429402638,"P35","comp",2,7.054082,83.99548,30.95734,7.308952,82.74686,30.54139
638749807429522618,"P35","comp",2,6.980265,83.73782,30.66917,7.273544,82.89477,30.55664
638749807429642597,"P35","comp",2,6.95856,83.73248,30.67402,7.178313,82.73548,30.30659
638749807429752779,"P35","comp",2,6.925547,83.74344,30.68285,7.158196,82.72335,30.30906
638749807429852759,"P35","comp",2,6.869637,83.73202,30.63618,7.12642,82.73025,30.31662
638749807429952741,"P35","comp",2,6.810084,83.72144,30.59591,7.069183,82.72646,30.27357
638749807430052726,"P35","comp",2,6.761577,83.70753,30.55,7.008749,82.72168,30.2362
638749807430172703,"P35","comp",2,6.724185,83.70517,30.51603,6.959855,82.71019,30.19193
638749807430282683,"P35","comp",2,6.693686,83.68652,30.48904,6.92523,82.69415,30.15364
638749807430382675,"P35","comp",2,6.683213,83.67374,30.46306,6.896475,82.66687,30.12396
638749807430512644,"P35","comp",2,6.69227,83.67618,30.43613,6.888893,82.63859,30.0927
638749807430612627,"P35","comp",2,6.68972,83.6914,30.39795,6.901804,82.61948,30.05824
638749807430727694,"P35","comp",2,6.684224,83.70464,30.32883,6.906772,82.59441,30.00613
638749807430837677,"P35","comp",2,6.683259,83.72128,30.25516,6.908838,82.56554,29.92281
638749807430942764,"P35","comp",2,6.659725,83.73457,30.16557,6.917367,82.52922,29.83117
638749807431102737,"P35","comp",2,6.647542,83.75366,30.06824,6.904414,82.48404,29.72211
638749807431202719,"P35","comp",2,6.634745,83.75012,29.97733,6.900713,82.45396,29.60879
638749807431312700,"P35","comp",2,6.632771,83.76292,29.89643,6.89373,82.41518,29.50668
638749807431412682,"P35","comp",2,6.634087,83.78043,29.81683,6.898825,82.38574,29.41204
638749807431512666,"P35","comp",2,6.623693,83.79155,29.72579,6.907439,82.35931,29.31815
638749807431622646,"P35","comp",2,6.615514,83.80725,29.65589,6.903837,82.3289,29.21399
638749807431722629,"P35","comp",2,6.609331,83.82223,29.5845,6.90308,82.30073,29.12991
638749807431822614,"P35","comp",2,6.586611,83.83262,29.52964,6.903736,82.27437,29.04531
638749807431932593,"P35","comp",2,6.572715,83.84158,29.48525,6.887602,82.24718,28.9785
638749807432042575,"P35","comp",2,6.556919,83.86198,29.42468,6.878722,82.22694,28.92486
638749807432172553,"P35","comp",2,6.55201,83.86269,29.34918,6.869772,82.20712,28.85161
638749807432282532,"P35","comp",2,6.556325,83.90089,29.27686,6.86829,82.18355,28.76899
638749807432382515,"P35","comp",2,6.562075,83.93362,29.17827,6.878445,82.18385,28.68501
638749807432497576,"P35","comp",2,6.5642,83.98409,29.0717,6.884524,82.20634,28.58478
638749807432597558,"P35","comp",2,6.569885,84.06799,28.95076,6.889308,82.23347,28.47242
638749807432717537,"P35","comp",2,6.542011,84.19202,28.79723,6.896677,82.29798,28.34758
638749807432827523,"P35","comp",2,6.505458,84.34062,28.60918,6.874676,82.37999,28.18389
638749807432942598,"P35","comp",2,6.476357,84.54457,28.36593,6.844956,82.47873,27.98418
638749807433042584,"P35","comp",2,6.432457,84.74809,28.0683,6.825227,82.61217,27.72406
638749807433152560,"P35","comp",2,6.381804,85.01036,27.68258,6.787566,82.75812,27.4156
638749807433282539,"P35","comp",2,6.340093,85.28415,27.23401,6.744035,82.94854,27.01727
638749807433392521,"P35","comp",2,6.302683,85.59838,26.70165,6.708205,83.14756,26.55714
638749807433492502,"P35","comp",2,6.282759,85.95361,26.1451,6.672606,83.39915,26.0199
638749807433592486,"P35","comp",2,6.260971,86.41752,25.52545,6.65985,83.64965,25.44691
638749807433717562,"P35","comp",2,6.232071,86.96025,24.94653,6.645492,83.99465,24.81045
