Time, Participant, Condition, Trial, xHeadRot,yHeadRot,zHeadRot, xHandRot, yHandRot, zHandRot
638258790627357627,"sdP3","co",2,7.054517,262.8479,354.9772,336.1059,275.0306,352.1055
638258790627428100,"sdP3","co",2,7.054517,262.8479,354.9772,6.911617,271.0266,355.7871
638258790628533242,"sdP3","co",2,7.033228,262.8865,355.1191,6.899131,271.5284,355.836
638258790628717878,"sdP3","co",2,7.134488,262.4537,355.2371,6.793125,274.239,356.2212
638258790628877212,"sdP3","co",2,7.069866,261.7705,355.5788,6.824566,275.4464,356.4879
638258790629013163,"sdP3","co",2,7.030971,261.8479,355.5573,6.735085,274.9434,356.7971
638258790629173324,"sdP3","co",2,6.98124,261.8769,355.5527,6.704792,274.9326,356.7666
638258790629321449,"sdP3","co",2,6.908698,261.8541,355.5746,6.65731,275.0564,356.7661
638258790629442463,"sdP3","co",2,6.770143,261.7601,355.649,6.582374,275.2787,356.7995
638258790629580205,"sdP3","co",2,6.794065,261.8026,355.6098,6.453011,275.1833,356.8504
638258790629724418,"sdP3","co",2,6.764837,261.7865,355.6197,6.478343,275.2086,356.8168
638258790629871110,"sdP3","co",2,6.732049,261.7743,355.6211,6.451296,275.2012,356.8232
638258790630032839,"sdP3","co",2,6.596192,261.7302,355.6343,6.421986,275.1961,356.8216
638258790630180014,"sdP3","co",2,6.601909,261.7488,355.6308,6.302219,275.1032,356.8148
638258790630313189,"sdP3","co",2,6.564036,261.7489,355.6345,6.309472,275.0582,356.8069
638258790630465189,"sdP3","co",2,6.458714,261.7299,355.6436,6.277022,275.0091,356.802
638258790630607640,"sdP3","co",2,6.453124,261.7532,355.6552,6.182173,275.0082,356.8007
638258790630751560,"sdP3","co",2,6.391876,261.7594,355.6519,6.176478,275.0074,356.8085
638258790630875883,"sdP3","co",2,6.20992,261.7388,355.652,6.122187,275.0181,356.7997
638258790631008261,"sdP3","co",2,6.19372,261.7279,355.6523,5.960544,275.0052,356.7816
638258790631146948,"sdP3","co",2,6.138692,261.7205,355.6529,5.946249,274.9945,356.7801
638258790631271287,"sdP3","co",2,6.068762,261.7103,355.6365,5.897555,274.981,356.7744
638258790631409687,"sdP3","co",2,5.971865,261.6844,355.6324,5.837218,274.9713,356.7527
638258790631555534,"sdP3","co",2,5.708478,261.6224,355.6411,5.75175,274.9491,356.7392
638258790631677090,"sdP3","co",2,5.717696,261.603,355.6575,5.516869,274.9163,356.7216
638258790631798314,"sdP3","co",2,5.630675,261.5814,355.6973,5.522718,274.9329,356.7398
638258790631937647,"sdP3","co",2,5.536228,261.5455,355.7253,5.441131,274.9306,356.7675
638258790632065126,"sdP3","co",2,5.413935,261.5107,355.7531,5.353955,274.9311,356.7851
638258790632192131,"sdP3","co",2,5.051852,261.403,355.8128,5.241646,274.9545,356.8013
638258790632330129,"sdP3","co",2,5.04762,261.3967,355.7823,4.914158,274.9131,356.8206
638258790632464537,"sdP3","co",2,4.947358,261.3279,355.7588,4.912978,274.9429,356.7958
638258790632619899,"sdP3","co",2,4.886833,261.2476,355.7455,4.826315,274.9293,356.768
638258790632755510,"sdP3","co",2,4.843748,261.16,355.7491,4.773608,274.9241,356.7548
638258790632900712,"sdP3","co",2,4.709191,260.9373,355.7641,4.734153,274.9436,356.7606
638258790633036878,"sdP3","co",2,4.752369,260.9331,355.7756,4.614277,274.8122,356.7644
638258790633163607,"sdP3","co",2,4.77565,260.8656,355.7876,4.651216,274.8089,356.7793
638258790633295566,"sdP3","co",2,4.816844,260.8072,355.7834,4.671194,274.7384,356.7917
638258790633428784,"sdP3","co",2,4.945164,260.6337,355.7476,4.709445,274.6299,356.7885
638258790633568078,"sdP3","co",2,5.040161,260.6483,355.699,4.828038,274.4797,356.7711
638258790633697225,"sdP3","co",2,5.164131,260.609,355.6761,4.918603,274.4106,356.7323
638258790633834612,"sdP3","co",2,5.274062,260.5607,355.679,5.032109,274.3221,356.7213
638258790633968473,"sdP3","co",2,5.384692,260.4907,355.6935,5.129451,274.2851,356.7361
638258790634089926,"sdP3","co",2,5.727905,260.2652,355.7468,5.230616,274.0224,356.7456
638258790634235888,"sdP3","co",2,5.786877,260.2218,355.7711,5.529809,273.8965,356.8353
638258790634374923,"sdP3","co",2,5.939009,260.0759,355.7869,5.581407,273.7976,356.8585
638258790634510836,"sdP3","co",2,6.035772,259.9452,355.7974,5.722534,273.4161,356.8691
638258790634651999,"sdP3","co",2,6.08099,259.814,355.7978,5.822639,272.7638,356.8463
638258790634787699,"sdP3","co",2,6.222477,259.4503,355.7802,5.891099,271.5782,356.7659
638258790634930179,"sdP3","co",2,6.147509,259.4482,355.758,6.02046,271.3698,356.7739
638258790635065655,"sdP3","co",2,6.050809,259.3282,355.7144,5.955127,271.3535,356.7456
638258790635197332,"sdP3","co",2,5.910895,259.2234,355.6665,5.874571,271.1639,356.6908
638258790635350686,"sdP3","co",2,5.458718,258.9432,355.5073,5.754735,270.9981,356.6289
638258790635469734,"sdP3","co",2,5.250019,258.9779,355.4619,5.355404,271.1465,356.4744
638258790635608355,"sdP3","co",2,4.863859,258.9336,355.3672,5.171232,271.1769,356.4133
638258790635749316,"sdP3","co",2,4.407628,258.8798,355.2744,4.832829,271.0878,356.287
638258790635904111,"sdP3","co",2,3.102374,258.7538,355.0092,4.431619,270.822,356.1438
638258790636042371,"sdP3","co",2,3.024019,258.773,354.9843,3.27778,270.7742,355.7851
638258790636177165,"sdP3","co",2,2.619227,258.7715,354.8755,3.208158,270.6689,355.7472
638258790636321286,"sdP3","co",2,1.445877,258.7538,354.5796,2.849061,270.4271,355.5954
638258790636467010,"sdP3","co",2,1.502696,258.8392,354.5701,1.811131,270.3468,355.215
638258790636620492,"sdP3","co",2,1.154027,258.9336,354.4745,1.859769,270.294,355.2042
638258790636770374,"sdP3","co",2,0.8067523,259.0218,354.3677,1.542231,270.0703,355.0685
638258790636929927,"sdP3","co",2,359.8347,259.2616,354.0881,1.208258,269.3583,354.8972
638258790637074851,"sdP3","co",2,359.9239,259.3098,354.0961,0.3287911,269.362,354.5502
638258790637224529,"sdP3","co",2,359.1655,259.6314,353.8337,0.3491205,268.0402,354.4966
638258790637368145,"sdP3","co",2,359.2746,259.6432,353.8754,359.6174,267.5386,354.1629
638258790637509500,"sdP3","co",2,359.1463,259.7695,353.8174,359.6872,266.9882,354.1834
638258790637639291,"sdP3","co",2,359.0221,259.8826,353.791,359.5313,266.4169,354.0906
638258790637775089,"sdP3","co",2,358.6,260.2365,353.67,359.287,264.3029,353.9644
