Time, Participant, Condition, Trial, xHeadRot,yHeadRot,zHeadRot, xHandRot, yHandRot, zHandRot
638336682937815568,"nuP13","solo",2,3.817018,91.39954,331.4046,346.0361,81.26322,326.1509
638336682938215580,"nuP13","solo",2,3.90841,91.61124,331.4391,5.964165,98.49725,329.9891
638336682938385560,"nuP13","solo",2,4.320273,92.42472,331.6058,6.337152,99.59399,329.8817
638336682938535574,"nuP13","solo",2,4.42235,92.71445,331.7388,6.836879,100.6635,330.0754
638336682938685562,"nuP13","solo",2,4.459593,92.79716,331.7888,7.029953,101.2612,330.186
638336682938785571,"nuP13","solo",2,4.781599,93.50785,332.0422,7.604302,103.0284,329.9871
638336682938895565,"nuP13","solo",2,4.778958,93.57916,332.04,8.024586,104.0766,330.2751
638336682939035563,"nuP13","solo",2,4.860746,93.89507,332.08,8.476662,105.5575,330.0856
638336682939135563,"nuP13","solo",2,4.962354,94.18085,332.0906,8.866373,106.8276,330.034
638336682939235565,"nuP13","solo",2,5.067993,94.48858,332.0591,9.306527,108.1381,329.9523
638336682939375554,"nuP13","solo",2,5.159839,94.79505,331.9853,9.706838,109.3127,329.8532
638336682939485562,"nuP13","solo",2,5.269692,95.09777,331.9262,10.04974,110.3325,329.7281
638336682939595574,"nuP13","solo",2,5.366727,95.38486,331.8638,10.37184,111.2289,329.639
638336682939735560,"nuP13","solo",2,5.399858,95.6562,331.8139,10.54876,111.7122,329.5843
638336682939845559,"nuP13","solo",2,5.436435,95.92081,331.8172,10.65776,112.1929,329.532
638336682939985568,"nuP13","solo",2,5.493618,96.19217,331.857,10.70926,112.5112,329.5539
638336682940135563,"nuP13","solo",2,5.579505,96.4396,331.9094,10.82017,112.9662,329.6093
638336682940235559,"nuP13","solo",2,5.835938,97.23304,332.0228,11.26431,114.3057,329.6093
638336682940335560,"nuP13","solo",2,5.879714,97.22019,332.0781,11.29191,114.4573,329.8829
638336682940475564,"nuP13","solo",2,6.041346,97.47169,332.1821,11.40664,114.6744,329.9342
638336682940575564,"nuP13","solo",2,6.204679,97.73472,332.2892,11.61073,115.0823,330.0837
638336682940665561,"nuP13","solo",2,6.382633,98.01982,332.4007,11.78301,115.4038,330.2452
638336682940815559,"nuP13","solo",2,6.592558,98.3209,332.4932,11.9653,115.7343,330.4166
638336682940915562,"nuP13","solo",2,6.78895,98.64587,332.5757,12.16996,116.033,330.576
638336682941005558,"nuP13","solo",2,6.980085,98.98666,332.6449,12.37001,116.3844,330.7217
638336682941145559,"nuP13","solo",2,7.172809,99.34914,332.6683,12.68867,117.1283,330.8339
638336682941235555,"nuP13","solo",2,7.330014,99.71075,332.693,12.99684,117.8336,330.9025
638336682941335561,"nuP13","solo",2,7.514595,100.0891,332.7207,13.2694,118.5512,330.9683
638336682941435568,"nuP13","solo",2,7.705719,100.5043,332.7451,13.55425,119.2365,331.0481
638336682941575565,"nuP13","solo",2,7.878558,100.9454,332.7801,13.82557,119.8984,331.1319
638336682941665560,"nuP13","solo",2,8.040895,101.3866,332.8338,14.06957,120.5757,331.2278
638336682941775559,"nuP13","solo",2,8.182441,101.8372,332.9193,14.27848,121.1945,331.3454
638336682941925570,"nuP13","solo",2,8.299379,102.3359,333.0294,14.40918,121.6735,331.4982
638336682942015565,"nuP13","solo",2,8.389401,102.8323,333.1585,14.42428,121.944,331.6799
638336682942105559,"nuP13","solo",2,8.493863,103.3261,333.2821,14.46755,122.4036,331.8735
638336682942235567,"nuP13","solo",2,8.587487,103.8345,333.4578,14.49486,122.7553,332.0638
638336682942335560,"nuP13","solo",2,8.686612,104.3387,333.6297,14.51516,123.17,332.3089
638336682942445557,"nuP13","solo",2,8.816047,104.8856,333.8428,14.51559,123.4919,332.5497
638336682942575559,"nuP13","solo",2,8.945685,105.5131,334.1121,14.53379,123.8348,332.8425
638336682942695558,"nuP13","solo",2,9.08874,106.2052,334.4014,14.52818,124.2185,333.1997
638336682942805568,"nuP13","solo",2,9.241253,106.9349,334.6968,14.51917,124.6193,333.5818
638336682942965562,"nuP13","solo",2,9.396614,107.7925,335.031,14.49942,124.9852,333.97
638336682943065562,"nuP13","solo",2,9.551292,108.693,335.3779,14.46131,125.4304,334.4029
638336682943165558,"nuP13","solo",2,9.672861,109.65,335.7698,14.43529,125.9613,334.847
638336682943305556,"nuP13","solo",2,9.770454,110.7435,336.2229,14.38082,126.5927,335.3326
638336682943395552,"nuP13","solo",2,9.865662,111.8265,336.638,14.24796,127.2007,335.8785
638336682943495558,"nuP13","solo",2,9.940041,112.8985,337.0552,14.15286,127.9011,336.3784
638336682943595569,"nuP13","solo",2,10.00673,114.0081,337.4597,14.05886,128.6605,336.8732
638336682943735554,"nuP13","solo",2,10.11101,115.1227,337.8596,13.97822,129.5215,337.3518
638336682943825559,"nuP13","solo",2,10.21546,116.2491,338.2632,13.91436,130.2791,337.8236
638336682943925571,"nuP13","solo",2,10.31634,117.4325,338.6651,13.84244,130.9998,338.2933
638336682944025561,"nuP13","solo",2,10.40374,118.6329,339.0642,13.77039,131.7762,338.7572
638336682944185557,"nuP13","solo",2,10.48357,119.8406,339.4511,13.68108,132.5348,339.2105
638336682944295552,"nuP13","solo",2,10.53874,121.0089,339.8199,13.5719,133.2185,339.6416
638336682944415555,"nuP13","solo",2,10.55198,122.1248,340.1573,13.44329,133.8517,340.0443
638336682944565546,"nuP13","solo",2,10.58861,123.17,340.4207,13.26925,134.3773,340.4013
638336682944665561,"nuP13","solo",2,10.65039,126.4047,341.3685,13.26218,135.4299,340.7056
638336682944775552,"nuP13","solo",2,10.64276,126.3426,341.3172,12.64444,136.0638,341.6415
638336682944925571,"nuP13","solo",2,10.62534,127.3821,341.6468,12.67222,136.151,341.5935
638336682945035554,"nuP13","solo",2,10.57663,128.4416,341.9834,12.48378,136.5441,341.92
638336682945155557,"nuP13","solo",2,10.51755,129.4567,342.2851,12.29563,137.0979,342.2558
638336682945305564,"nuP13","solo",2,10.45937,130.4308,342.5985,12.133,137.7561,342.5591
638336682945415558,"nuP13","solo",2,10.40013,131.4307,342.94,11.98288,138.4212,342.875
638336682945525560,"nuP13","solo",2,10.32451,132.4914,343.3033,11.85738,139.2495,343.2253
638336682945685551,"nuP13","solo",2,10.2252,133.6778,343.724,11.74633,140.3147,343.6053
638336682945795554,"nuP13","solo",2,9.901837,137.0936,344.8433,11.77365,142.4767,344.0961
638336682945895557,"nuP13","solo",2,9.85524,137.2353,344.8888,10.90778,143.2696,345.1116
