Time, Participant, Condition, Trial, xHeadRot,yHeadRot,zHeadRot, xHandRot, yHandRot, zHandRot
638246871658731211,"P3","comp",2,3.429057,105.0843,349.8326,0,0,0
638246871659271224,"P3","comp",2,3.426237,105.1167,349.8187,2.516432,96.69135,350.2216
638246871659421231,"P3","comp",2,3.359887,105.296,349.7839,2.510086,96.69693,350.2099
638246871659551228,"P3","comp",2,3.330317,105.282,349.7769,2.43733,96.79494,350.1844
638246871659661230,"P3","comp",2,3.333986,105.2619,349.7695,2.41077,96.79723,350.1791
638246871659771257,"P3","comp",2,3.326475,105.2674,349.7554,2.414154,96.7821,350.1718
638246871659891246,"P3","comp",2,3.315215,105.2583,349.7452,2.403648,96.76402,350.1604
638246871659999481,"P3","comp",2,3.298025,105.2423,349.7438,2.387654,96.71007,350.1542
638246871660109486,"P3","comp",2,3.291409,105.237,349.753,2.365424,96.63699,350.1575
638246871660209488,"P3","comp",2,3.289644,105.2151,349.7562,2.356868,96.60302,350.1682
638246871660319485,"P3","comp",2,3.286352,105.2032,349.7719,2.353939,96.5673,350.1724
638246871660429486,"P3","comp",2,3.275341,105.1886,349.7831,2.352456,96.56029,350.1871
638246871660549498,"P3","comp",2,3.260407,105.1715,349.7872,2.342865,96.54539,350.1985
638246871660659501,"P3","comp",2,3.243231,105.1511,349.787,2.328712,96.52434,350.2039
638246871660769500,"P3","comp",2,3.232566,105.1308,349.8013,2.312515,96.50354,350.2052
638246871660879496,"P3","comp",2,3.226565,105.1156,349.81,2.304345,96.49141,350.2191
638246871660989498,"P3","comp",2,3.216777,105.091,349.8248,2.298428,96.4678,350.2283
638246871661089495,"P3","comp",2,3.218415,105.0746,349.8293,2.289187,96.43284,350.2437
638246871661189512,"P3","comp",2,3.227106,105.0686,349.8595,2.288982,96.3969,350.2491
638246871661299500,"P3","comp",2,3.211644,105.0602,349.877,2.295873,96.35793,350.2786
638246871661399513,"P3","comp",2,3.208917,105.0706,349.9155,2.279872,96.3226,350.2977
638246871661499504,"P3","comp",2,3.183676,105.0691,349.9447,2.276862,96.30114,350.3355
638246871661619506,"P3","comp",2,3.166145,105.0626,349.9694,2.253896,96.28535,350.3655
638246871661739511,"P3","comp",2,3.124913,105.0672,349.9866,2.238863,96.27483,350.3902
638246871661849526,"P3","comp",2,3.102577,105.0665,350.0111,2.200997,96.27407,350.4095
638246871661949508,"P3","comp",2,3.082595,105.067,350.0287,2.181836,96.2729,350.434
638246871662059513,"P3","comp",2,3.073177,105.065,350.0482,2.163259,96.26195,350.4525
638246871662169525,"P3","comp",2,3.07038,105.0724,350.0558,2.154458,96.24593,350.4722
638246871662279512,"P3","comp",2,3.055004,105.0672,350.0621,2.150423,96.23344,350.4806
638246871662389524,"P3","comp",2,3.040879,105.0845,350.0613,2.135847,96.22181,350.488
638246871662499522,"P3","comp",2,3.011081,105.0857,350.0509,2.12207,96.23354,350.4884
638246871662599532,"P3","comp",2,2.991824,105.1071,350.0403,2.094251,96.2429,350.4804
638246871662709525,"P3","comp",2,2.974084,105.1087,350.0107,2.074075,96.24979,350.4724
638246871662819532,"P3","comp",2,2.955236,105.1207,349.9779,2.055153,96.24955,350.4462
638246871662929551,"P3","comp",2,2.961897,105.1461,349.9521,2.033108,96.24112,350.4178
638246871663039531,"P3","comp",2,2.983532,105.1501,349.9198,2.035553,96.24698,350.3942
638246871663139531,"P3","comp",2,3.024539,105.1751,349.9107,2.053285,96.24965,350.3624
638246871663239542,"P3","comp",2,3.04946,105.2155,349.9003,2.089269,96.25739,350.3517
638246871663349547,"P3","comp",2,3.067441,105.2668,349.9323,2.109339,96.27256,350.3411
638246871663469536,"P3","comp",2,3.086333,105.3313,349.9642,2.125499,96.2928,350.3709
638246871663579536,"P3","comp",2,3.097301,105.4235,349.9945,2.142309,96.32387,350.4005
638246871663679549,"P3","comp",2,3.11222,105.5388,350.0391,2.1514,96.3799,350.429
638246871663799548,"P3","comp",2,3.137911,105.6771,350.0991,2.163427,96.44016,350.4713
638246871663919865,"P3","comp",2,3.157281,105.902,350.1948,2.186646,96.52225,350.5269
638246871664029651,"P3","comp",2,3.177375,106.2247,350.3337,2.201255,96.63347,350.6183
638246871664129657,"P3","comp",2,3.20311,106.6268,350.4622,2.213296,96.77125,350.7524
638246871664249651,"P3","comp",2,3.192891,107.1584,350.5945,2.225391,96.9371,350.8777
638246871664359661,"P3","comp",2,3.179749,107.6842,350.7359,2.196603,97.14198,351.012
638246871664469655,"P3","comp",2,3.127319,108.3699,350.9086,2.168021,97.35519,351.1536
638246871664589660,"P3","comp",2,3.051074,109.0453,351.1263,2.097923,97.628,351.3299
638246871664689661,"P3","comp",2,2.901405,109.8493,351.4264,2.011501,97.89093,351.5491
638246871664789664,"P3","comp",2,2.76222,110.7327,351.7006,1.859654,98.18964,351.8527
638246871664909664,"P3","comp",2,2.577785,111.7251,352.1027,1.714136,98.51451,352.1321
638246871665009675,"P3","comp",2,2.348963,112.922,352.5162,1.539747,98.89024,352.533
638246871665119671,"P3","comp",2,2.115325,114.2097,352.9351,1.322508,99.33824,352.9506
638246871665229667,"P3","comp",2,1.817356,115.7297,353.4229,1.103666,99.8028,353.374
638246871665349682,"P3","comp",2,1.488988,117.3478,353.89,0.8346696,100.3567,353.8685
638246871665459682,"P3","comp",2,1.080097,119.072,354.3402,0.5411962,100.9128,354.3495
638246871665589675,"P3","comp",2,0.6039752,120.8874,354.7543,0.1813337,101.493,354.8273
638246871665709691,"P3","comp",2,0.06012595,122.7331,355.1494,359.7647,102.0464,355.2872
638246871665819681,"P3","comp",2,359.4659,124.7085,355.5522,359.2978,102.5789,355.745
638246871665939680,"P3","comp",2,358.9073,126.6162,355.9109,358.799,103.1031,356.226
638246871666069677,"P3","comp",2,358.3232,128.6544,356.235,358.3405,103.5866,356.6678
638246871666199681,"P3","comp",2,357.7667,130.6812,356.5023,357.8659,104.0729,357.0941
638246871666319692,"P3","comp",2,357.24,132.7014,356.7413,357.4187,104.5371,357.4744
638246871666429691,"P3","comp",2,356.7029,134.7223,356.9493,357.0037,104.9857,357.8324
