Time, Participant, Condition, Trial, xHeadRot,yHeadRot,zHeadRot, xHandRot, yHandRot, zHandRot
638258014657222743,"sdP2","solo",2,6.993871,345.2579,355.0184,7.919448,343.5203,352.4344
638258014657371338,"sdP2","solo",2,7.032305,345.1313,355.0453,7.017508,345.2012,354.9963
638258014657489690,"sdP2","solo",2,6.998001,345.0731,355.076,7.058414,345.0685,355.0211
638258014657634518,"sdP2","solo",2,6.989395,344.9878,355.1115,7.026996,345.0027,355.0492
638258014657751788,"sdP2","solo",2,6.973405,344.9067,355.149,7.018594,344.9165,355.0845
638258014657878270,"sdP2","solo",2,6.968952,344.6872,355.2478,6.999781,344.8418,355.1248
638258014658010267,"sdP2","solo",2,6.976918,344.6677,355.2488,6.990651,344.633,355.2282
638258014658133416,"sdP2","solo",2,6.994467,344.6076,355.2671,6.995662,344.6208,355.2318
638258014658282737,"sdP2","solo",2,6.998976,344.5364,355.2797,7.012659,344.5621,355.2507
638258014658416421,"sdP2","solo",2,7.028351,344.4622,355.3165,7.017923,344.4889,355.2626
638258014658547856,"sdP2","solo",2,7.035696,344.3852,355.3889,7.049199,344.4099,355.298
638258014658677612,"sdP2","solo",2,7.057093,344.168,355.5884,7.0597,344.3249,355.3678
638258014658778750,"sdP2","solo",2,7.042139,344.2264,355.5458,7.077248,344.117,355.5714
638258014658844773,"sdP2","solo",2,7.051106,344.1415,355.6138,7.063469,344.1724,355.5276
638258014658999169,"sdP2","solo",2,7.046729,344.0646,355.6676,7.06871,344.0968,355.599
638258014659131388,"sdP2","solo",2,7.0906,343.8249,355.7808,7.058157,344.0355,355.6581
638258014659267332,"sdP2","solo",2,7.088373,343.8336,355.7504,7.099287,343.8026,355.7737
638258014659361077,"sdP2","solo",2,7.068644,343.8127,355.7321,7.09603,343.8139,355.7441
638258014659421692,"sdP2","solo",2,7.075344,343.7301,355.7583,7.074887,343.7966,355.727
638258014659523031,"sdP2","solo",2,7.050475,343.7141,355.7529,7.083141,343.7099,355.7519
638258014659573036,"sdP2","solo",2,7.032316,343.6162,355.7736,7.058345,343.6936,355.7464
638258014659726519,"sdP2","solo",2,6.925462,343.2907,355.8263,7.043518,343.5868,355.7644
638258014659853488,"sdP2","solo",2,6.869369,343.274,355.8299,6.934653,343.2657,355.8186
638258014659944805,"sdP2","solo",2,6.8436,343.2626,355.8259,6.877734,343.251,355.823
638258014660009928,"sdP2","solo",2,6.77787,343.1441,355.8443,6.852678,343.2375,355.8183
638258014660157733,"sdP2","solo",2,6.568541,342.806,355.8715,6.784751,343.1247,355.8384
638258014660294090,"sdP2","solo",2,6.605393,342.7906,355.8491,6.571963,342.7958,355.8685
638258014660404733,"sdP2","solo",2,6.628516,342.7847,355.849,6.609107,342.7797,355.8459
638258014660461089,"sdP2","solo",2,6.591383,342.6626,355.8485,6.633426,342.7703,355.8448
638258014660603186,"sdP2","solo",2,6.508596,342.3086,355.8778,6.599736,342.6376,355.8412
638258014660731523,"sdP2","solo",2,6.50872,342.2963,355.9,6.513648,342.293,355.8734
638258014660866282,"sdP2","solo",2,6.473689,342.1821,355.927,6.512378,342.285,355.8968
638258014661000130,"sdP2","solo",2,6.462591,342.0491,355.942,6.474833,342.1785,355.926
638258014661129440,"sdP2","solo",2,6.371674,341.6601,355.9769,6.457285,342.0659,355.9466
638258014661272524,"sdP2","solo",2,6.350821,341.6595,355.9682,6.36454,341.6835,355.9833
638258014661407362,"sdP2","solo",2,6.288216,341.545,355.9743,6.345783,341.6762,355.9727
638258014661542240,"sdP2","solo",2,6.239573,341.4263,355.9767,6.285937,341.5527,355.9764
638258014661677342,"sdP2","solo",2,6.121037,341.0683,355.9855,6.241249,341.4206,355.9752
638258014661821420,"sdP2","solo",2,6.146726,341.0617,355.9763,6.118821,341.0762,355.9876
638258014661961199,"sdP2","solo",2,6.157623,340.9744,355.9888,6.142277,341.0775,355.9804
638258014662082724,"sdP2","solo",2,6.168631,340.9,356.0144,6.149008,341.0051,355.9968
638258014662211213,"sdP2","solo",2,6.179375,340.8355,356.0285,6.157478,340.9398,356.0246
638258014662678621,"sdP2","solo",2,6.264978,340.6504,355.9861,6.17059,340.8668,356.0365
638258014662803492,"sdP2","solo",2,6.359454,340.2792,355.9348,6.257864,340.6757,355.9926
