Time, Participant, Condition, Trial, xHeadRot,yHeadRot,zHeadRot, xHandRot, yHandRot, zHandRot
638344547064235084,"nuP17","solo",1,355.0992,97.85709,14.36709,327.153,291.94,22.69437
638344547064635085,"nuP17","solo",1,355.0999,97.89237,14.29721,356.0291,92.03884,13.92767
638344547064765095,"nuP17","solo",1,355.0621,98.13317,13.96995,356.032,92.03634,13.85837
638344547064865098,"nuP17","solo",1,355.0812,98.08613,14.03204,355.9971,92.15833,13.54192
638344547065035086,"nuP17","solo",1,355.0606,98.2198,13.84126,356.0119,92.15503,13.60301
638344547065135085,"nuP17","solo",1,355.0576,98.20601,13.84257,355.9883,92.24822,13.42083
638344547065225091,"nuP17","solo",1,355.0428,98.24258,13.77835,355.9807,92.26669,13.42459
638344547065325088,"nuP17","solo",1,355.0173,98.28413,13.70515,355.9618,92.31271,13.36537
638344547065425086,"nuP17","solo",1,355.0049,98.33035,13.62873,355.9292,92.38393,13.29971
638344547065525098,"nuP17","solo",1,354.9919,98.36227,13.55522,355.9142,92.42429,13.22763
638344547065635091,"nuP17","solo",1,354.9845,98.40295,13.49455,355.8944,92.48097,13.1605
638344547065735089,"nuP17","solo",1,354.9886,98.45019,13.41763,355.8828,92.53072,13.1042
638344547065845095,"nuP17","solo",1,354.9888,98.48325,13.35372,355.887,92.54953,13.02917
638344547065955086,"nuP17","solo",1,354.9748,98.51347,13.28972,355.8849,92.57588,12.96817
638344547066065092,"nuP17","solo",1,354.9883,98.53929,13.21735,355.8722,92.5786,12.90627
638344547066185114,"nuP17","solo",1,355.0098,98.55572,13.15472,355.8836,92.58962,12.83592
638344547066365095,"nuP17","solo",1,355.0365,98.57689,13.1033,355.9006,92.60722,12.77551
638344547066465096,"nuP17","solo",1,355.063,98.59591,13.04351,355.9228,92.63267,12.72578
638344547066565087,"nuP17","solo",1,355.0996,98.61591,12.97039,355.9439,92.65869,12.66826
638344547066655093,"nuP17","solo",1,355.1303,98.62896,12.90272,355.9734,92.69023,12.59787
638344547066755103,"nuP17","solo",1,355.1591,98.63284,12.8158,355.9954,92.73029,12.53395
638344547066845107,"nuP17","solo",1,355.2095,98.63004,12.71639,356.0126,92.77515,12.45265
638344547066950578,"nuP17","solo",1,355.2635,98.61477,12.6109,356.05,92.81341,12.35829
638344547067060579,"nuP17","solo",1,355.322,98.59892,12.51074,356.0876,92.86018,12.25923
638344547067175747,"nuP17","solo",1,355.3546,98.55653,12.42192,356.1351,92.86996,12.16249
638344547067285741,"nuP17","solo",1,355.3908,98.50189,12.35062,356.1559,92.87166,12.07878
638344547067400868,"nuP17","solo",1,355.3906,98.4408,12.29439,356.1848,92.83543,12.00975
638344547067500866,"nuP17","solo",1,355.3916,98.36819,12.28426,356.1786,92.79913,11.95717
638344547067620870,"nuP17","solo",1,355.381,98.26859,12.31528,356.1747,92.76074,11.94904
638344547067730863,"nuP17","solo",1,355.3942,98.17858,12.4395,356.1586,92.71738,11.98198
638344547067840873,"nuP17","solo",1,355.4123,98.06877,12.5885,356.171,92.67329,12.10228
638344547067950880,"nuP17","solo",1,355.4164,97.94434,12.82906,356.1898,92.60561,12.24569
638344547068060867,"nuP17","solo",1,355.4054,97.79762,13.1421,356.1988,92.52673,12.47746
638344547068165998,"nuP17","solo",1,355.3522,97.65895,13.63805,356.1975,92.41895,12.77865
638344547068286001,"nuP17","solo",1,355.2938,97.49403,14.36341,356.1694,92.2823,13.25396
638344547068401109,"nuP17","solo",1,355.2327,97.34357,15.22292,356.149,92.10623,13.94726
638344547068501111,"nuP17","solo",1,355.1892,97.20215,16.12799,356.1339,91.93545,14.76777
638344547068631105,"nuP17","solo",1,355.1381,97.0452,17.08745,356.144,91.73952,15.62709
638344547068731102,"nuP17","solo",1,355.101,96.91734,17.99251,356.1466,91.54914,16.53956
638344547068841105,"nuP17","solo",1,355.0451,96.76907,18.87214,356.1632,91.37376,17.39734
638344547068951106,"nuP17","solo",1,354.9781,96.60613,19.73098,356.163,91.17082,18.22948
638344547069061103,"nuP17","solo",1,354.8948,96.4323,20.59716,356.1444,90.99161,19.046
638344547069166241,"nuP17","solo",1,354.8109,96.28454,21.46925,356.1146,90.785,19.86716
638344547069276246,"nuP17","solo",1,354.73,96.11624,22.30631,356.0844,90.60697,20.6939
638344547069401357,"nuP17","solo",1,354.6518,95.96911,23.09225,356.0573,90.40401,21.48529
638344547069501356,"nuP17","solo",1,354.5713,95.83947,23.83731,356.0319,90.21629,22.22654
638344547069631354,"nuP17","solo",1,354.518,95.7211,24.48084,356.0005,90.05695,22.93036
638344547069731363,"nuP17","solo",1,354.4606,95.63321,25.08862,355.9837,89.93547,23.54076
638344547069851361,"nuP17","solo",1,354.4382,95.57597,25.58862,355.9512,89.88425,24.12496
638344547069946524,"nuP17","solo",1,354.4179,95.52057,26.03015,355.9423,89.87892,24.60892
638344547070066520,"nuP17","solo",1,354.4091,95.49081,26.40314,355.9388,89.84929,25.03272
638344547070171642,"nuP17","solo",1,354.4062,95.51023,26.71906,355.9306,89.89123,25.4004
638344547070286758,"nuP17","solo",1,354.3887,95.53778,26.9501,355.9304,89.95973,25.71065
638344547070406755,"nuP17","solo",1,354.3704,95.59282,27.12639,355.9093,90.04617,25.94318
638344547070506760,"nuP17","solo",1,354.3334,95.65332,27.27356,355.8778,90.18503,26.12935
638344547070626761,"nuP17","solo",1,354.2736,95.7403,27.34669,355.8318,90.31042,26.28516
638344547070746767,"nuP17","solo",1,354.2017,95.87048,27.3411,355.7564,90.47604,26.37474
638344547070846769,"nuP17","solo",1,354.1346,96.01006,27.34109,355.6844,90.6161,26.37711
638344547070966763,"nuP17","solo",1,354.0741,96.22369,27.25089,355.5858,90.87933,26.40689
638344547071086762,"nuP17","solo",1,354.0059,96.49154,27.11102,355.5184,91.10989,26.33084
638344547071191881,"nuP17","solo",1,353.9348,96.80405,26.9758,355.4115,91.50304,26.22908
638344547071307002,"nuP17","solo",1,353.8618,97.15702,26.83181,355.3294,91.84033,26.11325
638344547071427003,"nuP17","solo",1,353.7715,97.59036,26.69157,355.2169,92.32144,26.00842
638344547071536998,"nuP17","solo",1,353.6664,98.10382,26.52305,355.1112,92.79592,25.89281
638344547071666999,"nuP17","solo",1,353.5408,98.67358,26.36892,354.9674,93.43388,25.76607
