Time, Participant, Condition, Trial, xHeadRot,yHeadRot,zHeadRot, xHandRot, yHandRot, zHandRot
638246867576082038,"P3","comp",1,5.878045,170.4143,357.4294,0,0,0
638246867576562055,"P3","comp",1,5.883257,170.4175,357.4147,3.612346,118.8603,355.7885
638246867576682069,"P3","comp",1,5.864151,170.4359,357.4469,3.610623,118.8576,355.775
638246867576792075,"P3","comp",1,5.885708,170.4116,357.4653,3.606966,118.8553,355.8067
638246867576894027,"P3","comp",1,5.90461,170.414,357.4864,3.63197,118.8615,355.8136
638246867577014036,"P3","comp",1,5.932245,170.4054,357.5126,3.654578,118.8617,355.8228
638246867577124031,"P3","comp",1,5.950222,170.38,357.5308,3.68647,118.8642,355.833
638246867577234032,"P3","comp",1,5.968118,170.3733,357.5493,3.707816,118.8549,355.8411
638246867577334030,"P3","comp",1,5.968296,170.3443,357.5608,3.729011,118.8556,355.8489
638246867577434019,"P3","comp",1,5.970145,170.3275,357.5704,3.734138,118.8471,355.8586
638246867577534029,"P3","comp",1,5.974581,170.3128,357.5708,3.738817,118.8287,355.8656
638246867577634027,"P3","comp",1,5.974247,170.3033,357.5742,3.742558,118.8205,355.8646
638246867577734028,"P3","comp",1,5.974849,170.2947,357.5664,3.743138,118.8066,355.8674
638246867577834033,"P3","comp",1,5.978279,170.285,357.5678,3.740736,118.8012,355.8614
638246867577924046,"P3","comp",1,5.998217,170.2831,357.571,3.744323,118.8016,355.8615
638246867578024041,"P3","comp",1,5.996908,170.292,357.5633,3.761354,118.8045,355.8566
638246867578174049,"P3","comp",1,5.988996,170.2968,357.573,3.758745,118.8343,355.8511
638246867578304046,"P3","comp",1,5.974023,170.305,357.5741,3.757392,118.859,355.8618
638246867578414052,"P3","comp",1,5.970365,170.3242,357.5741,3.746822,118.8782,355.8682
638246867578514053,"P3","comp",1,5.964245,170.3491,357.5575,3.743898,118.8904,355.8692
638246867578614051,"P3","comp",1,5.955051,170.375,357.5502,3.731964,118.8911,355.8578
638246867578704063,"P3","comp",1,5.941301,170.3997,357.5396,3.72128,118.8953,355.8549
638246867578804054,"P3","comp",1,5.926765,170.434,357.5396,3.705921,118.9006,355.8512
638246867578896314,"P3","comp",1,5.920791,170.4586,357.5417,3.693637,118.9082,355.8557
638246867579006315,"P3","comp",1,5.903335,170.4895,357.5513,3.689367,118.9183,355.859
638246867579116306,"P3","comp",1,5.88603,170.5327,357.5531,3.679111,118.936,355.8723
638246867579256314,"P3","comp",1,5.859983,170.5579,357.5702,3.665871,118.959,355.8793
638246867579356327,"P3","comp",1,5.837613,170.5729,357.5746,3.651422,118.9665,355.9018
638246867579456338,"P3","comp",1,5.826638,170.5952,357.5782,3.634759,118.9617,355.9131
638246867579576318,"P3","comp",1,5.820338,170.6023,357.5793,3.626313,118.9541,355.9194
638246867579676337,"P3","comp",1,5.815776,170.6066,357.5835,3.621094,118.9461,355.9224
638246867579806338,"P3","comp",1,5.799121,170.6032,357.5811,3.618368,118.9355,355.9271
638246867579912824,"P3","comp",1,5.787727,170.6047,357.5915,3.604543,118.9345,355.9316
638246867580012825,"P3","comp",1,5.781005,170.6004,357.5978,3.600024,118.9439,355.9441
638246867580132829,"P3","comp",1,5.766823,170.592,357.6082,3.597845,118.9535,355.9518
638246867580252827,"P3","comp",1,5.754175,170.5845,357.6132,3.591413,118.961,355.9655
638246867580372836,"P3","comp",1,5.750909,170.5724,357.6187,3.584329,118.9729,355.9745
638246867580492852,"P3","comp",1,5.742396,170.5647,357.6131,3.584867,118.9831,355.9805
638246867580612863,"P3","comp",1,5.731055,170.5482,357.5946,3.576602,118.9872,355.9796
