Time, Participant, Condition, Trial, xHeadRot,yHeadRot,zHeadRot, xHandRot, yHandRot, zHandRot
638464487991996141,"nuP24","comp",2,4.222295,82.0744,2.901295,0,0,0
638464487992066128,"nuP24","comp",2,4.222295,82.0744,2.901295,4.320942,90.07961,3.436476
638464487992486580,"nuP24","comp",2,4.276969,82.48419,2.869489,4.32267,90.30963,3.45203
638464487992626241,"nuP24","comp",2,4.595907,84.47448,2.558347,4.388575,91.67096,3.484577
638464487992746239,"nuP24","comp",2,4.645327,84.93395,2.488539,4.738888,92.90379,3.11488
638464487992886248,"nuP24","comp",2,4.751834,85.91119,2.387848,4.794882,93.38177,3.043153
638464487993006237,"nuP24","comp",2,4.747286,85.96271,2.413468,4.90408,93.86996,2.907144
638464487993126238,"nuP24","comp",2,4.784964,86.51484,2.379214,4.899238,94.07867,2.944492
638464487993236236,"nuP24","comp",2,4.834521,87.09314,2.335058,4.938021,94.57573,2.90505
638464487993356237,"nuP24","comp",2,4.887749,87.667,2.277925,4.989809,95.08487,2.854979
638464487993466233,"nuP24","comp",2,4.954606,88.27545,2.226818,5.046789,95.61543,2.793159
638464487993576237,"nuP24","comp",2,5.005718,88.87991,2.182169,5.116672,96.12626,2.735183
638464487993697199,"nuP24","comp",2,5.030273,89.5138,2.148538,5.169248,96.63744,2.683336
638464487993816233,"nuP24","comp",2,5.054717,90.18114,2.138556,5.192475,97.1744,2.641082
638464487993926248,"nuP24","comp",2,5.095617,90.85403,2.150669,5.213542,97.73407,2.623243
638464487994036252,"nuP24","comp",2,5.120625,91.54819,2.159406,5.251369,98.3499,2.633317
638464487994156240,"nuP24","comp",2,5.155505,92.253,2.189362,5.272856,99.00877,2.64007
638464487994266241,"nuP24","comp",2,5.182873,92.95804,2.212933,5.303027,99.66043,2.668746
638464487994376242,"nuP24","comp",2,5.18591,93.67326,2.225044,5.326011,100.3299,2.691271
638464487994486326,"nuP24","comp",2,5.167141,94.39089,2.217878,5.323292,100.9561,2.696481
638464487994606325,"nuP24","comp",2,5.134222,95.12844,2.206678,5.29936,101.6104,2.681643
638464487994716331,"nuP24","comp",2,5.069788,95.88127,2.198869,5.26086,102.2867,2.661807
638464487994826330,"nuP24","comp",2,5.007656,96.65027,2.176054,5.188871,102.9615,2.642508
638464487994936461,"nuP24","comp",2,4.942927,97.43598,2.151172,5.120321,103.6423,2.607107
638464487995041769,"nuP24","comp",2,4.859833,98.24953,2.128058,5.049103,104.3195,2.568328
638464487995141658,"nuP24","comp",2,4.777719,99.07743,2.110118,4.958367,104.9953,2.528744
638464487995241678,"nuP24","comp",2,4.688818,99.91408,2.096205,4.868074,105.6303,2.491752
638464487995341659,"nuP24","comp",2,4.588579,100.7694,2.08241,4.770948,106.2814,2.459492
638464487995438207,"nuP24","comp",2,4.492088,101.634,2.057302,4.661795,106.8835,2.423369
638464487995538097,"nuP24","comp",2,4.389493,102.5001,2.016568,4.557974,107.5276,2.378197
638464487995638081,"nuP24","comp",2,4.275601,103.374,1.962786,4.449203,108.1875,2.317919
638464487995752306,"nuP24","comp",2,4.142938,104.2465,1.87973,4.329975,108.884,2.245739
638464487995862295,"nuP24","comp",2,4.021418,105.117,1.812064,4.19278,109.534,2.140817
638464487995969903,"nuP24","comp",2,3.883161,106.0182,1.748683,4.06663,110.1708,2.052741
638464487996069909,"nuP24","comp",2,3.765859,107.0176,1.726424,3.92236,110.6892,1.962365
638464487996169909,"nuP24","comp",2,3.667279,108.1208,1.75623,3.797426,111.1512,1.909542
638464487996269918,"nuP24","comp",2,3.55674,109.3978,1.827159,3.689275,111.4496,1.900412
638464487996379913,"nuP24","comp",2,3.398599,110.8407,1.916591,3.569256,111.8415,1.930872
638464487996486689,"nuP24","comp",2,3.138318,112.589,2.016437,3.402472,112.0165,1.965055
638464487996606683,"nuP24","comp",2,2.81958,114.3946,2.060916,3.137974,112.1677,1.999955
638464487996726682,"nuP24","comp",2,2.400173,116.3652,2.04747,2.822103,112.8505,2.004996
638464487996836676,"nuP24","comp",2,1.925093,118.424,1.99353,2.411685,113.541,1.956715
638464487996938604,"nuP24","comp",2,1.460292,120.5036,1.903304,1.951722,114.256,1.879293
638464487997048608,"nuP24","comp",2,1.03088,122.7169,1.74787,1.504764,115.1242,1.781517
638464487997158605,"nuP24","comp",2,0.674805,125.0567,1.583694,1.092254,116.1325,1.63013
638464487997268612,"nuP24","comp",2,0.4311208,127.7038,1.38956,0.7521325,117.1886,1.475343
638464487997388607,"nuP24","comp",2,0.2309779,130.3537,1.221695,0.5216262,118.0941,1.28837
638464487997498608,"nuP24","comp",2,0.06137124,133.1992,1.086372,0.3340082,118.8677,1.131269
638464487997598609,"nuP24","comp",2,359.8587,136.0467,0.9509826,0.1774044,119.741,1.00997
638464487997728606,"nuP24","comp",2,359.6711,139.0091,0.7997132,359.988,120.677,0.9008206
638464487997838609,"nuP24","comp",2,359.5093,141.9466,0.5934741,359.8098,121.5952,0.7830594
638464487997938300,"nuP24","comp",2,359.3407,144.8317,0.3876927,359.6453,122.3781,0.6193553
638464487998048306,"nuP24","comp",2,359.2125,147.7221,0.1377375,359.4717,122.8748,0.466345
