Time, Participant, Condition, Trial, xHeadRot,yHeadRot,zHeadRot, xHandRot, yHandRot, zHandRot
638264962648216036,"sd10","comp",2,352.231,159.7967,8.884907,0,0,0
638264962648295824,"sd10","comp",2,352.231,159.7967,8.884907,354.6425,135.1907,9.708778
638264962648921877,"sd10","comp",2,352.2827,160.3232,8.812125,354.6335,135.2774,9.707749
638264962649047194,"sd10","comp",2,353.1082,165.0519,8.106138,354.5052,137.3183,9.620056
638264962649166878,"sd10","comp",2,353.0352,164.4751,8.205694,355.5233,137.4367,8.945399
638264962649271958,"sd10","comp",2,353.0608,164.4345,8.221107,355.429,137.4515,9.035745
638264962649381674,"sd10","comp",2,353.4759,165.7916,8.073166,355.3594,138.4388,9.033383
638264962649481402,"sd10","comp",2,353.5305,165.7308,8.095088,355.8057,138.6159,8.844028
638264962649611056,"sd10","comp",2,353.6924,166.0588,8.078394,355.7973,139.2601,8.845514
638264962649720758,"sd10","comp",2,353.7742,166.3515,8.104854,355.9266,139.7388,8.80009
638264962649830471,"sd10","comp",2,353.825,166.6286,8.136829,355.9899,140.2042,8.811052
638264962649920231,"sd10","comp",2,353.8396,166.8446,8.224431,356.0435,140.4583,8.834939
638264962650039903,"sd10","comp",2,353.8801,167.0679,8.299933,356.063,140.7983,8.915865
638264962650139641,"sd10","comp",2,353.9399,167.2598,8.386091,356.112,141.054,8.980907
638264962650255140,"sd10","comp",2,353.9945,167.4025,8.473988,356.18,141.2937,9.051084
638264962650354875,"sd10","comp",2,354.0681,167.5286,8.564844,356.2484,141.4364,9.123383
638264962650494501,"sd10","comp",2,354.1578,167.661,8.638651,356.3409,141.5007,9.194303
638264962650614178,"sd10","comp",2,354.2638,167.7895,8.699803,356.4483,141.5305,9.246171
638264962650713910,"sd10","comp",2,354.3717,167.9319,8.76414,356.5694,141.5447,9.282581
638264962650833592,"sd10","comp",2,354.4726,168.0422,8.815937,356.697,141.5284,9.321566
638264962650933327,"sd10","comp",2,354.5614,168.1359,8.846589,356.8156,141.4785,9.349549
638264962651033797,"sd10","comp",2,354.6158,168.2317,8.869529,356.914,141.4624,9.360124
638264962651153477,"sd10","comp",2,354.6697,168.302,8.882582,356.9788,141.448,9.371026
638264962651273158,"sd10","comp",2,354.7444,168.3673,8.886876,357.0419,141.4,9.372266
638264962651372897,"sd10","comp",2,354.8341,168.4385,8.868328,357.125,141.317,9.360477
638264962651492837,"sd10","comp",2,354.9378,168.4861,8.864377,357.2182,141.2226,9.324162
638264962651602557,"sd10","comp",2,355.0242,168.5206,8.859653,357.3325,141.0513,9.297128
638264962651712079,"sd10","comp",2,355.078,168.5391,8.845562,357.4306,140.864,9.272651
638264962651821696,"sd10","comp",2,355.0929,168.5269,8.841702,357.4929,140.7017,9.246626
638264962651931393,"sd10","comp",2,355.1248,168.4917,8.84723,357.5298,140.4191,9.237449
638264962652032908,"sd10","comp",2,355.1671,168.4537,8.844366,357.5849,140.1092,9.232215
638264962652152588,"sd10","comp",2,355.2332,168.4063,8.844699,357.6458,139.8148,9.216724
638264962652282520,"sd10","comp",2,355.3178,168.338,8.862347,357.7401,139.3877,9.196841
638264962652382251,"sd10","comp",2,355.3727,168.2744,8.888838,357.8526,138.9685,9.187554
638264962652491913,"sd10","comp",2,355.4162,168.1905,8.927266,357.9569,138.359,9.19042
