"Participant","Condition","Trial","Group","PACtype","PACtime","PACstartTime","PACendTime","Event","cubeColor"
"P9","comp",2,"e","grab",487.9995,638249420700146918,638249420705026913,"Network Gold Cube WholeClone was picked up","Gold"
"P9","comp",2,"e","grab",267,638249420736026920,638249420738696920,"Network Red CubeClone1 was picked up","Red"
"P9","comp",2,"e","grab",130.0019,638249420757556912,638249420758856931,"Network Red CubeClone4 was picked up","Red"
"P9","comp",2,"e","grab",354.0008,638249420774676921,638249420778216929,"Network Gold Cube WholeClone was picked up","Gold"
"P9","comp",2,"e","grab",195.9986,638249420797906939,638249420799866925,"Network Blue CubeClone10 was picked up","Blue"
"P9","comp",2,"e","grab",85.999,638249420834525191,638249420835385181,"Network Blue CubeClone15 was picked up","Blue"
"P9","comp",2,"e","grab",59.0009,638249420905125175,638249420905715184,"Network Neutral CubeClone29 was picked up","White"
"P9","comp",2,"e","grab",237.0024,638249420997853445,638249421000223469,"Network Neutral CubeClone41 was picked up","White"
"P9","comp",2,"e","grab",118.0024,638249421028553441,638249421029733465,"Network Neutral CubeClone45 was picked up","White"
"P9","comp",2,"e","grab",6.001,638249421092024584,638249421092084594,"Network Blue CubeClone53 was picked up","Blue"
"P9","comp",2,"e","grab",212.9988,638249421167855447,638249421169985435,"Network Blue CubeClone63 was picked up","Blue"
"P9","comp",2,"e","grab",175.0024,638249421194915426,638249421196665450,"Network Red CubeClone64 was picked up","Red"
"P9","comp",2,"e","grab",128.0018,638249421269739883,638249421271019901,"Network Red CubeClone77 was picked up","Red"
"P9","comp",2,"e","grab",408.9988,638249421318109900,638249421322199888,"Network Red CubeClone86 was picked up","Red"
"P9","comp",2,"e","grab",318.0016,638249421349109880,638249421352289896,"Network Red CubeClone91 was picked up","Red"
"P9","comp",2,"e","grab",238.0001,638249421391859892,638249421394239893,"Network Gold Cube WholeClone was picked up","Gold"
"P9","comp",2,"e","grab",234.9989,638249421413319901,638249421415669890,"Network Gold Cube WholeClone was picked up","Gold"
"P9","comp",2,"e","grab",224.5946,638249421434921374,638249421437167320,"Network Gold Cube WholeClone was picked up","Gold"
"P9","comp",2,"e","grab",297.999,638249421466583161,638249421469563151,"Network Neutral CubeClone107 was picked up","White"
"P9","comp",2,"e","grab",188.9985,638249421519580416,638249421521470401,"Network Neutral CubeClone114 was picked up","White"
"P9","comp",2,"e","grab",165.0013,638249421554765854,638249421556415867,"Network Neutral CubeClone119 was picked up","White"
"P9","comp",2,"e","grab",184.0007,638249421586795865,638249421588635872,"Network Blue CubeClone123 was picked up","Blue"
"P9","comp",2,"e","grab",188.0001,638249421612285869,638249421614165870,"Network Blue CubeClone128 was picked up","Blue"
"P9","comp",2,"e","grab",41.0009,638249421734396916,638249421734806925,"Network Red CubeClone142 was picked up","Red"
"P9","comp",2,"e","grab",462.0017,638249421748576903,638249421753196920,"Network Gold Cube WholeClone was picked up","Gold"
"P9","comp",2,"e","grab",195.0015,638249421835676912,638249421837626927,"Network Neutral CubeClone158 was picked up","White"
"P9","comp",2,"e","grab",533.0002,638249421859856917,638249421865186919,"Network Blue CubeClone160 was picked up","Blue"
"P9","comp",2,"e","grab",281.0008,638249421900996914,638249421903806922,"Network Blue CubeClone163 was picked up","Blue"
"P9","comp",2,"e","grab",444.0022,638249421905856908,638249421910296930,"Network Red CubeClone165 was picked up","Red"
"P9","comp",2,"e","grab",283.5295,638249421927066936,638249421929902231,"Network Gold Cube WholeClone was picked up","Gold"
"P9","comp",2,"e","grab",252.001,638249421951402243,638249421953922253,"Network Gold Cube WholeClone was picked up","Gold"
"P9","comp",2,"e","grab",109.0352,638249421974832229,638249421975922581,"Network Neutral CubeClone177 was picked up","White"
"P9","comp",2,"e","grab",261.001,638249422042732230,638249422045342240,"Network Neutral CubeClone188 was picked up","White"
"P9","comp",2,"e","grab",271.9653,638249422057172587,638249422059892240,"Network Neutral CubeClone190 was picked up","White"
"P9","comp",2,"e","grab",116.9998,638249422094412242,638249422095582240,"Network Blue CubeClone189 was picked up","Blue"
"P9","comp",2,"e","grab",173.0137,638249422124728775,638249422126458912,"Network Blue CubeClone198 was picked up","Blue"
"P9","comp",2,"e","grab",207.6168,638249422171072041,638249422173148209,"Network Blue CubeClone204 was picked up","Blue"
"P9","comp",2,"e","grab",342.0254,638249422197615306,638249422201035560,"Network Blue CubeClone207 was picked up","Blue"
"P9","comp",2,"e","grab",186.9995,638249422221676612,638249422223546607,"Network Red CubeClone209 was picked up","Red"
"P9","comp",2,"e","grab",495.972,638249422249275945,638249422254235665,"Network Neutral CubeClone216 was picked up","White"
"P9","comp",2,"e","grab",174.0004,638249422280125659,638249422281865663,"Network Red CubeClone218 was picked up","Red"
"P9","comp",2,"e","grab",345.9993,638249422294585656,638249422298045649,"Network Red CubeClone219 was picked up","Red"
"P9","comp",2,"e","grab",241.9992,638249422367295673,638249422369715665,"Network Gold Cube WholeClone was picked up","Gold"
"P9","comp",2,"e","grab",7.0008,638249422391185655,638249422391255663,"Network Gold Cube WholeClone was picked up","Gold"
