"Participant","Condition","Trial","Group","PACtype","PACtime","PACstartTime","PACendTime","Event","cubeColor"
"sd10","comp",2,"e","grab",327.0539,638264962663845273,638264962667115812,"Network Gold Cube WholeClone1 was picked up","Gold"
"sd10","comp",2,"e","grab",216.4271,638264962674802150,638264962676966421,"Network Red CubeClone2 was picked up","Red"
"sd10","comp",2,"e","grab",106.7151,638264962692050136,638264962693117287,"Network Gold Cube WholeClone6 was picked up","Gold"
"sd10","comp",2,"e","grab",40.8908,638264962715596667,638264962716005575,"Network Gold Cube WholeClone10 was picked up","Gold"
"sd10","comp",2,"e","grab",129.801,638264962761087676,638264962762385686,"Network Neutral CubeClone15 was picked up","White"
"sd10","comp",2,"e","grab",428.8521,638264962784241190,638264962788529711,"Network Neutral CubeClone19 was picked up","White"
"sd10","comp",2,"e","grab",239.3001,638264962818662390,638264962821055391,"Network Red CubeClone21 was picked up","Red"
"sd10","comp",2,"e","grab",241.3547,638264962846236131,638264962848649678,"Network Red CubeClone25 was picked up","Red"
"sd10","comp",2,"e","grab",295.9378,638264962870759143,638264962873718521,"Network Red CubeClone28 was picked up","Red"
"sd10","comp",2,"e","grab",243.5879,638264962894007358,638264962896443237,"Network Blue CubeClone33 was picked up","Blue"
"sd10","comp",2,"e","grab",290.1341,638264962929695089,638264962932596430,"Network Gold Cube WholeClone29 was picked up","Gold"
"sd10","comp",2,"e","grab",245.989,638264962978406956,638264962980866846,"Network Blue CubeClone44 was picked up","Blue"
"sd10","comp",2,"e","grab",335.5174,638264963012733910,638264963016089084,"Network Neutral CubeClone51 was picked up","White"
"sd10","comp",2,"e","grab",29.9193,638264963039713522,638264963040012715,"Network Red CubeClone53 was picked up","Red"
"sd10","comp",2,"e","grab",381.4357,638264963109416691,638264963113231048,"Network Red CubeClone63 was picked up","Red"
"sd10","comp",2,"e","grab",202.9074,638264963170099615,638264963172128689,"Network Gold Cube WholeClone61 was picked up","Gold"
"sd10","comp",2,"e","grab",226.9792,638264963201960623,638264963204230415,"Network Red CubeClone75 was picked up","Red"
"sd10","comp",2,"e","grab",238.4303,638264963236188242,638264963238572545,"Network Gold Cube WholeClone83 was picked up","Gold"
