"Participant","Condition","Trial","Group","PACtype","PACtime","PACstartTime","PACendTime","Event","cubeColor"
"sdP1","comp",2,"e","grab",150.2731,638257926937512934,638257926939015665,"Network Gold Cube WholeClone1 was picked up","Gold"
"sdP1","comp",2,"e","grab",552.6936,638257927000652345,638257927006179281,"Network Blue CubeClone13 was picked up","Blue"
"sdP1","comp",2,"e","grab",65.5744,638257927034178691,638257927034834435,"Network Neutral CubeClone16 was picked up","White"
"sdP1","comp",2,"e","grab",158.8143,638257927057813158,638257927059401301,"Network Gold Cube WholeClone9 was picked up","Gold"
"sdP1","comp",2,"e","grab",536.3307,638257927076880023,638257927082243330,"Network Red CubeClone20 was picked up","Red"
"sdP1","comp",2,"e","grab",509.8212,638257927107895866,638257927112994078,"Network Gold Cube WholeClone26 was picked up","Gold"
"sdP1","comp",2,"e","grab",530.2546,638257927116892263,638257927122194809,"Network Blue CubeClone26 was picked up","Blue"
"sdP1","comp",2,"e","grab",267.3699,638257927126398383,638257927129072082,"Network Blue CubeClone28 was picked up","Blue"
"sdP1","comp",2,"e","grab",230.8442,638257927160439233,638257927162747675,"Network Neutral CubeClone34 was picked up","White"
"sdP1","comp",2,"e","grab",444.2802,638257927191242162,638257927195684964,"Network Neutral CubeClone40 was picked up","White"
"sdP1","comp",2,"e","grab",107.0741,638257927216434888,638257927217505629,"Network Blue CubeClone39 was picked up","Blue"
"sdP1","comp",2,"e","grab",166.4236,638257927235000138,638257927236664374,"Network Blue CubeClone44 was picked up","Blue"
"sdP1","comp",2,"e","grab",134.3144,638257927306491662,638257927307834806,"Network Red CubeClone56 was picked up","Red"
"sdP1","comp",2,"e","grab",353.61,638257927331132365,638257927334668465,"Network Gold Cube WholeClone57 was picked up","Gold"
"sdP1","comp",2,"e","grab",613.9931,638257927355649377,638257927361789308,"Network Gold Cube WholeClone64 was picked up","Gold"
"sdP1","comp",2,"e","grab",1048.9249,638257927394513747,638257927405002996,"Network Neutral CubeClone68 was picked up","White"
"sdP1","comp",2,"e","grab",149.1047,638257927438344828,638257927439835875,"Network Neutral CubeClone73 was picked up","White"
"sdP1","comp",2,"e","grab",252.5433,638257927478580412,638257927481105845,"Network Neutral CubeClone79 was picked up","White"
"sdP1","comp",2,"e","grab",351.8746,638257927501556681,638257927505075427,"Network Gold Cube WholeClone74 was picked up","Gold"
"sdP1","comp",2,"e","grab",470.5684,638257927525516378,638257927530222062,"Network Blue CubeClone86 was picked up","Blue"
"sdP1","comp",2,"e","grab",566.9391,638257927551778359,638257927557447750,"Network Gold Cube WholeClone87 was picked up","Gold"
"sdP1","comp",2,"e","grab",163.0911,638257927594484880,638257927596115791,"Network Blue CubeClone92 was picked up","Blue"
"sdP1","comp",2,"e","grab",573.5866,638257927614030973,638257927619766839,"Network Neutral CubeClone98 was picked up","White"
"sdP1","comp",2,"e","grab",367.6854,638257927638375185,638257927642052039,"Network Red CubeClone97 was picked up","Red"
"sdP1","comp",2,"e","grab",345.7013,638257927666864333,638257927670321346,"Network Red CubeClone103 was picked up","Red"
"sdP1","comp",2,"e","grab",188.0345,638257927729087952,638257927730968297,"Network Blue CubeClone112 was picked up","Blue"
"sdP1","comp",2,"e","grab",216.1075,638257927758300835,638257927760461910,"Network Red CubeClone117 was picked up","Red"
"sdP1","comp",2,"e","grab",391.3515,638257927774746676,638257927778660191,"Network Red CubeClone119 was picked up","Red"
"sdP1","comp",2,"e","grab",307.3834,638257927802018542,638257927805092376,"Network Gold Cube WholeClone125 was picked up","Gold"
"sdP1","comp",2,"e","grab",199.0014,638257927833782175,638257927835772189,"Network Neutral CubeClone127 was picked up","White"
"sdP1","comp",2,"e","grab",312.0159,638257927883404472,638257927886524631,"Network Blue CubeClone135 was picked up","Blue"
"sdP1","comp",2,"e","grab",247.7788,638257927904616406,638257927907094194,"Network Red CubeClone136 was picked up","Red"
"sdP1","comp",2,"e","grab",150.3623,638257927919960404,638257927921464027,"Network Blue CubeClone138 was picked up","Blue"
"sdP1","comp",2,"e","grab",525.2401,638257927944034569,638257927949286970,"Network Gold Cube WholeClone129 was picked up","Gold"
"sdP1","comp",2,"e","grab",173.4955,638257927969103295,638257927970838250,"Network Gold Cube WholeClone148 was picked up","Gold"
"sdP1","comp",2,"e","grab",409.6218,638257927984983904,638257927989080122,"Network Neutral CubeClone150 was picked up","White"
"sdP1","comp",2,"e","grab",323.0425,638257928011840228,638257928015070653,"Network Gold Cube WholeClone154 was picked up","Gold"
"sdP1","comp",2,"e","grab",189.9037,638257928050640210,638257928052539247,"Network Neutral CubeClone158 was picked up","White"
"sdP1","comp",2,"e","grab",122.7575,638257928067413116,638257928068640691,"Network Neutral CubeClone159 was picked up","White"
"sdP1","comp",2,"e","grab",169.32,638257928088273160,638257928089966360,"Network Neutral CubeClone163 was picked up","White"
"sdP1","comp",2,"e","grab",132.6456,638257928111350240,638257928112676696,"Network Blue CubeClone167 was picked up","Blue"
"sdP1","comp",2,"e","grab",265.9205,638257928131471959,638257928134131164,"Network Red CubeClone166 was picked up","Red"
