"Participant","Condition","Trial","Group","PACtype","PACtime","PACstartTime","PACendTime","Event","cubeColor"
"nuP28","co",1,"c","grab",160.0014,638538974782498313,638538974784098327,"Player 1 hits Network Gold CubeClone1","Gold"
"nuP28","co",1,"c","grab",160.0014,638538974782498313,638538974784098327,"Player 1 hits Network Gold CubeClone1","Gold"
"nuP28","co",1,"c","grab",128.0006,638538974803868509,638538974805148515,"Network Red CubeClone3 was picked up","Red"
"nuP28","co",1,"c","grab",396.0061,638538974858449003,638538974862409064,"Network Neutral CubeClone13 was picked up","White"
"nuP28","co",1,"c","grab",137.0022,638538974883799261,638538974885169283,"Player 1 hits Network Gold CubeClone7","Gold"
"nuP28","co",1,"c","grab",137.0022,638538974883799261,638538974885169283,"Player 1 hits Network Gold CubeClone7","Gold"
"nuP28","co",1,"c","grab",265.0036,638538974912229510,638538974914879546,"Player 1 hits Network Gold CubeClone22","Gold"
"nuP28","co",1,"c","grab",265.0036,638538974912229510,638538974914879546,"Player 1 hits Network Gold CubeClone22","Gold"
"nuP28","co",1,"c","grab",369.0034,638538974953599892,638538974957289926,"Player 1 hits Network Gold CubeClone26","Gold"
"nuP28","co",1,"c","grab",369.0034,638538974953599892,638538974957289926,"Player 1 hits Network Gold CubeClone26","Gold"
"nuP28","co",1,"c","grab",1454.0145,638538974995160285,638538975009700430,"Player 1 hits Network Gold CubeClone31","Gold"
"nuP28","co",1,"c","grab",1454.0145,638538974995160285,638538975009700430,"Player 1 hits Network Gold CubeClone31","Gold"
"nuP28","co",1,"c","grab",205.0029,638538975035300650,638538975037350679,"Network Red CubeClone34 was picked up","Red"
"nuP28","co",1,"c","grab",220.0011,638538975074381031,638538975076581042,"Network Red CubeClone40 was picked up","Red"
"nuP28","co",1,"c","grab",228.0034,638538975135741604,638538975138021638,"Network Neutral CubeClone51 was picked up","White"
"nuP28","co",1,"c","grab",285.004,638538975176931968,638538975179782008,"Network Neutral CubeClone56 was picked up","White"
"nuP28","co",1,"c","grab",165.0029,638538975218352350,638538975220002379,"Player 1 hits Network Gold CubeClone59","Gold"
"nuP28","co",1,"c","grab",165.0029,638538975218352350,638538975220002379,"Player 1 hits Network Gold CubeClone59","Gold"
"nuP28","co",1,"c","grab",255.0041,638538975272362855,638538975274912896,"Player 1 hits Network Gold CubeClone72","Gold"
"nuP28","co",1,"c","grab",255.0041,638538975272362855,638538975274912896,"Player 1 hits Network Gold CubeClone72","Gold"
"nuP28","co",1,"c","grab",234.0014,638538975337313472,638538975339653486,"Player 1 hits Network Gold CubeClone81","Gold"
"nuP28","co",1,"c","grab",234.0014,638538975337313472,638538975339653486,"Player 1 hits Network Gold CubeClone81","Gold"
"nuP28","co",1,"c","grab",447.0054,638538975368123759,638538975372593813,"Player 1 hits Network Gold CubeClone84","Gold"
"nuP28","co",1,"c","grab",447.0054,638538975368123759,638538975372593813,"Player 1 hits Network Gold CubeClone84","Gold"
"nuP28","co",1,"c","grab",242.0027,638538975402084072,638538975404504099,"Player 1 hits Network Gold CubeClone90","Gold"
"nuP28","co",1,"c","grab",242.0027,638538975402084072,638538975404504099,"Player 1 hits Network Gold CubeClone90","Gold"
"nuP28","co",1,"c","grab",765.0071,638538975442584439,638538975450234510,"Player 1 hits Network Gold CubeClone94","Gold"
"nuP28","co",1,"c","grab",765.0071,638538975442584439,638538975450234510,"Player 1 hits Network Gold CubeClone94","Gold"
"nuP28","co",1,"c","grab",128.0013,638538975516565142,638538975517845155,"Network Red CubeClone102 was picked up","Red"
"nuP28","co",1,"c","grab",615.0065,638538975590225822,638538975596375887,"Network Red CubeClone113 was picked up","Red"
"nuP28","co",1,"c","grab",1546.0143,638538976074230319,638538976089690462,"Player 1 hits Network Gold CubeClone185","Gold"
"nuP28","co",1,"c","grab",9.9986,638538976125280810,638538976125380796,"Network Red CubeClone185 was picked up","Red"
"nuP28","co",1,"c","grab",1247.0137,638538976210861590,638538976223331727,"Player 1 hits Network Gold CubeClone200","Gold"
"nuP28","co",1,"c","grab",1247.0137,638538976210861590,638538976223331727,"Player 1 hits Network Gold CubeClone200","Gold"
"nuP28","co",1,"c","grab",209.0031,638538976260292595,638538976262382626,"Network Red CubeClone202 was picked up","Red"
"nuP28","co",1,"c","grab",134.9999,638538976334993307,638538976336343306,"Network Red CubeClone214 was picked up","Red"
"nuP28","co",1,"c","grab",439.0017,638538976417143983,638538976421534000,"Player 1 hits Network Gold CubeClone230","Gold"
"nuP28","co",1,"c","grab",439.0017,638538976417143983,638538976421534000,"Player 1 hits Network Gold CubeClone230","Gold"
"nuP28","co",1,"c","grab",24.0038,638538976434924037,638538976435164075,"Network Neutral CubeClone231 was picked up","White"
"nuP28","co",1,"c","grab",39.0022,638538976498899460,638538976499289482,"Network Red CubeClone241 was picked up","Red"
"nuP28","co",1,"c","grab",219.0005,638538976522189546,638538976524379551,"Network Neutral CubeClone243 was picked up","White"
"nuP28","co",1,"c","grab",255.0021,638538976567994880,638538976570544901,"Player 1 hits Network Gold CubeClone235","Gold"
"nuP28","co",1,"c","grab",255.0021,638538976567994880,638538976570544901,"Player 1 hits Network Gold CubeClone235","Gold"
"nuP28","co",1,"c","grab",208.0008,638538976599125015,638538976601205023,"Player 1 hits Network Gold CubeClone256","Gold"
"nuP28","co",1,"c","grab",208.0008,638538976599125015,638538976601205023,"Player 1 hits Network Gold CubeClone256","Gold"
"nuP28","co",1,"c","grab",585.0024,638538976643505186,638538976649355210,"Player 1 hits Network Gold CubeClone260","Gold"
"nuP28","co",1,"c","grab",299.9991,638538976782395731,638538976785395722,"Network Red CubeClone275 was picked up","Red"
"nuP28","co",1,"c","grab",965.0071,638538976966356430,638538976976006501,"Player 1 hits Network Gold CubeClone297","Gold"
"nuP28","co",1,"c","grab",965.0071,638538976966356430,638538976976006501,"Player 1 hits Network Gold CubeClone297","Gold"
