"TimeStamp","Participant","Condition","Trial","Age","Gender","Group","areaEvent","targetEvent","xAreaPos","yAreaPos","zAreaPos","xTargetPos","yTargetPos","zTargetPos"
637959032255062799,"P10","s",1,"18","f","","Game Start",NA,"e","e",NA,NA,NA,NA
637959032262854561,"P10","s",1,"18","f","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637959032262964589,"P10","s",1,"18","f","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637959032263084610,"P10","s",1,"18","f","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637959032263184634,"P10","s",1,"18","f","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637959032263304666,"P10","s",1,"18","f","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637959032263414685,"P10","s",1,"18","f","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637959032263524714,"P10","s",1,"18","f","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637959032263634735,"P10","s",1,"18","f","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637959032263744760,"P10","s",1,"18","f","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637959032263854795,"P10","s",1,"18","f","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637959032263964811,"P10","s",1,"18","f","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637959032264084837,"P10","s",1,"18","f","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637959032264184867,"P10","s",1,"18","f","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637959032264294884,"P10","s",1,"18","f","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637959032264414925,"P10","s",1,"18","f","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637959032264524939,"P10","s",1,"18","f","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637959032264634963,"P10","s",1,"18","f","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637959032264775005,"P10","s",1,"18","f","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637959032264885022,"P10","s",1,"18","f","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637959032264985043,"P10","s",1,"18","f","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637959032265095067,"P10","s",1,"18","f","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637959032265205090,"P10","s",1,"18","f","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637959032265305114,"P10","s",1,"18","f","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637959032265405136,"P10","s",1,"18","f","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637959032265505162,"P10","s",1,"18","f","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637959032265615192,"P10","s",1,"18","f","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637959032265725206,"P10","s",1,"18","f","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637959032265835236,"P10","s",1,"18","f","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637959032265945263,"P10","s",1,"18","f","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637959032266065285,"P10","s",1,"18","f","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637959032266175311,"P10","s",1,"18","f","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637959032266285343,"P10","s",1,"18","f","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637959032266395370,"P10","s",1,"18","f","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637959032266505386,"P10","s",1,"18","f","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637959032266625413,"P10","s",1,"18","f","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637959032266725443,"P10","s",1,"18","f","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637959032266835462,"P10","s",1,"18","f","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637959032266945492,"P10","s",1,"18","f","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637959032267055521,"P10","s",1,"18","f","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637959032267165538,"P10","s",1,"18","f","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637959032267285563,"P10","s",1,"18","f","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637959032267395589,"P10","s",1,"18","f","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637959032267505612,"P10","s",1,"18","f","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637959032267625638,"P10","s",1,"18","f","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
637959032267735664,"P10","s",1,"18","f","e","looking at Build wall",NA,"10","7",10.41,NA,NA,NA
