"TimeStamp","Participant","Condition","Trial","Age","Gender","Group","areaEvent","targetEvent","xAreaPos","yAreaPos","zAreaPos","xTargetPos","yTargetPos","zTargetPos"
637980707390592044,"P18","s",1,31,"f","","Game Start",NA,"c","c",NA,NA,NA,NA
637980707395783258,"P18","s",1,31,"f","c","looking at Play wall",NA,"1.26","11.20539",-0.3032137,NA,NA,NA
637980707395882993,"P18","s",1,31,"f","c","looking at Play wall",NA,"1.26","11.20539",-0.3032137,NA,NA,NA
637980707395999285,"P18","s",1,31,"f","c","looking at Play wall",NA,"1.26","11.20539",-0.3032137,NA,NA,NA
637980707396108993,"P18","s",1,31,"f","c","looking at Play wall",NA,"1.26","11.20539",-0.3032137,NA,NA,NA
637980707396228676,"P18","s",1,31,"f","c","looking at Play wall",NA,"1.26","11.20539",-0.3032137,NA,NA,NA
637980707396348350,"P18","s",1,31,"f","c","looking at Play wall",NA,"1.26","11.20539",-0.3032137,NA,NA,NA
637980707396458049,"P18","s",1,31,"f","c","looking at Play wall",NA,"1.26","11.20539",-0.3032137,NA,NA,NA
637980707396578020,"P18","s",1,31,"f","c","looking at Play wall",NA,"1.26","11.20539",-0.3032137,NA,NA,NA
637980707396687440,"P18","s",1,31,"f","c","looking at Play wall",NA,"1.26","11.20539",-0.3032137,NA,NA,NA
637980707396807118,"P18","s",1,31,"f","c","looking at Play wall",NA,"1.26","11.20539",-0.3032137,NA,NA,NA
637980707396916827,"P18","s",1,31,"f","c","looking at Play wall",NA,"1.26","11.20539",-0.3032137,NA,NA,NA
637980707397046476,"P18","s",1,31,"f","c","looking at Play wall",NA,"1.26","11.20539",-0.3032137,NA,NA,NA
637980707397375587,"P18","s",1,31,"f","c","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637980707397495268,"P18","s",1,31,"f","c","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637980707397614952,"P18","s",1,31,"f","c","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637980707397724661,"P18","s",1,31,"f","c","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637980707397834361,"P18","s",1,31,"f","c","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637980707397944060,"P18","s",1,31,"f","c","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
