"TimeStamp","Participant","Condition","Trial","Age","Gender","Group","areaEvent","targetEvent","xAreaPos","yAreaPos","zAreaPos","xTargetPos","yTargetPos","zTargetPos"
637980747857788770,"P20","s",1,25,"m","","Game Start",NA,"c",NA,NA,NA,NA,NA
637980747861524369,"P20","s",1,25,"m","c","looking at Play wall",NA,"1.26",11.20539,-0.3032137,NA,NA,NA
637980747861634075,"P20","s",1,25,"m","c","looking at Play wall",NA,"1.26",11.20539,-0.3032137,NA,NA,NA
637980747861743776,"P20","s",1,25,"m","c","looking at Play wall",NA,"1.26",11.20539,-0.3032137,NA,NA,NA
637980747861853475,"P20","s",1,25,"m","c","looking at Play wall",NA,"1.26",11.20539,-0.3032137,NA,NA,NA
637980747861983128,"P20","s",1,25,"m","c","looking at Play wall",NA,"1.26",11.20539,-0.3032137,NA,NA,NA
637980747862082865,"P20","s",1,25,"m","c","looking at Play wall",NA,"1.26",11.20539,-0.3032137,NA,NA,NA
637980747862192573,"P20","s",1,25,"m","c","looking at Play wall",NA,"1.26",11.20539,-0.3032137,NA,NA,NA
637980747862302278,"P20","s",1,25,"m","c","looking at Play wall",NA,"1.26",11.20539,-0.3032137,NA,NA,NA
637980747862411984,"P20","s",1,25,"m","c","looking at Play wall",NA,"1.26",11.20539,-0.3032137,NA,NA,NA
637980747862521688,"P20","s",1,25,"m","c","looking at Play wall",NA,"1.26",11.20539,-0.3032137,NA,NA,NA
637980747862651336,"P20","s",1,25,"m","c","looking at Play wall",NA,"1.26",11.20539,-0.3032137,NA,NA,NA
637980747863189894,"P20","s",1,25,"m","c","looking at View wall",NA,"4.97",5,-9.85,NA,NA,NA
637980747863299604,"P20","s",1,25,"m","c","looking at View wall",NA,"4.97",5,-9.85,NA,NA,NA
637980747863419282,"P20","s",1,25,"m","c","looking at View wall",NA,"4.97",5,-9.85,NA,NA,NA
637980747863548928,"P20","s",1,25,"m","c","looking at View wall",NA,"4.97",5,-9.85,NA,NA,NA
637980747863648664,"P20","s",1,25,"m","c","looking at View wall",NA,"4.97",5,-9.85,NA,NA,NA
637980747863768344,"P20","s",1,25,"m","c","looking at View wall",NA,"4.97",5,-9.85,NA,NA,NA
637980747863888024,"P20","s",1,25,"m","c","looking at View wall",NA,"4.97",5,-9.85,NA,NA,NA
637980747863997725,"P20","s",1,25,"m","c","looking at View wall",NA,"4.97",5,-9.85,NA,NA,NA
637980747864117408,"P20","s",1,25,"m","c","looking at View wall",NA,"4.97",5,-9.85,NA,NA,NA
637980747864217135,"P20","s",1,25,"m","c","looking at View wall",NA,"4.97",5,-9.85,NA,NA,NA
637980747864336820,"P20","s",1,25,"m","c","looking at View wall",NA,"4.97",5,-9.85,NA,NA,NA
637980747864466475,"P20","s",1,25,"m","c","looking at View wall",NA,"4.97",5,-9.85,NA,NA,NA
637980747864576180,"P20","s",1,25,"m","c","looking at View wall",NA,"4.97",5,-9.85,NA,NA,NA
637980747864675906,"P20","s",1,25,"m","c","looking at View wall",NA,"4.97",5,-9.85,NA,NA,NA
637980747864795594,"P20","s",1,25,"m","c","looking at View wall",NA,"4.97",5,-9.85,NA,NA,NA
637980747865047495,"P20","s",1,25,"m","c","looking at View wall",NA,"4.97",5,-9.85,NA,NA,NA
637980747865137236,"P20","s",1,25,"m","c","looking at View wall",NA,"4.97",5,-9.85,NA,NA,NA
637980747865246663,"P20","s",1,25,"m","c","looking at View wall",NA,"4.97",5,-9.85,NA,NA,NA
