"TimeStamp","Participant","Condition","Trial","Age","Gender","Group","areaEvent","targetEvent","xAreaPos","yAreaPos","zAreaPos","xTargetPos","yTargetPos","zTargetPos"
637959144709883291,"P14","s",1,22,"m","","Game Start",NA,"e","e",NA,NA,NA,NA
637959144715854642,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144715964664,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144716434792,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144716554802,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144716664826,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144716784860,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144717004908,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144717124929,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144717354980,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144717575027,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144717685055,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144717795085,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144717915108,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144718015126,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144718135155,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144718235181,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144718355210,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144718465229,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144718685285,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144718825309,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144718935342,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144719035368,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144719145384,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144719255411,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144719355435,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144719465458,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144719575491,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144719675501,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144719785529,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144719895554,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144720005582,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144720115602,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144720225629,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144720335653,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144720445677,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144720555714,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144720675731,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144720785759,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144720895781,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144721005802,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144721115831,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144721225857,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144721345883,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144721445908,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144721565928,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144721685955,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144721795986,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144721896007,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144722006028,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
637959144722126054,"P14","s",1,22,"m","e","looking at View wall",NA,"4.97","5",-9.85,NA,NA,NA
