TimeStamp,participant,Condition,Tiral,Age,Gender,SessionTime,Event, xPos, yPos, zPos, group
637959021732396388,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021734946964,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021735066997,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021735177018,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021736287261,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021736397288,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021736507312,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021736617341,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021736727363,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021736837392,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021736957420,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021737067443,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021737177472,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021737287487,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021737397516,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021737507543,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021737617562,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021737737600,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021737837614,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021737937636,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021738067667,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021738177700,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021738287713,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021738407745,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021738507771,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021738627796,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021738737818,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021738847843,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021738957868,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021739067899,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021739167924,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021739287941,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021739447984,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021739568011,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021739678034,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021739788059,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021739908087,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021740008110,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021740118138,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021740218156,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021740338187,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021740448213,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021740558232,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021740678263,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021740788284,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021740898309,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021741008334,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021741118361,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021741228386,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021741338426,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021741448435,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021741558455,P9,tut,1,25,f,,looking at View wall,4.97,5,-9.85,c
637959021741778511,P9,tut,1,25,f,,looking at Play wall,1.26,11.20539,-0.3032137,c
637959021741888528,P9,tut,1,25,f,,looking at Play wall,1.26,11.20539,-0.3032137,c
637959021741998553,P9,tut,1,25,f,,looking at Play wall,1.26,11.20539,-0.3032137,c
637959021742118580,P9,tut,1,25,f,,looking at Play wall,1.26,11.20539,-0.3032137,c
637959021742228618,P9,tut,1,25,f,,looking at Play wall,1.26,11.20539,-0.3032137,c
637959021742338644,P9,tut,1,25,f,,looking at Play wall,1.26,11.20539,-0.3032137,c
637959021742448670,P9,tut,1,25,f,,looking at Play wall,1.26,11.20539,-0.3032137,c
637959021742568690,P9,tut,1,25,f,,looking at Play wall,1.26,11.20539,-0.3032137,c
637959021742668725,P9,tut,1,25,f,,looking at Play wall,1.26,11.20539,-0.3032137,c
637959021742778738,P9,tut,1,25,f,,looking at Play wall,1.26,11.20539,-0.3032137,c
637959021742898757,P9,tut,1,25,f,,looking at Play wall,1.26,11.20539,-0.3032137,c
637959021743008791,P9,tut,1,25,f,,looking at Play wall,1.26,11.20539,-0.3032137,c
637959021743118810,P9,tut,1,25,f,,looking at Play wall,1.26,11.20539,-0.3032137,c
637959021743228834,P9,tut,1,25,f,,looking at Play wall,1.26,11.20539,-0.3032137,c
637959021743338873,P9,tut,1,25,f,,looking at Play wall,1.26,11.20539,-0.3032137,c
637959021743448884,P9,tut,1,25,f,,looking at Play wall,1.26,11.20539,-0.3032137,c
637959021743568914,P9,tut,1,25,f,,looking at Play wall,1.26,11.20539,-0.3032137,c
637959021743678939,P9,tut,1,25,f,,looking at Play wall,1.26,11.20539,-0.3032137,c
637959021743778964,P9,tut,1,25,f,,looking at Play wall,1.26,11.20539,-0.3032137,c
637959021743898992,P9,tut,1,25,f,,looking at Play wall,1.26,11.20539,-0.3032137,c
637959021744009009,P9,tut,1,25,f,,looking at Play wall,1.26,11.20539,-0.3032137,c
637959021744119042,P9,tut,1,25,f,,looking at Play wall,1.26,11.20539,-0.3032137,c
637959021744229061,P9,tut,1,25,f,,looking at Play wall,1.26,11.20539,-0.3032137,c
637959021744339088,P9,tut,1,25,f,,looking at Play wall,1.26,11.20539,-0.3032137,c
637959021744449121,P9,tut,1,25,f,,looking at Play wall,1.26,11.20539,-0.3032137,c
637959021744569140,P9,tut,1,25,f,,looking at Play wall,1.26,11.20539,-0.3032137,c
637959021744669166,P9,tut,1,25,f,,looking at Play wall,1.26,11.20539,-0.3032137,c
637959021744789186,P9,tut,1,25,f,,looking at Play wall,1.26,11.20539,-0.3032137,c
637959021744909215,P9,tut,1,25,f,,looking at Play wall,1.26,11.20539,-0.3032137,c
637959021744999238,P9,tut,1,25,f,,looking at Play wall,1.26,11.20539,-0.3032137,c
637959021745119262,P9,tut,1,25,f,,looking at Play wall,1.26,11.20539,-0.3032137,c
637959021745229298,P9,tut,1,25,f,,looking at Play wall,1.26,11.20539,-0.3032137,c
637959021745339308,P9,tut,1,25,f,,looking at Play wall,1.26,11.20539,-0.3032137,c
637959021745449340,P9,tut,1,25,f,,looking at Play wall,1.26,11.20539,-0.3032137,c
637959021745559370,P9,tut,1,25,f,,looking at Play wall,1.26,11.20539,-0.3032137,c
