"TimeStamp","Participant","Condition","Trial","Age","Gender","Group","areaEvent","targetEvent","xAreaPos","yAreaPos","zAreaPos","xTargetPos","yTargetPos","zTargetPos"
637992795938885290,"P28","s",1,20,"m","","Game Start",NA,"c",NA,NA,NA,NA,NA
637992795941631799,"P28","s",1,20,"m","c","looking at Play wall",NA,"2.802482",6.37706,2.952715,NA,NA,NA
637992795941761545,"P28","s",1,20,"m","c","looking at Play wall",NA,"2.802482",6.181486,2.065572,NA,NA,NA
637992795941861028,"P28","s",1,20,"m","c","looking at Play wall",NA,"2.802482",6.491518,1.309226,NA,NA,NA
637992795941970662,"P28","s",1,20,"m","c","looking at Play wall",NA,"2.802482",6.373241,1.031143,NA,NA,NA
637992795942080297,"P28","s",1,20,"m","c","looking at Play wall",NA,"2.802482",6.482354,0.05591983,NA,NA,NA
637992795942209866,"P28","s",1,20,"m","c","looking at Play wall",NA,"2.802482",6.534365,-0.3901524,NA,NA,NA
637992795942300096,"P28","s",1,20,"m","c","looking at Play wall",NA,"2.802482",6.422207,-1.222254,NA,NA,NA
637992795942409433,"P28","s",1,20,"m","c","looking at Play wall",NA,"2.802482",6.430728,-1.557091,NA,NA,NA
637992795942529065,"P28","s",1,20,"m","c","looking at Play wall",NA,"2.802482",6.48218,-1.895833,NA,NA,NA
637992795942638769,"P28","s",1,20,"m","c","looking at Play wall",NA,"2.802482",6.448655,-2.450879,NA,NA,NA
637992795942748056,"P28","s",1,20,"m","c","looking at Play wall",NA,"2.802482",6.462102,-2.830277,NA,NA,NA
637992795942857698,"P28","s",1,20,"m","c","looking at Play wall",NA,"2.802482",6.458767,-2.83296,NA,NA,NA
637992795942977297,"P28","s",1,20,"m","c","looking at Play wall",NA,"2.802482",6.397772,-2.877681,NA,NA,NA
637992795943086929,"P28","s",1,20,"m","c","looking at Play wall",NA,"2.802482",6.377337,-2.719654,NA,NA,NA
637992795943206521,"P28","s",1,20,"m","c","looking at Play wall",NA,"2.802482",6.413714,-2.726535,NA,NA,NA
637992795943316155,"P28","s",1,20,"m","c","looking at Play wall",NA,"2.802482",6.418509,-2.685878,NA,NA,NA
637992795943435751,"P28","s",1,20,"m","c","looking at Play wall",NA,"2.802482",6.430168,-2.750053,NA,NA,NA
637992795943545388,"P28","s",1,20,"m","c","looking at Play wall",NA,"2.802482",6.446099,-2.763901,NA,NA,NA
637992795943664990,"P28","s",1,20,"m","c","looking at Play wall",NA,"2.802482",6.34003,-2.698647,NA,NA,NA
637992795943784592,"P28","s",1,20,"m","c","looking at Play wall",NA,"2.802482",6.478936,-2.607306,NA,NA,NA
637992795943884257,"P28","s",1,20,"m","c","looking at Play wall",NA,"2.802482",6.37624,-2.650518,NA,NA,NA
637992795944003854,"P28","s",1,20,"m","c","looking at Play wall",NA,"2.802482",6.56852,-2.536077,NA,NA,NA
637992795944113489,"P28","s",1,20,"m","c","looking at Play wall",NA,"2.802482",6.400564,-2.989546,NA,NA,NA
637992795944452350,"P28","s",1,20,"m","c","looking at View wall",NA,"2.725499",6.74606,-6.192505,NA,NA,NA
637992795944561982,"P28","s",1,20,"m","c","looking at View wall",NA,"3.221935",7.230369,-6.822745,NA,NA,NA
637992795944681583,"P28","s",1,20,"m","c","looking at View wall",NA,"3.291092",6.977087,-6.910541,NA,NA,NA
637992795944791218,"P28","s",1,20,"m","c","looking at View wall",NA,"3.204423",7.135671,-6.800512,NA,NA,NA
637992795944900848,"P28","s",1,20,"m","c","looking at View wall",NA,"3.226267",7.109386,-6.828243,NA,NA,NA
637992795945010480,"P28","s",1,20,"m","c","looking at View wall",NA,"3.209674",6.925154,-6.807178,NA,NA,NA
637992795945130081,"P28","s",1,20,"m","c","looking at View wall",NA,"3.256517",7.089794,-6.866648,NA,NA,NA
637992795945239721,"P28","s",1,20,"m","c","looking at View wall",NA,"3.211858",6.968586,-6.809951,NA,NA,NA
637992795945349346,"P28","s",1,20,"m","c","looking at View wall",NA,"3.213688",6.988174,-6.812274,NA,NA,NA
637992795945458976,"P28","s",1,20,"m","c","looking at View wall",NA,"3.234541",6.903256,-6.838748,NA,NA,NA
637992795945568611,"P28","s",1,20,"m","c","looking at View wall",NA,"3.195788",7.070169,-6.789549,NA,NA,NA
637992795945678245,"P28","s",1,20,"m","c","looking at View wall",NA,"3.05005",7.174879,-6.604531,NA,NA,NA
637992795945797842,"P28","s",1,20,"m","c","looking at View wall",NA,"3.141687",7.071582,-6.720867,NA,NA,NA
637992795945907481,"P28","s",1,20,"m","c","looking at View wall",NA,"3.098953",7.109191,-6.666615,NA,NA,NA
637992795946017110,"P28","s",1,20,"m","c","looking at View wall",NA,"3.126812",7.02427,-6.701983,NA,NA,NA
637992795946126751,"P28","s",1,20,"m","c","looking at View wall",NA,"3.197261",7.070662,-6.79142,NA,NA,NA
637992795946236377,"P28","s",1,20,"m","c","looking at View wall",NA,"4.014135",5.979929,-7.828464,NA,NA,NA
637992795946346007,"P28","s",1,20,"m","c","looking at View wall",NA,"4.331165",5.831422,-8.230944,NA,NA,NA
637992795946455641,"P28","s",1,20,"m","c","looking at View wall",NA,"4.534781",5.214022,-8.489439,NA,NA,NA
637992795946575240,"P28","s",1,20,"m","c","looking at View wall",NA,"4.272626",5.137826,-8.156626,NA,NA,NA
637992795946674906,"P28","s",1,20,"m","c","looking at View wall",NA,"4.324088",5.144917,-8.221959,NA,NA,NA
637992795946794508,"P28","s",1,20,"m","c","looking at View wall",NA,"4.285259",5.102035,-8.172664,NA,NA,NA
637992795946904146,"P28","s",1,20,"m","c","looking at View wall",NA,"4.23538",5.165155,-8.109342,NA,NA,NA
637992795947013771,"P28","s",1,20,"m","c","looking at View wall",NA,"4.254396",5.13674,-8.133483,NA,NA,NA
637992795947123399,"P28","s",1,20,"m","c","looking at View wall",NA,"4.358037",5.007926,-8.265057,NA,NA,NA
637992795947243004,"P28","s",1,20,"m","c","looking at View wall",NA,"4.320597",5.023047,-8.217526,NA,NA,NA
637992795947352637,"P28","s",1,20,"m","c","looking at View wall",NA,"4.354112",5.07207,-8.260075,NA,NA,NA
637992795947462275,"P28","s",1,20,"m","c","looking at View wall",NA,"4.389306",5.112473,-8.304754,NA,NA,NA
637992795947571901,"P28","s",1,20,"m","c","looking at View wall",NA,"4.228092",5.251984,-8.100089,NA,NA,NA
637992795947681533,"P28","s",1,20,"m","c","looking at View wall",NA,"4.309457",5.294253,-8.203383,NA,NA,NA
637992795947791176,"P28","s",1,20,"m","c","looking at View wall",NA,"4.278562",5.258319,-8.164162,NA,NA,NA
637992795947900801,"P28","s",1,20,"m","c","looking at View wall",NA,"4.574132",5.174282,-8.539396,NA,NA,NA
637992795948020399,"P28","s",1,20,"m","c","looking at View wall",NA,"5.079791",5.012973,-9.181345,NA,NA,NA
637992795948130034,"P28","s",1,20,"m","c","looking at View wall",NA,"5.283107",5.010759,-9.43946,NA,NA,NA
637992795948229696,"P28","s",1,20,"m","c","looking at View wall",NA,"5.401178",4.952954,-9.589355,NA,NA,NA
637992795948369230,"P28","s",1,20,"m","c","looking at View wall",NA,"5.342809",5.005924,-9.515253,NA,NA,NA
637992795948458934,"P28","s",1,20,"m","c","looking at View wall",NA,"5.415591",5.022358,-9.607652,NA,NA,NA
637992795948568563,"P28","s",1,20,"m","c","looking at View wall",NA,"5.384722",5.147686,-9.568463,NA,NA,NA
637992795948678195,"P28","s",1,20,"m","c","looking at View wall",NA,"5.447772",5.184514,-9.648507,NA,NA,NA
637992795948787834,"P28","s",1,20,"m","c","looking at View wall",NA,"5.413123",5.092286,-9.604519,NA,NA,NA
637992795948907433,"P28","s",1,20,"m","c","looking at View wall",NA,"5.37819",5.078694,-9.56017,NA,NA,NA
637992795949017061,"P28","s",1,20,"m","c","looking at View wall",NA,"5.420343",5.194423,-9.613685,NA,NA,NA
637992795949126696,"P28","s",1,20,"m","c","looking at View wall",NA,"5.439655",5.098464,-9.638203,NA,NA,NA
637992795949236331,"P28","s",1,20,"m","c","looking at View wall",NA,"5.28254",5.161004,-9.438741,NA,NA,NA
637992795949345960,"P28","s",1,20,"m","c","looking at View wall",NA,"5.365581",5.060941,-9.544163,NA,NA,NA
637992795949455595,"P28","s",1,20,"m","c","looking at View wall",NA,"5.279512",5.0755,-9.434896,NA,NA,NA
637992795949565223,"P28","s",1,20,"m","c","looking at View wall",NA,"5.203024",5.111353,-9.337792,NA,NA,NA
637992795949674860,"P28","s",1,20,"m","c","looking at View wall",NA,"5.211122",5.098005,-9.348073,NA,NA,NA
637992795949794458,"P28","s",1,20,"m","c","looking at View wall",NA,"4.92652",4.898106,-8.986763,NA,NA,NA
637992795949904090,"P28","s",1,20,"m","c","looking at View wall",NA,"4.069199",5.119896,-7.898369,NA,NA,NA
637992795950023689,"P28","s",1,20,"m","c","looking at View wall",NA,"3.970705",5.116039,-7.773329,NA,NA,NA
637992795950123355,"P28","s",1,20,"m","c","looking at View wall",NA,"3.970519",5.090102,-7.773092,NA,NA,NA
