"","TimeEpoch","condition","Participant","MeanPercent","MeanPupilSize"
"2190",1.2,"solo","P2",6.3244726664353,3.74759748411824
"2191",1.2,"solo","P3",3.26794155636144,5.73737460189137
"2192",1.2,"solo","P4",6.50334477399994,4.18537613583185
"2193",1.2,"solo","P5",8.89020517381495,3.0482994237488
"2194",1.2,"solo","P6",5.33956488590421,4.98239342472039
"2195",1.2,"solo","P7",8.86476907395091,4.0978752699174
"2196",1.2,"solo","P9",7.96509403336698,4.71204112336486
"2197",1.2,"solo","sd10",8.7933601634032,3.52333656339472
"2198",1.2,"solo","sd12",6.29349435754836,3.6143402791806
"2199",1.2,"solo","sdP1",9.3161324578232,4.22589185561218
"2200",1.2,"solo","sdP11",7.78990392726905,3.9181595642269
"2201",1.2,"solo","sdP12",6.52845418612998,3.72434513428193
"2202",1.2,"solo","sdP13",6.97795493525894,4.06590877993749
"2203",1.2,"solo","sdP14",7.99581960007499,4.02029353631683
"2204",1.2,"solo","sdP15",11.2694120784255,5.39623702396294
"2205",1.2,"solo","sdP2",6.65653239296946,5.81935333023994
"2206",1.2,"solo","sdP3",13.6885572487996,3.28858985361395
"2207",1.2,"solo","sdP4",5.73604434935293,5.6646625100028
"2208",1.2,"solo","sdP5",9.76411519109645,4.45960990709256
"2209",1.2,"solo","sdP7",10.8787277167996,4.55496738312608
"2210",1.2,"solo","sdP8",7.87436980296583,4.34164771003104
"2211",1.2,"solo","sdP9",8.62248076275125,3.81244120949642
"2212",1.3,"co","P2",15.5850728893395,3.64549008213824
"2213",1.3,"co","P3",4.99303950466308,5.73792101997409
"2214",1.3,"co","P4",8.80533277600712,4.0265953209034
"2215",1.3,"co","P5",1.85850712381077,3.18937185420485
"2216",1.3,"co","P6",13.7284741077684,4.98887956000388
"2217",1.3,"co","P7",6.87919557713311,3.91940000994327
"2218",1.3,"co","P9",11.779434246187,4.37952706803937
"2219",1.3,"co","sd10",8.51866718919933,3.44218241190037
"2220",1.3,"co","sd12",7.81650884586046,3.52302694465079
"2221",1.3,"co","sdP1",9.28730948828238,4.166985100097
"2222",1.3,"co","sdP11",9.62271988434658,3.9034923448906
"2223",1.3,"co","sdP12",8.39418348733146,3.52216576050595
"2224",1.3,"co","sdP13",9.12456824562456,3.97605530388107
"2225",1.3,"co","sdP14",9.31128563263853,4.05645720235788
"2226",1.3,"co","sdP15",10.8574162699433,5.37802553263534
"2227",1.3,"co","sdP2",9.51641803860924,5.92221718412407
"2228",1.3,"co","sdP3",12.507822051756,3.27660432570188
"2229",1.3,"co","sdP4",4.56448525849528,5.50758492539818
"2230",1.3,"co","sdP5",11.0098082151479,4.4842192533289
"2231",1.3,"co","sdP7",10.1067022977663,4.40796510538833
"2232",1.3,"co","sdP8",9.24131999838377,4.25538561229592
"2233",1.3,"co","sdP9",7.84975090541302,3.84230119162495
"2234",1.3,"co",NA,7.16634984725889,2.28573071428571
"2235",1.3,"comp","P2",18.8342019271479,3.86022822867532
"2236",1.3,"comp","P3",15.788110122897,5.74075261682904
"2237",1.3,"comp","P4",4.41844342436332,4.02460699205151
"2238",1.3,"comp","P5",2.52462413979531,3.23841848967742
"2239",1.3,"comp","P6",14.2651794249275,5.27863711377024
"2240",1.3,"comp","P7",9.61705046333492,4.10971458659091
"2241",1.3,"comp","P9",6.58154312955729,4.36173544786224
"2242",1.3,"comp","Py",4.14654677006815,4.03227068643366
"2243",1.3,"comp","sd10",7.38425811030337,3.55862195152482
"2244",1.3,"comp","sdP1",9.63430848770214,4.25799106373773
"2245",1.3,"comp","sdP11",9.57503545795228,3.59615618728081
"2246",1.3,"comp","sdP12",4.8760429823772,3.72207823418255
"2247",1.3,"comp","sdP13",7.6131646197621,3.96542653685998
"2248",1.3,"comp","sdP14",4.73714755140397,3.6543282356719
"2249",1.3,"comp","sdP15",11.8157562236038,5.28464166184341
"2250",1.3,"comp","sdP2",7.82895833382035,5.77699729353869
"2251",1.3,"comp","sdP3",13.3364820955425,3.26353375351748
"2252",1.3,"comp","sdP4",4.84698309447773,5.46251535137921
"2253",1.3,"comp","sdP5",8.60395958485797,4.52046606614624
"2254",1.3,"comp","sdP7",11.3858730793946,4.29712481062177
"2255",1.3,"comp","sdP8",6.20521094828842,4.37770300044229
"2256",1.3,"comp","sdP9",10.2592423992425,3.81191188378335
"2257",1.3,"solo","P2",7.05969942599984,3.77268050455399
"2258",1.3,"solo","P3",3.55943769313293,5.74957052760333
"2259",1.3,"solo","P4",6.45845650576181,4.18439797832999
"2260",1.3,"solo","P5",9.98111573186054,3.07853099699916
"2261",1.3,"solo","P6",5.24627520486153,4.98322103212138
"2262",1.3,"solo","P7",9.4055428263125,4.11674390680175
"2263",1.3,"solo","P9",7.72842589935097,4.70004251507555
"2264",1.3,"solo","sd10",8.55666046749369,3.51595961033681
"2265",1.3,"solo","sd12",6.08357359191528,3.6130530421657
"2266",1.3,"solo","sdP1",9.07388207945686,4.21661863190398
"2267",1.3,"solo","sdP11",8.09604662605155,3.92812460156259
"2268",1.3,"solo","sdP12",6.70799555381007,3.71946473788292
"2269",1.3,"solo","sdP13",7.09322005616747,4.07268199026208
"2270",1.3,"solo","sdP14",8.23509140030069,4.03023752888925
"2271",1.3,"solo","sdP15",11.3395772030556,5.40090779722316
"2272",1.3,"solo","sdP2",6.6209681628126,5.82517087697242
"2273",1.3,"solo","sdP3",15.1855081367897,3.33127026388357
"2274",1.3,"solo","sdP4",5.59398574061156,5.65684644154437
"2275",1.3,"solo","sdP5",10.2300523993501,4.47614780414038
"2276",1.3,"solo","sdP7",11.1154505357142,4.56250120632581
"2277",1.3,"solo","sdP8",7.62621066017658,4.32909726698666
"2278",1.3,"solo","sdP9",8.2445668596841,3.79892347485078
"2279",1.4,"co","P2",18.0946122655913,3.68559381571519
"2280",1.4,"co","P3",5.02330753836874,5.7496395234112
"2281",1.4,"co","P4",8.76127853397076,4.02940234901072
"2282",1.4,"co","P5",0.809923220554715,3.18061287087841
"2283",1.4,"co","P6",14.1606362946687,5.03495005158687
"2284",1.4,"co","P7",6.96927177551907,3.91640068468468
"2285",1.4,"co","P9",12.0665557644384,4.36553586702157
"2286",1.4,"co","sd10",8.01230778753717,3.4285582669862
"2287",1.4,"co","sd12",8.37624233432846,3.51457292783333
"2288",1.4,"co","sdP1",7.9222917781541,4.11460074855438
"2289",1.4,"co","sdP11",9.16038717955001,3.85958912039292
"2290",1.4,"co","sdP12",7.98055064100028,3.50923257756047
"2291",1.4,"co","sdP13",8.03553675090698,3.92196567279425
"2292",1.4,"co","sdP14",8.64567440684465,4.04069086998639
"2293",1.4,"co","sdP15",10.9114795999482,5.36963303041869
"2294",1.4,"co","sdP2",9.22979826894493,5.90353288369967
"2295",1.4,"co","sdP3",13.3420028322166,3.30112075216766
"2296",1.4,"co","sdP4",4.09389391685499,5.48261653624265
"2297",1.4,"co","sdP5",11.1394843817665,4.48383884459386
"2298",1.4,"co","sdP7",10.4782660306294,4.4194053874821
"2299",1.4,"co","sdP8",8.65700191006276,4.23652359042546
"2300",1.4,"co","sdP9",6.90375903498325,3.80701339300575
"2301",1.4,"co",NA,8.21166300417134,2.308026
"2302",1.4,"comp","P2",18.5800603834457,3.85012466568508
"2303",1.4,"comp","P3",15.4014618344942,5.73983399803092
"2304",1.4,"comp","P4",4.95023092471274,4.04142341010395
"2305",1.4,"comp","P5",3.01534547710881,3.24802362988963
"2306",1.4,"comp","P6",13.8268821646958,5.25312359048324
"2307",1.4,"comp","P7",9.47615970461974,4.10475252125926
"2308",1.4,"comp","P9",5.76312949181339,4.32736394560404
"2309",1.4,"comp","Py",4.18067236492576,4.02828397936974
"2310",1.4,"comp","sd10",6.60886931210441,3.5333879865867
"2311",1.4,"comp","sdP1",9.65311541896984,4.2621205047043
"2312",1.4,"comp","sdP11",9.53116540202812,3.59132190196265
